team_no,team_name,team_code,player_no,name,shirtNumber,position_raw,position_group,pair_token
1,BURSASPOR BASKETBOL,BUR,135,A. Konontsuk,34,,,1:135
1,BURSASPOR BASKETBOL,BUR,102,B. Akin,11,,,1:102
1,BURSASPOR BASKETBOL,BUR,133,B. Childress,0,,,1:133
1,BURSASPOR BASKETBOL,BUR,129,B. Crawford,13,,,1:129
1,BURSASPOR BASKETBOL,BUR,126,B. Satir,10,,,1:126
1,BURSASPOR BASKETBOL,BUR,101,H. Köksal,7,,,1:101
1,BURSASPOR BASKETBOL,BUR,136,J. Delaurier,12,,,1:136
1,BURSASPOR BASKETBOL,BUR,127,L. Nnoko,35,,,1:127
1,BURSASPOR BASKETBOL,BUR,144,M. Parsons,5,,,1:144
1,BURSASPOR BASKETBOL,BUR,3,T. Akdamar,3,,,1:3
1,BURSASPOR BASKETBOL,BUR,134,V. King,22,,,1:134
1,BURSASPOR BASKETBOL,BUR,4,Y. Onar,14,,,1:4
2,GLINT MANISA BASKET,MNS,16,A. Çamoglu,21,,,2:16
2,GLINT MANISA BASKET,MNS,23,B. Eryurtlu,6,,,2:23
2,GLINT MANISA BASKET,MNS,22,B. Çal,11,,,2:22
2,GLINT MANISA BASKET,MNS,31,D. Smith,2,,,2:31
2,GLINT MANISA BASKET,MNS,29,E. Mobley,15,,,2:29
2,GLINT MANISA BASKET,MNS,15,I. Yilmaz,9,,,2:15
2,GLINT MANISA BASKET,MNS,28,J. Johnson,34,,,2:28
2,GLINT MANISA BASKET,MNS,33,J. Mintz,10,,,2:33
2,GLINT MANISA BASKET,MNS,32,J. Scrubb,1,,,2:32
2,GLINT MANISA BASKET,MNS,34,K. Zemaitis,13,,,2:34
2,GLINT MANISA BASKET,MNS,27,M. Yerkazanoglu,12,,,2:27
2,GLINT MANISA BASKET,MNS,24,Y. Onan,7,,,2:24
