possession_id,period,start_action,end_action,owner_tno,end_reason,pts_owner,pts_against,owner_team_name,net_pts
0,1,1,6,,,0,0,,0
1,1,7,7,1.0,turnover,0,0,TRABZONSPOR,0
2,1,8,9,2.0,def_reb,0,0,ANADOLU EFES,0
3,1,10,10,1.0,def_reb,0,0,TRABZONSPOR,0
4,1,11,11,2.0,def_reb,0,0,ANADOLU EFES,0
5,1,13,13,1.0,def_reb,0,0,TRABZONSPOR,0
6,1,14,14,2.0,turnover,0,0,ANADOLU EFES,0
7,1,17,17,1.0,turnover,0,0,TRABZONSPOR,0
8,1,19,19,2.0,def_reb,0,0,ANADOLU EFES,0
9,1,20,20,1.0,def_reb,0,0,TRABZONSPOR,0
10,1,21,21,2.0,def_reb,0,0,ANADOLU EFES,0
11,1,22,22,1.0,def_reb,0,0,TRABZONSPOR,0
12,1,24,26,2.0,def_reb,0,0,ANADOLU EFES,0
13,1,27,27,1.0,def_reb,0,0,TRABZONSPOR,0
14,1,28,36,2.0,turnover,0,0,ANADOLU EFES,0
15,1,38,40,1.0,score,3,0,TRABZONSPOR,3
16,1,41,42,2.0,turnover,0,0,ANADOLU EFES,0
17,1,43,44,1.0,def_reb,0,0,TRABZONSPOR,0
18,1,45,45,2.0,def_reb,0,0,ANADOLU EFES,0
19,1,46,46,1.0,turnover,0,0,TRABZONSPOR,0
20,1,47,49,2.0,score,2,2,ANADOLU EFES,0
21,1,50,63,1.0,score,2,2,TRABZONSPOR,0
22,1,64,65,2.0,def_reb,0,0,ANADOLU EFES,0
23,1,67,67,1.0,def_reb,0,0,TRABZONSPOR,0
24,1,68,73,2.0,score,2,2,ANADOLU EFES,0
25,1,74,75,1.0,turnover,0,0,TRABZONSPOR,0
26,1,76,77,2.0,score,2,2,ANADOLU EFES,0
27,1,78,79,1.0,score,2,2,TRABZONSPOR,0
28,1,80,86,2.0,made_ft,1,1,ANADOLU EFES,0
29,1,87,88,1.0,made_ft_last,1,0,TRABZONSPOR,1
30,1,90,90,2.0,score,2,0,ANADOLU EFES,2
31,1,91,93,1.0,def_reb,0,0,TRABZONSPOR,0
32,1,96,98,2.0,made_ft,1,0,ANADOLU EFES,1
33,1,99,99,1.0,made_ft_last,1,1,TRABZONSPOR,0
34,1,100,109,2.0,score,2,2,ANADOLU EFES,0
35,1,110,111,1.0,turnover,0,0,TRABZONSPOR,0
36,1,112,115,2.0,def_reb,0,0,ANADOLU EFES,0
37,1,116,116,1.0,def_reb,0,0,TRABZONSPOR,0
38,1,117,117,2.0,score,2,0,ANADOLU EFES,2
39,1,118,123,1.0,turnover,0,0,TRABZONSPOR,0
40,1,124,126,2.0,score,3,0,ANADOLU EFES,3
41,1,127,136,1.0,def_reb,0,0,TRABZONSPOR,0
42,1,137,137,2.0,def_reb,0,0,ANADOLU EFES,0
43,1,139,139,1.0,score,2,2,TRABZONSPOR,0
44,1,140,145,2.0,made_ft_last,1,0,ANADOLU EFES,1
45,1,148,148,1.0,def_reb,0,0,TRABZONSPOR,0
46,1,149,149,2.0,def_reb,0,0,ANADOLU EFES,0
47,1,151,151,1.0,def_reb,0,0,TRABZONSPOR,0
48,1,152,152,2.0,def_reb,0,0,ANADOLU EFES,0
49,1,153,153,1.0,score,2,0,TRABZONSPOR,2
50,1,154,154,2.0,def_reb,0,0,ANADOLU EFES,0
51,1,155,155,1.0,def_reb,0,0,TRABZONSPOR,0
52,1,157,165,2.0,made_ft,1,1,ANADOLU EFES,0
53,1,166,166,1.0,made_ft_last,1,0,TRABZONSPOR,1
54,1,169,169,2.0,turnover,0,0,ANADOLU EFES,0
55,1,170,173,1.0,turnover,0,0,TRABZONSPOR,0
56,1,175,182,2.0,def_reb,0,0,ANADOLU EFES,0
57,1,183,183,1.0,def_reb,0,0,TRABZONSPOR,0
58,1,184,186,2.0,made_ft_last,1,0,ANADOLU EFES,1
59,1,189,203,1.0,score,2,2,TRABZONSPOR,0
60,2,204,204,2.0,def_reb,0,0,ANADOLU EFES,0
61,2,205,205,1.0,def_reb,0,0,TRABZONSPOR,0
62,2,206,206,2.0,score,2,0,ANADOLU EFES,2
63,2,207,207,1.0,turnover,0,0,TRABZONSPOR,0
64,2,208,209,2.0,score,2,0,ANADOLU EFES,2
65,2,210,213,1.0,def_reb,0,0,TRABZONSPOR,0
66,2,214,214,2.0,def_reb,0,0,ANADOLU EFES,0
67,2,216,223,1.0,def_reb,0,0,TRABZONSPOR,0
68,2,225,225,2.0,def_reb,0,0,ANADOLU EFES,0
69,2,227,227,1.0,score,2,0,TRABZONSPOR,2
70,2,229,233,2.0,turnover,0,0,ANADOLU EFES,0
71,2,235,235,1.0,score,3,0,TRABZONSPOR,3
72,2,236,237,2.0,def_reb,0,0,ANADOLU EFES,0
73,2,238,238,1.0,def_reb,0,0,TRABZONSPOR,0
74,2,239,239,2.0,turnover,0,0,ANADOLU EFES,0
75,2,240,241,1.0,def_reb,0,0,TRABZONSPOR,0
76,2,242,242,2.0,def_reb,0,0,ANADOLU EFES,0
77,2,244,244,1.0,score,3,0,TRABZONSPOR,3
78,2,245,256,2.0,turnover,0,0,ANADOLU EFES,0
79,2,257,258,1.0,def_reb,0,0,TRABZONSPOR,0
