start_action,end_action,start_period,start_clock,end_period,end_clock,teamA_no,teamA_name,lineupA_players,lineupA_uid,lineupA_pos_mix,lineupA_tokens,lineupA_names,teamB_no,teamB_name,lineupB_players,lineupB_uid,lineupB_pos_mix,lineupB_tokens,lineupB_names,poss_A,pts_A_for,pts_A_against,net_A,ORtg_A,DRtg_A,poss_B,pts_B_for,pts_B_against,net_B,ORtg_B,DRtg_B,score_start_A,score_start_B,score_end_A,score_end_B
1.0,52.0,1,10:00:00,1,07:04:00,1,TRABZONSPOR,"[4, 5, 9, 10, 11]",4|5|9|10|11,Unknownx5,"['1:4', '1:5', '1:9', '1:10', '1:11']","['I. Ulusoy', 'O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed']",2,ANADOLU EFES,"[73, 75, 80, 81, 92]",73|75|80|81|92,Unknownx5,"['2:73', '2:75', '2:80', '2:81', '2:92']","['B. Dessert', 'C. Swider', 'E. Yilmaz', 'S. Hazer', 'J. Loyd']",10,3,2,1,30.0,20.0,10,2,3,-1,20.0,30.0,0,0,5,0
52.1,68.0,1,07:04:00,1,06:21:00,1,TRABZONSPOR,"[4, 5, 9, 10, 11]",4|5|9|10|11,Unknownx5,"['1:4', '1:5', '1:9', '1:10', '1:11']","['I. Ulusoy', 'O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed']",2,ANADOLU EFES,"[72, 73, 74, 75, 80]",72|73|74|75|80,Unknownx5,"['2:72', '2:73', '2:74', '2:75', '2:80']","['R. Beaubois', 'B. Dessert', 'P. Dozier ', 'C. Swider', 'E. Yilmaz']",1,0,0,0,0.0,0.0,1,0,0,0,0.0,0.0,5,0,5,2
68.1,84.0,1,06:21:00,1,05:00:00,1,TRABZONSPOR,"[4, 5, 9, 10, 11]",4|5|9|10|11,Unknownx5,"['1:4', '1:5', '1:9', '1:10', '1:11']","['I. Ulusoy', 'O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed']",2,ANADOLU EFES,"[72, 74, 80, 86, 91]",72|74|80|86|91,Unknownx5,"['2:72', '2:74', '2:80', '2:86', '2:91']","['R. Beaubois', 'P. Dozier ', 'E. Yilmaz', 'R. Smits', 'K. Jones']",2,2,2,0,100.0,200.0,1,2,2,0,200.0,100.0,5,2,9,4
84.1,100.0,1,05:00:00,1,04:16:00,1,TRABZONSPOR,"[4, 5, 9, 10, 11]",4|5|9|10|11,Unknownx5,"['1:4', '1:5', '1:9', '1:10', '1:11']","['I. Ulusoy', 'O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed']",2,ANADOLU EFES,"[72, 74, 81, 86, 91]",72|74|81|86|91,Unknownx5,"['2:72', '2:74', '2:81', '2:86', '2:91']","['R. Beaubois', 'P. Dozier ', 'S. Hazer', 'R. Smits', 'K. Jones']",3,2,3,-1,66.66666666666667,150.0,2,3,2,1,150.0,66.66666666666667,9,4,11,8
100.1,102.0,1,04:16:00,1,04:16:00,1,TRABZONSPOR,"[4, 5, 10, 11, 13]",4|5|10|11|13,Unknownx5,"['1:4', '1:5', '1:10', '1:11', '1:13']","['I. Ulusoy', 'O. Ulubay', 'T. Tinkle', 'M. Reed', 'K. Silins']",2,ANADOLU EFES,"[72, 74, 81, 86, 91]",72|74|81|86|91,Unknownx5,"['2:72', '2:74', '2:81', '2:86', '2:91']","['R. Beaubois', 'P. Dozier ', 'S. Hazer', 'R. Smits', 'K. Jones']",0,0,0,0,,,0,0,0,0,,,11,8,11,8
102.1,129.0,1,04:16:00,1,04:17:00,1,TRABZONSPOR,"[4, 5, 10, 11, 13]",4|5|10|11|13,Unknownx5,"['1:4', '1:5', '1:10', '1:11', '1:13']","['I. Ulusoy', 'O. Ulubay', 'T. Tinkle', 'M. Reed', 'K. Silins']",2,ANADOLU EFES,"[72, 81, 86, 91, 92]",72|81|86|91|92,Unknownx5,"['2:72', '2:81', '2:86', '2:91', '2:92']","['R. Beaubois', 'S. Hazer', 'R. Smits', 'K. Jones', 'J. Loyd']",3,0,5,-5,0.0,166.66666666666666,3,5,0,5,166.66666666666666,0.0,11,8,13,13
129.1,133.0,1,04:17:00,1,02:44:00,1,TRABZONSPOR,"[3, 4, 5, 11, 13]",3|4|5|11|13,Unknownx5,"['1:3', '1:4', '1:5', '1:11', '1:13']","['B. Demir', 'I. Ulusoy', 'O. Ulubay', 'M. Reed', 'K. Silins']",2,ANADOLU EFES,"[72, 81, 86, 91, 92]",72|81|86|91|92,Unknownx5,"['2:72', '2:81', '2:86', '2:91', '2:92']","['R. Beaubois', 'S. Hazer', 'R. Smits', 'K. Jones', 'J. Loyd']",0,0,0,0,,,0,0,0,0,,,13,13,13,13
133.1,143.0,1,02:44:00,1,02:29:00,1,TRABZONSPOR,"[3, 4, 5, 11, 13]",3|4|5|11|13,Unknownx5,"['1:3', '1:4', '1:5', '1:11', '1:13']","['B. Demir', 'I. Ulusoy', 'O. Ulubay', 'M. Reed', 'K. Silins']",2,ANADOLU EFES,"[72, 81, 86, 91, 92]",72|81|86|91|92,Unknownx5,"['2:72', '2:81', '2:86', '2:91', '2:92']","['R. Beaubois', 'S. Hazer', 'R. Smits', 'K. Jones', 'J. Loyd']",1,2,0,2,200.0,0.0,1,0,2,-2,0.0,200.0,13,13,13,15
143.1,159.0,1,02:29:00,1,00:56:10,1,TRABZONSPOR,"[3, 5, 11, 13, 14]",3|5|11|13|14,Unknownx5,"['1:3', '1:5', '1:11', '1:13', '1:14']","['B. Demir', 'O. Ulubay', 'M. Reed', 'K. Silins', 'D. Grant']",2,ANADOLU EFES,"[72, 81, 86, 91, 92]",72|81|86|91|92,Unknownx5,"['2:72', '2:81', '2:86', '2:91', '2:92']","['R. Beaubois', 'S. Hazer', 'R. Smits', 'K. Jones', 'J. Loyd']",4,2,0,2,50.0,0.0,3,0,2,-2,0.0,50.0,13,15,15,16
159.1,161.0,1,00:56:10,1,00:56:10,1,TRABZONSPOR,"[3, 5, 13, 14, 42]",3|5|13|14|42,Unknownx5,"['1:3', '1:5', '1:13', '1:14', '1:42']","['B. Demir', 'O. Ulubay', 'K. Silins', 'D. Grant', 'T. Taylor']",2,ANADOLU EFES,"[72, 81, 86, 91, 92]",72|81|86|91|92,Unknownx5,"['2:72', '2:81', '2:86', '2:91', '2:92']","['R. Beaubois', 'S. Hazer', 'R. Smits', 'K. Jones', 'J. Loyd']",0,0,0,0,,,0,0,0,0,,,15,16,15,16
