team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,FENERBAHÇE BEKO,372.1,451.0,"[76, 79, 95, 98, 99]",5,76|79|95|98|99,"['1:76', '1:79', '1:95', '1:98', '1:99']","['M. Mahmutoglu', 'T. Biberoviç', 'D. Hall', 'M. Jantunen', 'A. Bacot Jr']",1:76|1:79|1:95|1:98|1:99,Unknownx5,3,10:00:00,3,05:23:00,60,43,67,46
1,FENERBAHÇE BEKO,451.1,466.0,"[76, 77, 96, 99, 100]",5,76|77|96|99|100,"['1:76', '1:77', '1:96', '1:99', '1:100']","['M. Mahmutoglu', 'J. Birsen', 'T. Tucker', 'A. Bacot Jr', 'S. Vilbekin']",1:76|1:77|1:96|1:99|1:100,Unknownx5,3,05:23:00,3,04:48:00,67,46,67,46
1,FENERBAHÇE BEKO,466.1,538.0,"[76, 77, 91, 96, 100]",5,76|77|91|96|100,"['1:76', '1:77', '1:91', '1:96', '1:100']","['M. Mahmutoglu', 'J. Birsen', 'K. Birch', 'T. Tucker', 'S. Vilbekin']",1:76|1:77|1:91|1:96|1:100,Unknownx5,3,04:48:00,4,10:00:00,67,46,77,58
1,FENERBAHÇE BEKO,538.1,590.0,"[79, 89, 92, 95, 98]",5,79|89|92|95|98,"['1:79', '1:89', '1:92', '1:95', '1:98']","['T. Biberoviç', 'O. Bitim', 'N. Melli', 'D. Hall', 'M. Jantunen']",1:79|1:89|1:92|1:95|1:98,Unknownx5,4,10:00:00,4,06:37:00,77,58,82,66
1,FENERBAHÇE BEKO,590.1,613.0,"[78, 89, 92, 95, 98]",5,78|89|92|95|98,"['1:78', '1:89', '1:92', '1:95', '1:98']","['M. Eksioglu', 'O. Bitim', 'N. Melli', 'D. Hall', 'M. Jantunen']",1:78|1:89|1:92|1:95|1:98,Unknownx5,4,06:37:00,4,05:21:00,82,66,85,68
1,FENERBAHÇE BEKO,613.1,627.0,"[77, 79, 89, 92, 100]",5,77|79|89|92|100,"['1:77', '1:79', '1:89', '1:92', '1:100']","['J. Birsen', 'T. Biberoviç', 'O. Bitim', 'N. Melli', 'S. Vilbekin']",1:77|1:79|1:89|1:92|1:100,Unknownx5,4,05:21:00,4,04:43:00,85,68,85,70
1,FENERBAHÇE BEKO,627.1,645.0,"[77, 79, 89, 99, 100]",5,77|79|89|99|100,"['1:77', '1:79', '1:89', '1:99', '1:100']","['J. Birsen', 'T. Biberoviç', 'O. Bitim', 'A. Bacot Jr', 'S. Vilbekin']",1:77|1:79|1:89|1:99|1:100,Unknownx5,4,04:43:00,4,03:10:00,85,70,88,72
1,FENERBAHÇE BEKO,645.1,683.0,"[77, 78, 79, 89, 99]",5,77|78|79|89|99,"['1:77', '1:78', '1:79', '1:89', '1:99']","['J. Birsen', 'M. Eksioglu', 'T. Biberoviç', 'O. Bitim', 'A. Bacot Jr']",1:77|1:78|1:79|1:89|1:99,Unknownx5,4,03:10:00,4,01:24:00,88,72,92,77
1,FENERBAHÇE BEKO,683.1,711.0,"[76, 77, 79, 89, 99]",5,76|77|79|89|99,"['1:76', '1:77', '1:79', '1:89', '1:99']","['M. Mahmutoglu', 'J. Birsen', 'T. Biberoviç', 'O. Bitim', 'A. Bacot Jr']",1:76|1:77|1:79|1:89|1:99,Unknownx5,4,01:24:00,4,00:00:00,92,77,92,84
2,TÜRK TELEKOM ,1.0,76.0,"[5, 74, 76, 77, 87]",5,5|74|76|77|87,"['2:5', '2:74', '2:76', '2:77', '2:87']","['D. Özdemiroglu', 'J. Usher', 'M. Simonovic', 'J. Smith', 'K. Alexander']",2:5|2:74|2:76|2:77|2:87,Unknownx5,1,10:00:00,1,06:11:00,0,0,7,12
2,TÜRK TELEKOM ,76.1,96.0,"[5, 74, 76, 80, 87]",5,5|74|76|80|87,"['2:5', '2:74', '2:76', '2:80', '2:87']","['D. Özdemiroglu', 'J. Usher', 'M. Simonovic', 'M. Devoe', 'K. Alexander']",2:5|2:74|2:76|2:80|2:87,Unknownx5,1,06:11:00,1,05:10:00,7,12,7,15
2,TÜRK TELEKOM ,96.1,116.0,"[7, 74, 75, 80, 87]",5,7|74|75|80|87,"['2:7', '2:74', '2:75', '2:80', '2:87']","['B. Durmaz', 'J. Usher', 'K. Allman', 'M. Devoe', 'K. Alexander']",2:7|2:74|2:75|2:80|2:87,Unknownx5,1,05:10:00,1,04:33:00,7,15,9,15
2,TÜRK TELEKOM ,116.1,144.0,"[7, 75, 78, 80, 87]",5,7|75|78|80|87,"['2:7', '2:75', '2:78', '2:80', '2:87']","['B. Durmaz', 'K. Allman', 'K. Bankston', 'M. Devoe', 'K. Alexander']",2:7|2:75|2:78|2:80|2:87,Unknownx5,1,04:33:00,1,03:13:00,9,15,14,22
2,TÜRK TELEKOM ,144.1,166.0,"[5, 7, 75, 78, 87]",5,5|7|75|78|87,"['2:5', '2:7', '2:75', '2:78', '2:87']","['D. Özdemiroglu', 'B. Durmaz', 'K. Allman', 'K. Bankston', 'K. Alexander']",2:5|2:7|2:75|2:78|2:87,Unknownx5,1,03:13:00,1,02:20:00,14,22,15,25
2,TÜRK TELEKOM ,166.1,244.0,"[5, 7, 75, 76, 78]",5,5|7|75|76|78,"['2:5', '2:7', '2:75', '2:76', '2:78']","['D. Özdemiroglu', 'B. Durmaz', 'K. Allman', 'M. Simonovic', 'K. Bankston']",2:5|2:7|2:75|2:76|2:78,Unknownx5,1,02:20:00,2,07:24:00,15,25,32,41
2,TÜRK TELEKOM ,244.1,256.0,"[7, 75, 76, 77, 78]",5,7|75|76|77|78,"['2:7', '2:75', '2:76', '2:77', '2:78']","['B. Durmaz', 'K. Allman', 'M. Simonovic', 'J. Smith', 'K. Bankston']",2:7|2:75|2:76|2:77|2:78,Unknownx5,2,07:24:00,2,06:40:00,32,41,33,44
2,TÜRK TELEKOM ,256.1,289.0,"[5, 74, 76, 77, 87]",5,5|74|76|77|87,"['2:5', '2:74', '2:76', '2:77', '2:87']","['D. Özdemiroglu', 'J. Usher', 'M. Simonovic', 'J. Smith', 'K. Alexander']",2:5|2:74|2:76|2:77|2:87,Unknownx5,2,06:40:00,2,04:41:00,33,44,35,49
2,TÜRK TELEKOM ,289.1,301.0,"[5, 76, 77, 80, 87]",5,5|76|77|80|87,"['2:5', '2:76', '2:77', '2:80', '2:87']","['D. Özdemiroglu', 'M. Simonovic', 'J. Smith', 'M. Devoe', 'K. Alexander']",2:5|2:76|2:77|2:80|2:87,Unknownx5,2,04:41:00,2,03:48:00,35,49,37,51
2,TÜRK TELEKOM ,301.1,350.0,"[5, 75, 76, 80, 87]",5,5|75|76|80|87,"['2:5', '2:75', '2:76', '2:80', '2:87']","['D. Özdemiroglu', 'K. Allman', 'M. Simonovic', 'M. Devoe', 'K. Alexander']",2:5|2:75|2:76|2:80|2:87,Unknownx5,2,03:48:00,2,00:26:00,37,51,43,56
2,TÜRK TELEKOM ,350.1,380.0,"[5, 75, 77, 80, 87]",5,5|75|77|80|87,"['2:5', '2:75', '2:77', '2:80', '2:87']","['D. Özdemiroglu', 'K. Allman', 'J. Smith', 'M. Devoe', 'K. Alexander']",2:5|2:75|2:77|2:80|2:87,Unknownx5,2,00:26:00,3,10:00:00,43,56,43,60
2,TÜRK TELEKOM ,380.1,398.0,"[7, 74, 77, 80, 87]",5,7|74|77|80|87,"['2:7', '2:74', '2:77', '2:80', '2:87']","['B. Durmaz', 'J. Usher', 'J. Smith', 'M. Devoe', 'K. Alexander']",2:7|2:74|2:77|2:80|2:87,Unknownx5,3,10:00:00,3,08:31:00,43,60,43,63
2,TÜRK TELEKOM ,398.1,421.0,"[7, 8, 77, 80, 87]",5,7|8|77|80|87,"['2:7', '2:8', '2:77', '2:80', '2:87']","['B. Durmaz', 'Y. Gültekin', 'J. Smith', 'M. Devoe', 'K. Alexander']",2:7|2:8|2:77|2:80|2:87,Unknownx5,3,08:31:00,3,07:00:00,43,63,45,65
2,TÜRK TELEKOM ,421.1,468.0,"[8, 74, 77, 80, 87]",5,8|74|77|80|87,"['2:8', '2:74', '2:77', '2:80', '2:87']","['Y. Gültekin', 'J. Usher', 'J. Smith', 'M. Devoe', 'K. Alexander']",2:8|2:74|2:77|2:80|2:87,Unknownx5,3,07:00:00,3,04:48:00,45,65,46,67
2,TÜRK TELEKOM ,468.1,476.0,"[8, 74, 77, 78, 80]",5,8|74|77|78|80,"['2:8', '2:74', '2:77', '2:78', '2:80']","['Y. Gültekin', 'J. Usher', 'J. Smith', 'K. Bankston', 'M. Devoe']",2:8|2:74|2:77|2:78|2:80,Unknownx5,3,04:48:00,3,04:19:00,46,67,49,67
2,TÜRK TELEKOM ,476.1,523.0,"[8, 74, 75, 77, 78]",5,8|74|75|77|78,"['2:8', '2:74', '2:75', '2:77', '2:78']","['Y. Gültekin', 'J. Usher', 'K. Allman', 'J. Smith', 'K. Bankston']",2:8|2:74|2:75|2:77|2:78,Unknownx5,3,04:19:00,3,00:58:70,49,67,56,75
2,TÜRK TELEKOM ,523.1,548.0,"[7, 74, 75, 77, 78]",5,7|74|75|77|78,"['2:7', '2:74', '2:75', '2:77', '2:78']","['B. Durmaz', 'J. Usher', 'K. Allman', 'J. Smith', 'K. Bankston']",2:7|2:74|2:75|2:77|2:78,Unknownx5,3,00:58:70,4,10:00:00,56,75,58,77
2,TÜRK TELEKOM ,548.1,619.0,"[5, 74, 75, 76, 78]",5,5|74|75|76|78,"['2:5', '2:74', '2:75', '2:76', '2:78']","['D. Özdemiroglu', 'J. Usher', 'K. Allman', 'M. Simonovic', 'K. Bankston']",2:5|2:74|2:75|2:76|2:78,Unknownx5,4,10:00:00,4,05:21:00,58,77,68,85
2,TÜRK TELEKOM ,619.1,651.0,"[5, 74, 75, 78, 87]",5,5|74|75|78|87,"['2:5', '2:74', '2:75', '2:78', '2:87']","['D. Özdemiroglu', 'J. Usher', 'K. Allman', 'K. Bankston', 'K. Alexander']",2:5|2:74|2:75|2:78|2:87,Unknownx5,4,05:21:00,4,02:50:00,68,85,72,88
2,TÜRK TELEKOM ,651.1,711.0,"[8, 75, 77, 78, 87]",5,8|75|77|78|87,"['2:8', '2:75', '2:77', '2:78', '2:87']","['Y. Gültekin', 'K. Allman', 'J. Smith', 'K. Bankston', 'K. Alexander']",2:8|2:75|2:77|2:78|2:87,Unknownx5,4,02:50:00,4,00:00:00,72,88,84,92
