team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,FENERBAHÇE BEKO,372.1,451.0,"[76, 79, 95, 98, 99]",76|79|95|98|99,13,13,13,7,3,4,53.84615384615385,23.076923076923077,3,10:00:00,3,05:23:00,60,43,67,46,Unknownx5,5,76|79|95|98|99,1:76|1:79|1:95|1:98|1:99,"[76, 79, 95, 98, 99]","['1:76', '1:79', '1:95', '1:98', '1:99']","['M. Mahmutoglu', 'T. Biberoviç', 'D. Hall', 'M. Jantunen', 'A. Bacot Jr']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,451.1,466.0,"[76, 77, 96, 99, 100]",76|77|96|99|100,2,2,2,0,0,0,0.0,0.0,3,05:23:00,3,04:48:00,67,46,67,46,Unknownx5,5,76|77|96|99|100,1:76|1:77|1:96|1:99|1:100,"[76, 77, 96, 99, 100]","['1:76', '1:77', '1:96', '1:99', '1:100']","['M. Mahmutoglu', 'J. Birsen', 'T. Tucker', 'A. Bacot Jr', 'S. Vilbekin']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,466.1,538.0,"[76, 77, 91, 96, 100]",76|77|91|96|100,13,13,13,10,12,-2,76.92307692307692,92.3076923076923,3,04:48:00,4,10:00:00,67,46,77,58,Unknownx5,5,76|77|91|96|100,1:76|1:77|1:91|1:96|1:100,"[76, 77, 91, 96, 100]","['1:76', '1:77', '1:91', '1:96', '1:100']","['M. Mahmutoglu', 'J. Birsen', 'K. Birch', 'T. Tucker', 'S. Vilbekin']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,538.1,590.0,"[79, 89, 92, 95, 98]",79|89|92|95|98,10,10,10,5,8,-3,50.0,80.0,4,10:00:00,4,06:37:00,77,58,82,66,Unknownx5,5,79|89|92|95|98,1:79|1:89|1:92|1:95|1:98,"[79, 89, 92, 95, 98]","['1:79', '1:89', '1:92', '1:95', '1:98']","['T. Biberoviç', 'O. Bitim', 'N. Melli', 'D. Hall', 'M. Jantunen']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,590.1,613.0,"[78, 89, 92, 95, 98]",78|89|92|95|98,4,4,5,3,2,1,75.0,40.0,4,06:37:00,4,05:21:00,82,66,85,68,Unknownx5,5,78|89|92|95|98,1:78|1:89|1:92|1:95|1:98,"[78, 89, 92, 95, 98]","['1:78', '1:89', '1:92', '1:95', '1:98']","['M. Eksioglu', 'O. Bitim', 'N. Melli', 'D. Hall', 'M. Jantunen']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,613.1,627.0,"[77, 79, 89, 92, 100]",77|79|89|92|100,2,2,1,0,2,-2,0.0,200.0,4,05:21:00,4,04:43:00,85,68,85,70,Unknownx5,5,77|79|89|92|100,1:77|1:79|1:89|1:92|1:100,"[77, 79, 89, 92, 100]","['1:77', '1:79', '1:89', '1:92', '1:100']","['J. Birsen', 'T. Biberoviç', 'O. Bitim', 'N. Melli', 'S. Vilbekin']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,627.1,645.0,"[77, 79, 89, 99, 100]",77|79|89|99|100,3,3,4,3,2,1,100.0,50.0,4,04:43:00,4,03:10:00,85,70,88,72,Unknownx5,5,77|79|89|99|100,1:77|1:79|1:89|1:99|1:100,"[77, 79, 89, 99, 100]","['1:77', '1:79', '1:89', '1:99', '1:100']","['J. Birsen', 'T. Biberoviç', 'O. Bitim', 'A. Bacot Jr', 'S. Vilbekin']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,645.1,683.0,"[77, 78, 79, 89, 99]",77|78|79|89|99,6,6,5,4,5,-1,66.66666666666667,100.0,4,03:10:00,4,01:24:00,88,72,92,77,Unknownx5,5,77|78|79|89|99,1:77|1:78|1:79|1:89|1:99,"[77, 78, 79, 89, 99]","['1:77', '1:78', '1:79', '1:89', '1:99']","['J. Birsen', 'M. Eksioglu', 'T. Biberoviç', 'O. Bitim', 'A. Bacot Jr']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,683.1,711.0,"[76, 77, 79, 89, 99]",76|77|79|89|99,4,4,4,0,7,-7,0.0,175.0,4,01:24:00,4,00:00:00,92,77,92,84,Unknownx5,5,76|77|79|89|99,1:76|1:77|1:79|1:89|1:99,"[76, 77, 79, 89, 99]","['1:76', '1:77', '1:79', '1:89', '1:99']","['M. Mahmutoglu', 'J. Birsen', 'T. Biberoviç', 'O. Bitim', 'A. Bacot Jr']",FENERBAHÇE BEKO
2,TÜRK TELEKOM ,1.0,76.0,"[5, 74, 76, 77, 87]",5|74|76|77|87,11,11,13,7,12,-5,63.63636363636363,92.3076923076923,1,10:00:00,1,06:11:00,0,0,7,12,Unknownx5,5,5|74|76|77|87,2:5|2:74|2:76|2:77|2:87,"[5, 74, 76, 77, 87]","['2:5', '2:74', '2:76', '2:77', '2:87']","['D. Özdemiroglu', 'J. Usher', 'M. Simonovic', 'J. Smith', 'K. Alexander']",TÜRK TELEKOM 
2,TÜRK TELEKOM ,76.1,96.0,"[5, 74, 76, 80, 87]",5|74|76|80|87,4,4,3,0,3,-3,0.0,100.0,1,06:11:00,1,05:10:00,7,12,7,15,Unknownx5,5,5|74|76|80|87,2:5|2:74|2:76|2:80|2:87,"[5, 74, 76, 80, 87]","['2:5', '2:74', '2:76', '2:80', '2:87']","['D. Özdemiroglu', 'J. Usher', 'M. Simonovic', 'M. Devoe', 'K. Alexander']",TÜRK TELEKOM 
2,TÜRK TELEKOM ,96.1,116.0,"[7, 74, 75, 80, 87]",7|74|75|80|87,1,1,2,2,0,2,200.0,0.0,1,05:10:00,1,04:33:00,7,15,9,15,Unknownx5,5,7|74|75|80|87,2:7|2:74|2:75|2:80|2:87,"[7, 74, 75, 80, 87]","['2:7', '2:74', '2:75', '2:80', '2:87']","['B. Durmaz', 'J. Usher', 'K. Allman', 'M. Devoe', 'K. Alexander']",TÜRK TELEKOM 
2,TÜRK TELEKOM ,116.1,144.0,"[7, 75, 78, 80, 87]",7|75|78|80|87,6,6,6,5,7,-2,83.33333333333333,116.66666666666667,1,04:33:00,1,03:13:00,9,15,14,22,Unknownx5,5,7|75|78|80|87,2:7|2:75|2:78|2:80|2:87,"[7, 75, 78, 80, 87]","['2:7', '2:75', '2:78', '2:80', '2:87']","['B. Durmaz', 'K. Allman', 'K. Bankston', 'M. Devoe', 'K. Alexander']",TÜRK TELEKOM 
2,TÜRK TELEKOM ,144.1,166.0,"[5, 7, 75, 78, 87]",5|7|75|78|87,3,3,2,1,3,-2,33.333333333333336,150.0,1,03:13:00,1,02:20:00,14,22,15,25,Unknownx5,5,5|7|75|78|87,2:5|2:7|2:75|2:78|2:87,"[5, 7, 75, 78, 87]","['2:5', '2:7', '2:75', '2:78', '2:87']","['D. Özdemiroglu', 'B. Durmaz', 'K. Allman', 'K. Bankston', 'K. Alexander']",TÜRK TELEKOM 
2,TÜRK TELEKOM ,166.1,244.0,"[5, 7, 75, 76, 78]",5|7|75|76|78,16,16,16,17,16,1,106.25,100.0,1,02:20:00,2,07:24:00,15,25,32,41,Unknownx5,5,5|7|75|76|78,2:5|2:7|2:75|2:76|2:78,"[5, 7, 75, 76, 78]","['2:5', '2:7', '2:75', '2:76', '2:78']","['D. Özdemiroglu', 'B. Durmaz', 'K. Allman', 'M. Simonovic', 'K. Bankston']",TÜRK TELEKOM 
2,TÜRK TELEKOM ,244.1,256.0,"[7, 75, 76, 77, 78]",7|75|76|77|78,1,1,2,1,3,-2,100.0,150.0,2,07:24:00,2,06:40:00,32,41,33,44,Unknownx5,5,7|75|76|77|78,2:7|2:75|2:76|2:77|2:78,"[7, 75, 76, 77, 78]","['2:7', '2:75', '2:76', '2:77', '2:78']","['B. Durmaz', 'K. Allman', 'M. Simonovic', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM 
2,TÜRK TELEKOM ,256.1,289.0,"[5, 74, 76, 77, 87]",5|74|76|77|87,6,6,6,2,5,-3,33.333333333333336,83.33333333333333,2,06:40:00,2,04:41:00,33,44,35,49,Unknownx5,5,5|74|76|77|87,2:5|2:74|2:76|2:77|2:87,"[5, 74, 76, 77, 87]","['2:5', '2:74', '2:76', '2:77', '2:87']","['D. Özdemiroglu', 'J. Usher', 'M. Simonovic', 'J. Smith', 'K. Alexander']",TÜRK TELEKOM 
2,TÜRK TELEKOM ,289.1,301.0,"[5, 76, 77, 80, 87]",5|76|77|80|87,3,3,3,2,2,0,66.66666666666667,66.66666666666667,2,04:41:00,2,03:48:00,35,49,37,51,Unknownx5,5,5|76|77|80|87,2:5|2:76|2:77|2:80|2:87,"[5, 76, 77, 80, 87]","['2:5', '2:76', '2:77', '2:80', '2:87']","['D. Özdemiroglu', 'M. Simonovic', 'J. Smith', 'M. Devoe', 'K. Alexander']",TÜRK TELEKOM 
2,TÜRK TELEKOM ,301.1,350.0,"[5, 75, 76, 80, 87]",5|75|76|80|87,8,8,7,6,5,1,75.0,71.42857142857143,2,03:48:00,2,00:26:00,37,51,43,56,Unknownx5,5,5|75|76|80|87,2:5|2:75|2:76|2:80|2:87,"[5, 75, 76, 80, 87]","['2:5', '2:75', '2:76', '2:80', '2:87']","['D. Özdemiroglu', 'K. Allman', 'M. Simonovic', 'M. Devoe', 'K. Alexander']",TÜRK TELEKOM 
2,TÜRK TELEKOM ,350.1,380.0,"[5, 75, 77, 80, 87]",5|75|77|80|87,2,2,3,0,4,-4,0.0,133.33333333333334,2,00:26:00,3,10:00:00,43,56,43,60,Unknownx5,5,5|75|77|80|87,2:5|2:75|2:77|2:80|2:87,"[5, 75, 77, 80, 87]","['2:5', '2:75', '2:77', '2:80', '2:87']","['D. Özdemiroglu', 'K. Allman', 'J. Smith', 'M. Devoe', 'K. Alexander']",TÜRK TELEKOM 
2,TÜRK TELEKOM ,380.1,398.0,"[7, 74, 77, 80, 87]",7|74|77|80|87,3,3,3,0,3,-3,0.0,100.0,3,10:00:00,3,08:31:00,43,60,43,63,Unknownx5,5,7|74|77|80|87,2:7|2:74|2:77|2:80|2:87,"[7, 74, 77, 80, 87]","['2:7', '2:74', '2:77', '2:80', '2:87']","['B. Durmaz', 'J. Usher', 'J. Smith', 'M. Devoe', 'K. Alexander']",TÜRK TELEKOM 
2,TÜRK TELEKOM ,398.1,421.0,"[7, 8, 77, 80, 87]",7|8|77|80|87,5,5,4,2,2,0,40.0,50.0,3,08:31:00,3,07:00:00,43,63,45,65,Unknownx5,5,7|8|77|80|87,2:7|2:8|2:77|2:80|2:87,"[7, 8, 77, 80, 87]","['2:7', '2:8', '2:77', '2:80', '2:87']","['B. Durmaz', 'Y. Gültekin', 'J. Smith', 'M. Devoe', 'K. Alexander']",TÜRK TELEKOM 
2,TÜRK TELEKOM ,421.1,468.0,"[8, 74, 77, 80, 87]",8|74|77|80|87,7,7,8,1,2,-1,14.285714285714286,25.0,3,07:00:00,3,04:48:00,45,65,46,67,Unknownx5,5,8|74|77|80|87,2:8|2:74|2:77|2:80|2:87,"[8, 74, 77, 80, 87]","['2:8', '2:74', '2:77', '2:80', '2:87']","['Y. Gültekin', 'J. Usher', 'J. Smith', 'M. Devoe', 'K. Alexander']",TÜRK TELEKOM 
2,TÜRK TELEKOM ,468.1,476.0,"[8, 74, 77, 78, 80]",8|74|77|78|80,1,1,0,3,0,3,300.0,,3,04:48:00,3,04:19:00,46,67,49,67,Unknownx5,5,8|74|77|78|80,2:8|2:74|2:77|2:78|2:80,"[8, 74, 77, 78, 80]","['2:8', '2:74', '2:77', '2:78', '2:80']","['Y. Gültekin', 'J. Usher', 'J. Smith', 'K. Bankston', 'M. Devoe']",TÜRK TELEKOM 
2,TÜRK TELEKOM ,476.1,523.0,"[8, 74, 75, 77, 78]",8|74|75|77|78,10,10,11,7,8,-1,70.0,72.72727272727273,3,04:19:00,3,00:58:70,49,67,56,75,Unknownx5,5,8|74|75|77|78,2:8|2:74|2:75|2:77|2:78,"[8, 74, 75, 77, 78]","['2:8', '2:74', '2:75', '2:77', '2:78']","['Y. Gültekin', 'J. Usher', 'K. Allman', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM 
2,TÜRK TELEKOM ,523.1,548.0,"[7, 74, 75, 77, 78]",7|74|75|77|78,2,2,2,2,2,0,100.0,100.0,3,00:58:70,4,10:00:00,56,75,58,77,Unknownx5,5,7|74|75|77|78,2:7|2:74|2:75|2:77|2:78,"[7, 74, 75, 77, 78]","['2:7', '2:74', '2:75', '2:77', '2:78']","['B. Durmaz', 'J. Usher', 'K. Allman', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM 
2,TÜRK TELEKOM ,548.1,619.0,"[5, 74, 75, 76, 78]",5|74|75|76|78,15,15,14,10,8,2,66.66666666666667,57.142857142857146,4,10:00:00,4,05:21:00,58,77,68,85,Unknownx5,5,5|74|75|76|78,2:5|2:74|2:75|2:76|2:78,"[5, 74, 75, 76, 78]","['2:5', '2:74', '2:75', '2:76', '2:78']","['D. Özdemiroglu', 'J. Usher', 'K. Allman', 'M. Simonovic', 'K. Bankston']",TÜRK TELEKOM 
2,TÜRK TELEKOM ,619.1,651.0,"[5, 74, 75, 78, 87]",5|74|75|78|87,5,5,5,4,3,1,80.0,60.0,4,05:21:00,4,02:50:00,68,85,72,88,Unknownx5,5,5|74|75|78|87,2:5|2:74|2:75|2:78|2:87,"[5, 74, 75, 78, 87]","['2:5', '2:74', '2:75', '2:78', '2:87']","['D. Özdemiroglu', 'J. Usher', 'K. Allman', 'K. Bankston', 'K. Alexander']",TÜRK TELEKOM 
2,TÜRK TELEKOM ,651.1,711.0,"[8, 75, 77, 78, 87]",8|75|77|78|87,9,9,10,12,4,8,133.33333333333334,40.0,4,02:50:00,4,00:00:00,72,88,84,92,Unknownx5,5,8|75|77|78|87,2:8|2:75|2:77|2:78|2:87,"[8, 75, 77, 78, 87]","['2:8', '2:75', '2:77', '2:78', '2:87']","['Y. Gültekin', 'K. Allman', 'J. Smith', 'K. Bankston', 'K. Alexander']",TÜRK TELEKOM 
