start_action,end_action,start_period,start_clock,end_period,end_clock,teamA_no,teamA_name,lineupA_players,lineupA_uid,lineupA_pos_mix,lineupA_tokens,lineupA_names,teamB_no,teamB_name,lineupB_players,lineupB_uid,lineupB_pos_mix,lineupB_tokens,lineupB_names,poss_A,pts_A_for,pts_A_against,net_A,ORtg_A,DRtg_A,poss_B,pts_B_for,pts_B_against,net_B,ORtg_B,DRtg_B,score_start_A,score_start_B,score_end_A,score_end_B
1.0,56.0,1,10:00:00,1,06:39:00,1,MANISA BASKET,"[21, 28, 31, 32, 33]",21|28|31|32|33,Unknownx5,"['1:21', '1:28', '1:31', '1:32', '1:33']","['B. Çal', 'E. Mobley', 'J. Scrubb', 'J. Mintz', 'K. Zemaitis']",2,MERSIN SPOR,"[4, 6, 7, 9, 56]",4|6|7|9|56,Unknownx5,"['2:4', '2:6', '2:7', '2:9', '2:56']","['E. Tirpanci', 'F. Cruz Saldivar', 'B. Bentil', 'J. White', 'A. Cowan']",11,4,2,2,36.36363636363637,18.181818181818183,11,2,4,-2,18.181818181818183,36.36363636363637,0,0,2,4
56.1,76.0,1,06:39:00,1,05:17:00,1,MANISA BASKET,"[21, 28, 30, 31, 33]",21|28|30|31|33,Unknownx5,"['1:21', '1:28', '1:30', '1:31', '1:33']","['B. Çal', 'E. Mobley', 'D. Smith', 'J. Scrubb', 'K. Zemaitis']",2,MERSIN SPOR,"[4, 6, 7, 9, 56]",4|6|7|9|56,Unknownx5,"['2:4', '2:6', '2:7', '2:9', '2:56']","['E. Tirpanci', 'F. Cruz Saldivar', 'B. Bentil', 'J. White', 'A. Cowan']",3,2,1,1,66.66666666666667,33.333333333333336,3,1,2,-1,33.333333333333336,66.66666666666667,2,4,4,6
76.1,83.0,1,05:17:00,1,05:17:00,1,MANISA BASKET,"[23, 27, 30, 31, 33]",23|27|30|31|33,Unknownx5,"['1:23', '1:27', '1:30', '1:31', '1:33']","['Y. Onan', 'J. Johnson', 'D. Smith', 'J. Scrubb', 'K. Zemaitis']",2,MERSIN SPOR,"[4, 6, 7, 9, 56]",4|6|7|9|56,Unknownx5,"['2:4', '2:6', '2:7', '2:9', '2:56']","['E. Tirpanci', 'F. Cruz Saldivar', 'B. Bentil', 'J. White', 'A. Cowan']",1,1,0,1,100.0,,0,0,1,-1,,100.0,4,6,4,8
83.1,95.0,1,05:17:00,1,04:08:00,1,MANISA BASKET,"[23, 27, 30, 31, 33]",23|27|30|31|33,Unknownx5,"['1:23', '1:27', '1:30', '1:31', '1:33']","['Y. Onan', 'J. Johnson', 'D. Smith', 'J. Scrubb', 'K. Zemaitis']",2,MERSIN SPOR,"[4, 6, 9, 55, 56]",4|6|9|55|56,Unknownx5,"['2:4', '2:6', '2:9', '2:55', '2:56']","['E. Tirpanci', 'F. Cruz Saldivar', 'J. White', 'A. Olaseni', 'A. Cowan']",2,3,0,3,150.0,0.0,1,0,3,-3,0.0,150.0,4,8,6,11
95.1,107.0,1,04:08:00,1,03:25:00,1,MANISA BASKET,"[23, 27, 30, 31, 33]",23|27|30|31|33,Unknownx5,"['1:23', '1:27', '1:30', '1:31', '1:33']","['Y. Onan', 'J. Johnson', 'D. Smith', 'J. Scrubb', 'K. Zemaitis']",2,MERSIN SPOR,"[4, 5, 6, 9, 55]",4|5|6|9|55,Unknownx5,"['2:4', '2:5', '2:6', '2:9', '2:55']","['E. Tirpanci', 'J. Cobbs', 'F. Cruz Saldivar', 'J. White', 'A. Olaseni']",2,0,4,-4,0.0,200.0,2,4,0,4,200.0,0.0,6,11,6,15
107.1,125.0,1,03:25:00,1,02:46:00,1,MANISA BASKET,"[23, 27, 30, 31, 33]",23|27|30|31|33,Unknownx5,"['1:23', '1:27', '1:30', '1:31', '1:33']","['Y. Onan', 'J. Johnson', 'D. Smith', 'J. Scrubb', 'K. Zemaitis']",2,MERSIN SPOR,"[3, 5, 9, 10, 55]",3|5|9|10|55,Unknownx5,"['2:3', '2:5', '2:9', '2:10', '2:55']","['K. Özmizrak', 'J. Cobbs', 'J. White', 'R. March Jr', 'A. Olaseni']",0,0,0,0,,0.0,1,0,0,0,0.0,,6,15,6,15
125.1,129.0,1,02:46:00,1,02:46:00,1,MANISA BASKET,"[23, 27, 29, 30, 33]",23|27|29|30|33,Unknownx5,"['1:23', '1:27', '1:29', '1:30', '1:33']","['Y. Onan', 'J. Johnson', 'J. Cardoso Pereira', 'D. Smith', 'K. Zemaitis']",2,MERSIN SPOR,"[3, 5, 9, 10, 55]",3|5|9|10|55,Unknownx5,"['2:3', '2:5', '2:9', '2:10', '2:55']","['K. Özmizrak', 'J. Cobbs', 'J. White', 'R. March Jr', 'A. Olaseni']",0,0,1,-1,,100.0,1,1,0,1,100.0,,6,15,6,17
129.1,143.0,1,02:46:00,1,01:34:00,1,MANISA BASKET,"[23, 27, 29, 30, 33]",23|27|29|30|33,Unknownx5,"['1:23', '1:27', '1:29', '1:30', '1:33']","['Y. Onan', 'J. Johnson', 'J. Cardoso Pereira', 'D. Smith', 'K. Zemaitis']",2,MERSIN SPOR,"[3, 5, 7, 10, 55]",3|5|7|10|55,Unknownx5,"['2:3', '2:5', '2:7', '2:10', '2:55']","['K. Özmizrak', 'J. Cobbs', 'B. Bentil', 'R. March Jr', 'A. Olaseni']",1,0,2,-2,0.0,100.0,2,2,0,2,100.0,0.0,6,17,10,17
143.1,184.0,1,01:34:00,2,10:00:00,1,MANISA BASKET,"[22, 23, 27, 29, 30]",22|23|27|29|30,Unknownx5,"['1:22', '1:23', '1:27', '1:29', '1:30']","['B. Eryurtlu', 'Y. Onan', 'J. Johnson', 'J. Cardoso Pereira', 'D. Smith']",2,MERSIN SPOR,"[3, 5, 7, 10, 55]",3|5|7|10|55,Unknownx5,"['2:3', '2:5', '2:7', '2:10', '2:55']","['K. Özmizrak', 'J. Cobbs', 'B. Bentil', 'R. March Jr', 'A. Olaseni']",7,3,2,1,42.857142857142854,25.0,8,2,3,-1,25.0,42.857142857142854,10,17,14,19
184.1,186.0,2,10:00:00,2,10:00:00,1,MANISA BASKET,"[23, 27, 29, 30, 33]",23|27|29|30|33,Unknownx5,"['1:23', '1:27', '1:29', '1:30', '1:33']","['Y. Onan', 'J. Johnson', 'J. Cardoso Pereira', 'D. Smith', 'K. Zemaitis']",2,MERSIN SPOR,"[3, 5, 7, 10, 55]",3|5|7|10|55,Unknownx5,"['2:3', '2:5', '2:7', '2:10', '2:55']","['K. Özmizrak', 'J. Cobbs', 'B. Bentil', 'R. March Jr', 'A. Olaseni']",0,0,0,0,,,0,0,0,0,,,14,19,14,19
