team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,MANISA BASKET,1.0,56.0,"[21, 28, 31, 32, 33]",21|28|31|32|33,11,11,12,2,4,-2,18.181818181818183,33.333333333333336,1,10:00:00,1,06:39:00,0,0,2,4,Unknownx5,5,21|28|31|32|33,1:21|1:28|1:31|1:32|1:33,"[21, 28, 31, 32, 33]","['1:21', '1:28', '1:31', '1:32', '1:33']","['B. Çal', 'E. Mobley', 'J. Scrubb', 'J. Mintz', 'K. Zemaitis']",MANISA BASKET
1,MANISA BASKET,56.1,76.0,"[21, 28, 30, 31, 33]",21|28|30|31|33,4,4,3,2,2,0,50.0,66.66666666666667,1,06:39:00,1,05:17:00,2,4,4,6,Unknownx5,5,21|28|30|31|33,1:21|1:28|1:30|1:31|1:33,"[21, 28, 30, 31, 33]","['1:21', '1:28', '1:30', '1:31', '1:33']","['B. Çal', 'E. Mobley', 'D. Smith', 'J. Scrubb', 'K. Zemaitis']",MANISA BASKET
1,MANISA BASKET,76.1,125.0,"[23, 27, 30, 31, 33]",23|27|30|31|33,6,6,7,2,9,-7,33.333333333333336,128.57142857142858,1,05:17:00,1,02:46:00,4,6,6,15,Unknownx5,5,23|27|30|31|33,1:23|1:27|1:30|1:31|1:33,"[23, 27, 30, 31, 33]","['1:23', '1:27', '1:30', '1:31', '1:33']","['Y. Onan', 'J. Johnson', 'D. Smith', 'J. Scrubb', 'K. Zemaitis']",MANISA BASKET
1,MANISA BASKET,125.1,143.0,"[23, 27, 29, 30, 33]",23|27|29|30|33,3,3,3,4,2,2,133.33333333333334,66.66666666666667,1,02:46:00,1,01:34:00,6,15,10,17,Unknownx5,5,23|27|29|30|33,1:23|1:27|1:29|1:30|1:33,"[23, 27, 29, 30, 33]","['1:23', '1:27', '1:29', '1:30', '1:33']","['Y. Onan', 'J. Johnson', 'J. Cardoso Pereira', 'D. Smith', 'K. Zemaitis']",MANISA BASKET
1,MANISA BASKET,143.1,184.0,"[22, 23, 27, 29, 30]",22|23|27|29|30,8,8,8,4,2,2,50.0,25.0,1,01:34:00,2,10:00:00,10,17,14,19,Unknownx5,5,22|23|27|29|30,1:22|1:23|1:27|1:29|1:30,"[22, 23, 27, 29, 30]","['1:22', '1:23', '1:27', '1:29', '1:30']","['B. Eryurtlu', 'Y. Onan', 'J. Johnson', 'J. Cardoso Pereira', 'D. Smith']",MANISA BASKET
1,MANISA BASKET,184.1,208.0,"[23, 27, 29, 30, 33]",23|27|29|30|33,6,6,5,2,3,-1,33.333333333333336,60.0,2,10:00:00,2,07:55:00,14,19,16,22,Unknownx5,5,23|27|29|30|33,1:23|1:27|1:29|1:30|1:33,"[23, 27, 29, 30, 33]","['1:23', '1:27', '1:29', '1:30', '1:33']","['Y. Onan', 'J. Johnson', 'J. Cardoso Pereira', 'D. Smith', 'K. Zemaitis']",MANISA BASKET
1,MANISA BASKET,208.1,242.0,"[22, 27, 29, 30, 33]",22|27|29|30|33,5,5,6,1,3,-2,20.0,50.0,2,07:55:00,2,06:35:00,16,22,17,25,Unknownx5,5,22|27|29|30|33,1:22|1:27|1:29|1:30|1:33,"[22, 27, 29, 30, 33]","['1:22', '1:27', '1:29', '1:30', '1:33']","['B. Eryurtlu', 'J. Johnson', 'J. Cardoso Pereira', 'D. Smith', 'K. Zemaitis']",MANISA BASKET
1,MANISA BASKET,242.1,265.0,"[22, 28, 29, 32, 33]",22|28|29|32|33,3,3,3,3,2,1,100.0,66.66666666666667,2,06:35:00,2,05:48:00,17,25,20,27,Unknownx5,5,22|28|29|32|33,1:22|1:28|1:29|1:32|1:33,"[22, 28, 29, 32, 33]","['1:22', '1:28', '1:29', '1:32', '1:33']","['B. Eryurtlu', 'E. Mobley', 'J. Cardoso Pereira', 'J. Mintz', 'K. Zemaitis']",MANISA BASKET
1,MANISA BASKET,265.1,293.0,"[21, 28, 31, 32, 33]",21|28|31|32|33,6,6,5,2,5,-3,33.333333333333336,100.0,2,05:48:00,2,03:31:00,20,27,22,32,Unknownx5,5,21|28|31|32|33,1:21|1:28|1:31|1:32|1:33,"[21, 28, 31, 32, 33]","['1:21', '1:28', '1:31', '1:32', '1:33']","['B. Çal', 'E. Mobley', 'J. Scrubb', 'J. Mintz', 'K. Zemaitis']",MANISA BASKET
1,MANISA BASKET,293.1,307.0,"[23, 28, 31, 32, 33]",23|28|31|32|33,2,2,3,2,0,2,100.0,0.0,2,03:31:00,2,03:17:00,22,32,24,32,Unknownx5,5,23|28|31|32|33,1:23|1:28|1:31|1:32|1:33,"[23, 28, 31, 32, 33]","['1:23', '1:28', '1:31', '1:32', '1:33']","['Y. Onan', 'E. Mobley', 'J. Scrubb', 'J. Mintz', 'K. Zemaitis']",MANISA BASKET
