team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,MANISA BASKET,1.0,56.0,"[21, 28, 31, 32, 33]",5,21|28|31|32|33,"['1:21', '1:28', '1:31', '1:32', '1:33']","['B. Çal', 'E. Mobley', 'J. Scrubb', 'J. Mintz', 'K. Zemaitis']",1:21|1:28|1:31|1:32|1:33,Unknownx5,1,10:00:00,1,06:39:00,0,0,2,4
1,MANISA BASKET,56.1,76.0,"[21, 28, 30, 31, 33]",5,21|28|30|31|33,"['1:21', '1:28', '1:30', '1:31', '1:33']","['B. Çal', 'E. Mobley', 'D. Smith', 'J. Scrubb', 'K. Zemaitis']",1:21|1:28|1:30|1:31|1:33,Unknownx5,1,06:39:00,1,05:17:00,2,4,4,6
1,MANISA BASKET,76.1,125.0,"[23, 27, 30, 31, 33]",5,23|27|30|31|33,"['1:23', '1:27', '1:30', '1:31', '1:33']","['Y. Onan', 'J. Johnson', 'D. Smith', 'J. Scrubb', 'K. Zemaitis']",1:23|1:27|1:30|1:31|1:33,Unknownx5,1,05:17:00,1,02:46:00,4,6,6,15
1,MANISA BASKET,125.1,143.0,"[23, 27, 29, 30, 33]",5,23|27|29|30|33,"['1:23', '1:27', '1:29', '1:30', '1:33']","['Y. Onan', 'J. Johnson', 'J. Cardoso Pereira', 'D. Smith', 'K. Zemaitis']",1:23|1:27|1:29|1:30|1:33,Unknownx5,1,02:46:00,1,01:34:00,6,15,10,17
1,MANISA BASKET,143.1,184.0,"[22, 23, 27, 29, 30]",5,22|23|27|29|30,"['1:22', '1:23', '1:27', '1:29', '1:30']","['B. Eryurtlu', 'Y. Onan', 'J. Johnson', 'J. Cardoso Pereira', 'D. Smith']",1:22|1:23|1:27|1:29|1:30,Unknownx5,1,01:34:00,2,10:00:00,10,17,14,19
1,MANISA BASKET,184.1,208.0,"[23, 27, 29, 30, 33]",5,23|27|29|30|33,"['1:23', '1:27', '1:29', '1:30', '1:33']","['Y. Onan', 'J. Johnson', 'J. Cardoso Pereira', 'D. Smith', 'K. Zemaitis']",1:23|1:27|1:29|1:30|1:33,Unknownx5,2,10:00:00,2,07:55:00,14,19,16,22
1,MANISA BASKET,208.1,242.0,"[22, 27, 29, 30, 33]",5,22|27|29|30|33,"['1:22', '1:27', '1:29', '1:30', '1:33']","['B. Eryurtlu', 'J. Johnson', 'J. Cardoso Pereira', 'D. Smith', 'K. Zemaitis']",1:22|1:27|1:29|1:30|1:33,Unknownx5,2,07:55:00,2,06:35:00,16,22,17,25
1,MANISA BASKET,242.1,265.0,"[22, 28, 29, 32, 33]",5,22|28|29|32|33,"['1:22', '1:28', '1:29', '1:32', '1:33']","['B. Eryurtlu', 'E. Mobley', 'J. Cardoso Pereira', 'J. Mintz', 'K. Zemaitis']",1:22|1:28|1:29|1:32|1:33,Unknownx5,2,06:35:00,2,05:48:00,17,25,20,27
1,MANISA BASKET,265.1,293.0,"[21, 28, 31, 32, 33]",5,21|28|31|32|33,"['1:21', '1:28', '1:31', '1:32', '1:33']","['B. Çal', 'E. Mobley', 'J. Scrubb', 'J. Mintz', 'K. Zemaitis']",1:21|1:28|1:31|1:32|1:33,Unknownx5,2,05:48:00,2,03:31:00,20,27,22,32
1,MANISA BASKET,293.1,307.0,"[23, 28, 31, 32, 33]",5,23|28|31|32|33,"['1:23', '1:28', '1:31', '1:32', '1:33']","['Y. Onan', 'E. Mobley', 'J. Scrubb', 'J. Mintz', 'K. Zemaitis']",1:23|1:28|1:31|1:32|1:33,Unknownx5,2,03:31:00,2,03:17:00,22,32,24,32
