possession_id,period,start_action,end_action,owner_tno,end_reason,pts_owner,pts_against,owner_team_name,net_pts
0,1,1,6,,,0,0,,0
1,1,9,11,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
2,1,12,12,1.0,def_reb,0,0,BESIKTAS GAIN,0
3,1,13,13,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
4,1,14,14,1.0,def_reb,0,0,BESIKTAS GAIN,0
5,1,15,15,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
6,1,16,16,1.0,score,3,0,BESIKTAS GAIN,3
7,1,17,19,2.0,turnover,0,0,BURSASPOR BASKETBOL,0
8,1,21,21,1.0,def_reb,0,0,BESIKTAS GAIN,0
9,1,22,22,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
10,1,24,27,1.0,score,2,2,BESIKTAS GAIN,0
11,1,28,29,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
12,1,30,30,1.0,def_reb,0,0,BESIKTAS GAIN,0
13,1,31,31,2.0,score,2,0,BURSASPOR BASKETBOL,2
14,1,32,34,1.0,def_reb,0,0,BESIKTAS GAIN,0
15,1,35,35,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
16,1,37,39,1.0,made_ft,1,1,BESIKTAS GAIN,0
17,1,40,40,2.0,made_ft_last,1,0,BURSASPOR BASKETBOL,1
18,1,42,42,1.0,score,2,0,BESIKTAS GAIN,2
19,1,43,44,2.0,score,2,0,BURSASPOR BASKETBOL,2
20,1,45,46,1.0,score,2,0,BESIKTAS GAIN,2
21,1,48,62,2.0,made_ft,1,0,BURSASPOR BASKETBOL,1
22,1,63,64,1.0,made_ft_last,1,1,BESIKTAS GAIN,0
23,1,66,68,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
24,1,69,69,1.0,def_reb,0,0,BESIKTAS GAIN,0
25,1,71,73,2.0,made_ft,1,0,BURSASPOR BASKETBOL,1
26,1,74,74,1.0,made_ft_last,1,1,BESIKTAS GAIN,0
27,1,80,88,2.0,score,2,2,BURSASPOR BASKETBOL,0
28,1,89,90,1.0,def_reb,0,0,BESIKTAS GAIN,0
29,1,91,91,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
30,1,93,97,1.0,score,2,0,BESIKTAS GAIN,2
31,1,98,101,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
32,1,103,105,1.0,made_ft,1,0,BESIKTAS GAIN,1
33,1,106,107,2.0,made_ft_last,1,1,BURSASPOR BASKETBOL,0
34,1,109,109,1.0,score,3,3,BESIKTAS GAIN,0
35,1,110,111,2.0,score,3,3,BURSASPOR BASKETBOL,0
36,1,113,113,1.0,turnover,0,0,BESIKTAS GAIN,0
37,1,114,124,2.0,turnover,0,0,BURSASPOR BASKETBOL,0
38,1,126,128,1.0,def_reb,0,0,BESIKTAS GAIN,0
39,1,129,129,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
40,1,130,130,1.0,def_reb,0,0,BESIKTAS GAIN,0
41,1,131,131,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
42,1,132,134,1.0,score,2,2,BESIKTAS GAIN,0
43,1,135,136,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
44,1,137,137,1.0,def_reb,0,0,BESIKTAS GAIN,0
45,1,139,139,2.0,offensive_foul,0,0,BURSASPOR BASKETBOL,0
46,1,140,140,1.0,turnover,0,0,BESIKTAS GAIN,0
47,1,141,148,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
48,1,149,149,1.0,def_reb,0,0,BESIKTAS GAIN,0
49,1,150,152,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
50,1,153,153,1.0,def_reb,0,0,BESIKTAS GAIN,0
51,1,154,154,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
52,1,156,160,1.0,made_ft,1,1,BESIKTAS GAIN,0
53,1,161,161,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
54,1,163,163,1.0,def_reb,0,0,BESIKTAS GAIN,0
55,1,164,164,2.0,score,3,3,BURSASPOR BASKETBOL,0
56,1,165,167,1.0,turnover,0,0,BESIKTAS GAIN,0
57,1,168,174,2.0,score,3,3,BURSASPOR BASKETBOL,0
58,1,175,185,1.0,score,3,0,BESIKTAS GAIN,3
59,2,186,187,2.0,score,3,0,BURSASPOR BASKETBOL,3
60,2,188,191,1.0,def_reb,0,0,BESIKTAS GAIN,0
61,2,192,192,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
62,2,193,193,1.0,turnover,0,0,BESIKTAS GAIN,0
63,2,194,205,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
64,2,206,206,1.0,def_reb,0,0,BESIKTAS GAIN,0
65,2,207,207,2.0,made_ft_last,1,1,BURSASPOR BASKETBOL,0
66,2,210,217,1.0,score,2,2,BESIKTAS GAIN,0
67,2,218,219,2.0,turnover,0,0,BURSASPOR BASKETBOL,0
68,2,220,221,1.0,def_reb,0,0,BESIKTAS GAIN,0
69,2,222,222,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
70,2,223,223,1.0,score,3,0,BESIKTAS GAIN,3
71,2,224,225,2.0,score,2,0,BURSASPOR BASKETBOL,2
72,2,226,227,1.0,score,3,0,BESIKTAS GAIN,3
73,2,229,237,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
74,2,238,238,1.0,def_reb,0,0,BESIKTAS GAIN,0
75,2,239,241,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
76,2,242,242,1.0,def_reb,0,0,BESIKTAS GAIN,0
77,2,244,250,2.0,made_ft,1,0,BURSASPOR BASKETBOL,1
78,2,251,251,1.0,made_ft_last,1,1,BESIKTAS GAIN,0
79,2,253,253,2.0,score,2,2,BURSASPOR BASKETBOL,0
80,2,254,254,1.0,turnover,0,0,BESIKTAS GAIN,0
