team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,BAHÇESEHIR KOLEJI,682.1,704.0,"[61, 63, 75, 76, 78]",5,61|63|75|76|78,"['1:61', '1:63', '1:75', '1:76', '1:78']","['K. Sipahi', 'F. Haltali', 'C. Homesley', 'M. Mitchell Ii', 'H. Hale']",1:61|1:63|1:75|1:76|1:78,Unknownx5,4,03:15:00,4,02:08:00,56,72,56,76
1,BAHÇESEHIR KOLEJI,704.1,728.0,"[1, 61, 63, 75, 76]",5,1|61|63|75|76,"['1:1', '1:61', '1:63', '1:75', '1:76']","['I. Akpinar', 'K. Sipahi', 'F. Haltali', 'C. Homesley', 'M. Mitchell Ii']",1:1|1:61|1:63|1:75|1:76,Unknownx5,4,02:08:00,4,00:58:20,56,76,59,80
1,BAHÇESEHIR KOLEJI,728.1,748.0,"[1, 3, 61, 63, 75]",5,1|3|61|63|75,"['1:1', '1:3', '1:61', '1:63', '1:75']","['I. Akpinar', 'G. Bas', 'K. Sipahi', 'F. Haltali', 'C. Homesley']",1:1|1:3|1:61|1:63|1:75,Unknownx5,4,00:58:20,4,00:00:00,59,80,65,83
2,ESENLER EROKSPOR,1.0,110.0,"[20, 24, 25, 26, 27]",5,20|24|25|26|27,"['2:20', '2:24', '2:25', '2:26', '2:27']","['E. Arna', 'P. Cornelie', 'L. Galloway', 'J. Crawford', 'J. Simmons']",2:20|2:24|2:25|2:26|2:27,Unknownx5,1,10:00:00,1,03:02:00,0,0,12,7
2,ESENLER EROKSPOR,110.1,166.0,"[19, 24, 25, 28, 60]",5,19|24|25|28|60,"['2:19', '2:24', '2:25', '2:28', '2:60']","['A. Duverioglu', 'P. Cornelie', 'L. Galloway', 'J. Love', 'K. Pangos']",2:19|2:24|2:25|2:28|2:60,Unknownx5,1,03:02:00,1,00:57:40,12,7,17,13
2,ESENLER EROKSPOR,166.1,289.0,"[19, 22, 25, 28, 60]",5,19|22|25|28|60,"['2:19', '2:22', '2:25', '2:28', '2:60']","['A. Duverioglu', 'T. Thurman', 'L. Galloway', 'J. Love', 'K. Pangos']",2:19|2:22|2:25|2:28|2:60,Unknownx5,1,00:57:40,2,04:57:00,17,13,37,22
2,ESENLER EROKSPOR,289.1,301.0,"[20, 22, 27, 28, 60]",5,20|22|27|28|60,"['2:20', '2:22', '2:27', '2:28', '2:60']","['E. Arna', 'T. Thurman', 'J. Simmons', 'J. Love', 'K. Pangos']",2:20|2:22|2:27|2:28|2:60,Unknownx5,2,04:57:00,2,04:38:00,37,22,37,24
2,ESENLER EROKSPOR,301.1,344.0,"[20, 22, 26, 27, 28]",5,20|22|26|27|28,"['2:20', '2:22', '2:26', '2:27', '2:28']","['E. Arna', 'T. Thurman', 'J. Crawford', 'J. Simmons', 'J. Love']",2:20|2:22|2:26|2:27|2:28,Unknownx5,2,04:38:00,2,01:00:00,37,24,50,28
2,ESENLER EROKSPOR,344.1,354.0,"[17, 22, 26, 28, 60]",5,17|22|26|28|60,"['2:17', '2:22', '2:26', '2:28', '2:60']","['M. Akyel', 'T. Thurman', 'J. Crawford', 'J. Love', 'K. Pangos']",2:17|2:22|2:26|2:28|2:60,Unknownx5,2,01:00:00,2,00:47:10,50,28,50,28
2,ESENLER EROKSPOR,354.1,376.0,"[19, 22, 26, 28, 60]",5,19|22|26|28|60,"['2:19', '2:22', '2:26', '2:28', '2:60']","['A. Duverioglu', 'T. Thurman', 'J. Crawford', 'J. Love', 'K. Pangos']",2:19|2:22|2:26|2:28|2:60,Unknownx5,2,00:47:10,3,10:00:00,50,28,50,29
2,ESENLER EROKSPOR,376.1,410.0,"[20, 24, 25, 26, 27]",5,20|24|25|26|27,"['2:20', '2:24', '2:25', '2:26', '2:27']","['E. Arna', 'P. Cornelie', 'L. Galloway', 'J. Crawford', 'J. Simmons']",2:20|2:24|2:25|2:26|2:27,Unknownx5,3,10:00:00,3,07:32:00,50,29,52,34
2,ESENLER EROKSPOR,410.1,438.0,"[20, 22, 25, 26, 27]",5,20|22|25|26|27,"['2:20', '2:22', '2:25', '2:26', '2:27']","['E. Arna', 'T. Thurman', 'L. Galloway', 'J. Crawford', 'J. Simmons']",2:20|2:22|2:25|2:26|2:27,Unknownx5,3,07:32:00,3,05:44:00,52,34,53,38
2,ESENLER EROKSPOR,438.1,458.0,"[20, 22, 25, 27, 60]",5,20|22|25|27|60,"['2:20', '2:22', '2:25', '2:27', '2:60']","['E. Arna', 'T. Thurman', 'L. Galloway', 'J. Simmons', 'K. Pangos']",2:20|2:22|2:25|2:27|2:60,Unknownx5,3,05:44:00,3,04:52:00,53,38,53,38
2,ESENLER EROKSPOR,458.1,504.0,"[19, 22, 25, 28, 60]",5,19|22|25|28|60,"['2:19', '2:22', '2:25', '2:28', '2:60']","['A. Duverioglu', 'T. Thurman', 'L. Galloway', 'J. Love', 'K. Pangos']",2:19|2:22|2:25|2:28|2:60,Unknownx5,3,04:52:00,3,02:11:00,53,38,58,46
2,ESENLER EROKSPOR,504.1,589.0,"[19, 22, 26, 28, 60]",5,19|22|26|28|60,"['2:19', '2:22', '2:26', '2:28', '2:60']","['A. Duverioglu', 'T. Thurman', 'J. Crawford', 'J. Love', 'K. Pangos']",2:19|2:22|2:26|2:28|2:60,Unknownx5,3,02:11:00,4,07:08:00,58,46,66,55
2,ESENLER EROKSPOR,589.1,631.0,"[20, 22, 26, 27, 28]",5,20|22|26|27|28,"['2:20', '2:22', '2:26', '2:27', '2:28']","['E. Arna', 'T. Thurman', 'J. Crawford', 'J. Simmons', 'J. Love']",2:20|2:22|2:26|2:27|2:28,Unknownx5,4,07:08:00,4,05:08:00,66,55,68,55
2,ESENLER EROKSPOR,631.1,692.0,"[20, 22, 25, 26, 27]",5,20|22|25|26|27,"['2:20', '2:22', '2:25', '2:26', '2:27']","['E. Arna', 'T. Thurman', 'L. Galloway', 'J. Crawford', 'J. Simmons']",2:20|2:22|2:25|2:26|2:27,Unknownx5,4,05:08:00,4,02:39:00,68,55,74,56
2,ESENLER EROKSPOR,692.1,708.0,"[15, 20, 22, 27, 60]",5,15|20|22|27|60,"['2:15', '2:20', '2:22', '2:27', '2:60']","['T. Akyazili', 'E. Arna', 'T. Thurman', 'J. Simmons', 'K. Pangos']",2:15|2:20|2:22|2:27|2:60,Unknownx5,4,02:39:00,4,02:08:00,74,56,78,56
2,ESENLER EROKSPOR,708.1,748.0,"[15, 17, 20, 22, 60]",5,15|17|20|22|60,"['2:15', '2:17', '2:20', '2:22', '2:60']","['T. Akyazili', 'M. Akyel', 'E. Arna', 'T. Thurman', 'K. Pangos']",2:15|2:17|2:20|2:22|2:60,Unknownx5,4,02:08:00,4,00:00:00,78,56,83,65
