team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,BAHÇESEHIR KOLEJI,1.0,42.0,"[61, 74, 75, 76, 79]",61|74|75|76|79,7,7,8,0,10,-10,0.0,125.0,1,10:00:00,1,06:45:00,0,0,0,10,Unknownx5,5,61|74|75|76|79,1:61|1:74|1:75|1:76|1:79,"[61, 74, 75, 76, 79]","['1:61', '1:74', '1:75', '1:76', '1:79']","['K. Sipahi', 'T. Cavanaugh', 'C. Homesley', 'M. Mitchell Ii', 'T. Williams']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,42.1,104.0,"[61, 73, 74, 78, 79]",61|73|74|78|79,12,12,12,7,2,5,58.333333333333336,16.666666666666668,1,06:45:00,1,03:02:00,0,10,7,12,Unknownx5,5,61|73|74|78|79,1:61|1:73|1:74|1:78|1:79,"[61, 73, 74, 78, 79]","['1:61', '1:73', '1:74', '1:78', '1:79']","['K. Sipahi', 'M. Ponitka', 'T. Cavanaugh', 'H. Hale', 'T. Williams']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,104.1,170.0,"[3, 73, 75, 77, 78]",3|73|75|77|78,8,8,7,6,7,-1,75.0,100.0,1,03:02:00,1,00:57:40,7,12,13,19,Unknownx5,5,3|73|75|77|78,1:3|1:73|1:75|1:77|1:78,"[3, 73, 75, 77, 78]","['1:3', '1:73', '1:75', '1:77', '1:78']","['G. Bas', 'M. Ponitka', 'C. Homesley', 'B. Koprivica', 'H. Hale']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,170.1,185.0,"[1, 73, 75, 76, 77]",1|73|75|76|77,1,1,1,0,0,0,0.0,0.0,1,00:57:40,1,00:22:70,13,19,13,19,Unknownx5,5,1|73|75|76|77,1:1|1:73|1:75|1:76|1:77,"[1, 73, 75, 76, 77]","['1:1', '1:73', '1:75', '1:76', '1:77']","['I. Akpinar', 'M. Ponitka', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,185.1,196.0,"[1, 63, 73, 75, 76]",1|63|73|75|76,3,3,3,0,2,-2,0.0,66.66666666666667,1,00:22:70,2,10:00:00,13,19,13,21,Unknownx5,5,1|63|73|75|76,1:1|1:63|1:73|1:75|1:76,"[1, 63, 73, 75, 76]","['1:1', '1:63', '1:73', '1:75', '1:76']","['I. Akpinar', 'F. Haltali', 'M. Ponitka', 'C. Homesley', 'M. Mitchell Ii']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,196.1,245.0,"[1, 63, 74, 75, 76]",1|63|74|75|76,7,7,8,4,5,-1,57.142857142857146,62.5,2,10:00:00,2,07:21:00,13,21,17,26,Unknownx5,5,1|63|74|75|76,1:1|1:63|1:74|1:75|1:76,"[1, 63, 74, 75, 76]","['1:1', '1:63', '1:74', '1:75', '1:76']","['I. Akpinar', 'F. Haltali', 'T. Cavanaugh', 'C. Homesley', 'M. Mitchell Ii']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,245.1,251.0,"[1, 74, 75, 76, 79]",1|74|75|76|79,1,1,0,0,3,-3,0.0,,2,07:21:00,2,07:10:00,17,26,17,29,Unknownx5,5,1|74|75|76|79,1:1|1:74|1:75|1:76|1:79,"[1, 74, 75, 76, 79]","['1:1', '1:74', '1:75', '1:76', '1:79']","['I. Akpinar', 'T. Cavanaugh', 'C. Homesley', 'M. Mitchell Ii', 'T. Williams']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,251.1,270.0,"[61, 74, 75, 78, 79]",61|74|75|78|79,2,2,3,0,5,-5,0.0,166.66666666666666,2,07:10:00,2,06:10:00,17,29,17,34,Unknownx5,5,61|74|75|78|79,1:61|1:74|1:75|1:78|1:79,"[61, 74, 75, 78, 79]","['1:61', '1:74', '1:75', '1:78', '1:79']","['K. Sipahi', 'T. Cavanaugh', 'C. Homesley', 'H. Hale', 'T. Williams']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,270.1,314.0,"[61, 73, 76, 78, 79]",61|73|76|78|79,6,6,6,7,8,-1,116.66666666666667,133.33333333333334,2,06:10:00,2,03:25:00,17,34,24,42,Unknownx5,5,61|73|76|78|79,1:61|1:73|1:76|1:78|1:79,"[61, 73, 76, 78, 79]","['1:61', '1:73', '1:76', '1:78', '1:79']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'H. Hale', 'T. Williams']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,314.1,340.0,"[1, 73, 75, 76, 77]",1|73|75|76|77,6,6,5,4,8,-4,66.66666666666667,160.0,2,03:25:00,2,01:00:00,24,42,28,50,Unknownx5,5,1|73|75|76|77,1:1|1:73|1:75|1:76|1:77,"[1, 73, 75, 76, 77]","['1:1', '1:73', '1:75', '1:76', '1:77']","['I. Akpinar', 'M. Ponitka', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica']",BAHÇESEHIR KOLEJI
