team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,BAHÇESEHIR KOLEJI,BSK,75,C. Homesley,Caleb Allen,Homesley,5,1,,1,,,25:50,5,12,41,1,5,20,4,7,57,3,3,100,0,0,0,3,2,1,0,0,1,5,14,0,0,-27,8,C. Homesley,1:75
1,BAHÇESEHIR KOLEJI,BSK,77,B. Koprivica,Balsa,Koprivica,8,0,,0,,,10:36,1,3,33,0,0,0,1,3,33,2,4,50,2,3,5,0,3,0,1,1,4,3,4,2,0,2,2,B. Koprivica,1:77
1,BAHÇESEHIR KOLEJI,BSK,64,C. Coskun,Cengiz Sarp,Coskun,10,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C. Coskun,1:64
1,BAHÇESEHIR KOLEJI,BSK,76,M. Mitchell Ii,Matthew Antonio,Mitchell Ii,11,1,,0,,,24:49,4,6,66,2,3,66,2,3,66,3,4,75,3,0,3,3,2,0,0,0,0,5,13,0,1,-25,2,M. Mitchell Ii,1:76
1,BAHÇESEHIR KOLEJI,BSK,63,F. Haltali,Furkan,Haltali,14,0,,1,,,7:04,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,-5,0,F. Haltali,1:63
1,BAHÇESEHIR KOLEJI,BSK,73,M. Ponitka,Mateusz Michal,Ponitka,28,0,,0,,,23:44,3,5,60,1,3,33,2,2,100,1,2,50,3,1,4,1,2,1,0,0,4,2,8,0,2,1,4,M. Ponitka,1:73
1,BAHÇESEHIR KOLEJI,BSK,1,I. Akpinar,Ismet,Akpinar,33,0,,1,,,15:04,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-6,0,I. Akpinar,1:1
1,BAHÇESEHIR KOLEJI,BSK,74,T. Cavanaugh,Tyler Robert,Cavanaugh,34,1,1.0,0,,,19:03,4,8,50,0,4,0,4,4,100,0,0,0,1,1,2,2,1,0,0,0,2,3,8,2,0,-11,6,T. Cavanaugh,1:74
1,BAHÇESEHIR KOLEJI,BSK,79,T. Williams,Trevion Lamon,Williams,50,1,,0,,,21:30,3,7,42,0,1,0,3,6,50,0,0,0,5,6,11,3,4,1,0,0,3,2,6,2,2,-13,6,T. Williams,1:79
1,BAHÇESEHIR KOLEJI,BSK,61,K. Sipahi,Kenan,Sipahi,55,1,,1,,,25:59,3,11,27,3,9,33,0,2,0,0,0,0,3,0,3,1,0,0,0,0,1,1,9,0,0,-8,0,K. Sipahi,1:61
