team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,TRABZONSPOR,1.0,69.0,"[5, 9, 10, 11, 14]",5|9|10|11|14,12,12,13,8,7,1,66.66666666666667,53.84615384615385,1,10:00:00,1,04:49:00,0,0,8,7,Unknownx5,5,5|9|10|11|14,1:5|1:9|1:10|1:11|1:14,"[5, 9, 10, 11, 14]","['1:5', '1:9', '1:10', '1:11', '1:14']","['O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed', 'D. Grant']",TRABZONSPOR
1,TRABZONSPOR,69.1,95.0,"[4, 5, 9, 10, 11]",4|5|9|10|11,4,4,4,2,6,-4,50.0,150.0,1,04:49:00,1,03:14:00,8,7,10,13,Unknownx5,5,4|5|9|10|11,1:4|1:5|1:9|1:10|1:11,"[4, 5, 9, 10, 11]","['1:4', '1:5', '1:9', '1:10', '1:11']","['I. Ulusoy', 'O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed']",TRABZONSPOR
1,TRABZONSPOR,95.1,109.0,"[3, 4, 5, 9, 11]",3|4|5|9|11,1,1,1,2,0,2,200.0,0.0,1,03:14:00,1,02:56:00,10,13,12,13,Unknownx5,5,3|4|5|9|11,1:3|1:4|1:5|1:9|1:11,"[3, 4, 5, 9, 11]","['1:3', '1:4', '1:5', '1:9', '1:11']","['B. Demir', 'I. Ulusoy', 'O. Ulubay', 'A. Delgado Astacio', 'M. Reed']",TRABZONSPOR
1,TRABZONSPOR,109.1,145.0,"[3, 4, 5, 11, 13]",3|4|5|11|13,5,5,5,4,2,2,80.0,40.0,1,02:56:00,1,02:01:00,12,13,16,15,Unknownx5,5,3|4|5|11|13,1:3|1:4|1:5|1:11|1:13,"[3, 4, 5, 11, 13]","['1:3', '1:4', '1:5', '1:11', '1:13']","['B. Demir', 'I. Ulusoy', 'O. Ulubay', 'M. Reed', 'K. Silins']",TRABZONSPOR
1,TRABZONSPOR,145.1,193.0,"[3, 4, 11, 12, 13]",3|4|11|12|13,9,9,10,1,4,-3,11.11111111111111,40.0,1,02:01:00,2,10:00:00,16,15,17,19,Unknownx5,5,3|4|11|12|13,1:3|1:4|1:11|1:12|1:13,"[3, 4, 11, 12, 13]","['1:3', '1:4', '1:11', '1:12', '1:13']","['B. Demir', 'I. Ulusoy', 'M. Reed', 'A. Yeboah', 'K. Silins']",TRABZONSPOR
1,TRABZONSPOR,193.1,215.0,"[4, 5, 11, 12, 13]",4|5|11|12|13,4,4,3,3,0,3,75.0,0.0,2,10:00:00,2,08:54:00,17,19,20,19,Unknownx5,5,4|5|11|12|13,1:4|1:5|1:11|1:12|1:13,"[4, 5, 11, 12, 13]","['1:4', '1:5', '1:11', '1:12', '1:13']","['I. Ulusoy', 'O. Ulubay', 'M. Reed', 'A. Yeboah', 'K. Silins']",TRABZONSPOR
1,TRABZONSPOR,215.1,266.0,"[4, 5, 7, 12, 13]",4|5|7|12|13,4,4,5,8,5,3,200.0,100.0,2,08:54:00,2,06:43:00,20,19,28,24,Unknownx5,5,4|5|7|12|13,1:4|1:5|1:7|1:12|1:13,"[4, 5, 7, 12, 13]","['1:4', '1:5', '1:7', '1:12', '1:13']","['I. Ulusoy', 'O. Ulubay', 'J. Gordon', 'A. Yeboah', 'K. Silins']",TRABZONSPOR
1,TRABZONSPOR,266.1,276.0,"[5, 7, 12, 13, 14]",5|7|12|13|14,2,2,2,0,4,-4,0.0,200.0,2,06:43:00,2,05:55:00,28,24,28,28,Unknownx5,5,5|7|12|13|14,1:5|1:7|1:12|1:13|1:14,"[5, 7, 12, 13, 14]","['1:5', '1:7', '1:12', '1:13', '1:14']","['O. Ulubay', 'J. Gordon', 'A. Yeboah', 'K. Silins', 'D. Grant']",TRABZONSPOR
1,TRABZONSPOR,276.1,285.0,"[2, 5, 7, 12, 14]",2|5|7|12|14,1,1,1,0,2,-2,0.0,200.0,2,05:55:00,2,05:32:00,28,28,28,30,Unknownx5,5,2|5|7|12|14,1:2|1:5|1:7|1:12|1:14,"[2, 5, 7, 12, 14]","['1:2', '1:5', '1:7', '1:12', '1:14']","['E. Arar', 'O. Ulubay', 'J. Gordon', 'A. Yeboah', 'D. Grant']",TRABZONSPOR
1,TRABZONSPOR,285.1,310.0,"[2, 5, 7, 11, 14]",2|5|7|11|14,4,4,4,4,8,-4,100.0,200.0,2,05:32:00,2,03:12:00,28,30,32,38,Unknownx5,5,2|5|7|11|14,1:2|1:5|1:7|1:11|1:14,"[2, 5, 7, 11, 14]","['1:2', '1:5', '1:7', '1:11', '1:14']","['E. Arar', 'O. Ulubay', 'J. Gordon', 'M. Reed', 'D. Grant']",TRABZONSPOR
