team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,TRABZONSPOR,1.0,69.0,"[5, 9, 10, 11, 14]",5,5|9|10|11|14,"['1:5', '1:9', '1:10', '1:11', '1:14']","['O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed', 'D. Grant']",1:5|1:9|1:10|1:11|1:14,Unknownx5,1,10:00:00,1,04:49:00,0,0,8,7
1,TRABZONSPOR,69.1,95.0,"[4, 5, 9, 10, 11]",5,4|5|9|10|11,"['1:4', '1:5', '1:9', '1:10', '1:11']","['I. Ulusoy', 'O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed']",1:4|1:5|1:9|1:10|1:11,Unknownx5,1,04:49:00,1,03:14:00,8,7,10,13
1,TRABZONSPOR,95.1,109.0,"[3, 4, 5, 9, 11]",5,3|4|5|9|11,"['1:3', '1:4', '1:5', '1:9', '1:11']","['B. Demir', 'I. Ulusoy', 'O. Ulubay', 'A. Delgado Astacio', 'M. Reed']",1:3|1:4|1:5|1:9|1:11,Unknownx5,1,03:14:00,1,02:56:00,10,13,12,13
1,TRABZONSPOR,109.1,145.0,"[3, 4, 5, 11, 13]",5,3|4|5|11|13,"['1:3', '1:4', '1:5', '1:11', '1:13']","['B. Demir', 'I. Ulusoy', 'O. Ulubay', 'M. Reed', 'K. Silins']",1:3|1:4|1:5|1:11|1:13,Unknownx5,1,02:56:00,1,02:01:00,12,13,16,15
1,TRABZONSPOR,145.1,193.0,"[3, 4, 11, 12, 13]",5,3|4|11|12|13,"['1:3', '1:4', '1:11', '1:12', '1:13']","['B. Demir', 'I. Ulusoy', 'M. Reed', 'A. Yeboah', 'K. Silins']",1:3|1:4|1:11|1:12|1:13,Unknownx5,1,02:01:00,2,10:00:00,16,15,17,19
1,TRABZONSPOR,193.1,215.0,"[4, 5, 11, 12, 13]",5,4|5|11|12|13,"['1:4', '1:5', '1:11', '1:12', '1:13']","['I. Ulusoy', 'O. Ulubay', 'M. Reed', 'A. Yeboah', 'K. Silins']",1:4|1:5|1:11|1:12|1:13,Unknownx5,2,10:00:00,2,08:54:00,17,19,20,19
1,TRABZONSPOR,215.1,266.0,"[4, 5, 7, 12, 13]",5,4|5|7|12|13,"['1:4', '1:5', '1:7', '1:12', '1:13']","['I. Ulusoy', 'O. Ulubay', 'J. Gordon', 'A. Yeboah', 'K. Silins']",1:4|1:5|1:7|1:12|1:13,Unknownx5,2,08:54:00,2,06:43:00,20,19,28,24
1,TRABZONSPOR,266.1,276.0,"[5, 7, 12, 13, 14]",5,5|7|12|13|14,"['1:5', '1:7', '1:12', '1:13', '1:14']","['O. Ulubay', 'J. Gordon', 'A. Yeboah', 'K. Silins', 'D. Grant']",1:5|1:7|1:12|1:13|1:14,Unknownx5,2,06:43:00,2,05:55:00,28,24,28,28
1,TRABZONSPOR,276.1,285.0,"[2, 5, 7, 12, 14]",5,2|5|7|12|14,"['1:2', '1:5', '1:7', '1:12', '1:14']","['E. Arar', 'O. Ulubay', 'J. Gordon', 'A. Yeboah', 'D. Grant']",1:2|1:5|1:7|1:12|1:14,Unknownx5,2,05:55:00,2,05:32:00,28,28,28,30
1,TRABZONSPOR,285.1,310.0,"[2, 5, 7, 11, 14]",5,2|5|7|11|14,"['1:2', '1:5', '1:7', '1:11', '1:14']","['E. Arar', 'O. Ulubay', 'J. Gordon', 'M. Reed', 'D. Grant']",1:2|1:5|1:7|1:11|1:14,Unknownx5,2,05:32:00,2,03:12:00,28,30,32,38
1,TRABZONSPOR,310.1,346.0,"[2, 4, 7, 10, 11]",5,2|4|7|10|11,"['1:2', '1:4', '1:7', '1:10', '1:11']","['E. Arar', 'I. Ulusoy', 'J. Gordon', 'T. Tinkle', 'M. Reed']",1:2|1:4|1:7|1:10|1:11,Unknownx5,2,03:12:00,2,01:07:00,32,38,38,41
1,TRABZONSPOR,346.1,369.0,"[4, 7, 9, 10, 11]",5,4|7|9|10|11,"['1:4', '1:7', '1:9', '1:10', '1:11']","['I. Ulusoy', 'J. Gordon', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed']",1:4|1:7|1:9|1:10|1:11,Unknownx5,2,01:07:00,3,10:00:00,38,41,38,43
1,TRABZONSPOR,369.1,461.0,"[4, 9, 10, 11, 12]",5,4|9|10|11|12,"['1:4', '1:9', '1:10', '1:11', '1:12']","['I. Ulusoy', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed', 'A. Yeboah']",1:4|1:9|1:10|1:11|1:12,Unknownx5,3,10:00:00,3,04:50:00,38,43,50,48
