start_action,end_action,start_period,start_clock,end_period,end_clock,teamA_no,teamA_name,lineupA_players,lineupA_uid,lineupA_pos_mix,lineupA_tokens,lineupA_names,teamB_no,teamB_name,lineupB_players,lineupB_uid,lineupB_pos_mix,lineupB_tokens,lineupB_names,poss_A,pts_A_for,pts_A_against,net_A,ORtg_A,DRtg_A,poss_B,pts_B_for,pts_B_against,net_B,ORtg_B,DRtg_B,score_start_A,score_start_B,score_end_A,score_end_B
1.0,69.0,1,10:00:00,1,04:49:00,1,TRABZONSPOR,"[5, 9, 10, 11, 14]",5|9|10|11|14,Unknownx5,"['1:5', '1:9', '1:10', '1:11', '1:14']","['O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed', 'D. Grant']",2,BURSASPOR BASKETBOL,"[101, 127, 133, 135, 144]",101|127|133|135|144,Unknownx5,"['2:101', '2:127', '2:133', '2:135', '2:144']","['H. Köksal', 'L. Nnoko', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",12,6,9,-3,50.0,75.0,12,9,6,3,75.0,50.0,0,0,8,7
69.1,83.0,1,04:49:00,1,03:56:00,1,TRABZONSPOR,"[4, 5, 9, 10, 11]",4|5|9|10|11,Unknownx5,"['1:4', '1:5', '1:9', '1:10', '1:11']","['I. Ulusoy', 'O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed']",2,BURSASPOR BASKETBOL,"[101, 127, 133, 135, 144]",101|127|133|135|144,Unknownx5,"['2:101', '2:127', '2:133', '2:135', '2:144']","['H. Köksal', 'L. Nnoko', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",2,6,2,4,300.0,200.0,1,2,6,-4,200.0,300.0,8,7,10,13
83.1,95.0,1,03:56:00,1,03:14:00,1,TRABZONSPOR,"[4, 5, 9, 10, 11]",4|5|9|10|11,Unknownx5,"['1:4', '1:5', '1:9', '1:10', '1:11']","['I. Ulusoy', 'O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed']",2,BURSASPOR BASKETBOL,"[102, 127, 133, 135, 144]",102|127|133|135|144,Unknownx5,"['2:102', '2:127', '2:133', '2:135', '2:144']","['B. Akin', 'L. Nnoko', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",2,0,0,0,0.0,0.0,1,0,0,0,0.0,0.0,10,13,10,13
95.1,97.0,1,03:14:00,1,03:14:00,1,TRABZONSPOR,"[3, 4, 5, 9, 11]",3|4|5|9|11,Unknownx5,"['1:3', '1:4', '1:5', '1:9', '1:11']","['B. Demir', 'I. Ulusoy', 'O. Ulubay', 'A. Delgado Astacio', 'M. Reed']",2,BURSASPOR BASKETBOL,"[102, 127, 133, 135, 144]",102|127|133|135|144,Unknownx5,"['2:102', '2:127', '2:133', '2:135', '2:144']","['B. Akin', 'L. Nnoko', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",0,0,0,0,,,0,0,0,0,,,10,13,10,13
97.1,109.0,1,03:14:00,1,02:56:00,1,TRABZONSPOR,"[3, 4, 5, 9, 11]",3|4|5|9|11,Unknownx5,"['1:3', '1:4', '1:5', '1:9', '1:11']","['B. Demir', 'I. Ulusoy', 'O. Ulubay', 'A. Delgado Astacio', 'M. Reed']",2,BURSASPOR BASKETBOL,"[102, 129, 134, 135, 136]",102|129|134|135|136,Unknownx5,"['2:102', '2:129', '2:134', '2:135', '2:136']","['B. Akin', 'B. Crawford', 'V. King', 'A. Konontsuk', 'J. Delaurier']",1,1,0,1,100.0,,0,0,1,-1,,100.0,10,13,12,13
109.1,145.0,1,02:56:00,1,02:01:00,1,TRABZONSPOR,"[3, 4, 5, 11, 13]",3|4|5|11|13,Unknownx5,"['1:3', '1:4', '1:5', '1:11', '1:13']","['B. Demir', 'I. Ulusoy', 'O. Ulubay', 'M. Reed', 'K. Silins']",2,BURSASPOR BASKETBOL,"[102, 129, 134, 135, 136]",102|129|134|135|136,Unknownx5,"['2:102', '2:129', '2:134', '2:135', '2:136']","['B. Akin', 'B. Crawford', 'V. King', 'A. Konontsuk', 'J. Delaurier']",5,2,3,-1,40.0,75.0,4,3,2,1,75.0,40.0,12,13,16,15
145.1,156.0,1,02:01:00,1,01:45:00,1,TRABZONSPOR,"[3, 4, 11, 12, 13]",3|4|11|12|13,Unknownx5,"['1:3', '1:4', '1:11', '1:12', '1:13']","['B. Demir', 'I. Ulusoy', 'M. Reed', 'A. Yeboah', 'K. Silins']",2,BURSASPOR BASKETBOL,"[102, 129, 134, 135, 136]",102|129|134|135|136,Unknownx5,"['2:102', '2:129', '2:134', '2:135', '2:136']","['B. Akin', 'B. Crawford', 'V. King', 'A. Konontsuk', 'J. Delaurier']",1,0,1,-1,0.0,100.0,1,1,0,1,100.0,0.0,16,15,17,15
156.1,193.0,1,01:45:00,2,10:00:00,1,TRABZONSPOR,"[3, 4, 11, 12, 13]",3|4|11|12|13,Unknownx5,"['1:3', '1:4', '1:11', '1:12', '1:13']","['B. Demir', 'I. Ulusoy', 'M. Reed', 'A. Yeboah', 'K. Silins']",2,BURSASPOR BASKETBOL,"[4, 129, 134, 136, 144]",4|129|134|136|144,Unknownx5,"['2:4', '2:129', '2:134', '2:136', '2:144']","['Y. Onar', 'B. Crawford', 'V. King', 'J. Delaurier', 'M. Parsons']",7,1,2,-1,14.285714285714286,25.0,8,2,1,1,25.0,14.285714285714286,17,15,17,19
193.1,206.0,2,10:00:00,2,09:19:00,1,TRABZONSPOR,"[4, 5, 11, 12, 13]",4|5|11|12|13,Unknownx5,"['1:4', '1:5', '1:11', '1:12', '1:13']","['I. Ulusoy', 'O. Ulubay', 'M. Reed', 'A. Yeboah', 'K. Silins']",2,BURSASPOR BASKETBOL,"[4, 129, 134, 136, 144]",4|129|134|136|144,Unknownx5,"['2:4', '2:129', '2:134', '2:136', '2:144']","['Y. Onar', 'B. Crawford', 'V. King', 'J. Delaurier', 'M. Parsons']",1,0,0,0,0.0,0.0,1,0,0,0,0.0,0.0,17,19,19,19
206.1,215.0,2,09:19:00,2,08:54:00,1,TRABZONSPOR,"[4, 5, 11, 12, 13]",4|5|11|12|13,Unknownx5,"['1:4', '1:5', '1:11', '1:12', '1:13']","['I. Ulusoy', 'O. Ulubay', 'M. Reed', 'A. Yeboah', 'K. Silins']",2,BURSASPOR BASKETBOL,"[4, 101, 129, 136, 144]",4|101|129|136|144,Unknownx5,"['2:4', '2:101', '2:129', '2:136', '2:144']","['Y. Onar', 'H. Köksal', 'B. Crawford', 'J. Delaurier', 'M. Parsons']",2,0,1,-1,0.0,100.0,1,1,0,1,100.0,0.0,19,19,20,19
