gt,clock,s1,s2,lead,tno,period,periodType,pno,player,success,actionType,actionNumber,previousAction,qualifier,subType,scoring,shirtNumber,firstName,familyName,internationalFirstName,internationalFamilyName,firstNameInitial,familyNameInitial,internationalFirstNameInitial,internationalFamilyNameInitial,scoreboardName,team_name,team_code,player_name_from_roster,player_shirt,player_pos_raw,player_pos_group,x,y,r,ev_code,ev_result,ev_text,assist_pno,assist_tno,assist_player,block_pno,block_tno,block_player,assist_pos_group,block_pos_group,points,possession_id,possession_owner_tno,possession_end_reason,pts_1,cum_1,pts_2,cum_2
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,game,1,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,game start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,period,2,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,period start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,jumpball,4,,[],startperiod,0,,,,,,,,,,,,,,,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:59,09:59:00,0,0,0,1,1,REGULAR,27,J. SIMMONS,1,jumpball,5,4,[],won,0,11,Jeremy,Simmons,Jeremy,Simmons,J,S,J,S,J. Simmons,ESENLER EROKSPOR,ERK,J. Simmons,11,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:59,09:59:00,0,0,0,2,1,REGULAR,88,M. BLAZEVIC,1,jumpball,6,4,[],lost,0,22,Marek,Blazevic,Marek,Blazevic,M,B,M,B,M. Blazevic,TOFAŞ,TOF,M. Blazevic,22,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:45,09:45:00,0,0,0,1,1,REGULAR,27,J. SIMMONS,1,foul,10,,[],offensive,0,11,Jeremy,Simmons,Jeremy,Simmons,J,S,J,S,J. Simmons,ESENLER EROKSPOR,ERK,J. Simmons,11,,,,,,RFOUL,,ESENLER EROKSPOR J. SIMMONS foul offensive,,,,,,,,,0,1,1.0,offensive_foul,0,0,0,0
09:45,09:45:00,0,0,0,1,1,REGULAR,27,J. SIMMONS,1,turnover,11,10,[],offensive,0,11,Jeremy,Simmons,Jeremy,Simmons,J,S,J,S,J. Simmons,ESENLER EROKSPOR,ERK,J. Simmons,11,,,,,,TO,,ESENLER EROKSPOR J. SIMMONS turnover offensive,,,,,,,,,0,2,2.0,turnover,0,0,0,0
09:45,09:45:00,0,0,0,2,1,REGULAR,55,T. GEÇIM,1,foulon,12,10,[],,0,8,Tolga,Geçim,Tolga,Geçim,T,G,T,G,T. Geçim,TOFAŞ,TOF,T. Geçim,8,,,,,,OTHER,,TOFAŞ foulon,,,,,,,,,0,3,1.0,,0,0,0,0
09:29,09:29:00,0,0,0,2,1,REGULAR,93,J. THOMASSON,0,2pt,14,,['fromturnover'],jumpshot,1,32,Joseph ,Thomasson,Joseph ,Thomasson,J,T,J,T,J. Thomasson,TOFAŞ,TOF,J. Thomasson,32,,,77.540000915527,37.569999694824,0.0,P2,missed,TOFAŞ J. THOMASSON 2Pt missed,,,,,,,,,0,3,1.0,,0,0,0,0
09:26,09:26:00,0,0,0,2,1,REGULAR,66,Y. SAYBIR,1,rebound,15,14,[],offensive,0,3,Yigitcan,Saybir,Yigitcan,Saybir,Y,S,Y,S,Y. Saybir,TOFAŞ,TOF,Y. Saybir,3,,,,,,REB,,TOFAŞ rebound offensive,,,,,,,,,0,3,1.0,,0,0,0,0
09:16,09:16:00,0,2,-2,2,1,REGULAR,88,M. BLAZEVIC,1,2pt,16,,"['2ndchance', 'fromturnover', 'pointsinthepaint']",dunk,1,22,Marek,Blazevic,Marek,Blazevic,M,B,M,B,M. Blazevic,TOFAŞ,TOF,M. Blazevic,22,,,92.360000610352,52.819999694824,1.0,P2,made,TOFAŞ M. BLAZEVIC 2Pt made,55.0,2.0,T. GEÇIM,,,,,,2,3,1.0,score,0,0,2,2
09:16,09:16:00,0,2,-2,2,1,REGULAR,55,T. GEÇIM,1,assist,17,16,[],,0,8,Tolga,Geçim,Tolga,Geçim,T,G,T,G,T. Geçim,TOFAŞ,TOF,T. Geçim,8,,,,,,ASS,,TOFAŞ T. GEÇIM assist,,,,,,,,,0,4,2.0,,0,0,0,2
08:51,08:51:00,0,2,-2,1,1,REGULAR,25,L. GALLOWAY,0,2pt,18,,[],jumpshot,1,9,Langston ,Galloway,Langston ,Galloway,L,G,L,G,L. Galloway,ESENLER EROKSPOR,ERK,L. Galloway,9,,,5.3000001907349,17.799999237061,0.0,P2,missed,ESENLER EROKSPOR L. GALLOWAY 2Pt missed,,,,,,,,,0,4,2.0,def_reb,0,0,0,2
08:50,08:50:00,0,2,-2,2,1,REGULAR,0,,1,rebound,20,18,['team'],defensive,0,,,,,,,,,,,TOFAŞ,TOF,,,,,,,,TREB,,TOFAŞ team rebound defensive,,,,,,,,,0,5,1.0,def_reb,0,0,0,2
08:36,08:36:00,0,2,-2,2,1,REGULAR,89,A. PEREZ,0,3pt,26,,[],jumpshot,1,2,Alex Daniel,Perez,Alex Daniel,Perez,A,P,A,P,A. Perez,TOFAŞ,TOF,A. Perez,2,,,74.26000213623,83.330001831055,0.0,P3,missed,TOFAŞ A. PEREZ 3Pt missed,,,,,,,,,0,6,2.0,def_reb,0,0,0,2
08:33,08:33:00,0,2,-2,1,1,REGULAR,24,P. CORNELIE,1,rebound,27,26,[],defensive,0,12,Petr  Willlam,Cornelie,Petr  Willlam,Cornelie,P,C,P,C,P. Cornelie,ESENLER EROKSPOR,ERK,P. Cornelie,12,,,,,,REB,,ESENLER EROKSPOR rebound defensive,,,,,,,,,0,7,1.0,def_reb,0,0,0,2
08:17,08:17:00,2,2,0,1,1,REGULAR,24,P. CORNELIE,1,2pt,28,,['pointsinthepaint'],floatingjumpshot,1,12,Petr  Willlam,Cornelie,Petr  Willlam,Cornelie,P,C,P,C,P. Cornelie,ESENLER EROKSPOR,ERK,P. Cornelie,12,,,10.760000228882,60.169998168945,1.0,P2,made,ESENLER EROKSPOR P. CORNELIE 2Pt made,,,,,,,,,2,8,2.0,score,2,2,0,2
