team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,ESENLER EROKSPOR,ERK,26,J. Crawford,Jordon,Crawford,1,1,1.0,1,,,25:38,5,13,38,3,8,37,2,5,40,2,3,66,2,0,2,9,0,2,0,1,2,4,15,0,8,16,4,J. Crawford,1:26
1,ESENLER EROKSPOR,ERK,60,K. Pangos,Kevin Joseph,Pangos,4,0,,0,,,14:22,1,4,25,0,2,0,1,2,50,0,0,0,1,0,1,5,0,1,0,0,4,1,2,0,2,6,2,K. Pangos,1:60
1,ESENLER EROKSPOR,ERK,21,E. Gazi,Erten,Gazi,7,0,,1,,,7:53,0,0,0,0,0,0,0,0,0,2,2,100,0,0,0,0,0,0,0,0,0,1,2,0,0,-6,0,E. Gazi,1:21
1,ESENLER EROKSPOR,ERK,25,L. Galloway,Langston ,Galloway,9,1,,0,,,17:54,4,13,30,2,7,28,2,6,33,2,2,100,2,1,3,2,0,0,0,0,1,1,12,3,4,11,4,L. Galloway,1:25
1,ESENLER EROKSPOR,ERK,27,J. Simmons,Jeremy,Simmons,11,1,,0,,,20:05,4,5,80,0,0,0,4,5,80,1,2,50,6,3,9,1,1,0,0,0,1,1,9,4,2,17,8,J. Simmons,1:27
1,ESENLER EROKSPOR,ERK,24,P. Cornelie,Petr  Willlam,Cornelie,12,1,,0,,,19:18,4,5,80,1,2,50,3,3,100,0,0,0,4,1,5,1,0,4,2,0,0,0,9,5,0,13,6,P. Cornelie,1:24
1,ESENLER EROKSPOR,ERK,15,T. Akyazili,Thomas,Akyazili,14,0,,0,,,8:03,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,3,0,0,0,0,2,0,T. Akyazili,1:15
1,ESENLER EROKSPOR,ERK,22,T. Thurman,Tre'shawn,Thurman,15,0,,1,,,21:27,4,7,57,2,2,100,2,5,40,3,4,75,3,1,4,1,2,1,0,0,2,2,13,3,2,7,4,T. Thurman,1:22
1,ESENLER EROKSPOR,ERK,20,E. Arna,Egehan,Arna,18,1,,0,,,26:37,4,9,44,2,6,33,2,3,66,1,1,100,6,0,6,2,0,0,0,0,2,3,11,3,2,26,4,E. Arna,1:20
1,ESENLER EROKSPOR,ERK,28,J. Love,Jermaine,Love,22,0,,1,,,19:33,4,6,66,2,3,66,2,3,66,1,1,100,1,0,1,1,1,0,0,0,3,1,11,0,5,11,2,J. Love,1:28
1,ESENLER EROKSPOR,ERK,17,M. Akyel,Metehan,Akyel,41,0,,1,,,1:33,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-3,0,M. Akyel,1:17
