team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,ESENLER EROKSPOR,372.1,401.0,"[20, 21, 22, 24, 26]",20|21|22|24|26,2,2,2,0,2,-2,0.0,100.0,2,00:44:80,3,10:00:00,39,31,39,33,Unknownx5,5,20|21|22|24|26,1:20|1:21|1:22|1:24|1:26,"[20, 21, 22, 24, 26]","['1:20', '1:21', '1:22', '1:24', '1:26']","['E. Arna', 'E. Gazi', 'T. Thurman', 'P. Cornelie', 'J. Crawford']",ESENLER EROKSPOR
1,ESENLER EROKSPOR,401.1,488.0,"[20, 24, 25, 26, 27]",20|24|25|26|27,12,12,12,14,6,8,116.66666666666667,50.0,3,10:00:00,3,05:20:00,39,33,53,39,Unknownx5,5,20|24|25|26|27,1:20|1:24|1:25|1:26|1:27,"[20, 24, 25, 26, 27]","['1:20', '1:24', '1:25', '1:26', '1:27']","['E. Arna', 'P. Cornelie', 'L. Galloway', 'J. Crawford', 'J. Simmons']",ESENLER EROKSPOR
1,ESENLER EROKSPOR,488.1,518.0,"[20, 24, 26, 27, 28]",20|24|26|27|28,4,4,3,7,2,5,175.0,66.66666666666667,3,05:20:00,3,03:26:00,53,39,60,41,Unknownx5,5,20|24|26|27|28,1:20|1:24|1:26|1:27|1:28,"[20, 24, 26, 27, 28]","['1:20', '1:24', '1:26', '1:27', '1:28']","['E. Arna', 'P. Cornelie', 'J. Crawford', 'J. Simmons', 'J. Love']",ESENLER EROKSPOR
1,ESENLER EROKSPOR,518.1,549.0,"[19, 20, 24, 28, 60]",19|20|24|28|60,1,1,1,2,3,-1,200.0,300.0,3,03:26:00,3,02:20:00,60,41,62,44,Unknownx5,5,19|20|24|28|60,1:19|1:20|1:24|1:28|1:60,"[19, 20, 24, 28, 60]","['1:19', '1:20', '1:24', '1:28', '1:60']","['A. Duverioglu', 'E. Arna', 'P. Cornelie', 'J. Love', 'K. Pangos']",ESENLER EROKSPOR
1,ESENLER EROKSPOR,549.1,565.0,"[15, 19, 24, 28, 60]",15|19|24|28|60,2,2,3,0,0,0,0.0,0.0,3,02:20:00,3,01:14:00,62,44,62,44,Unknownx5,5,15|19|24|28|60,1:15|1:19|1:24|1:28|1:60,"[15, 19, 24, 28, 60]","['1:15', '1:19', '1:24', '1:28', '1:60']","['T. Akyazili', 'A. Duverioglu', 'P. Cornelie', 'J. Love', 'K. Pangos']",ESENLER EROKSPOR
1,ESENLER EROKSPOR,565.1,651.0,"[15, 19, 22, 28, 60]",15|19|22|28|60,14,14,13,15,9,6,107.14285714285714,69.23076923076923,3,01:14:00,4,05:45:00,62,44,77,53,Unknownx5,5,15|19|22|28|60,1:15|1:19|1:22|1:28|1:60,"[15, 19, 22, 28, 60]","['1:15', '1:19', '1:22', '1:28', '1:60']","['T. Akyazili', 'A. Duverioglu', 'T. Thurman', 'J. Love', 'K. Pangos']",ESENLER EROKSPOR
1,ESENLER EROKSPOR,651.1,705.0,"[19, 20, 22, 26, 28]",19|20|22|26|28,8,8,8,9,8,1,112.5,100.0,4,05:45:00,4,02:21:00,77,53,86,61,Unknownx5,5,19|20|22|26|28,1:19|1:20|1:22|1:26|1:28,"[19, 20, 22, 26, 28]","['1:19', '1:20', '1:22', '1:26', '1:28']","['A. Duverioglu', 'E. Arna', 'T. Thurman', 'J. Crawford', 'J. Love']",ESENLER EROKSPOR
1,ESENLER EROKSPOR,705.1,723.0,"[19, 21, 22, 26, 28]",19|21|22|26|28,2,2,2,3,3,0,150.0,150.0,4,02:21:00,4,01:33:00,86,61,89,64,Unknownx5,5,19|21|22|26|28,1:19|1:21|1:22|1:26|1:28,"[19, 21, 22, 26, 28]","['1:19', '1:21', '1:22', '1:26', '1:28']","['A. Duverioglu', 'E. Gazi', 'T. Thurman', 'J. Crawford', 'J. Love']",ESENLER EROKSPOR
1,ESENLER EROKSPOR,723.1,764.0,"[17, 21, 22, 26, 28]",17|21|22|26|28,7,7,7,3,6,-3,42.857142857142854,85.71428571428571,4,01:33:00,4,00:00:00,89,64,92,70,Unknownx5,5,17|21|22|26|28,1:17|1:21|1:22|1:26|1:28,"[17, 21, 22, 26, 28]","['1:17', '1:21', '1:22', '1:26', '1:28']","['M. Akyel', 'E. Gazi', 'T. Thurman', 'J. Crawford', 'J. Love']",ESENLER EROKSPOR
2,TOFAŞ,1.0,80.0,"[55, 66, 88, 89, 93]",55|66|88|89|93,13,13,15,8,8,0,61.53846153846154,53.333333333333336,1,10:00:00,1,05:09:00,0,0,8,8,Unknownx5,5,55|66|88|89|93,2:55|2:66|2:88|2:89|2:93,"[55, 66, 88, 89, 93]","['2:55', '2:66', '2:88', '2:89', '2:93']","['T. Geçim', 'Y. Saybir', 'M. Blazevic', 'A. Perez', 'J. Thomasson']",TOFAŞ
2,TOFAŞ,80.1,98.0,"[55, 66, 88, 89, 90]",55|66|88|89|90,3,3,2,0,3,-3,0.0,150.0,1,05:09:00,1,04:11:00,8,8,8,11,Unknownx5,5,55|66|88|89|90,2:55|2:66|2:88|2:89|2:90,"[55, 66, 88, 89, 90]","['2:55', '2:66', '2:88', '2:89', '2:90']","['T. Geçim', 'Y. Saybir', 'M. Blazevic', 'A. Perez', 'H. Besson']",TOFAŞ
2,TOFAŞ,98.1,123.0,"[66, 88, 89, 90, 91]",66|88|89|90|91,6,6,7,4,0,4,66.66666666666667,0.0,1,04:11:00,1,02:43:00,8,11,12,11,Unknownx5,5,66|88|89|90|91,2:66|2:88|2:89|2:90|2:91,"[66, 88, 89, 90, 91]","['2:66', '2:88', '2:89', '2:90', '2:91']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'H. Besson', 'M. Lewis Iii']",TOFAŞ
2,TOFAŞ,123.1,141.0,"[67, 88, 90, 91, 92]",67|88|90|91|92,2,2,1,0,2,-2,0.0,200.0,1,02:43:00,1,02:01:00,12,11,12,13,Unknownx5,5,67|88|90|91|92,2:67|2:88|2:90|2:91|2:92,"[67, 88, 90, 91, 92]","['2:67', '2:88', '2:90', '2:91', '2:92']","['Ö. Cengiz', 'M. Blazevic', 'H. Besson', 'M. Lewis Iii', 'S. Whaley']",TOFAŞ
2,TOFAŞ,141.1,245.0,"[67, 90, 91, 92, 94]",67|90|91|92|94,16,16,16,8,11,-3,50.0,68.75,1,02:01:00,2,07:12:00,12,13,20,24,Unknownx5,5,67|90|91|92|94,2:67|2:90|2:91|2:92|2:94,"[67, 90, 91, 92, 94]","['2:67', '2:90', '2:91', '2:92', '2:94']","['Ö. Cengiz', 'H. Besson', 'M. Lewis Iii', 'S. Whaley', 'W. Kidd Jr']",TOFAŞ
2,TOFAŞ,245.1,270.0,"[55, 67, 88, 90, 92]",55|67|88|90|92,5,5,6,1,6,-5,20.0,100.0,2,07:12:00,2,05:32:00,20,24,21,30,Unknownx5,5,55|67|88|90|92,2:55|2:67|2:88|2:90|2:92,"[55, 67, 88, 90, 92]","['2:55', '2:67', '2:88', '2:90', '2:92']","['T. Geçim', 'Ö. Cengiz', 'M. Blazevic', 'H. Besson', 'S. Whaley']",TOFAŞ
2,TOFAŞ,270.1,390.0,"[55, 66, 88, 89, 93]",55|66|88|89|93,17,17,17,12,9,3,70.58823529411765,52.94117647058823,2,05:32:00,2,00:29:10,21,30,33,39,Unknownx5,5,55|66|88|89|93,2:55|2:66|2:88|2:89|2:93,"[55, 66, 88, 89, 93]","['2:55', '2:66', '2:88', '2:89', '2:93']","['T. Geçim', 'Y. Saybir', 'M. Blazevic', 'A. Perez', 'J. Thomasson']",TOFAŞ
2,TOFAŞ,390.1,405.0,"[55, 66, 88, 89, 91]",55|66|88|89|91,2,2,1,0,0,0,0.0,0.0,2,00:29:10,3,10:00:00,33,39,33,39,Unknownx5,5,55|66|88|89|91,2:55|2:66|2:88|2:89|2:91,"[55, 66, 88, 89, 91]","['2:55', '2:66', '2:88', '2:89', '2:91']","['T. Geçim', 'Y. Saybir', 'M. Blazevic', 'A. Perez', 'M. Lewis Iii']",TOFAŞ
2,TOFAŞ,405.1,453.0,"[55, 66, 88, 89, 93]",55|66|88|89|93,7,7,8,6,10,-4,85.71428571428571,125.0,3,10:00:00,3,06:27:00,33,39,39,49,Unknownx5,5,55|66|88|89|93,2:55|2:66|2:88|2:89|2:93,"[55, 66, 88, 89, 93]","['2:55', '2:66', '2:88', '2:89', '2:93']","['T. Geçim', 'Y. Saybir', 'M. Blazevic', 'A. Perez', 'J. Thomasson']",TOFAŞ
2,TOFAŞ,453.1,490.0,"[55, 66, 89, 93, 94]",55|66|89|93|94,5,5,4,0,4,-4,0.0,100.0,3,06:27:00,3,05:20:00,39,49,39,53,Unknownx5,5,55|66|89|93|94,2:55|2:66|2:89|2:93|2:94,"[55, 66, 89, 93, 94]","['2:55', '2:66', '2:89', '2:93', '2:94']","['T. Geçim', 'Y. Saybir', 'A. Perez', 'J. Thomasson', 'W. Kidd Jr']",TOFAŞ
2,TOFAŞ,490.1,522.0,"[55, 66, 90, 93, 94]",55|66|90|93|94,3,3,4,2,7,-5,66.66666666666667,175.0,3,05:20:00,3,03:26:00,39,53,41,60,Unknownx5,5,55|66|90|93|94,2:55|2:66|2:90|2:93|2:94,"[55, 66, 90, 93, 94]","['2:55', '2:66', '2:90', '2:93', '2:94']","['T. Geçim', 'Y. Saybir', 'H. Besson', 'J. Thomasson', 'W. Kidd Jr']",TOFAŞ
2,TOFAŞ,522.1,613.0,"[67, 88, 90, 91, 92]",67|88|90|91|92,10,10,10,12,10,2,120.0,100.0,3,03:26:00,4,08:26:00,41,60,53,70,Unknownx5,5,67|88|90|91|92,2:67|2:88|2:90|2:91|2:92,"[67, 88, 90, 91, 92]","['2:67', '2:88', '2:90', '2:91', '2:92']","['Ö. Cengiz', 'M. Blazevic', 'H. Besson', 'M. Lewis Iii', 'S. Whaley']",TOFAŞ
2,TOFAŞ,613.1,625.0,"[66, 67, 89, 90, 92]",66|67|89|90|92,2,2,1,0,2,-2,0.0,200.0,4,08:26:00,4,07:21:00,53,70,53,72,Unknownx5,5,66|67|89|90|92,2:66|2:67|2:89|2:90|2:92,"[66, 67, 89, 90, 92]","['2:66', '2:67', '2:89', '2:90', '2:92']","['Y. Saybir', 'Ö. Cengiz', 'A. Perez', 'H. Besson', 'S. Whaley']",TOFAŞ
2,TOFAŞ,625.1,681.0,"[66, 89, 90, 93, 94]",66|89|90|93|94,8,8,8,2,8,-6,25.0,100.0,4,07:21:00,4,04:30:00,53,72,55,80,Unknownx5,5,66|89|90|93|94,2:66|2:89|2:90|2:93|2:94,"[66, 89, 90, 93, 94]","['2:66', '2:89', '2:90', '2:93', '2:94']","['Y. Saybir', 'A. Perez', 'H. Besson', 'J. Thomasson', 'W. Kidd Jr']",TOFAŞ
2,TOFAŞ,681.1,707.0,"[55, 66, 89, 93, 94]",55|66|89|93|94,5,5,6,6,6,0,120.0,100.0,4,04:30:00,4,02:21:00,55,80,61,86,Unknownx5,5,55|66|89|93|94,2:55|2:66|2:89|2:93|2:94,"[55, 66, 89, 93, 94]","['2:55', '2:66', '2:89', '2:93', '2:94']","['T. Geçim', 'Y. Saybir', 'A. Perez', 'J. Thomasson', 'W. Kidd Jr']",TOFAŞ
2,TOFAŞ,707.1,725.0,"[55, 66, 89, 91, 94]",55|66|89|91|94,2,2,2,3,3,0,150.0,150.0,4,02:21:00,4,01:33:00,61,86,64,89,Unknownx5,5,55|66|89|91|94,2:55|2:66|2:89|2:91|2:94,"[55, 66, 89, 91, 94]","['2:55', '2:66', '2:89', '2:91', '2:94']","['T. Geçim', 'Y. Saybir', 'A. Perez', 'M. Lewis Iii', 'W. Kidd Jr']",TOFAŞ
2,TOFAŞ,725.1,741.0,"[55, 89, 91, 92, 94]",55|89|91|92|94,3,3,2,4,0,4,133.33333333333334,0.0,4,01:33:00,4,00:35:30,64,89,68,89,Unknownx5,5,55|89|91|92|94,2:55|2:89|2:91|2:92|2:94,"[55, 89, 91, 92, 94]","['2:55', '2:89', '2:91', '2:92', '2:94']","['T. Geçim', 'A. Perez', 'M. Lewis Iii', 'S. Whaley', 'W. Kidd Jr']",TOFAŞ
2,TOFAŞ,741.1,764.0,"[55, 67, 91, 92, 94]",55|67|91|92|94,4,4,5,2,3,-1,50.0,60.0,4,00:35:30,4,00:00:00,68,89,70,92,Unknownx5,5,55|67|91|92|94,2:55|2:67|2:91|2:92|2:94,"[55, 67, 91, 92, 94]","['2:55', '2:67', '2:91', '2:92', '2:94']","['T. Geçim', 'Ö. Cengiz', 'M. Lewis Iii', 'S. Whaley', 'W. Kidd Jr']",TOFAŞ
