gt,clock,s1,s2,lead,tno,period,periodType,pno,player,success,actionType,actionNumber,previousAction,qualifier,subType,scoring,shirtNumber,firstName,familyName,internationalFirstName,internationalFamilyName,firstNameInitial,familyNameInitial,internationalFirstNameInitial,internationalFamilyNameInitial,scoreboardName,team_name,team_code,player_name_from_roster,player_shirt,player_pos_raw,player_pos_group,x,y,r,ev_code,ev_result,ev_text,assist_pno,assist_tno,assist_player,block_pno,block_tno,block_player,assist_pos_group,block_pos_group,points,possession_id,possession_owner_tno,possession_end_reason,pts_1,cum_1,pts_2,cum_2
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,game,1,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,game start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,period,2,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,period start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,jumpball,4,,[],startperiod,0,,,,,,,,,,,,,,,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:57,09:57:00,0,0,0,1,1,REGULAR,62,A. ZIZIC,1,jumpball,6,4,[],won,0,41,Ante Toni,Zizic,Ante Toni,Zizic,A,Z,A,Z,A. Zizic,BESIKTAS GAIN,BJK,A. Zizic,41,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:57,09:57:00,0,0,0,2,1,REGULAR,4,E. BRUINSMA,1,jumpball,7,4,[],lost,0,33,Evan John,Bruinsma,Evan John,Bruinsma,E,B,E,B,E. Bruinsma,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,E. Bruinsma,33,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:49,09:49:00,0,0,0,1,1,REGULAR,62,A. ZIZIC,0,2pt,8,,['pointsinthepaint'],turnaroundjumpshot,1,41,Ante Toni,Zizic,Ante Toni,Zizic,A,Z,A,Z,A. Zizic,BESIKTAS GAIN,BJK,A. Zizic,41,,,95.940002441406,51.409999847412,0.0,P2,missed,BESIKTAS GAIN A. ZIZIC 2Pt missed,,,,,,,,,0,1,1.0,def_reb,0,0,0,0
09:45,09:45:00,0,0,0,2,1,REGULAR,13,K. VAN DER VUURST DE VRIES,1,rebound,9,8,[],defensive,0,1,Keye Jord,Van Der Vuurst De Vries,Keye Jord,Van Der Vuurst De Vries,K,V,K,V,K. Van Der Vuurst De Vries,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,K. Van Der Vuurst De Vries,1,,,,,,REB,,ONVO BÜYÜKÇEKMECE BASKETBOL rebound defensive,,,,,,,,,0,2,2.0,def_reb,0,0,0,0
09:35,09:35:00,0,2,-2,2,1,REGULAR,13,K. VAN DER VUURST DE VRIES,1,2pt,10,,[],jumpshot,1,1,Keye Jord,Van Der Vuurst De Vries,Keye Jord,Van Der Vuurst De Vries,K,V,K,V,K. Van Der Vuurst De Vries,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,K. Van Der Vuurst De Vries,1,,,11.859999656677,76.839996337891,1.0,P2,made,ONVO BÜYÜKÇEKMECE BASKETBOL K. VAN DER VUURST DE VRIES 2Pt made,,,,,,,,,2,3,1.0,score,0,0,2,2
09:11,09:11:00,0,2,-2,1,1,REGULAR,66,B. LEMAR,0,3pt,11,,[],jumpshot,1,11,Brynton Jevon,Lemar,Brynton Jevon,Lemar,B,L,B,L,B. Lemar,BESIKTAS GAIN,BJK,B. Lemar,11,,,96.099998474121,4.5199999809265,0.0,P3,missed,BESIKTAS GAIN B. LEMAR 3Pt missed,,,,,,,,,0,4,2.0,def_reb,0,0,0,2
09:09,09:09:00,0,2,-2,2,1,REGULAR,13,K. VAN DER VUURST DE VRIES,1,rebound,12,11,[],defensive,0,1,Keye Jord,Van Der Vuurst De Vries,Keye Jord,Van Der Vuurst De Vries,K,V,K,V,K. Van Der Vuurst De Vries,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,K. Van Der Vuurst De Vries,1,,,,,,REB,,ONVO BÜYÜKÇEKMECE BASKETBOL rebound defensive,,,,,,,,,0,5,1.0,def_reb,0,0,0,2
09:06,09:06:00,0,4,-4,2,1,REGULAR,5,J. LECQUE,1,2pt,13,,"['pointsinthepaint', 'fastbreak']",dunk,1,0,Jalen Evander,Lecque,Jalen Evander,Lecque,J,L,J,L,J. Lecque,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,J. Lecque,0,,,4.210000038147,52.259998321533,1.0,P2,made,ONVO BÜYÜKÇEKMECE BASKETBOL J. LECQUE 2Pt made,13.0,2.0,K. VAN DER VUURST DE VRIES,,,,,,2,6,2.0,score,0,0,2,4
09:06,09:06:00,0,4,-4,2,1,REGULAR,13,K. VAN DER VUURST DE VRIES,1,assist,14,13,[],,0,1,Keye Jord,Van Der Vuurst De Vries,Keye Jord,Van Der Vuurst De Vries,K,V,K,V,K. Van Der Vuurst De Vries,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,K. Van Der Vuurst De Vries,1,,,,,,ASS,,ONVO BÜYÜKÇEKMECE BASKETBOL K. VAN DER VUURST DE VRIES assist,,,,,,,,,0,7,1.0,,0,0,0,4
08:43,08:43:00,3,4,-1,1,1,REGULAR,67,A. BROWN,1,3pt,16,,[],jumpshot,1,21,Anthony Lejohn,Brown,Anthony Lejohn,Brown,A,B,A,B,A. Brown,BESIKTAS GAIN,BJK,A. Brown,21,,,74.410003662109,19.770000457764,1.0,P3,made,BESIKTAS GAIN A. BROWN 3Pt made,75.0,1.0,B. UGURLU,,,,,,3,7,1.0,score,3,3,0,4
08:43,08:43:00,3,4,-1,1,1,REGULAR,75,B. UGURLU,1,assist,17,16,[],,0,6,Berk Ibrahim,Ugurlu,Berk Ibrahim,Ugurlu,B,U,B,U,B. Ugurlu,BESIKTAS GAIN,BJK,B. Ugurlu,6,,,,,,ASS,,BESIKTAS GAIN B. UGURLU assist,,,,,,,,,0,8,2.0,,0,3,0,4
