team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,BESIKTAS GAIN,BJK,71,D. Dotson,Devon Durrell,Dotson,1,0,,0,,,20:12,4,10,40,1,5,20,3,5,60,2,2,100,2,0,2,5,2,1,0,0,3,1,11,0,0,-2,6,D. Dotson,1:71
1,BESIKTAS GAIN,BJK,72,I. Kamagate,Ismael Sindou,Kamagate,4,0,,1,,,19:49,2,6,33,0,0,0,2,6,33,2,4,50,2,4,6,1,0,1,1,2,1,4,6,3,0,10,4,I. Kamagate,1:72
1,BESIKTAS GAIN,BJK,75,B. Ugurlu,Berk Ibrahim,Ugurlu,6,1,,0,,,20:28,4,5,80,1,1,100,3,4,75,0,0,0,0,1,1,8,1,1,0,0,3,2,9,0,0,31,4,B. Ugurlu,1:75
1,BESIKTAS GAIN,BJK,74,Y. Arslan,Yigit,Arslan,7,0,1.0,0,,,22:21,3,7,42,2,4,50,1,3,33,0,0,0,2,1,3,2,0,0,0,0,2,0,8,0,2,7,2,Y. Arslan,1:74
1,BESIKTAS GAIN,BJK,69,C. Morgan,Conor Seamus William,Morgan,9,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C. Morgan,1:69
1,BESIKTAS GAIN,BJK,66,B. Lemar,Brynton Jevon,Lemar,11,1,,1,,,24:36,5,11,45,2,6,33,3,5,60,1,2,50,0,0,0,3,0,0,0,0,2,4,13,0,3,27,4,B. Lemar,1:66
1,BESIKTAS GAIN,BJK,76,C. Kus,Canberk,Kus,12,0,,0,,,13:36,4,7,57,2,3,66,2,4,50,0,0,0,3,2,5,3,0,1,2,0,2,0,10,2,0,11,4,C. Kus,1:76
1,BESIKTAS GAIN,BJK,3,Y. Çoban,Yigit,Çoban,15,0,,1,,,3:26,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,-1,0,Y. Çoban,1:3
1,BESIKTAS GAIN,BJK,1,E. Adigüzel,Emir,Adigüzel,19,0,,1,,,1:47,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,-1,0,E. Adigüzel,1:1
1,BESIKTAS GAIN,BJK,67,A. Brown,Anthony Lejohn,Brown,21,1,,1,,,30:35,5,11,45,4,6,66,1,5,20,0,0,0,7,0,7,4,1,1,0,0,1,2,14,0,3,10,2,A. Brown,1:67
1,BESIKTAS GAIN,BJK,68,V. Brown,Vittorio,Brown,33,1,,0,,,22:59,5,9,55,3,4,75,2,5,40,0,0,0,2,4,6,3,0,1,1,0,2,1,13,3,0,14,4,V. Brown,1:68
1,BESIKTAS GAIN,BJK,62,A. Zizic,Ante Toni,Zizic,41,1,,0,,,20:11,6,9,66,0,0,0,6,9,66,4,4,100,4,0,4,1,0,1,1,0,1,3,16,4,0,14,12,A. Zizic,1:62
