team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,BESIKTAS GAIN,1.0,53.0,"[62, 66, 67, 68, 75]",5,62|66|67|68|75,"['1:62', '1:66', '1:67', '1:68', '1:75']","['A. Zizic', 'B. Lemar', 'A. Brown', 'V. Brown', 'B. Ugurlu']",1:62|1:66|1:67|1:68|1:75,Unknownx5,1,10:00:00,1,07:15:00,0,0,5,6
1,BESIKTAS GAIN,53.1,69.0,"[66, 67, 68, 72, 75]",5,66|67|68|72|75,"['1:66', '1:67', '1:68', '1:72', '1:75']","['B. Lemar', 'A. Brown', 'V. Brown', 'I. Kamagate', 'B. Ugurlu']",1:66|1:67|1:68|1:72|1:75,Unknownx5,1,07:15:00,1,05:57:00,5,6,7,10
1,BESIKTAS GAIN,69.1,108.0,"[67, 68, 71, 72, 74]",5,67|68|71|72|74,"['1:67', '1:68', '1:71', '1:72', '1:74']","['A. Brown', 'V. Brown', 'D. Dotson', 'I. Kamagate', 'Y. Arslan']",1:67|1:68|1:71|1:72|1:74,Unknownx5,1,05:57:00,1,03:49:00,7,10,7,15
1,BESIKTAS GAIN,108.1,132.0,"[67, 71, 72, 74, 76]",5,67|71|72|74|76,"['1:67', '1:71', '1:72', '1:74', '1:76']","['A. Brown', 'D. Dotson', 'I. Kamagate', 'Y. Arslan', 'C. Kus']",1:67|1:71|1:72|1:74|1:76,Unknownx5,1,03:49:00,1,02:17:00,7,15,12,18
1,BESIKTAS GAIN,132.1,178.0,"[66, 71, 72, 74, 76]",5,66|71|72|74|76,"['1:66', '1:71', '1:72', '1:74', '1:76']","['B. Lemar', 'D. Dotson', 'I. Kamagate', 'Y. Arslan', 'C. Kus']",1:66|1:71|1:72|1:74|1:76,Unknownx5,1,02:17:00,2,10:00:00,12,18,17,20
1,BESIKTAS GAIN,178.1,199.0,"[62, 71, 74, 75, 76]",5,62|71|74|75|76,"['1:62', '1:71', '1:74', '1:75', '1:76']","['A. Zizic', 'D. Dotson', 'Y. Arslan', 'B. Ugurlu', 'C. Kus']",1:62|1:71|1:74|1:75|1:76,Unknownx5,2,10:00:00,2,09:15:00,17,20,20,22
1,BESIKTAS GAIN,199.1,244.0,"[62, 67, 71, 74, 76]",5,62|67|71|74|76,"['1:62', '1:67', '1:71', '1:74', '1:76']","['A. Zizic', 'A. Brown', 'D. Dotson', 'Y. Arslan', 'C. Kus']",1:62|1:67|1:71|1:74|1:76,Unknownx5,2,09:15:00,2,05:44:00,20,22,29,34
1,BESIKTAS GAIN,244.1,309.0,"[62, 66, 67, 68, 75]",5,62|66|67|68|75,"['1:62', '1:66', '1:67', '1:68', '1:75']","['A. Zizic', 'B. Lemar', 'A. Brown', 'V. Brown', 'B. Ugurlu']",1:62|1:66|1:67|1:68|1:75,Unknownx5,2,05:44:00,2,02:32:00,29,34,37,40
1,BESIKTAS GAIN,309.1,326.0,"[62, 66, 68, 71, 74]",5,62|66|68|71|74,"['1:62', '1:66', '1:68', '1:71', '1:74']","['A. Zizic', 'B. Lemar', 'V. Brown', 'D. Dotson', 'Y. Arslan']",1:62|1:66|1:68|1:71|1:74,Unknownx5,2,02:32:00,2,01:08:00,37,40,40,44
1,BESIKTAS GAIN,326.1,336.0,"[66, 68, 71, 72, 74]",5,66|68|71|72|74,"['1:66', '1:68', '1:71', '1:72', '1:74']","['B. Lemar', 'V. Brown', 'D. Dotson', 'I. Kamagate', 'Y. Arslan']",1:66|1:68|1:71|1:72|1:74,Unknownx5,2,01:08:00,2,00:56:50,40,44,40,46
