team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
2,ONVO BÜYÜKÇEKMECE BASKETBOL,258.1,267.0,"[4, 7, 9, 11, 13]",4|7|9|11|13,2,2,1,2,0,2,100.0,0.0,2,05:33:00,2,05:11:00,34,29,36,29,Unknownx5,5,4|7|9|11|13,2:4|2:7|2:9|2:11|2:13,"[4, 7, 9, 11, 13]","['2:4', '2:7', '2:9', '2:11', '2:13']","['E. Bruinsma', 'S. Pipes Jr', 'C. Turgut', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,267.1,287.0,"[4, 5, 6, 11, 13]",4|5|6|11|13,3,3,4,0,3,-3,0.0,75.0,2,05:11:00,2,04:16:00,36,29,36,32,Unknownx5,5,4|5|6|11|13,2:4|2:5|2:6|2:11|2:13,"[4, 5, 6, 11, 13]","['2:4', '2:5', '2:6', '2:11', '2:13']","['E. Bruinsma', 'J. Lecque', 'J. Johnson', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,287.1,328.0,"[4, 5, 6, 7, 11]",4|5|6|7|11,6,6,6,8,8,0,133.33333333333334,133.33333333333334,2,04:16:00,2,01:08:00,36,32,44,40,Unknownx5,5,4|5|6|7|11,2:4|2:5|2:6|2:7|2:11,"[4, 5, 6, 7, 11]","['2:4', '2:5', '2:6', '2:7', '2:11']","['E. Bruinsma', 'J. Lecque', 'J. Johnson', 'S. Pipes Jr', 'M. Senli']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,328.1,363.0,"[4, 6, 7, 8, 11]",4|6|7|8|11,3,3,2,5,2,3,166.66666666666666,100.0,2,01:08:00,2,00:07:30,44,40,49,42,Unknownx5,5,4|6|7|8|11,2:4|2:6|2:7|2:8|2:11,"[4, 6, 7, 8, 11]","['2:4', '2:6', '2:7', '2:8', '2:11']","['E. Bruinsma', 'J. Johnson', 'S. Pipes Jr', 'Y. Özkan', 'M. Senli']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,363.1,402.0,"[4, 5, 6, 7, 11]",4|5|6|7|11,6,6,7,3,9,-6,50.0,128.57142857142858,2,00:07:30,3,07:49:00,49,42,52,51,Unknownx5,5,4|5|6|7|11,2:4|2:5|2:6|2:7|2:11,"[4, 5, 6, 7, 11]","['2:4', '2:5', '2:6', '2:7', '2:11']","['E. Bruinsma', 'J. Lecque', 'J. Johnson', 'S. Pipes Jr', 'M. Senli']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,402.1,430.0,"[4, 5, 6, 11, 13]",4|5|6|11|13,5,5,5,4,10,-6,80.0,200.0,3,07:49:00,3,05:36:00,52,51,56,61,Unknownx5,5,4|5|6|11|13,2:4|2:5|2:6|2:11|2:13,"[4, 5, 6, 11, 13]","['2:4', '2:5', '2:6', '2:11', '2:13']","['E. Bruinsma', 'J. Lecque', 'J. Johnson', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,430.1,462.0,"[5, 6, 10, 12, 13]",5|6|10|12|13,4,4,4,0,2,-2,0.0,50.0,3,05:36:00,3,04:11:00,56,61,56,63,Unknownx5,5,5|6|10|12|13,2:5|2:6|2:10|2:12|2:13,"[5, 6, 10, 12, 13]","['2:5', '2:6', '2:10', '2:12', '2:13']","['J. Lecque', 'J. Johnson', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,462.1,486.0,"[6, 7, 10, 12, 13]",6|7|10|12|13,5,5,4,2,5,-3,40.0,125.0,3,04:11:00,3,02:28:00,56,63,58,68,Unknownx5,5,6|7|10|12|13,2:6|2:7|2:10|2:12|2:13,"[6, 7, 10, 12, 13]","['2:6', '2:7', '2:10', '2:12', '2:13']","['J. Johnson', 'S. Pipes Jr', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,486.1,524.0,"[4, 7, 10, 12, 13]",4|7|10|12|13,4,4,5,2,3,-1,50.0,60.0,3,02:28:00,3,00:22:30,58,68,60,71,Unknownx5,5,4|7|10|12|13,2:4|2:7|2:10|2:12|2:13,"[4, 7, 10, 12, 13]","['2:4', '2:7', '2:10', '2:12', '2:13']","['E. Bruinsma', 'S. Pipes Jr', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,524.1,533.0,"[6, 7, 10, 12, 13]",6|7|10|12|13,1,1,1,0,0,0,0.0,0.0,3,00:22:30,3,00:15:40,60,71,60,71,Unknownx5,5,6|7|10|12|13,2:6|2:7|2:10|2:12|2:13,"[6, 7, 10, 12, 13]","['2:6', '2:7', '2:10', '2:12', '2:13']","['J. Johnson', 'S. Pipes Jr', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,533.1,552.0,"[4, 7, 9, 12, 13]",4|7|9|12|13,1,1,0,0,3,-3,0.0,,3,00:15:40,4,09:46:00,60,71,60,74,Unknownx5,5,4|7|9|12|13,2:4|2:7|2:9|2:12|2:13,"[4, 7, 9, 12, 13]","['2:4', '2:7', '2:9', '2:12', '2:13']","['E. Bruinsma', 'S. Pipes Jr', 'C. Turgut', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,552.1,580.0,"[4, 5, 9, 12, 13]",4|5|9|12|13,5,5,6,1,7,-6,20.0,116.66666666666667,4,09:46:00,4,08:08:00,60,74,61,81,Unknownx5,5,4|5|9|12|13,2:4|2:5|2:9|2:12|2:13,"[4, 5, 9, 12, 13]","['2:4', '2:5', '2:9', '2:12', '2:13']","['E. Bruinsma', 'J. Lecque', 'C. Turgut', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,580.1,608.0,"[4, 5, 9, 11, 13]",4|5|9|11|13,6,6,6,3,7,-4,50.0,116.66666666666667,4,08:08:00,4,06:11:00,61,81,64,88,Unknownx5,5,4|5|9|11|13,2:4|2:5|2:9|2:11|2:13,"[4, 5, 9, 11, 13]","['2:4', '2:5', '2:9', '2:11', '2:13']","['E. Bruinsma', 'J. Lecque', 'C. Turgut', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,608.1,616.0,"[4, 7, 9, 11, 13]",4|7|9|11|13,0,0,0,0,0,0,,,4,06:11:00,4,05:48:00,64,88,64,88,Unknownx5,5,4|7|9|11|13,2:4|2:7|2:9|2:11|2:13,"[4, 7, 9, 11, 13]","['2:4', '2:7', '2:9', '2:11', '2:13']","['E. Bruinsma', 'S. Pipes Jr', 'C. Turgut', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,616.1,632.0,"[4, 6, 7, 11, 13]",4|6|7|11|13,3,3,3,0,0,0,0.0,0.0,4,05:48:00,4,05:26:00,64,88,64,88,Unknownx5,5,4|6|7|11|13,2:4|2:6|2:7|2:11|2:13,"[4, 6, 7, 11, 13]","['2:4', '2:6', '2:7', '2:11', '2:13']","['E. Bruinsma', 'J. Johnson', 'S. Pipes Jr', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,632.1,661.0,"[6, 7, 10, 11, 13]",6|7|10|11|13,5,5,5,5,6,-1,100.0,120.0,4,05:26:00,4,03:26:00,64,88,69,94,Unknownx5,5,6|7|10|11|13,2:6|2:7|2:10|2:11|2:13,"[6, 7, 10, 11, 13]","['2:6', '2:7', '2:10', '2:11', '2:13']","['J. Johnson', 'S. Pipes Jr', 'M. Türen', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,661.1,687.0,"[6, 8, 10, 11, 13]",6|8|10|11|13,5,5,4,7,2,5,140.0,50.0,4,03:26:00,4,01:40:00,69,94,76,96,Unknownx5,5,6|8|10|11|13,2:6|2:8|2:10|2:11|2:13,"[6, 8, 10, 11, 13]","['2:6', '2:8', '2:10', '2:11', '2:13']","['J. Johnson', 'Y. Özkan', 'M. Türen', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,687.1,722.0,"[6, 7, 8, 10, 11]",6|7|8|10|11,5,5,6,0,4,-4,0.0,66.66666666666667,4,01:40:00,4,00:00:00,76,96,76,100,Unknownx5,5,6|7|8|10|11,2:6|2:7|2:8|2:10|2:11,"[6, 7, 8, 10, 11]","['2:6', '2:7', '2:8', '2:10', '2:11']","['J. Johnson', 'S. Pipes Jr', 'Y. Özkan', 'M. Türen', 'M. Senli']",ONVO BÜYÜKÇEKMECE BASKETBOL
