start_action,end_action,start_period,start_clock,end_period,end_clock,teamA_no,teamA_name,lineupA_players,lineupA_uid,lineupA_pos_mix,lineupA_tokens,lineupA_names,teamB_no,teamB_name,lineupB_players,lineupB_uid,lineupB_pos_mix,lineupB_tokens,lineupB_names,poss_A,pts_A_for,pts_A_against,net_A,ORtg_A,DRtg_A,poss_B,pts_B_for,pts_B_against,net_B,ORtg_B,DRtg_B,score_start_A,score_start_B,score_end_A,score_end_B
1.0,162.0,1,10:00:00,1,06:51:00,1,MERSIN SPOR,"[4, 6, 7, 9, 56]",4|6|7|9|56,Unknownx5,"['1:4', '1:6', '1:7', '1:9', '1:56']","['E. Tirpanci', 'F. Cruz Saldivar', 'B. Bentil', 'J. White', 'A. Cowan']",2,BESIKTAS GAIN,"[62, 67, 68, 70, 75]",62|67|68|70|75,Unknownx5,"['2:62', '2:67', '2:68', '2:70', '2:75']","['A. Zizic', 'A. Brown', 'V. Brown', 'J. Mathews', 'B. Ugurlu']",10,6,14,-8,60.0,127.27272727272727,11,14,6,8,127.27272727272727,60.0,0,0,9,11
162.1,171.0,1,06:51:00,1,04:37:00,1,MERSIN SPOR,"[4, 6, 7, 9, 56]",4|6|7|9|56,Unknownx5,"['1:4', '1:6', '1:7', '1:9', '1:56']","['E. Tirpanci', 'F. Cruz Saldivar', 'B. Bentil', 'J. White', 'A. Cowan']",2,BESIKTAS GAIN,"[67, 68, 70, 72, 75]",67|68|70|72|75,Unknownx5,"['2:67', '2:68', '2:70', '2:72', '2:75']","['A. Brown', 'V. Brown', 'J. Mathews', 'I. Kamagate', 'B. Ugurlu']",2,1,1,0,50.0,50.0,2,1,1,0,50.0,50.0,9,11,11,13
171.1,181.0,1,04:37:00,1,04:04:00,1,MERSIN SPOR,"[1, 5, 6, 7, 56]",1|5|6|7|56,Unknownx5,"['1:1', '1:5', '1:6', '1:7', '1:56']","['H. Sayili', 'J. Cobbs', 'F. Cruz Saldivar', 'B. Bentil', 'A. Cowan']",2,BESIKTAS GAIN,"[67, 68, 70, 72, 75]",67|68|70|72|75,Unknownx5,"['2:67', '2:68', '2:70', '2:72', '2:75']","['A. Brown', 'V. Brown', 'J. Mathews', 'I. Kamagate', 'B. Ugurlu']",1,0,0,0,0.0,,0,0,0,0,,0.0,11,13,11,15
181.1,185.0,1,04:04:00,1,04:04:00,1,MERSIN SPOR,"[1, 5, 10, 55, 56]",1|5|10|55|56,Unknownx5,"['1:1', '1:5', '1:10', '1:55', '1:56']","['H. Sayili', 'J. Cobbs', 'R. March Jr', 'A. Olaseni', 'A. Cowan']",2,BESIKTAS GAIN,"[67, 68, 70, 72, 75]",67|68|70|72|75,Unknownx5,"['2:67', '2:68', '2:70', '2:72', '2:75']","['A. Brown', 'V. Brown', 'J. Mathews', 'I. Kamagate', 'B. Ugurlu']",0,0,0,0,,,0,0,0,0,,,11,15,11,15
185.1,208.0,1,04:04:00,1,03:18:00,1,MERSIN SPOR,"[1, 5, 10, 55, 56]",1|5|10|55|56,Unknownx5,"['1:1', '1:5', '1:10', '1:55', '1:56']","['H. Sayili', 'J. Cobbs', 'R. March Jr', 'A. Olaseni', 'A. Cowan']",2,BESIKTAS GAIN,"[66, 67, 72, 75, 76]",66|67|72|75|76,Unknownx5,"['2:66', '2:67', '2:72', '2:75', '2:76']","['B. Lemar', 'A. Brown', 'I. Kamagate', 'B. Ugurlu', 'C. Kus']",1,2,2,0,200.0,200.0,1,2,2,0,200.0,200.0,11,15,13,19
208.1,214.0,1,03:18:00,1,03:09:00,1,MERSIN SPOR,"[1, 5, 10, 55, 56]",1|5|10|55|56,Unknownx5,"['1:1', '1:5', '1:10', '1:55', '1:56']","['H. Sayili', 'J. Cobbs', 'R. March Jr', 'A. Olaseni', 'A. Cowan']",2,BESIKTAS GAIN,"[66, 71, 72, 74, 76]",66|71|72|74|76,Unknownx5,"['2:66', '2:71', '2:72', '2:74', '2:76']","['B. Lemar', 'D. Dotson', 'I. Kamagate', 'Y. Arslan', 'C. Kus']",0,0,0,0,,,0,0,0,0,,,13,19,13,19
214.1,247.0,1,03:09:00,1,01:20:00,1,MERSIN SPOR,"[3, 5, 9, 10, 55]",3|5|9|10|55,Unknownx5,"['1:3', '1:5', '1:9', '1:10', '1:55']","['K. Özmizrak', 'J. Cobbs', 'J. White', 'R. March Jr', 'A. Olaseni']",2,BESIKTAS GAIN,"[66, 71, 72, 74, 76]",66|71|72|74|76,Unknownx5,"['2:66', '2:71', '2:72', '2:74', '2:76']","['B. Lemar', 'D. Dotson', 'I. Kamagate', 'Y. Arslan', 'C. Kus']",6,5,3,2,83.33333333333333,60.0,5,3,5,-2,60.0,83.33333333333333,13,19,17,25
247.1,275.0,1,01:20:00,1,00:08:30,1,MERSIN SPOR,"[3, 5, 9, 10, 55]",3|5|9|10|55,Unknownx5,"['1:3', '1:5', '1:9', '1:10', '1:55']","['K. Özmizrak', 'J. Cobbs', 'J. White', 'R. March Jr', 'A. Olaseni']",2,BESIKTAS GAIN,"[62, 66, 71, 74, 76]",62|66|71|74|76,Unknownx5,"['2:62', '2:66', '2:71', '2:74', '2:76']","['A. Zizic', 'B. Lemar', 'D. Dotson', 'Y. Arslan', 'C. Kus']",5,3,3,0,60.0,60.0,5,3,3,0,60.0,60.0,17,25,20,29
275.1,279.0,1,00:08:30,1,00:08:30,1,MERSIN SPOR,"[3, 5, 6, 7, 10]",3|5|6|7|10,Unknownx5,"['1:3', '1:5', '1:6', '1:7', '1:10']","['K. Özmizrak', 'J. Cobbs', 'F. Cruz Saldivar', 'B. Bentil', 'R. March Jr']",2,BESIKTAS GAIN,"[62, 66, 71, 74, 76]",62|66|71|74|76,Unknownx5,"['2:62', '2:66', '2:71', '2:74', '2:76']","['A. Zizic', 'B. Lemar', 'D. Dotson', 'Y. Arslan', 'C. Kus']",0,0,0,0,,,0,0,0,0,,,20,29,20,29
279.1,287.0,1,00:08:30,1,00:05:90,1,MERSIN SPOR,"[3, 5, 6, 7, 10]",3|5|6|7|10,Unknownx5,"['1:3', '1:5', '1:6', '1:7', '1:10']","['K. Özmizrak', 'J. Cobbs', 'F. Cruz Saldivar', 'B. Bentil', 'R. March Jr']",2,BESIKTAS GAIN,"[66, 68, 71, 74, 76]",66|68|71|74|76,Unknownx5,"['2:66', '2:68', '2:71', '2:74', '2:76']","['B. Lemar', 'V. Brown', 'D. Dotson', 'Y. Arslan', 'C. Kus']",0,0,0,0,,,0,0,0,0,,,20,29,20,29
