team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,MERSIN SPOR,1.0,171.0,"[4, 6, 7, 9, 56]",5,4|6|7|9|56,"['1:4', '1:6', '1:7', '1:9', '1:56']","['E. Tirpanci', 'F. Cruz Saldivar', 'B. Bentil', 'J. White', 'A. Cowan']",1:4|1:6|1:7|1:9|1:56,Unknownx5,1,10:00:00,1,04:37:00,0,0,11,13
1,MERSIN SPOR,171.1,181.0,"[1, 5, 6, 7, 56]",5,1|5|6|7|56,"['1:1', '1:5', '1:6', '1:7', '1:56']","['H. Sayili', 'J. Cobbs', 'F. Cruz Saldivar', 'B. Bentil', 'A. Cowan']",1:1|1:5|1:6|1:7|1:56,Unknownx5,1,04:37:00,1,04:04:00,11,13,11,15
1,MERSIN SPOR,181.1,214.0,"[1, 5, 10, 55, 56]",5,1|5|10|55|56,"['1:1', '1:5', '1:10', '1:55', '1:56']","['H. Sayili', 'J. Cobbs', 'R. March Jr', 'A. Olaseni', 'A. Cowan']",1:1|1:5|1:10|1:55|1:56,Unknownx5,1,04:04:00,1,03:09:00,11,15,13,19
1,MERSIN SPOR,214.1,275.0,"[3, 5, 9, 10, 55]",5,3|5|9|10|55,"['1:3', '1:5', '1:9', '1:10', '1:55']","['K. Özmizrak', 'J. Cobbs', 'J. White', 'R. March Jr', 'A. Olaseni']",1:3|1:5|1:9|1:10|1:55,Unknownx5,1,03:09:00,1,00:08:30,13,19,20,29
1,MERSIN SPOR,275.1,287.0,"[3, 5, 6, 7, 10]",5,3|5|6|7|10,"['1:3', '1:5', '1:6', '1:7', '1:10']","['K. Özmizrak', 'J. Cobbs', 'F. Cruz Saldivar', 'B. Bentil', 'R. March Jr']",1:3|1:5|1:6|1:7|1:10,Unknownx5,1,00:08:30,1,00:05:90,20,29,20,29
1,MERSIN SPOR,287.1,302.0,"[4, 5, 7, 8, 10]",5,4|5|7|8|10,"['1:4', '1:5', '1:7', '1:8', '1:10']","['E. Tirpanci', 'J. Cobbs', 'B. Bentil', 'L. Apaydin', 'R. March Jr']",1:4|1:5|1:7|1:8|1:10,Unknownx5,1,00:05:90,2,10:00:00,20,29,22,29
1,MERSIN SPOR,302.1,333.0,"[5, 7, 8, 10, 55]",5,5|7|8|10|55,"['1:5', '1:7', '1:8', '1:10', '1:55']","['J. Cobbs', 'B. Bentil', 'L. Apaydin', 'R. March Jr', 'A. Olaseni']",1:5|1:7|1:8|1:10|1:55,Unknownx5,2,10:00:00,2,08:32:00,22,29,24,32
1,MERSIN SPOR,333.1,358.0,"[6, 7, 8, 55, 56]",5,6|7|8|55|56,"['1:6', '1:7', '1:8', '1:55', '1:56']","['F. Cruz Saldivar', 'B. Bentil', 'L. Apaydin', 'A. Olaseni', 'A. Cowan']",1:6|1:7|1:8|1:55|1:56,Unknownx5,2,08:32:00,2,06:55:00,24,32,26,37
1,MERSIN SPOR,358.1,403.0,"[4, 6, 7, 9, 56]",5,4|6|7|9|56,"['1:4', '1:6', '1:7', '1:9', '1:56']","['E. Tirpanci', 'F. Cruz Saldivar', 'B. Bentil', 'J. White', 'A. Cowan']",1:4|1:6|1:7|1:9|1:56,Unknownx5,2,06:55:00,2,05:31:00,26,37,27,43
1,MERSIN SPOR,403.1,484.0,"[1, 5, 6, 55, 56]",5,1|5|6|55|56,"['1:1', '1:5', '1:6', '1:55', '1:56']","['H. Sayili', 'J. Cobbs', 'F. Cruz Saldivar', 'A. Olaseni', 'A. Cowan']",1:1|1:5|1:6|1:55|1:56,Unknownx5,2,05:31:00,2,00:17:40,27,43,35,58
1,MERSIN SPOR,484.1,499.0,"[1, 4, 5, 9, 10]",5,1|4|5|9|10,"['1:1', '1:4', '1:5', '1:9', '1:10']","['H. Sayili', 'E. Tirpanci', 'J. Cobbs', 'J. White', 'R. March Jr']",1:1|1:4|1:5|1:9|1:10,Unknownx5,2,00:17:40,3,10:00:00,35,58,35,58
1,MERSIN SPOR,499.1,610.0,"[1, 5, 6, 7, 10]",5,1|5|6|7|10,"['1:1', '1:5', '1:6', '1:7', '1:10']","['H. Sayili', 'J. Cobbs', 'F. Cruz Saldivar', 'B. Bentil', 'R. March Jr']",1:1|1:5|1:6|1:7|1:10,Unknownx5,3,10:00:00,3,04:32:00,35,58,49,64
1,MERSIN SPOR,610.1,638.0,"[1, 5, 6, 10, 55]",5,1|5|6|10|55,"['1:1', '1:5', '1:6', '1:10', '1:55']","['H. Sayili', 'J. Cobbs', 'F. Cruz Saldivar', 'R. March Jr', 'A. Olaseni']",1:1|1:5|1:6|1:10|1:55,Unknownx5,3,04:32:00,3,01:58:00,49,64,55,72
1,MERSIN SPOR,638.1,747.0,"[3, 9, 10, 55, 56]",5,3|9|10|55|56,"['1:3', '1:9', '1:10', '1:55', '1:56']","['K. Özmizrak', 'J. White', 'R. March Jr', 'A. Olaseni', 'A. Cowan']",1:3|1:9|1:10|1:55|1:56,Unknownx5,3,01:58:00,4,05:52:00,55,72,71,83
1,MERSIN SPOR,747.1,764.0,"[3, 7, 9, 10, 56]",5,3|7|9|10|56,"['1:3', '1:7', '1:9', '1:10', '1:56']","['K. Özmizrak', 'B. Bentil', 'J. White', 'R. March Jr', 'A. Cowan']",1:3|1:7|1:9|1:10|1:56,Unknownx5,4,05:52:00,4,05:23:00,71,83,71,85
