team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,MERSIN SPOR,1.0,171.0,"[4, 6, 7, 9, 56]",4|6|7|9|56,13,13,14,11,13,-2,84.61538461538461,92.85714285714286,1,10:00:00,1,04:37:00,0,0,11,13,Unknownx5,5,4|6|7|9|56,1:4|1:6|1:7|1:9|1:56,"[4, 6, 7, 9, 56]","['1:4', '1:6', '1:7', '1:9', '1:56']","['E. Tirpanci', 'F. Cruz Saldivar', 'B. Bentil', 'J. White', 'A. Cowan']",MERSIN SPOR
1,MERSIN SPOR,171.1,181.0,"[1, 5, 6, 7, 56]",1|5|6|7|56,1,1,1,0,2,-2,0.0,200.0,1,04:37:00,1,04:04:00,11,13,11,15,Unknownx5,5,1|5|6|7|56,1:1|1:5|1:6|1:7|1:56,"[1, 5, 6, 7, 56]","['1:1', '1:5', '1:6', '1:7', '1:56']","['H. Sayili', 'J. Cobbs', 'F. Cruz Saldivar', 'B. Bentil', 'A. Cowan']",MERSIN SPOR
1,MERSIN SPOR,181.1,214.0,"[1, 5, 10, 55, 56]",1|5|10|55|56,2,2,2,2,4,-2,100.0,200.0,1,04:04:00,1,03:09:00,11,15,13,19,Unknownx5,5,1|5|10|55|56,1:1|1:5|1:10|1:55|1:56,"[1, 5, 10, 55, 56]","['1:1', '1:5', '1:10', '1:55', '1:56']","['H. Sayili', 'J. Cobbs', 'R. March Jr', 'A. Olaseni', 'A. Cowan']",MERSIN SPOR
1,MERSIN SPOR,214.1,275.0,"[3, 5, 9, 10, 55]",3|5|9|10|55,11,11,12,7,10,-3,63.63636363636363,83.33333333333333,1,03:09:00,1,00:08:30,13,19,20,29,Unknownx5,5,3|5|9|10|55,1:3|1:5|1:9|1:10|1:55,"[3, 5, 9, 10, 55]","['1:3', '1:5', '1:9', '1:10', '1:55']","['K. Özmizrak', 'J. Cobbs', 'J. White', 'R. March Jr', 'A. Olaseni']",MERSIN SPOR
1,MERSIN SPOR,275.1,287.0,"[3, 5, 6, 7, 10]",3|5|6|7|10,0,0,0,0,0,0,,,1,00:08:30,1,00:05:90,20,29,20,29,Unknownx5,5,3|5|6|7|10,1:3|1:5|1:6|1:7|1:10,"[3, 5, 6, 7, 10]","['1:3', '1:5', '1:6', '1:7', '1:10']","['K. Özmizrak', 'J. Cobbs', 'F. Cruz Saldivar', 'B. Bentil', 'R. March Jr']",MERSIN SPOR
1,MERSIN SPOR,287.1,302.0,"[4, 5, 7, 8, 10]",4|5|7|8|10,2,2,2,2,0,2,100.0,0.0,1,00:05:90,2,10:00:00,20,29,22,29,Unknownx5,5,4|5|7|8|10,1:4|1:5|1:7|1:8|1:10,"[4, 5, 7, 8, 10]","['1:4', '1:5', '1:7', '1:8', '1:10']","['E. Tirpanci', 'J. Cobbs', 'B. Bentil', 'L. Apaydin', 'R. March Jr']",MERSIN SPOR
1,MERSIN SPOR,302.1,333.0,"[5, 7, 8, 10, 55]",5|7|8|10|55,6,6,6,2,3,-1,33.333333333333336,50.0,2,10:00:00,2,08:32:00,22,29,24,32,Unknownx5,5,5|7|8|10|55,1:5|1:7|1:8|1:10|1:55,"[5, 7, 8, 10, 55]","['1:5', '1:7', '1:8', '1:10', '1:55']","['J. Cobbs', 'B. Bentil', 'L. Apaydin', 'R. March Jr', 'A. Olaseni']",MERSIN SPOR
1,MERSIN SPOR,333.1,358.0,"[6, 7, 8, 55, 56]",6|7|8|55|56,3,3,2,2,5,-3,66.66666666666667,250.0,2,08:32:00,2,06:55:00,24,32,26,37,Unknownx5,5,6|7|8|55|56,1:6|1:7|1:8|1:55|1:56,"[6, 7, 8, 55, 56]","['1:6', '1:7', '1:8', '1:55', '1:56']","['F. Cruz Saldivar', 'B. Bentil', 'L. Apaydin', 'A. Olaseni', 'A. Cowan']",MERSIN SPOR
1,MERSIN SPOR,358.1,403.0,"[4, 6, 7, 9, 56]",4|6|7|9|56,4,4,4,1,6,-5,25.0,150.0,2,06:55:00,2,05:31:00,26,37,27,43,Unknownx5,5,4|6|7|9|56,1:4|1:6|1:7|1:9|1:56,"[4, 6, 7, 9, 56]","['1:4', '1:6', '1:7', '1:9', '1:56']","['E. Tirpanci', 'F. Cruz Saldivar', 'B. Bentil', 'J. White', 'A. Cowan']",MERSIN SPOR
1,MERSIN SPOR,403.1,484.0,"[1, 5, 6, 55, 56]",1|5|6|55|56,14,14,15,8,15,-7,57.142857142857146,100.0,2,05:31:00,2,00:17:40,27,43,35,58,Unknownx5,5,1|5|6|55|56,1:1|1:5|1:6|1:55|1:56,"[1, 5, 6, 55, 56]","['1:1', '1:5', '1:6', '1:55', '1:56']","['H. Sayili', 'J. Cobbs', 'F. Cruz Saldivar', 'A. Olaseni', 'A. Cowan']",MERSIN SPOR
1,MERSIN SPOR,484.1,499.0,"[1, 4, 5, 9, 10]",1|4|5|9|10,1,1,0,0,0,0,0.0,,2,00:17:40,3,10:00:00,35,58,35,58,Unknownx5,5,1|4|5|9|10,1:1|1:4|1:5|1:9|1:10,"[1, 4, 5, 9, 10]","['1:1', '1:4', '1:5', '1:9', '1:10']","['H. Sayili', 'E. Tirpanci', 'J. Cobbs', 'J. White', 'R. March Jr']",MERSIN SPOR
1,MERSIN SPOR,499.1,610.0,"[1, 5, 6, 7, 10]",1|5|6|7|10,15,15,15,14,6,8,93.33333333333333,40.0,3,10:00:00,3,04:32:00,35,58,49,64,Unknownx5,5,1|5|6|7|10,1:1|1:5|1:6|1:7|1:10,"[1, 5, 6, 7, 10]","['1:1', '1:5', '1:6', '1:7', '1:10']","['H. Sayili', 'J. Cobbs', 'F. Cruz Saldivar', 'B. Bentil', 'R. March Jr']",MERSIN SPOR
1,MERSIN SPOR,610.1,638.0,"[1, 5, 6, 10, 55]",1|5|6|10|55,6,6,7,6,8,-2,100.0,114.28571428571429,3,04:32:00,3,01:58:00,49,64,55,72,Unknownx5,5,1|5|6|10|55,1:1|1:5|1:6|1:10|1:55,"[1, 5, 6, 10, 55]","['1:1', '1:5', '1:6', '1:10', '1:55']","['H. Sayili', 'J. Cobbs', 'F. Cruz Saldivar', 'R. March Jr', 'A. Olaseni']",MERSIN SPOR
1,MERSIN SPOR,638.1,747.0,"[3, 9, 10, 55, 56]",3|9|10|55|56,16,16,16,16,11,5,100.0,68.75,3,01:58:00,4,05:52:00,55,72,71,83,Unknownx5,5,3|9|10|55|56,1:3|1:9|1:10|1:55|1:56,"[3, 9, 10, 55, 56]","['1:3', '1:9', '1:10', '1:55', '1:56']","['K. Özmizrak', 'J. White', 'R. March Jr', 'A. Olaseni', 'A. Cowan']",MERSIN SPOR
1,MERSIN SPOR,747.1,764.0,"[3, 7, 9, 10, 56]",3|7|9|10|56,2,2,1,0,2,-2,0.0,200.0,4,05:52:00,4,05:23:00,71,83,71,85,Unknownx5,5,3|7|9|10|56,1:3|1:7|1:9|1:10|1:56,"[3, 7, 9, 10, 56]","['1:3', '1:7', '1:9', '1:10', '1:56']","['K. Özmizrak', 'B. Bentil', 'J. White', 'R. March Jr', 'A. Cowan']",MERSIN SPOR
1,MERSIN SPOR,764.1,813.0,"[3, 5, 6, 7, 10]",3|5|6|7|10,9,9,10,8,8,0,88.88888888888889,80.0,4,05:23:00,4,02:32:00,71,85,79,93,Unknownx5,5,3|5|6|7|10,1:3|1:5|1:6|1:7|1:10,"[3, 5, 6, 7, 10]","['1:3', '1:5', '1:6', '1:7', '1:10']","['K. Özmizrak', 'J. Cobbs', 'F. Cruz Saldivar', 'B. Bentil', 'R. March Jr']",MERSIN SPOR
1,MERSIN SPOR,813.1,823.0,"[4, 5, 6, 7, 56]",4|5|6|7|56,1,1,1,0,0,0,0.0,0.0,4,02:32:00,4,02:06:00,79,93,79,93,Unknownx5,5,4|5|6|7|56,1:4|1:5|1:6|1:7|1:56,"[4, 5, 6, 7, 56]","['1:4', '1:5', '1:6', '1:7', '1:56']","['E. Tirpanci', 'J. Cobbs', 'F. Cruz Saldivar', 'B. Bentil', 'A. Cowan']",MERSIN SPOR
1,MERSIN SPOR,823.1,873.0,"[4, 5, 6, 9, 56]",4|5|6|9|56,8,8,7,7,6,1,87.5,85.71428571428571,4,02:06:00,4,00:00:00,79,93,86,99,Unknownx5,5,4|5|6|9|56,1:4|1:5|1:6|1:9|1:56,"[4, 5, 6, 9, 56]","['1:4', '1:5', '1:6', '1:9', '1:56']","['E. Tirpanci', 'J. Cobbs', 'F. Cruz Saldivar', 'J. White', 'A. Cowan']",MERSIN SPOR
2,BESIKTAS GAIN,1.0,162.0,"[62, 67, 68, 70, 75]",62|67|68|70|75,11,11,11,11,9,2,100.0,81.81818181818181,1,10:00:00,1,06:51:00,0,0,11,9,Unknownx5,5,62|67|68|70|75,2:62|2:67|2:68|2:70|2:75,"[62, 67, 68, 70, 75]","['2:62', '2:67', '2:68', '2:70', '2:75']","['A. Zizic', 'A. Brown', 'V. Brown', 'J. Mathews', 'B. Ugurlu']",BESIKTAS GAIN
