possession_id,period,start_action,end_action,owner_tno,end_reason,pts_owner,pts_against,owner_team_name,net_pts
0,1,1,6,,,0,0,,0
1,1,7,7,2.0,def_reb,0,0,KARSIYAKA,0
2,1,8,8,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
3,1,9,9,2.0,def_reb,0,0,KARSIYAKA,0
4,1,10,10,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
5,1,11,11,2.0,def_reb,0,0,KARSIYAKA,0
6,1,12,12,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
7,1,13,17,2.0,score,3,3,KARSIYAKA,0
8,1,18,19,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
9,1,20,20,2.0,def_reb,0,0,KARSIYAKA,0
10,1,22,24,1.0,made_ft,1,0,ALIAGA PETKIM SPOR,1
11,1,25,25,2.0,made_ft_last,1,1,KARSIYAKA,0
12,1,27,27,1.0,score,3,3,ALIAGA PETKIM SPOR,0
13,1,28,29,2.0,score,3,3,KARSIYAKA,0
14,1,30,38,1.0,made_ft,1,1,ALIAGA PETKIM SPOR,0
15,1,39,40,2.0,made_ft_last,1,0,KARSIYAKA,1
16,1,42,42,1.0,score,2,0,ALIAGA PETKIM SPOR,2
17,1,43,44,2.0,def_reb,0,0,KARSIYAKA,0
18,1,45,45,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
19,1,46,46,2.0,score,3,3,KARSIYAKA,0
20,1,47,47,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
21,1,48,48,2.0,def_reb,0,0,KARSIYAKA,0
22,1,50,56,1.0,score,2,0,ALIAGA PETKIM SPOR,2
23,1,57,66,2.0,score,2,0,KARSIYAKA,2
24,1,67,67,1.0,score,2,0,ALIAGA PETKIM SPOR,2
25,1,68,69,2.0,def_reb,0,0,KARSIYAKA,0
26,1,70,70,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
27,1,71,71,2.0,score,2,2,KARSIYAKA,0
28,1,72,73,1.0,score,3,3,ALIAGA PETKIM SPOR,0
29,1,74,75,2.0,def_reb,0,0,KARSIYAKA,0
30,1,76,76,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
31,1,78,86,2.0,def_reb,0,0,KARSIYAKA,0
32,1,87,87,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
33,1,88,88,2.0,made_ft_last,1,0,KARSIYAKA,1
34,1,89,92,1.0,turnover,0,0,ALIAGA PETKIM SPOR,0
35,1,93,94,2.0,score,2,0,KARSIYAKA,2
36,1,95,96,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
37,1,97,97,2.0,def_reb,0,0,KARSIYAKA,0
38,1,98,100,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
39,1,101,101,2.0,def_reb,0,0,KARSIYAKA,0
