start_action,end_action,start_period,start_clock,end_period,end_clock,teamA_no,teamA_name,lineupA_players,lineupA_uid,lineupA_pos_mix,lineupA_tokens,lineupA_names,teamB_no,teamB_name,lineupB_players,lineupB_uid,lineupB_pos_mix,lineupB_tokens,lineupB_names,poss_A,pts_A_for,pts_A_against,net_A,ORtg_A,DRtg_A,poss_B,pts_B_for,pts_B_against,net_B,ORtg_B,DRtg_B,score_start_A,score_start_B,score_end_A,score_end_B
1.0,50.0,1,10:00:00,1,05:28:00,1,ALIAGA PETKIM SPOR,"[44, 64, 67, 68, 69]",44|64|67|68|69,Unknownx5,"['1:44', '1:64', '1:67', '1:68', '1:69']","['T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke', 'S. Whittaker Jr']",2,KARSIYAKA,"[77, 85, 86, 87, 88]",77|85|86|87|88,Unknownx5,"['2:77', '2:85', '2:86', '2:87', '2:88']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",10,7,11,-4,70.0,100.0,11,11,7,4,100.0,70.0,0,0,13,5
50.1,59.0,1,05:28:00,1,05:12:00,1,ALIAGA PETKIM SPOR,"[42, 64, 65, 67, 68]",42|64|65|67|68,Unknownx5,"['1:42', '1:64', '1:65', '1:67', '1:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",2,KARSIYAKA,"[77, 85, 86, 87, 88]",77|85|86|87|88,Unknownx5,"['2:77', '2:85', '2:86', '2:87', '2:88']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",0,0,0,0,,,0,0,0,0,,,13,5,15,5
59.1,80.0,1,05:12:00,1,03:03:00,1,ALIAGA PETKIM SPOR,"[42, 64, 65, 67, 68]",42|64|65|67|68,Unknownx5,"['1:42', '1:64', '1:65', '1:67', '1:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",2,KARSIYAKA,"[77, 84, 85, 86, 88]",77|84|85|86|88,Unknownx5,"['2:77', '2:84', '2:85', '2:86', '2:88']","['S. Geyik', 'R. Tarrant Jr', 'C. Chiozza', 'J. Alston', 'C. Manning Jr']",4,5,2,3,125.0,66.66666666666667,3,2,5,-3,66.66666666666667,125.0,15,5,19,10
80.1,82.0,1,03:03:00,1,03:03:00,1,ALIAGA PETKIM SPOR,"[42, 65, 66, 68, 69]",42|65|66|68|69,Unknownx5,"['1:42', '1:65', '1:66', '1:68', '1:69']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'Y. Franke', 'S. Whittaker Jr']",2,KARSIYAKA,"[77, 84, 85, 86, 88]",77|84|85|86|88,Unknownx5,"['2:77', '2:84', '2:85', '2:86', '2:88']","['S. Geyik', 'R. Tarrant Jr', 'C. Chiozza', 'J. Alston', 'C. Manning Jr']",0,0,0,0,,,0,0,0,0,,,19,10,19,10
82.1,111.0,1,03:03:00,1,01:39:00,1,ALIAGA PETKIM SPOR,"[42, 65, 66, 68, 69]",42|65|66|68|69,Unknownx5,"['1:42', '1:65', '1:66', '1:68', '1:69']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'Y. Franke', 'S. Whittaker Jr']",2,KARSIYAKA,"[78, 79, 84, 85, 88]",78|79|84|85|88,Unknownx5,"['2:78', '2:79', '2:84', '2:85', '2:88']","['M. Celep', 'A. Güven', 'R. Tarrant Jr', 'C. Chiozza', 'C. Manning Jr']",5,0,3,-3,0.0,60.0,5,3,0,3,60.0,0.0,19,10,19,13
111.1,113.0,1,01:39:00,1,01:39:00,1,ALIAGA PETKIM SPOR,"[42, 65, 66, 68, 69]",42|65|66|68|69,Unknownx5,"['1:42', '1:65', '1:66', '1:68', '1:69']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'Y. Franke', 'S. Whittaker Jr']",2,KARSIYAKA,"[78, 79, 84, 85, 87]",78|79|84|85|87,Unknownx5,"['2:78', '2:79', '2:84', '2:85', '2:87']","['M. Celep', 'A. Güven', 'R. Tarrant Jr', 'C. Chiozza', 'M. Moore']",0,0,0,0,,,0,0,0,0,,,19,13,19,13
113.1,121.0,1,01:39:00,1,01:21:00,1,ALIAGA PETKIM SPOR,"[42, 65, 66, 69, 70]",42|65|66|69|70,Unknownx5,"['1:42', '1:65', '1:66', '1:69', '1:70']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'S. Whittaker Jr', 'U. Utomi']",2,KARSIYAKA,"[78, 79, 84, 85, 87]",78|79|84|85|87,Unknownx5,"['2:78', '2:79', '2:84', '2:85', '2:87']","['M. Celep', 'A. Güven', 'R. Tarrant Jr', 'C. Chiozza', 'M. Moore']",0,0,0,0,,0.0,1,0,0,0,0.0,,19,13,19,13
121.1,135.0,1,01:21:00,1,00:06:10,1,ALIAGA PETKIM SPOR,"[42, 65, 66, 69, 70]",42|65|66|69|70,Unknownx5,"['1:42', '1:65', '1:66', '1:69', '1:70']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'S. Whittaker Jr', 'U. Utomi']",2,KARSIYAKA,"[78, 79, 84, 87, 88]",78|79|84|87|88,Unknownx5,"['2:78', '2:79', '2:84', '2:87', '2:88']","['M. Celep', 'A. Güven', 'R. Tarrant Jr', 'M. Moore', 'C. Manning Jr']",2,3,3,0,150.0,100.0,3,3,3,0,100.0,150.0,19,13,24,15
135.1,144.0,1,00:06:10,2,10:00:00,1,ALIAGA PETKIM SPOR,"[42, 65, 67, 69, 70]",42|65|67|69|70,Unknownx5,"['1:42', '1:65', '1:67', '1:69', '1:70']","['Y. Sonsirma', 'R. Blumbergs', 'D. Efianayi Jr', 'S. Whittaker Jr', 'U. Utomi']",2,KARSIYAKA,"[78, 79, 84, 87, 88]",78|79|84|87|88,Unknownx5,"['2:78', '2:79', '2:84', '2:87', '2:88']","['M. Celep', 'A. Güven', 'R. Tarrant Jr', 'M. Moore', 'C. Manning Jr']",0,0,0,0,,0.0,1,0,0,0,0.0,,24,15,24,15
144.1,156.0,2,10:00:00,2,08:45:00,1,ALIAGA PETKIM SPOR,"[42, 65, 66, 69, 70]",42|65|66|69|70,Unknownx5,"['1:42', '1:65', '1:66', '1:69', '1:70']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'S. Whittaker Jr', 'U. Utomi']",2,KARSIYAKA,"[78, 79, 84, 87, 88]",78|79|84|87|88,Unknownx5,"['2:78', '2:79', '2:84', '2:87', '2:88']","['M. Celep', 'A. Güven', 'R. Tarrant Jr', 'M. Moore', 'C. Manning Jr']",1,3,2,1,300.0,100.0,2,2,3,-1,100.0,300.0,24,15,29,17
