team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,ALIAGA PETKIM SPOR,459.1,471.0,"[42, 65, 66, 67, 70]",5,42|65|66|67|70,"['1:42', '1:65', '1:66', '1:67', '1:70']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'D. Efianayi Jr', 'U. Utomi']",1:42|1:65|1:66|1:67|1:70,Unknownx5,3,01:56:00,3,01:24:00,71,45,71,47
1,ALIAGA PETKIM SPOR,471.1,498.0,"[42, 65, 66, 69, 70]",5,42|65|66|69|70,"['1:42', '1:65', '1:66', '1:69', '1:70']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'S. Whittaker Jr', 'U. Utomi']",1:42|1:65|1:66|1:69|1:70,Unknownx5,3,01:24:00,3,00:07:50,71,47,71,47
1,ALIAGA PETKIM SPOR,498.1,509.0,"[42, 65, 66, 68, 70]",5,42|65|66|68|70,"['1:42', '1:65', '1:66', '1:68', '1:70']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'Y. Franke', 'U. Utomi']",1:42|1:65|1:66|1:68|1:70,Unknownx5,3,00:07:50,4,10:00:00,71,47,71,47
1,ALIAGA PETKIM SPOR,509.1,523.0,"[42, 65, 66, 69, 70]",5,42|65|66|69|70,"['1:42', '1:65', '1:66', '1:69', '1:70']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'S. Whittaker Jr', 'U. Utomi']",1:42|1:65|1:66|1:69|1:70,Unknownx5,4,10:00:00,4,09:34:00,71,47,71,47
1,ALIAGA PETKIM SPOR,523.1,558.0,"[42, 65, 66, 67, 69]",5,42|65|66|67|69,"['1:42', '1:65', '1:66', '1:67', '1:69']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'D. Efianayi Jr', 'S. Whittaker Jr']",1:42|1:65|1:66|1:67|1:69,Unknownx5,4,09:34:00,4,08:08:00,71,47,77,50
1,ALIAGA PETKIM SPOR,558.1,579.0,"[43, 65, 66, 67, 69]",5,43|65|66|67|69,"['1:43', '1:65', '1:66', '1:67', '1:69']","['M. Kurtuldum', 'R. Blumbergs', 'J. Floyd', 'D. Efianayi Jr', 'S. Whittaker Jr']",1:43|1:65|1:66|1:67|1:69,Unknownx5,4,08:08:00,4,06:49:00,77,50,77,50
1,ALIAGA PETKIM SPOR,579.1,595.0,"[43, 44, 66, 67, 69]",5,43|44|66|67|69,"['1:43', '1:44', '1:66', '1:67', '1:69']","['M. Kurtuldum', 'T. Sav', 'J. Floyd', 'D. Efianayi Jr', 'S. Whittaker Jr']",1:43|1:44|1:66|1:67|1:69,Unknownx5,4,06:49:00,4,05:51:00,77,50,77,53
1,ALIAGA PETKIM SPOR,595.1,609.0,"[42, 43, 44, 66, 68]",5,42|43|44|66|68,"['1:42', '1:43', '1:44', '1:66', '1:68']","['Y. Sonsirma', 'M. Kurtuldum', 'T. Sav', 'J. Floyd', 'Y. Franke']",1:42|1:43|1:44|1:66|1:68,Unknownx5,4,05:51:00,4,05:35:00,77,53,79,53
1,ALIAGA PETKIM SPOR,609.1,653.0,"[42, 43, 44, 64, 68]",5,42|43|44|64|68,"['1:42', '1:43', '1:44', '1:64', '1:68']","['Y. Sonsirma', 'M. Kurtuldum', 'T. Sav', 'M. Sajus', 'Y. Franke']",1:42|1:43|1:44|1:64|1:68,Unknownx5,4,05:35:00,4,02:30:00,79,53,85,60
1,ALIAGA PETKIM SPOR,653.1,667.0,"[44, 45, 64, 68, 69]",5,44|45|64|68|69,"['1:44', '1:45', '1:64', '1:68', '1:69']","['T. Sav', 'B. Güler', 'M. Sajus', 'Y. Franke', 'S. Whittaker Jr']",1:44|1:45|1:64|1:68|1:69,Unknownx5,4,02:30:00,4,01:34:00,85,60,85,65
1,ALIAGA PETKIM SPOR,667.1,677.0,"[45, 64, 68, 69, 70]",5,45|64|68|69|70,"['1:45', '1:64', '1:68', '1:69', '1:70']","['B. Güler', 'M. Sajus', 'Y. Franke', 'S. Whittaker Jr', 'U. Utomi']",1:45|1:64|1:68|1:69|1:70,Unknownx5,4,01:34:00,4,01:08:00,85,65,85,67
1,ALIAGA PETKIM SPOR,677.1,698.0,"[45, 46, 64, 68, 70]",5,45|46|64|68|70,"['1:45', '1:46', '1:64', '1:68', '1:70']","['B. Güler', 'K. Soyuçayli', 'M. Sajus', 'Y. Franke', 'U. Utomi']",1:45|1:46|1:64|1:68|1:70,Unknownx5,4,01:08:00,4,00:00:00,85,67,85,73
2,KARSIYAKA,1.0,59.0,"[77, 85, 86, 87, 88]",5,77|85|86|87|88,"['2:77', '2:85', '2:86', '2:87', '2:88']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",2:77|2:85|2:86|2:87|2:88,Unknownx5,1,10:00:00,1,05:12:00,0,0,5,15
2,KARSIYAKA,59.1,82.0,"[77, 84, 85, 86, 88]",5,77|84|85|86|88,"['2:77', '2:84', '2:85', '2:86', '2:88']","['S. Geyik', 'R. Tarrant Jr', 'C. Chiozza', 'J. Alston', 'C. Manning Jr']",2:77|2:84|2:85|2:86|2:88,Unknownx5,1,05:12:00,1,03:03:00,5,15,10,19
2,KARSIYAKA,82.1,111.0,"[78, 79, 84, 85, 88]",5,78|79|84|85|88,"['2:78', '2:79', '2:84', '2:85', '2:88']","['M. Celep', 'A. Güven', 'R. Tarrant Jr', 'C. Chiozza', 'C. Manning Jr']",2:78|2:79|2:84|2:85|2:88,Unknownx5,1,03:03:00,1,01:39:00,10,19,13,19
2,KARSIYAKA,111.1,121.0,"[78, 79, 84, 85, 87]",5,78|79|84|85|87,"['2:78', '2:79', '2:84', '2:85', '2:87']","['M. Celep', 'A. Güven', 'R. Tarrant Jr', 'C. Chiozza', 'M. Moore']",2:78|2:79|2:84|2:85|2:87,Unknownx5,1,01:39:00,1,01:21:00,13,19,13,19
2,KARSIYAKA,121.1,156.0,"[78, 79, 84, 87, 88]",5,78|79|84|87|88,"['2:78', '2:79', '2:84', '2:87', '2:88']","['M. Celep', 'A. Güven', 'R. Tarrant Jr', 'M. Moore', 'C. Manning Jr']",2:78|2:79|2:84|2:87|2:88,Unknownx5,1,01:21:00,2,08:45:00,13,19,17,29
2,KARSIYAKA,156.1,179.0,"[78, 79, 84, 85, 87]",5,78|79|84|85|87,"['2:78', '2:79', '2:84', '2:85', '2:87']","['M. Celep', 'A. Güven', 'R. Tarrant Jr', 'C. Chiozza', 'M. Moore']",2:78|2:79|2:84|2:85|2:87,Unknownx5,2,08:45:00,2,07:40:00,17,29,17,31
2,KARSIYAKA,179.1,195.0,"[77, 84, 85, 86, 87]",5,77|84|85|86|87,"['2:77', '2:84', '2:85', '2:86', '2:87']","['S. Geyik', 'R. Tarrant Jr', 'C. Chiozza', 'J. Alston', 'M. Moore']",2:77|2:84|2:85|2:86|2:87,Unknownx5,2,07:40:00,2,06:54:00,17,31,21,36
2,KARSIYAKA,195.1,231.0,"[77, 81, 85, 86, 87]",5,77|81|85|86|87,"['2:77', '2:81', '2:85', '2:86', '2:87']","['S. Geyik', 'E. Özçelik', 'C. Chiozza', 'J. Alston', 'M. Moore']",2:77|2:81|2:85|2:86|2:87,Unknownx5,2,06:54:00,2,05:00:00,21,36,21,40
2,KARSIYAKA,231.1,249.0,"[77, 81, 85, 87, 88]",5,77|81|85|87|88,"['2:77', '2:81', '2:85', '2:87', '2:88']","['S. Geyik', 'E. Özçelik', 'C. Chiozza', 'M. Moore', 'C. Manning Jr']",2:77|2:81|2:85|2:87|2:88,Unknownx5,2,05:00:00,2,03:10:00,21,40,25,47
2,KARSIYAKA,249.1,282.0,"[79, 84, 85, 87, 88]",5,79|84|85|87|88,"['2:79', '2:84', '2:85', '2:87', '2:88']","['A. Güven', 'R. Tarrant Jr', 'C. Chiozza', 'M. Moore', 'C. Manning Jr']",2:79|2:84|2:85|2:87|2:88,Unknownx5,2,03:10:00,2,01:22:00,25,47,31,53
2,KARSIYAKA,282.1,311.0,"[79, 84, 86, 87, 88]",5,79|84|86|87|88,"['2:79', '2:84', '2:86', '2:87', '2:88']","['A. Güven', 'R. Tarrant Jr', 'J. Alston', 'M. Moore', 'C. Manning Jr']",2:79|2:84|2:86|2:87|2:88,Unknownx5,2,01:22:00,2,00:04:30,31,53,31,57
2,KARSIYAKA,311.1,335.0,"[81, 84, 85, 86, 87]",5,81|84|85|86|87,"['2:81', '2:84', '2:85', '2:86', '2:87']","['E. Özçelik', 'R. Tarrant Jr', 'C. Chiozza', 'J. Alston', 'M. Moore']",2:81|2:84|2:85|2:86|2:87,Unknownx5,2,00:04:30,3,10:00:00,31,57,31,57
2,KARSIYAKA,335.1,398.0,"[77, 78, 85, 87, 88]",5,77|78|85|87|88,"['2:77', '2:78', '2:85', '2:87', '2:88']","['S. Geyik', 'M. Celep', 'C. Chiozza', 'M. Moore', 'C. Manning Jr']",2:77|2:78|2:85|2:87|2:88,Unknownx5,3,10:00:00,3,05:25:00,31,57,39,63
2,KARSIYAKA,398.1,412.0,"[77, 78, 84, 87, 88]",5,77|78|84|87|88,"['2:77', '2:78', '2:84', '2:87', '2:88']","['S. Geyik', 'M. Celep', 'R. Tarrant Jr', 'M. Moore', 'C. Manning Jr']",2:77|2:78|2:84|2:87|2:88,Unknownx5,3,05:25:00,3,05:08:00,39,63,40,63
2,KARSIYAKA,412.1,440.0,"[77, 84, 86, 87, 88]",5,77|84|86|87|88,"['2:77', '2:84', '2:86', '2:87', '2:88']","['S. Geyik', 'R. Tarrant Jr', 'J. Alston', 'M. Moore', 'C. Manning Jr']",2:77|2:84|2:86|2:87|2:88,Unknownx5,3,05:08:00,3,03:11:00,40,63,40,69
2,KARSIYAKA,440.1,487.0,"[79, 84, 85, 86, 87]",5,79|84|85|86|87,"['2:79', '2:84', '2:85', '2:86', '2:87']","['A. Güven', 'R. Tarrant Jr', 'C. Chiozza', 'J. Alston', 'M. Moore']",2:79|2:84|2:85|2:86|2:87,Unknownx5,3,03:11:00,3,00:31:20,40,69,47,71
2,KARSIYAKA,487.1,496.0,"[79, 84, 85, 86, 88]",5,79|84|85|86|88,"['2:79', '2:84', '2:85', '2:86', '2:88']","['A. Güven', 'R. Tarrant Jr', 'C. Chiozza', 'J. Alston', 'C. Manning Jr']",2:79|2:84|2:85|2:86|2:88,Unknownx5,3,00:31:20,3,00:07:50,47,71,47,71
2,KARSIYAKA,496.1,511.0,"[79, 81, 84, 86, 88]",5,79|81|84|86|88,"['2:79', '2:81', '2:84', '2:86', '2:88']","['A. Güven', 'E. Özçelik', 'R. Tarrant Jr', 'J. Alston', 'C. Manning Jr']",2:79|2:81|2:84|2:86|2:88,Unknownx5,3,00:07:50,4,10:00:00,47,71,47,71
2,KARSIYAKA,511.1,535.0,"[79, 84, 85, 86, 88]",5,79|84|85|86|88,"['2:79', '2:84', '2:85', '2:86', '2:88']","['A. Güven', 'R. Tarrant Jr', 'C. Chiozza', 'J. Alston', 'C. Manning Jr']",2:79|2:84|2:85|2:86|2:88,Unknownx5,4,10:00:00,4,08:59:00,47,71,47,71
2,KARSIYAKA,535.1,544.0,"[79, 84, 86, 87, 88]",5,79|84|86|87|88,"['2:79', '2:84', '2:86', '2:87', '2:88']","['A. Güven', 'R. Tarrant Jr', 'J. Alston', 'M. Moore', 'C. Manning Jr']",2:79|2:84|2:86|2:87|2:88,Unknownx5,4,08:59:00,4,08:33:00,47,71,49,73
2,KARSIYAKA,544.1,581.0,"[78, 79, 84, 87, 88]",5,78|79|84|87|88,"['2:78', '2:79', '2:84', '2:87', '2:88']","['M. Celep', 'A. Güven', 'R. Tarrant Jr', 'M. Moore', 'C. Manning Jr']",2:78|2:79|2:84|2:87|2:88,Unknownx5,4,08:33:00,4,06:49:00,49,73,50,77
2,KARSIYAKA,581.1,599.0,"[77, 78, 84, 87, 88]",5,77|78|84|87|88,"['2:77', '2:78', '2:84', '2:87', '2:88']","['S. Geyik', 'M. Celep', 'R. Tarrant Jr', 'M. Moore', 'C. Manning Jr']",2:77|2:78|2:84|2:87|2:88,Unknownx5,4,06:49:00,4,05:51:00,50,77,53,77
2,KARSIYAKA,599.1,657.0,"[77, 81, 85, 87, 88]",5,77|81|85|87|88,"['2:77', '2:81', '2:85', '2:87', '2:88']","['S. Geyik', 'E. Özçelik', 'C. Chiozza', 'M. Moore', 'C. Manning Jr']",2:77|2:81|2:85|2:87|2:88,Unknownx5,4,05:51:00,4,02:30:00,53,77,60,85
2,KARSIYAKA,657.1,698.0,"[79, 81, 85, 87, 88]",5,79|81|85|87|88,"['2:79', '2:81', '2:85', '2:87', '2:88']","['A. Güven', 'E. Özçelik', 'C. Chiozza', 'M. Moore', 'C. Manning Jr']",2:79|2:81|2:85|2:87|2:88,Unknownx5,4,02:30:00,4,00:00:00,60,85,73,85
