team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,TRABZONSPOR,1.0,89.0,"[3, 9, 11, 12, 14]",5,3|9|11|12|14,"['1:3', '1:9', '1:11', '1:12', '1:14']","['B. Demir', 'A. Delgado Astacio', 'M. Reed', 'A. Yeboah', 'D. Grant']",1:3|1:9|1:11|1:12|1:14,Unknownx5,1,10:00:00,1,02:46:00,0,0,16,13
1,TRABZONSPOR,89.1,121.0,"[3, 4, 5, 7, 9]",5,3|4|5|7|9,"['1:3', '1:4', '1:5', '1:7', '1:9']","['B. Demir', 'I. Ulusoy', 'O. Ulubay', 'J. Gordon', 'A. Delgado Astacio']",1:3|1:4|1:5|1:7|1:9,Unknownx5,1,02:46:00,1,01:36:00,16,13,18,13
1,TRABZONSPOR,121.1,164.0,"[4, 5, 7, 9, 10]",5,4|5|7|9|10,"['1:4', '1:5', '1:7', '1:9', '1:10']","['I. Ulusoy', 'O. Ulubay', 'J. Gordon', 'A. Delgado Astacio', 'T. Tinkle']",1:4|1:5|1:7|1:9|1:10,Unknownx5,1,01:36:00,2,10:00:00,18,13,20,19
1,TRABZONSPOR,164.1,231.0,"[4, 5, 7, 10, 13]",5,4|5|7|10|13,"['1:4', '1:5', '1:7', '1:10', '1:13']","['I. Ulusoy', 'O. Ulubay', 'J. Gordon', 'T. Tinkle', 'K. Silins']",1:4|1:5|1:7|1:10|1:13,Unknownx5,1,08:08:00,2,06:18:00,20,19,33,28
1,TRABZONSPOR,231.1,252.0,"[4, 10, 11, 12, 13]",5,4|10|11|12|13,"['1:4', '1:10', '1:11', '1:12', '1:13']","['I. Ulusoy', 'T. Tinkle', 'M. Reed', 'A. Yeboah', 'K. Silins']",1:4|1:10|1:11|1:12|1:13,Unknownx5,2,06:18:00,2,05:44:00,33,28,35,30
1,TRABZONSPOR,252.1,276.0,"[3, 4, 11, 12, 13]",5,3|4|11|12|13,"['1:3', '1:4', '1:11', '1:12', '1:13']","['B. Demir', 'I. Ulusoy', 'M. Reed', 'A. Yeboah', 'K. Silins']",1:3|1:4|1:11|1:12|1:13,Unknownx5,2,05:44:00,2,04:26:00,35,30,37,33
1,TRABZONSPOR,276.1,294.0,"[3, 11, 12, 13, 14]",5,3|11|12|13|14,"['1:3', '1:11', '1:12', '1:13', '1:14']","['B. Demir', 'M. Reed', 'A. Yeboah', 'K. Silins', 'D. Grant']",1:3|1:11|1:12|1:13|1:14,Unknownx5,2,04:26:00,2,03:56:00,37,33,37,36
1,TRABZONSPOR,294.1,330.0,"[3, 7, 12, 13, 14]",5,3|7|12|13|14,"['1:3', '1:7', '1:12', '1:13', '1:14']","['B. Demir', 'J. Gordon', 'A. Yeboah', 'K. Silins', 'D. Grant']",1:3|1:7|1:12|1:13|1:14,Unknownx5,2,03:56:00,2,02:08:00,37,36,42,38
1,TRABZONSPOR,330.1,353.0,"[3, 7, 9, 12, 14]",5,3|7|9|12|14,"['1:3', '1:7', '1:9', '1:12', '1:14']","['B. Demir', 'J. Gordon', 'A. Delgado Astacio', 'A. Yeboah', 'D. Grant']",1:3|1:7|1:9|1:12|1:14,Unknownx5,2,02:08:00,3,10:00:00,42,38,47,38
1,TRABZONSPOR,353.1,419.0,"[5, 7, 9, 10, 14]",5,5|7|9|10|14,"['1:5', '1:7', '1:9', '1:10', '1:14']","['O. Ulubay', 'J. Gordon', 'A. Delgado Astacio', 'T. Tinkle', 'D. Grant']",1:5|1:7|1:9|1:10|1:14,Unknownx5,3,10:00:00,3,05:29:00,47,38,55,43
