possession_id,period,start_action,end_action,owner_tno,end_reason,pts_owner,pts_against,owner_team_name,net_pts
0,1,1,6,,,0,0,,0
1,1,8,8,1.0,def_reb,0,0,TRABZONSPOR,0
2,1,9,9,2.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
3,1,11,11,1.0,def_reb,0,0,TRABZONSPOR,0
4,1,12,12,2.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
5,1,13,13,1.0,score,2,0,TRABZONSPOR,2
6,1,14,14,2.0,score,2,0,ONVO BÜYÜKÇEKMECE BASKETBOL,2
7,1,15,15,1.0,score,3,0,TRABZONSPOR,3
8,1,16,17,2.0,turnover,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
9,1,18,19,1.0,score,3,0,TRABZONSPOR,3
10,1,20,28,2.0,turnover,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
11,1,29,30,1.0,score,2,0,TRABZONSPOR,2
12,1,31,38,2.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
13,1,39,39,1.0,def_reb,0,0,TRABZONSPOR,0
14,1,40,40,2.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
15,1,41,41,1.0,def_reb,0,0,TRABZONSPOR,0
16,1,42,42,2.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
17,1,44,44,1.0,def_reb,0,0,TRABZONSPOR,0
18,1,45,50,2.0,score,2,2,ONVO BÜYÜKÇEKMECE BASKETBOL,0
19,1,51,60,1.0,def_reb,0,0,TRABZONSPOR,0
20,1,61,61,2.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
21,1,62,62,1.0,def_reb,0,0,TRABZONSPOR,0
22,1,63,63,2.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
23,1,64,64,1.0,def_reb,0,0,TRABZONSPOR,0
24,1,65,65,2.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
25,1,66,66,1.0,def_reb,0,0,TRABZONSPOR,0
26,1,67,67,2.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
27,1,70,70,1.0,score,3,3,TRABZONSPOR,0
28,1,71,72,2.0,turnover,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
29,1,73,74,1.0,score,3,3,TRABZONSPOR,0
30,1,75,76,2.0,score,2,2,ONVO BÜYÜKÇEKMECE BASKETBOL,0
31,1,77,78,1.0,def_reb,0,0,TRABZONSPOR,0
32,1,79,79,2.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
33,1,80,80,1.0,def_reb,0,0,TRABZONSPOR,0
34,1,81,81,2.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
35,1,82,82,1.0,score,2,2,TRABZONSPOR,0
36,1,83,83,2.0,score,2,2,ONVO BÜYÜKÇEKMECE BASKETBOL,0
37,1,84,84,1.0,score,3,3,TRABZONSPOR,0
38,1,87,98,2.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
39,1,99,99,1.0,def_reb,0,0,TRABZONSPOR,0
40,1,100,100,2.0,turnover,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
41,1,101,108,1.0,score,2,0,TRABZONSPOR,2
42,1,109,112,2.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
43,1,114,114,1.0,def_reb,0,0,TRABZONSPOR,0
44,1,119,123,2.0,made_ft,1,0,ONVO BÜYÜKÇEKMECE BASKETBOL,1
45,1,124,125,1.0,made_ft,1,1,TRABZONSPOR,0
46,1,126,126,2.0,made_ft_last,1,0,ONVO BÜYÜKÇEKMECE BASKETBOL,1
47,1,127,130,1.0,def_reb,0,0,TRABZONSPOR,0
48,1,131,131,2.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
49,1,132,132,1.0,turnover,0,0,TRABZONSPOR,0
50,1,133,134,2.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
51,1,136,136,1.0,def_reb,0,0,TRABZONSPOR,0
52,1,138,138,2.0,turnover,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
53,1,139,140,1.0,score,2,0,TRABZONSPOR,2
54,1,141,143,2.0,score,2,0,ONVO BÜYÜKÇEKMECE BASKETBOL,2
55,1,144,148,1.0,made_ft_last,1,1,TRABZONSPOR,0
56,1,150,152,2.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
57,1,160,160,1.0,turnover,0,0,TRABZONSPOR,0
58,1,163,170,2.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
59,2,171,171,1.0,def_reb,0,0,TRABZONSPOR,0
60,2,172,172,2.0,score,3,3,ONVO BÜYÜKÇEKMECE BASKETBOL,0
61,2,173,174,1.0,turnover,0,0,TRABZONSPOR,0
62,2,175,176,2.0,score,2,2,ONVO BÜYÜKÇEKMECE BASKETBOL,0
63,2,178,187,1.0,made_ft,1,1,TRABZONSPOR,0
64,2,188,189,2.0,made_ft_last,1,0,ONVO BÜYÜKÇEKMECE BASKETBOL,1
65,2,194,196,1.0,def_reb,0,0,TRABZONSPOR,0
66,2,197,197,2.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
67,2,198,198,1.0,made_ft_last,1,0,TRABZONSPOR,1
68,2,200,200,2.0,score,2,0,ONVO BÜYÜKÇEKMECE BASKETBOL,2
