gt,clock,s1,s2,lead,tno,period,periodType,pno,player,success,actionType,actionNumber,previousAction,qualifier,subType,scoring,shirtNumber,firstName,familyName,internationalFirstName,internationalFamilyName,firstNameInitial,familyNameInitial,internationalFirstNameInitial,internationalFamilyNameInitial,scoreboardName,team_name,team_code,player_name_from_roster,player_shirt,player_pos_raw,player_pos_group,x,y,r,ev_code,ev_result,ev_text,assist_pno,assist_tno,assist_player,block_pno,block_tno,block_player,assist_pos_group,block_pos_group,points,possession_id,possession_owner_tno,possession_end_reason,pts_1,cum_1,pts_2,cum_2
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,game,1,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,game start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,period,2,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,period start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,jumpball,4,,[],startperiod,0,,,,,,,,,,,,,,,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:57,09:57:00,0,0,0,1,1,REGULAR,9,A. DELGADO ASTACIO,1,jumpball,5,4,[],won,0,31,Angel Luis,Delgado Astacio,Angel Luis,Delgado Astacio,A,D,A,D,A. Delgado Astacio,TRABZONSPOR,TRB,A. Delgado Astacio,31,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:57,09:57:00,0,0,0,2,1,REGULAR,4,E. BRUINSMA,1,jumpball,6,4,[],lost,0,33,Evan John,Bruinsma,Evan John,Bruinsma,E,B,E,B,E. Bruinsma,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,E. Bruinsma,33,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:41,09:41:00,0,0,0,1,1,REGULAR,9,A. DELGADO ASTACIO,0,2pt,8,,[],jumpshot,1,31,Angel Luis,Delgado Astacio,Angel Luis,Delgado Astacio,A,D,A,D,A. Delgado Astacio,TRABZONSPOR,TRB,A. Delgado Astacio,31,,,78.190002441406,54.069999694824,0.0,P2,missed,TRABZONSPOR A. DELGADO ASTACIO 2Pt missed,,,,,,,,,0,1,1.0,def_reb,0,0,0,0
09:41,09:41:00,0,0,0,2,1,REGULAR,0,,1,rebound,9,8,['team'],defensive,0,,,,,,,,,,,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,,,,,,,,TREB,,ONVO BÜYÜKÇEKMECE BASKETBOL team rebound defensive,,,,,,,,,0,2,2.0,def_reb,0,0,0,0
09:27,09:27:00,0,0,0,2,1,REGULAR,5,J. LECQUE,0,2pt,11,,['pointsinthepaint'],layup,1,0,Jalen Evander,Lecque,Jalen Evander,Lecque,J,L,J,L,J. Lecque,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,J. Lecque,0,,,5.960000038147,37.970001220703,0.0,P2,missed,ONVO BÜYÜKÇEKMECE BASKETBOL J. LECQUE 2Pt missed,,,,,,,,,0,3,1.0,def_reb,0,0,0,0
09:24,09:24:00,0,0,0,1,1,REGULAR,3,B. DEMIR,1,rebound,12,11,[],defensive,0,11,Berk,Demir,Berk,Demir,B,D,B,D,B. Demir,TRABZONSPOR,TRB,B. Demir,11,,,,,,REB,,TRABZONSPOR rebound defensive,,,,,,,,,0,4,2.0,def_reb,0,0,0,0
09:08,09:08:00,2,0,2,1,1,REGULAR,14,D. GRANT,1,2pt,13,,[],floatingjumpshot,1,1,Denove Octavon,Grant,Denove Octavon,Grant,D,G,D,G,D. Grant,TRABZONSPOR,TRB,D. Grant,1,,,88.169998168945,77.51000213623,1.0,P2,made,TRABZONSPOR D. GRANT 2Pt made,,,,,,,,,2,5,1.0,score,2,2,0,0
08:57,08:57:00,2,2,0,2,1,REGULAR,5,J. LECQUE,1,2pt,14,,"['pointsinthepaint', 'fastbreak']",layup,1,0,Jalen Evander,Lecque,Jalen Evander,Lecque,J,L,J,L,J. Lecque,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,J. Lecque,0,,,4.2399997711182,41.919998168945,1.0,P2,made,ONVO BÜYÜKÇEKMECE BASKETBOL J. LECQUE 2Pt made,,,,,,,,,2,6,2.0,score,0,2,2,2
08:32,08:32:00,5,2,3,1,1,REGULAR,12,A. YEBOAH,1,3pt,15,,[],jumpshot,1,15,Akwasi Abeyie,Yeboah,Akwasi Abeyie,Yeboah,A,Y,A,Y,A. Yeboah,TRABZONSPOR,TRB,A. Yeboah,15,,,93.629997253418,96.720001220703,1.0,P3,made,TRABZONSPOR A. YEBOAH 3Pt made,14.0,1.0,D. GRANT,,,,,,3,7,1.0,score,3,5,0,2
08:32,08:32:00,5,2,3,1,1,REGULAR,14,D. GRANT,1,assist,16,15,[],,0,1,Denove Octavon,Grant,Denove Octavon,Grant,D,G,D,G,D. Grant,TRABZONSPOR,TRB,D. Grant,1,,,,,,ASS,,TRABZONSPOR D. GRANT assist,,,,,,,,,0,8,2.0,,0,5,0,2
08:17,08:17:00,5,2,3,2,1,REGULAR,13,K. VAN DER VUURST DE VRIES,1,turnover,17,,[],badpass,0,1,Keye Jord,Van Der Vuurst De Vries,Keye Jord,Van Der Vuurst De Vries,K,V,K,V,K. Van Der Vuurst De Vries,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,K. Van Der Vuurst De Vries,1,,,,,,TO,,ONVO BÜYÜKÇEKMECE BASKETBOL K. VAN DER VUURST DE VRIES turnover badpass,,,,,,,,,0,8,2.0,turnover,0,5,0,2
08:17,08:17:00,5,2,3,1,1,REGULAR,9,A. DELGADO ASTACIO,1,steal,18,17,[],,0,31,Angel Luis,Delgado Astacio,Angel Luis,Delgado Astacio,A,D,A,D,A. Delgado Astacio,TRABZONSPOR,TRB,A. Delgado Astacio,31,,,,,,ST,,TRABZONSPOR A. DELGADO ASTACIO steal,,,,,,,,,0,9,1.0,,0,5,0,2
