team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,5,J. Lecque,Jalen Evander,Lecque,0,1,,0,,,29:54,8,11,72,2,3,66,6,8,75,7,7,100,1,0,1,3,2,0,0,0,4,4,25,2,4,-12,10,J. Lecque,1:5
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,13,K. Van Der Vuurst De Vries,Keye Jord,Van Der Vuurst De Vries,1,1,,0,,,30:33,3,7,42,1,4,25,2,3,66,2,2,100,1,0,1,8,2,1,0,0,1,5,9,0,3,-18,0,K. Van Der Vuurst De Vries,1:13
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,8,Y. Özkan,Yigit,Özkan,2,0,,1,,,8:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4,0,Y. Özkan,1:8
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,10,M. Türen,Metin,Türen,7,1,,1,,,31:04,1,5,20,1,3,33,0,2,0,0,0,0,5,1,6,0,1,1,2,0,4,0,3,0,0,-8,0,M. Türen,1:10
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,14,A. Varli,Aybars,Varli,8,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A. Varli,1:14
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,7,S. Pipes Jr,Shawn Oneal,Pipes Jr,11,0,,1,,,25:56,4,13,30,2,7,28,2,6,33,3,4,75,0,1,1,0,2,0,0,1,0,4,13,3,0,-15,2,S. Pipes Jr,1:7
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,41,H. Senol,Halil Ertugrul,Senol,15,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H. Senol,1:41
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,9,C. Turgut,Can Kaan,Turgut,23,0,,1,,,8:52,2,4,50,0,2,0,2,2,100,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,0,1,2,C. Turgut,1:9
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,4,E. Bruinsma,Evan John,Bruinsma,33,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E. Bruinsma,1:4
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,12,A. Bandaogo,Abdou Aziz,Bandaogo,55,0,,0,,,11:56,0,2,0,0,0,0,0,2,0,1,2,50,2,2,4,0,2,0,1,1,5,3,1,1,0,-11,0,A. Bandaogo,1:12
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,11,M. Senli,Muhammed Dogan,Senli,65,1,1.0,0,,,24:09,6,10,60,0,0,0,6,10,60,2,3,66,3,1,4,2,0,1,1,1,4,2,14,4,0,-8,10,M. Senli,1:11
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,6,J. Johnson,Jaron Tremel,Johnson,92,1,,1,,,28:53,3,6,50,1,4,25,2,2,100,5,6,83,4,1,5,0,0,0,0,0,2,4,12,0,0,-8,4,J. Johnson,1:6
2,BAHÇESEHIR KOLEJI,BSK,76,C. Homesley,Caleb Allen,Homesley,5,0,,0,,,17:04,2,8,25,1,4,25,1,4,25,2,3,66,2,1,3,4,1,0,0,2,3,2,7,3,0,8,0,C. Homesley,2:76
2,BAHÇESEHIR KOLEJI,BSK,65,C. Coskun,Cengiz Sarp,Coskun,10,0,,1,,,6:16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,-7,0,C. Coskun,2:65
2,BAHÇESEHIR KOLEJI,BSK,77,M. Mitchell Ii,Matthew Antonio,Mitchell Ii,11,1,,0,,,16:39,1,2,50,0,1,0,1,1,100,0,0,0,1,1,2,2,0,0,0,0,4,2,2,0,0,10,2,M. Mitchell Ii,2:77
2,BAHÇESEHIR KOLEJI,BSK,64,F. Haltali,Furkan,Haltali,14,0,,1,,,19:56,2,4,50,0,0,0,2,4,50,2,3,66,8,2,10,1,0,0,1,0,3,3,6,0,0,11,4,F. Haltali,2:64
2,BAHÇESEHIR KOLEJI,BSK,2,C. Mutaf,Can Maxim,Mutaf,17,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C. Mutaf,2:2
2,BAHÇESEHIR KOLEJI,BSK,81,M. Flynn,Malachi Emmanuel,Flynn,22,1,,1,,,24:24,6,10,60,1,4,25,5,6,83,1,2,50,1,0,1,7,4,1,0,0,2,3,14,2,7,9,8,M. Flynn,2:81
2,BAHÇESEHIR KOLEJI,BSK,74,M. Ponitka,Mateusz Michal,Ponitka,28,0,,0,,,19:00,3,7,42,0,1,0,3,6,50,0,0,0,3,2,5,0,0,0,0,0,1,2,6,0,2,9,6,M. Ponitka,2:74
2,BAHÇESEHIR KOLEJI,BSK,1,I. Akpinar,Ismet,Akpinar,33,1,,1,,,18:37,4,9,44,2,4,50,2,5,40,3,4,75,0,0,0,2,0,1,0,1,1,3,13,3,2,2,4,I. Akpinar,2:1
2,BAHÇESEHIR KOLEJI,BSK,75,T. Cavanaugh,Tyler Robert,Cavanaugh,34,1,1.0,0,,,22:05,5,8,62,0,3,0,5,5,100,3,4,75,1,2,3,2,0,1,0,0,0,2,13,4,4,8,8,T. Cavanaugh,2:75
2,BAHÇESEHIR KOLEJI,BSK,80,T. Williams,Trevion Lamon,Williams,50,1,,0,,,19:17,5,6,83,0,0,0,5,6,83,0,0,0,2,1,3,3,1,1,2,0,3,0,10,0,4,6,10,T. Williams,2:80
2,BAHÇESEHIR KOLEJI,BSK,3,G. Bas,Göktug,Bas,57,0,,1,,,18:07,2,4,50,1,2,50,1,2,50,2,2,100,1,2,3,1,0,0,0,0,2,1,7,2,0,7,2,G. Bas,2:3
2,BAHÇESEHIR KOLEJI,BSK,79,H. Hale,Hunter Jelaun,Hale,77,0,,0,,,18:34,6,12,50,4,9,44,2,3,66,2,2,100,3,1,4,2,1,1,0,0,2,2,18,5,0,12,2,H. Hale,2:79
