team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,BESIKTAS GAIN,343.1,350.0,"[1, 70, 72, 74, 76]",1|70|72|74|76,1,1,0,0,0,0,0.0,,2,00:45:30,2,00:30:20,44,34,44,34,Unknownx5,5,1|70|72|74|76,1:1|1:70|1:72|1:74|1:76,"[1, 70, 72, 74, 76]","['1:1', '1:70', '1:72', '1:74', '1:76']","['E. Adigüzel', 'J. Mathews', 'I. Kamagate', 'Y. Arslan', 'C. Kus']",BESIKTAS GAIN
1,BESIKTAS GAIN,350.1,363.0,"[1, 69, 70, 74, 76]",1|69|70|74|76,2,2,2,0,0,0,0.0,0.0,2,00:30:20,3,10:00:00,44,34,44,34,Unknownx5,5,1|69|70|74|76,1:1|1:69|1:70|1:74|1:76,"[1, 69, 70, 74, 76]","['1:1', '1:69', '1:70', '1:74', '1:76']","['E. Adigüzel', 'C. Morgan', 'J. Mathews', 'Y. Arslan', 'C. Kus']",BESIKTAS GAIN
1,BESIKTAS GAIN,363.1,418.0,"[68, 70, 71, 72, 74]",68|70|71|72|74,8,8,9,6,4,2,75.0,44.44444444444444,3,10:00:00,3,06:50:00,44,34,50,38,Unknownx5,5,68|70|71|72|74,1:68|1:70|1:71|1:72|1:74,"[68, 70, 71, 72, 74]","['1:68', '1:70', '1:71', '1:72', '1:74']","['V. Brown', 'J. Mathews', 'D. Dotson', 'I. Kamagate', 'Y. Arslan']",BESIKTAS GAIN
1,BESIKTAS GAIN,418.1,445.0,"[67, 68, 69, 71, 74]",67|68|69|71|74,3,3,3,7,2,5,233.33333333333334,66.66666666666667,3,06:50:00,3,05:10:00,50,38,57,40,Unknownx5,5,67|68|69|71|74,1:67|1:68|1:69|1:71|1:74,"[67, 68, 69, 71, 74]","['1:67', '1:68', '1:69', '1:71', '1:74']","['A. Brown', 'V. Brown', 'C. Morgan', 'D. Dotson', 'Y. Arslan']",BESIKTAS GAIN
1,BESIKTAS GAIN,445.1,472.0,"[67, 68, 71, 72, 74]",67|68|71|72|74,5,5,4,4,1,3,80.0,25.0,3,05:10:00,3,03:37:00,57,40,61,41,Unknownx5,5,67|68|71|72|74,1:67|1:68|1:71|1:72|1:74,"[67, 68, 71, 72, 74]","['1:67', '1:68', '1:71', '1:72', '1:74']","['A. Brown', 'V. Brown', 'D. Dotson', 'I. Kamagate', 'Y. Arslan']",BESIKTAS GAIN
1,BESIKTAS GAIN,472.1,534.0,"[66, 67, 70, 72, 76]",66|67|70|72|76,12,12,12,5,6,-1,41.666666666666664,50.0,3,03:37:00,4,10:00:00,61,41,66,47,Unknownx5,5,66|67|70|72|76,1:66|1:67|1:70|1:72|1:76,"[66, 67, 70, 72, 76]","['1:66', '1:67', '1:70', '1:72', '1:76']","['B. Lemar', 'A. Brown', 'J. Mathews', 'I. Kamagate', 'C. Kus']",BESIKTAS GAIN
1,BESIKTAS GAIN,534.1,560.0,"[66, 68, 69, 70, 74]",66|68|69|70|74,3,3,3,0,6,-6,0.0,200.0,4,10:00:00,4,08:42:00,66,47,66,53,Unknownx5,5,66|68|69|70|74,1:66|1:68|1:69|1:70|1:74,"[66, 68, 69, 70, 74]","['1:66', '1:68', '1:69', '1:70', '1:74']","['B. Lemar', 'V. Brown', 'C. Morgan', 'J. Mathews', 'Y. Arslan']",BESIKTAS GAIN
1,BESIKTAS GAIN,560.1,600.0,"[68, 69, 70, 71, 74]",68|69|70|71|74,7,7,8,3,4,-1,42.857142857142854,50.0,4,08:42:00,4,05:59:00,66,53,69,57,Unknownx5,5,68|69|70|71|74,1:68|1:69|1:70|1:71|1:74,"[68, 69, 70, 71, 74]","['1:68', '1:69', '1:70', '1:71', '1:74']","['V. Brown', 'C. Morgan', 'J. Mathews', 'D. Dotson', 'Y. Arslan']",BESIKTAS GAIN
1,BESIKTAS GAIN,600.1,688.0,"[69, 70, 71, 72, 74]",69|70|71|72|74,13,13,12,14,7,7,107.6923076923077,58.333333333333336,4,05:59:00,4,02:01:00,69,57,83,64,Unknownx5,5,69|70|71|72|74,1:69|1:70|1:71|1:72|1:74,"[69, 70, 71, 72, 74]","['1:69', '1:70', '1:71', '1:72', '1:74']","['C. Morgan', 'J. Mathews', 'D. Dotson', 'I. Kamagate', 'Y. Arslan']",BESIKTAS GAIN
1,BESIKTAS GAIN,688.1,706.0,"[1, 66, 71, 72, 76]",1|66|71|72|76,2,2,2,2,0,2,100.0,0.0,4,02:01:00,4,01:26:00,83,64,85,64,Unknownx5,5,1|66|71|72|76,1:1|1:66|1:71|1:72|1:76,"[1, 66, 71, 72, 76]","['1:1', '1:66', '1:71', '1:72', '1:76']","['E. Adigüzel', 'B. Lemar', 'D. Dotson', 'I. Kamagate', 'C. Kus']",BESIKTAS GAIN
1,BESIKTAS GAIN,706.1,712.0,"[1, 3, 66, 71, 76]",1|3|66|71|76,0,0,0,0,0,0,,,4,01:26:00,4,01:10:00,85,64,85,64,Unknownx5,5,1|3|66|71|76,1:1|1:3|1:66|1:71|1:76,"[1, 3, 66, 71, 76]","['1:1', '1:3', '1:66', '1:71', '1:76']","['E. Adigüzel', 'Y. Çoban', 'B. Lemar', 'D. Dotson', 'C. Kus']",BESIKTAS GAIN
1,BESIKTAS GAIN,712.1,753.0,"[1, 3, 66, 76, 77]",1|3|66|76|77,7,7,7,3,6,-3,42.857142857142854,85.71428571428571,4,01:10:00,4,00:00:00,85,64,88,70,Unknownx5,5,1|3|66|76|77,1:1|1:3|1:66|1:76|1:77,"[1, 3, 66, 76, 77]","['1:1', '1:3', '1:66', '1:76', '1:77']","['E. Adigüzel', 'Y. Çoban', 'B. Lemar', 'C. Kus', 'A. Özbek']",BESIKTAS GAIN
2,BURSASPOR BASKETBOL,1.0,114.0,"[102, 127, 133, 135, 144]",102|127|133|135|144,18,18,19,15,16,-1,83.33333333333333,84.21052631578948,1,10:00:00,1,03:19:00,0,0,15,16,Unknownx5,5,102|127|133|135|144,2:102|2:127|2:133|2:135|2:144,"[102, 127, 133, 135, 144]","['2:102', '2:127', '2:133', '2:135', '2:144']","['B. Akin', 'L. Nnoko', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",BURSASPOR BASKETBOL
2,BURSASPOR BASKETBOL,114.1,170.0,"[4, 129, 134, 136, 144]",4|129|134|136|144,10,10,10,3,3,0,30.0,30.0,1,03:19:00,1,00:04:30,15,16,18,19,Unknownx5,5,4|129|134|136|144,2:4|2:129|2:134|2:136|2:144,"[4, 129, 134, 136, 144]","['2:4', '2:129', '2:134', '2:136', '2:144']","['Y. Onar', 'B. Crawford', 'V. King', 'J. Delaurier', 'M. Parsons']",BURSASPOR BASKETBOL
2,BURSASPOR BASKETBOL,170.1,179.0,"[4, 126, 129, 134, 136]",4|126|129|134|136,1,1,0,0,3,-3,0.0,,1,00:04:30,2,10:00:00,18,19,18,22,Unknownx5,5,4|126|129|134|136,2:4|2:126|2:129|2:134|2:136,"[4, 126, 129, 134, 136]","['2:4', '2:126', '2:129', '2:134', '2:136']","['Y. Onar', 'B. Satir', 'B. Crawford', 'V. King', 'J. Delaurier']",BURSASPOR BASKETBOL
2,BURSASPOR BASKETBOL,179.1,232.0,"[4, 127, 129, 133, 134]",4|127|129|133|134,7,7,8,7,10,-3,100.0,125.0,2,10:00:00,2,06:51:00,18,22,25,32,Unknownx5,5,4|127|129|133|134,2:4|2:127|2:129|2:133|2:134,"[4, 127, 129, 133, 134]","['2:4', '2:127', '2:129', '2:133', '2:134']","['Y. Onar', 'L. Nnoko', 'B. Crawford', 'B. Childress', 'V. King']",BURSASPOR BASKETBOL
2,BURSASPOR BASKETBOL,232.1,274.0,"[102, 127, 129, 133, 135]",102|127|129|133|135,8,8,7,2,4,-2,25.0,57.142857142857146,2,06:51:00,2,04:26:00,25,32,27,36,Unknownx5,5,102|127|129|133|135,2:102|2:127|2:129|2:133|2:135,"[102, 127, 129, 133, 135]","['2:102', '2:127', '2:129', '2:133', '2:135']","['B. Akin', 'L. Nnoko', 'B. Crawford', 'B. Childress', 'A. Konontsuk']",BURSASPOR BASKETBOL
2,BURSASPOR BASKETBOL,274.1,297.0,"[102, 127, 133, 135, 144]",102|127|133|135|144,4,4,4,3,5,-2,75.0,125.0,2,04:26:00,2,02:44:00,27,36,30,41,Unknownx5,5,102|127|133|135|144,2:102|2:127|2:133|2:135|2:144,"[102, 127, 133, 135, 144]","['2:102', '2:127', '2:133', '2:135', '2:144']","['B. Akin', 'L. Nnoko', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",BURSASPOR BASKETBOL
2,BURSASPOR BASKETBOL,297.1,329.0,"[102, 133, 135, 136, 144]",102|133|135|136|144,4,4,5,4,2,2,100.0,40.0,2,02:44:00,2,01:14:00,30,41,34,43,Unknownx5,5,102|133|135|136|144,2:102|2:133|2:135|2:136|2:144,"[102, 133, 135, 136, 144]","['2:102', '2:133', '2:135', '2:136', '2:144']","['B. Akin', 'B. Childress', 'A. Konontsuk', 'J. Delaurier', 'M. Parsons']",BURSASPOR BASKETBOL
2,BURSASPOR BASKETBOL,329.1,352.0,"[102, 133, 134, 135, 136]",102|133|134|135|136,3,3,3,0,1,-1,0.0,33.333333333333336,2,01:14:00,2,00:30:20,34,43,34,44,Unknownx5,5,102|133|134|135|136,2:102|2:133|2:134|2:135|2:136,"[102, 133, 134, 135, 136]","['2:102', '2:133', '2:134', '2:135', '2:136']","['B. Akin', 'B. Childress', 'V. King', 'A. Konontsuk', 'J. Delaurier']",BURSASPOR BASKETBOL
2,BURSASPOR BASKETBOL,352.1,369.0,"[126, 134, 135, 136, 144]",126|134|135|136|144,2,2,2,0,0,0,0.0,0.0,2,00:30:20,3,10:00:00,34,44,34,44,Unknownx5,5,126|134|135|136|144,2:126|2:134|2:135|2:136|2:144,"[126, 134, 135, 136, 144]","['2:126', '2:134', '2:135', '2:136', '2:144']","['B. Satir', 'V. King', 'A. Konontsuk', 'J. Delaurier', 'M. Parsons']",BURSASPOR BASKETBOL
2,BURSASPOR BASKETBOL,369.1,420.0,"[102, 127, 133, 135, 144]",102|127|133|135|144,9,9,8,4,6,-2,44.44444444444444,75.0,3,10:00:00,3,06:50:00,34,44,38,50,Unknownx5,5,102|127|133|135|144,2:102|2:127|2:133|2:135|2:144,"[102, 127, 133, 135, 144]","['2:102', '2:127', '2:133', '2:135', '2:144']","['B. Akin', 'L. Nnoko', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",BURSASPOR BASKETBOL
2,BURSASPOR BASKETBOL,420.1,478.0,"[4, 127, 133, 134, 144]",4|127|133|134|144,7,7,8,3,11,-8,42.857142857142854,137.5,3,06:50:00,3,03:37:00,38,50,41,61,Unknownx5,5,4|127|133|134|144,2:4|2:127|2:133|2:134|2:144,"[4, 127, 133, 134, 144]","['2:4', '2:127', '2:133', '2:134', '2:144']","['Y. Onar', 'L. Nnoko', 'B. Childress', 'V. King', 'M. Parsons']",BURSASPOR BASKETBOL
2,BURSASPOR BASKETBOL,478.1,520.0,"[4, 129, 133, 134, 136]",4|129|133|134|136,10,10,9,4,5,-1,40.0,55.55555555555556,3,03:37:00,3,00:56:20,41,61,45,66,Unknownx5,5,4|129|133|134|136,2:4|2:129|2:133|2:134|2:136,"[4, 129, 133, 134, 136]","['2:4', '2:129', '2:133', '2:134', '2:136']","['Y. Onar', 'B. Crawford', 'B. Childress', 'V. King', 'J. Delaurier']",BURSASPOR BASKETBOL
2,BURSASPOR BASKETBOL,520.1,540.0,"[4, 129, 134, 136, 144]",4|129|134|136|144,2,2,3,2,0,2,100.0,0.0,3,00:56:20,4,10:00:00,45,66,47,66,Unknownx5,5,4|129|134|136|144,2:4|2:129|2:134|2:136|2:144,"[4, 129, 134, 136, 144]","['2:4', '2:129', '2:134', '2:136', '2:144']","['Y. Onar', 'B. Crawford', 'V. King', 'J. Delaurier', 'M. Parsons']",BURSASPOR BASKETBOL
2,BURSASPOR BASKETBOL,540.1,610.0,"[102, 129, 135, 136, 144]",102|129|135|136|144,12,12,11,12,5,7,100.0,45.45454545454545,4,10:00:00,4,05:27:00,47,66,59,71,Unknownx5,5,102|129|135|136|144,2:102|2:129|2:135|2:136|2:144,"[102, 129, 135, 136, 144]","['2:102', '2:129', '2:135', '2:136', '2:144']","['B. Akin', 'B. Crawford', 'A. Konontsuk', 'J. Delaurier', 'M. Parsons']",BURSASPOR BASKETBOL
2,BURSASPOR BASKETBOL,610.1,623.0,"[102, 129, 134, 136, 144]",102|129|134|136|144,1,1,1,2,0,2,200.0,0.0,4,05:27:00,4,04:50:00,59,71,61,71,Unknownx5,5,102|129|134|136|144,2:102|2:129|2:134|2:136|2:144,"[102, 129, 134, 136, 144]","['2:102', '2:129', '2:134', '2:136', '2:144']","['B. Akin', 'B. Crawford', 'V. King', 'J. Delaurier', 'M. Parsons']",BURSASPOR BASKETBOL
2,BURSASPOR BASKETBOL,623.1,638.0,"[102, 129, 133, 134, 136]",102|129|133|134|136,2,2,2,0,2,-2,0.0,100.0,4,04:50:00,4,04:19:00,61,71,61,73,Unknownx5,5,102|129|133|134|136,2:102|2:129|2:133|2:134|2:136,"[102, 129, 133, 134, 136]","['2:102', '2:129', '2:133', '2:134', '2:136']","['B. Akin', 'B. Crawford', 'B. Childress', 'V. King', 'J. Delaurier']",BURSASPOR BASKETBOL
2,BURSASPOR BASKETBOL,638.1,682.0,"[102, 127, 133, 134, 144]",102|127|133|134|144,8,8,8,3,9,-6,37.5,112.5,4,04:19:00,4,02:01:00,61,73,64,82,Unknownx5,5,102|127|133|134|144,2:102|2:127|2:133|2:134|2:144,"[102, 127, 133, 134, 144]","['2:102', '2:127', '2:133', '2:134', '2:144']","['B. Akin', 'L. Nnoko', 'B. Childress', 'V. King', 'M. Parsons']",BURSASPOR BASKETBOL
2,BURSASPOR BASKETBOL,682.1,714.0,"[4, 127, 129, 133, 144]",4|127|129|133|144,2,2,3,0,3,-3,0.0,100.0,4,02:01:00,4,01:10:00,64,82,64,85,Unknownx5,5,4|127|129|133|144,2:4|2:127|2:129|2:133|2:144,"[4, 127, 129, 133, 144]","['2:4', '2:127', '2:129', '2:133', '2:144']","['Y. Onar', 'L. Nnoko', 'B. Crawford', 'B. Childress', 'M. Parsons']",BURSASPOR BASKETBOL
2,BURSASPOR BASKETBOL,714.1,726.0,"[4, 129, 133, 135, 144]",4|129|133|135|144,3,3,2,1,0,1,33.333333333333336,0.0,4,01:10:00,4,01:06:00,64,85,65,85,Unknownx5,5,4|129|133|135|144,2:4|2:129|2:133|2:135|2:144,"[4, 129, 133, 135, 144]","['2:4', '2:129', '2:133', '2:135', '2:144']","['Y. Onar', 'B. Crawford', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",BURSASPOR BASKETBOL
2,BURSASPOR BASKETBOL,726.1,753.0,"[4, 126, 129, 135, 144]",4|126|129|135|144,4,4,5,5,3,2,125.0,60.0,4,01:06:00,4,00:00:00,65,85,70,88,Unknownx5,5,4|126|129|135|144,2:4|2:126|2:129|2:135|2:144,"[4, 126, 129, 135, 144]","['2:4', '2:126', '2:129', '2:135', '2:144']","['Y. Onar', 'B. Satir', 'B. Crawford', 'A. Konontsuk', 'M. Parsons']",BURSASPOR BASKETBOL
