gt,clock,s1,s2,lead,tno,period,periodType,pno,player,success,actionType,actionNumber,previousAction,qualifier,subType,scoring,shirtNumber,firstName,familyName,internationalFirstName,internationalFamilyName,firstNameInitial,familyNameInitial,internationalFirstNameInitial,internationalFamilyNameInitial,scoreboardName,team_name,team_code,player_name_from_roster,player_shirt,player_pos_raw,player_pos_group,x,y,r,ev_code,ev_result,ev_text,assist_pno,assist_tno,assist_player,block_pno,block_tno,block_player,assist_pos_group,block_pos_group,points,possession_id,possession_owner_tno,possession_end_reason,pts_1,cum_1,pts_2,cum_2
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,game,1,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,game start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,period,2,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,period start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,jumpball,4,,[],startperiod,0,,,,,,,,,,,,,,,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:58,09:58:00,0,0,0,2,1,REGULAR,135,A. KONONTSUK,1,jumpball,5,4,[],won,0,34,Artur,Konontsuk,Artur,Konontsuk,A,K,A,K,A. Konontsuk,BURSASPOR BASKETBOL,BUR,A. Konontsuk,34,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:58,09:58:00,0,0,0,1,1,REGULAR,69,C. MORGAN,1,jumpball,6,4,[],lost,0,9,Conor Seamus William,Morgan,Conor Seamus William,Morgan,C,M,C,M,C. Morgan,BESIKTAS GAIN,BJK,C. Morgan,9,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:33,09:33:00,0,0,0,2,1,REGULAR,127,L. NNOKO,0,2pt,9,,['blocked'],jumpshot,1,35,Landry,Nnoko,Landry,Nnoko,L,N,L,N,L. Nnoko,BURSASPOR BASKETBOL,BUR,L. Nnoko,35,,,8.8900003433228,14.970000267029,0.0,P2,missed,BURSASPOR BASKETBOL L. NNOKO 2Pt missed,,,,69.0,1.0,C. MORGAN,,,0,1,2.0,,0,0,0,0
09:33,09:33:00,0,0,0,1,1,REGULAR,69,C. MORGAN,1,block,10,9,[],,0,9,Conor Seamus William,Morgan,Conor Seamus William,Morgan,C,M,C,M,C. Morgan,BESIKTAS GAIN,BJK,C. Morgan,9,,,,,,BS,,BESIKTAS GAIN C. MORGAN block,,,,,,,,,0,1,2.0,,0,0,0,0
09:29,09:29:00,0,0,0,1,1,REGULAR,69,C. MORGAN,1,rebound,11,9,[],defensive,0,9,Conor Seamus William,Morgan,Conor Seamus William,Morgan,C,M,C,M,C. Morgan,BESIKTAS GAIN,BJK,C. Morgan,9,,,,,,REB,,BESIKTAS GAIN rebound defensive,,,,,,,,,0,1,2.0,def_reb,0,0,0,0
09:08,09:08:00,0,0,0,1,1,REGULAR,71,D. DOTSON,0,2pt,12,,['pointsinthepaint'],layup,1,1,Devon Durrell,Dotson,Devon Durrell,Dotson,D,D,D,D,D. Dotson,BESIKTAS GAIN,BJK,D. Dotson,1,,,92.199996948242,52.819999694824,0.0,P2,missed,BESIKTAS GAIN D. DOTSON 2Pt missed,,,,,,,,,0,2,1.0,def_reb,0,0,0,0
09:05,09:05:00,0,0,0,2,1,REGULAR,127,L. NNOKO,1,rebound,13,12,[],defensive,0,35,Landry,Nnoko,Landry,Nnoko,L,N,L,N,L. Nnoko,BURSASPOR BASKETBOL,BUR,L. Nnoko,35,,,,,,REB,,BURSASPOR BASKETBOL rebound defensive,,,,,,,,,0,3,2.0,def_reb,0,0,0,0
08:54,08:54:00,0,0,0,2,1,REGULAR,133,B. CHILDRESS,0,3pt,14,,[],jumpshot,1,0,Brandon Reginald,Childress,Brandon Reginald,Childress,B,C,B,C,B. Childress,BURSASPOR BASKETBOL,BUR,B. Childress,0,,,27.14999961853,12.430000305176,0.0,P3,missed,BURSASPOR BASKETBOL B. CHILDRESS 3Pt missed,,,,,,,,,0,4,1.0,def_reb,0,0,0,0
08:50,08:50:00,0,0,0,1,1,REGULAR,70,J. MATHEWS,1,rebound,15,14,[],defensive,0,0,Jonah Kenneth,Mathews,Jonah Kenneth,Mathews,J,M,J,M,J. Mathews,BESIKTAS GAIN,BJK,J. Mathews,0,,,,,,REB,,BESIKTAS GAIN rebound defensive,,,,,,,,,0,5,2.0,def_reb,0,0,0,0
08:42,08:42:00,3,0,3,1,1,REGULAR,71,D. DOTSON,1,3pt,16,,[],jumpshot,1,1,Devon Durrell,Dotson,Devon Durrell,Dotson,D,D,D,D,D. Dotson,BESIKTAS GAIN,BJK,D. Dotson,1,,,82.220001220703,2.2599999904633,1.0,P3,made,BESIKTAS GAIN D. DOTSON 3Pt made,70.0,1.0,J. MATHEWS,,,,,,3,6,1.0,score,3,3,0,0
08:42,08:42:00,3,0,3,1,1,REGULAR,70,J. MATHEWS,1,assist,17,16,[],,0,0,Jonah Kenneth,Mathews,Jonah Kenneth,Mathews,J,M,J,M,J. Mathews,BESIKTAS GAIN,BJK,J. Mathews,0,,,,,,ASS,,BESIKTAS GAIN J. MATHEWS assist,,,,,,,,,0,7,2.0,,0,3,0,0
08:30,08:30:00,3,0,3,2,1,REGULAR,133,B. CHILDRESS,1,turnover,19,,[],outofbounds,0,0,Brandon Reginald,Childress,Brandon Reginald,Childress,B,C,B,C,B. Childress,BURSASPOR BASKETBOL,BUR,B. Childress,0,,,,,,TO,,BURSASPOR BASKETBOL B. CHILDRESS turnover outofbounds,,,,,,,,,0,7,2.0,turnover,0,3,0,0
08:20,08:20:00,3,0,3,1,1,REGULAR,70,J. MATHEWS,0,2pt,21,,['fromturnover'],fadeaway,1,0,Jonah Kenneth,Mathews,Jonah Kenneth,Mathews,J,M,J,M,J. Mathews,BESIKTAS GAIN,BJK,J. Mathews,0,,,85.48999786377,76.269996643066,0.0,P2,missed,BESIKTAS GAIN J. MATHEWS 2Pt missed,,,,,,,,,0,8,1.0,def_reb,0,3,0,0
