start_action,end_action,start_period,start_clock,end_period,end_clock,teamA_no,teamA_name,lineupA_players,lineupA_uid,lineupA_pos_mix,lineupA_tokens,lineupA_names,teamB_no,teamB_name,lineupB_players,lineupB_uid,lineupB_pos_mix,lineupB_tokens,lineupB_names,poss_A,pts_A_for,pts_A_against,net_A,ORtg_A,DRtg_A,poss_B,pts_B_for,pts_B_against,net_B,ORtg_B,DRtg_B,score_start_A,score_start_B,score_end_A,score_end_B
1.0,60.0,1,10:00:00,1,05:49:00,1,TÜRK TELEKOM,"[5, 8, 76, 77, 78]",5|8|76|77|78,Unknownx5,"['1:5', '1:8', '1:76', '1:77', '1:78']","['D. Özdemiroglu', 'Y. Gültekin', 'M. Simonovic', 'J. Smith', 'K. Bankston']",2,ALIAGA PETKIM SPOR,"[42, 64, 65, 67, 68]",42|64|65|67|68,Unknownx5,"['2:42', '2:64', '2:65', '2:67', '2:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",11,3,8,-5,27.272727272727273,72.72727272727273,11,8,3,5,72.72727272727273,27.272727272727273,0,0,6,5
60.1,87.0,1,05:49:00,1,03:13:00,1,TÜRK TELEKOM,"[5, 74, 76, 77, 78]",5|74|76|77|78,Unknownx5,"['1:5', '1:74', '1:76', '1:77', '1:78']","['D. Özdemiroglu', 'J. Usher', 'M. Simonovic', 'J. Smith', 'K. Bankston']",2,ALIAGA PETKIM SPOR,"[42, 64, 65, 67, 68]",42|64|65|67|68,Unknownx5,"['2:42', '2:64', '2:65', '2:67', '2:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",7,5,5,0,71.42857142857143,71.42857142857143,7,5,5,0,71.42857142857143,71.42857142857143,6,5,8,13
87.1,93.0,1,03:13:00,1,03:13:00,1,TÜRK TELEKOM,"[7, 74, 75, 77, 87]",7|74|75|77|87,Unknownx5,"['1:7', '1:74', '1:75', '1:77', '1:87']","['B. Durmaz', 'J. Usher', 'K. Allman', 'J. Smith', 'K. Alexander']",2,ALIAGA PETKIM SPOR,"[42, 64, 65, 67, 68]",42|64|65|67|68,Unknownx5,"['2:42', '2:64', '2:65', '2:67', '2:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",0,0,0,0,,,0,0,0,0,,,8,13,8,13
93.1,117.0,1,03:13:00,1,01:14:00,1,TÜRK TELEKOM,"[7, 74, 75, 77, 87]",7|74|75|77|87,Unknownx5,"['1:7', '1:74', '1:75', '1:77', '1:87']","['B. Durmaz', 'J. Usher', 'K. Allman', 'J. Smith', 'K. Alexander']",2,ALIAGA PETKIM SPOR,"[42, 65, 66, 68, 98]",42|65|66|68|98,Unknownx5,"['2:42', '2:65', '2:66', '2:68', '2:98']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'Y. Franke', 'P. Scrubb']",3,0,0,0,0.0,0.0,3,0,0,0,0.0,0.0,8,13,10,13
117.1,122.0,1,01:14:00,1,01:14:00,1,TÜRK TELEKOM,"[7, 74, 75, 77, 87]",7|74|75|77|87,Unknownx5,"['1:7', '1:74', '1:75', '1:77', '1:87']","['B. Durmaz', 'J. Usher', 'K. Allman', 'J. Smith', 'K. Alexander']",2,ALIAGA PETKIM SPOR,"[43, 66, 68, 70, 98]",43|66|68|70|98,Unknownx5,"['2:43', '2:66', '2:68', '2:70', '2:98']","['M. Kurtuldum', 'J. Floyd', 'Y. Franke', 'U. Utomi', 'P. Scrubb']",1,1,0,1,100.0,,0,0,1,-1,,100.0,10,13,12,13
122.1,145.0,1,01:14:00,2,10:00:00,1,TÜRK TELEKOM,"[3, 7, 74, 75, 87]",3|7|74|75|87,Unknownx5,"['1:3', '1:7', '1:74', '1:75', '1:87']","['A. Kahraman', 'B. Durmaz', 'J. Usher', 'K. Allman', 'K. Alexander']",2,ALIAGA PETKIM SPOR,"[43, 66, 68, 70, 98]",43|66|68|70|98,Unknownx5,"['2:43', '2:66', '2:68', '2:70', '2:98']","['M. Kurtuldum', 'J. Floyd', 'Y. Franke', 'U. Utomi', 'P. Scrubb']",3,3,1,2,100.0,50.0,2,1,3,-2,50.0,100.0,12,13,16,15
145.1,172.0,2,10:00:00,2,08:41:00,1,TÜRK TELEKOM,"[3, 7, 74, 75, 87]",3|7|74|75|87,Unknownx5,"['1:3', '1:7', '1:74', '1:75', '1:87']","['A. Kahraman', 'B. Durmaz', 'J. Usher', 'K. Allman', 'K. Alexander']",2,ALIAGA PETKIM SPOR,"[43, 66, 67, 70, 98]",43|66|67|70|98,Unknownx5,"['2:43', '2:66', '2:67', '2:70', '2:98']","['M. Kurtuldum', 'J. Floyd', 'D. Efianayi Jr', 'U. Utomi', 'P. Scrubb']",4,0,0,0,0.0,0.0,4,0,0,0,0.0,0.0,16,15,16,15
172.1,197.0,2,08:41:00,2,06:10:00,1,TÜRK TELEKOM,"[3, 7, 74, 75, 87]",3|7|74|75|87,Unknownx5,"['1:3', '1:7', '1:74', '1:75', '1:87']","['A. Kahraman', 'B. Durmaz', 'J. Usher', 'K. Allman', 'K. Alexander']",2,ALIAGA PETKIM SPOR,"[43, 64, 67, 70, 98]",43|64|67|70|98,Unknownx5,"['2:43', '2:64', '2:67', '2:70', '2:98']","['M. Kurtuldum', 'M. Sajus', 'D. Efianayi Jr', 'U. Utomi', 'P. Scrubb']",6,7,3,4,116.66666666666667,42.857142857142854,7,3,7,-4,42.857142857142854,116.66666666666667,16,15,18,23
197.1,207.0,2,06:10:00,2,06:10:00,1,TÜRK TELEKOM,"[5, 8, 76, 77, 78]",5|8|76|77|78,Unknownx5,"['1:5', '1:8', '1:76', '1:77', '1:78']","['D. Özdemiroglu', 'Y. Gültekin', 'M. Simonovic', 'J. Smith', 'K. Bankston']",2,ALIAGA PETKIM SPOR,"[43, 64, 67, 70, 98]",43|64|67|70|98,Unknownx5,"['2:43', '2:64', '2:67', '2:70', '2:98']","['M. Kurtuldum', 'M. Sajus', 'D. Efianayi Jr', 'U. Utomi', 'P. Scrubb']",0,0,0,0,,,0,0,0,0,,,18,23,18,23
207.1,222.0,2,06:10:00,2,04:41:00,1,TÜRK TELEKOM,"[5, 8, 76, 77, 78]",5|8|76|77|78,Unknownx5,"['1:5', '1:8', '1:76', '1:77', '1:78']","['D. Özdemiroglu', 'Y. Gültekin', 'M. Simonovic', 'J. Smith', 'K. Bankston']",2,ALIAGA PETKIM SPOR,"[43, 44, 64, 67, 98]",43|44|64|67|98,Unknownx5,"['2:43', '2:44', '2:64', '2:67', '2:98']","['M. Kurtuldum', 'T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'P. Scrubb']",2,3,3,0,150.0,150.0,2,3,3,0,150.0,150.0,18,23,23,26
