gt,clock,s1,s2,lead,tno,period,periodType,pno,player,success,actionType,actionNumber,previousAction,qualifier,subType,scoring,shirtNumber,firstName,familyName,internationalFirstName,internationalFamilyName,firstNameInitial,familyNameInitial,internationalFirstNameInitial,internationalFamilyNameInitial,scoreboardName,team_name,team_code,player_name_from_roster,player_shirt,player_pos_raw,player_pos_group,x,y,r,ev_code,ev_result,ev_text,assist_pno,assist_tno,assist_player,block_pno,block_tno,block_player,assist_pos_group,block_pos_group,points,possession_id,possession_owner_tno,possession_end_reason,pts_1,cum_1,pts_2,cum_2
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,game,1,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,game start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,period,2,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,period start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,jumpball,4,,[],startperiod,0,,,,,,,,,,,,,,,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:58,09:58:00,0,0,0,2,1,REGULAR,64,M. SAJUS,1,jumpball,5,4,[],won,0,19,Martynas,Sajus,Martynas,Sajus,M,S,M,S,M. Sajus,ALIAGA PETKIM SPOR,PTK,M. Sajus,19,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:58,09:58:00,0,0,0,1,1,REGULAR,78,K. BANKSTON,1,jumpball,6,4,[],lost,0,30,Kristeon Lamar,Bankston,Kristeon Lamar,Bankston,K,B,K,B,K. Bankston,TÜRK TELEKOM,TTK,K. Bankston,30,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:44,09:44:00,0,3,-3,2,1,REGULAR,68,Y. FRANKE,1,3pt,7,,[],jumpshot,1,5,Yannick Ayrton,Franke,Yannick Ayrton,Franke,Y,F,Y,F,Y. Franke,ALIAGA PETKIM SPOR,PTK,Y. Franke,5,,,32.450000762939,37.849998474121,1.0,P3,made,ALIAGA PETKIM SPOR Y. FRANKE 3Pt made,64.0,2.0,M. SAJUS,,,,,,3,1,2.0,score,0,0,3,3
09:44,09:44:00,0,3,-3,2,1,REGULAR,64,M. SAJUS,1,assist,8,7,[],,0,19,Martynas,Sajus,Martynas,Sajus,M,S,M,S,M. Sajus,ALIAGA PETKIM SPOR,PTK,M. Sajus,19,,,,,,ASS,,ALIAGA PETKIM SPOR M. SAJUS assist,,,,,,,,,0,2,1.0,,0,0,0,3
09:26,09:26:00,0,3,-3,1,1,REGULAR,76,M. SIMONOVIC,0,3pt,9,,[],jumpshot,1,11,Marko,Simonovic,Marko,Simonovic,M,S,M,S,M. Simonovic,TÜRK TELEKOM,TTK,M. Simonovic,11,,,66.769996643066,45.479999542236,0.0,P3,missed,TÜRK TELEKOM M. SIMONOVIC 3Pt missed,,,,,,,,,0,2,1.0,def_reb,0,0,0,3
09:22,09:22:00,0,3,-3,2,1,REGULAR,67,D. EFIANAYI JR,1,rebound,10,9,[],defensive,0,4,David Tinsley Eghosa,Efianayi Jr,David Tinsley Eghosa,Efianayi Jr,D,E,D,E,D. Efianayi Jr,ALIAGA PETKIM SPOR,PTK,D. Efianayi Jr,4,,,,,,REB,,ALIAGA PETKIM SPOR rebound defensive,,,,,,,,,0,3,2.0,def_reb,0,0,0,3
09:09,09:09:00,0,3,-3,2,1,REGULAR,67,D. EFIANAYI JR,0,2pt,11,,['pointsinthepaint'],jumpshot,1,4,David Tinsley Eghosa,Efianayi Jr,David Tinsley Eghosa,Efianayi Jr,D,E,D,E,D. Efianayi Jr,ALIAGA PETKIM SPOR,PTK,D. Efianayi Jr,4,,,17.780000686646,46.889999389648,0.0,P2,missed,ALIAGA PETKIM SPOR D. EFIANAYI JR 2Pt missed,,,,,,,,,0,4,1.0,def_reb,0,0,0,3
09:05,09:05:00,0,3,-3,1,1,REGULAR,8,Y. GÜLTEKIN,1,rebound,12,11,[],defensive,0,19,Yavuz,Gültekin,Yavuz,Gültekin,Y,G,Y,G,Y. Gültekin,TÜRK TELEKOM,TTK,Y. Gültekin,19,,,,,,REB,,TÜRK TELEKOM rebound defensive,,,,,,,,,0,5,2.0,def_reb,0,0,0,3
09:01,09:01:00,0,3,-3,1,1,REGULAR,77,J. SMITH,0,3pt,13,,[],jumpshot,1,9,Jaleen Devon,Smith,Jaleen Devon,Smith,J,S,J,S,J. Smith,TÜRK TELEKOM,TTK,J. Smith,9,,,65.98999786377,56.209999084473,0.0,P3,missed,TÜRK TELEKOM J. SMITH 3Pt missed,,,,,,,,,0,6,1.0,def_reb,0,0,0,3
08:57,08:57:00,0,3,-3,2,1,REGULAR,65,R. BLUMBERGS,1,rebound,14,13,[],defensive,0,6,Roberts,Blumbergs,Roberts,Blumbergs,R,B,R,B,R. Blumbergs,ALIAGA PETKIM SPOR,PTK,R. Blumbergs,6,,,,,,REB,,ALIAGA PETKIM SPOR rebound defensive,,,,,,,,,0,7,2.0,def_reb,0,0,0,3
08:41,08:41:00,0,3,-3,2,1,REGULAR,68,Y. FRANKE,0,3pt,15,,[],jumpshot,1,5,Yannick Ayrton,Franke,Yannick Ayrton,Franke,Y,F,Y,F,Y. Franke,ALIAGA PETKIM SPOR,PTK,Y. Franke,5,,,27.610000610352,80.230003356934,0.0,P3,missed,ALIAGA PETKIM SPOR Y. FRANKE 3Pt missed,,,,,,,,,0,8,1.0,,0,0,0,3
08:38,08:38:00,0,3,-3,2,1,REGULAR,64,M. SAJUS,1,rebound,16,15,[],offensive,0,19,Martynas,Sajus,Martynas,Sajus,M,S,M,S,M. Sajus,ALIAGA PETKIM SPOR,PTK,M. Sajus,19,,,,,,REB,,ALIAGA PETKIM SPOR rebound offensive,,,,,,,,,0,8,1.0,,0,0,0,3
