team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
2,ALIAGA PETKIM SPOR,117.1,145.0,"[43, 66, 68, 70, 98]",5,43|66|68|70|98,"['2:43', '2:66', '2:68', '2:70', '2:98']","['M. Kurtuldum', 'J. Floyd', 'Y. Franke', 'U. Utomi', 'P. Scrubb']",2:43|2:66|2:68|2:70|2:98,Unknownx5,1,01:14:00,2,10:00:00,13,10,15,16
2,ALIAGA PETKIM SPOR,145.1,172.0,"[43, 66, 67, 70, 98]",5,43|66|67|70|98,"['2:43', '2:66', '2:67', '2:70', '2:98']","['M. Kurtuldum', 'J. Floyd', 'D. Efianayi Jr', 'U. Utomi', 'P. Scrubb']",2:43|2:66|2:67|2:70|2:98,Unknownx5,2,10:00:00,2,08:41:00,15,16,15,16
2,ALIAGA PETKIM SPOR,172.1,207.0,"[43, 64, 67, 70, 98]",5,43|64|67|70|98,"['2:43', '2:64', '2:67', '2:70', '2:98']","['M. Kurtuldum', 'M. Sajus', 'D. Efianayi Jr', 'U. Utomi', 'P. Scrubb']",2:43|2:64|2:67|2:70|2:98,Unknownx5,2,08:41:00,2,06:10:00,15,16,23,18
2,ALIAGA PETKIM SPOR,207.1,222.0,"[43, 44, 64, 67, 98]",5,43|44|64|67|98,"['2:43', '2:44', '2:64', '2:67', '2:98']","['M. Kurtuldum', 'T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'P. Scrubb']",2:43|2:44|2:64|2:67|2:98,Unknownx5,2,06:10:00,2,04:41:00,23,18,26,23
2,ALIAGA PETKIM SPOR,222.1,245.0,"[43, 44, 64, 68, 98]",5,43|44|64|68|98,"['2:43', '2:44', '2:64', '2:68', '2:98']","['M. Kurtuldum', 'T. Sav', 'M. Sajus', 'Y. Franke', 'P. Scrubb']",2:43|2:44|2:64|2:68|2:98,Unknownx5,2,04:41:00,2,03:34:00,26,23,26,27
2,ALIAGA PETKIM SPOR,245.1,255.0,"[42, 43, 44, 64, 67]",5,42|43|44|64|67,"['2:42', '2:43', '2:44', '2:64', '2:67']","['Y. Sonsirma', 'M. Kurtuldum', 'T. Sav', 'M. Sajus', 'D. Efianayi Jr']",2:42|2:43|2:44|2:64|2:67,Unknownx5,2,03:34:00,2,03:14:00,26,27,26,27
2,ALIAGA PETKIM SPOR,255.1,289.0,"[42, 44, 64, 67, 70]",5,42|44|64|67|70,"['2:42', '2:44', '2:64', '2:67', '2:70']","['Y. Sonsirma', 'T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'U. Utomi']",2:42|2:44|2:64|2:67|2:70,Unknownx5,2,03:14:00,2,01:49:00,26,27,30,34
2,ALIAGA PETKIM SPOR,289.1,329.0,"[42, 64, 65, 67, 70]",5,42|64|65|67|70,"['2:42', '2:64', '2:65', '2:67', '2:70']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'U. Utomi']",2:42|2:64|2:65|2:67|2:70,Unknownx5,2,01:49:00,3,10:00:00,30,34,32,37
2,ALIAGA PETKIM SPOR,329.1,360.0,"[42, 64, 65, 67, 98]",5,42|64|65|67|98,"['2:42', '2:64', '2:65', '2:67', '2:98']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'P. Scrubb']",2:42|2:64|2:65|2:67|2:98,Unknownx5,3,10:00:00,3,07:56:00,32,37,32,43
2,ALIAGA PETKIM SPOR,360.1,376.0,"[42, 64, 65, 67, 68]",5,42|64|65|67|68,"['2:42', '2:64', '2:65', '2:67', '2:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",2:42|2:64|2:65|2:67|2:68,Unknownx5,3,07:56:00,3,06:51:00,32,43,32,46
2,ALIAGA PETKIM SPOR,376.1,421.0,"[44, 64, 67, 68, 98]",5,44|64|67|68|98,"['2:44', '2:64', '2:67', '2:68', '2:98']","['T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke', 'P. Scrubb']",2:44|2:64|2:67|2:68|2:98,Unknownx5,3,06:51:00,3,04:24:00,32,46,35,55
2,ALIAGA PETKIM SPOR,421.1,451.0,"[42, 64, 67, 68, 70]",5,42|64|67|68|70,"['2:42', '2:64', '2:67', '2:68', '2:70']","['Y. Sonsirma', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke', 'U. Utomi']",2:42|2:64|2:67|2:68|2:70,Unknownx5,3,04:24:00,3,03:31:00,35,55,38,57
2,ALIAGA PETKIM SPOR,451.1,496.0,"[42, 66, 68, 70, 98]",5,42|66|68|70|98,"['2:42', '2:66', '2:68', '2:70', '2:98']","['Y. Sonsirma', 'J. Floyd', 'Y. Franke', 'U. Utomi', 'P. Scrubb']",2:42|2:66|2:68|2:70|2:98,Unknownx5,3,03:31:00,3,01:14:00,38,57,48,60
2,ALIAGA PETKIM SPOR,496.1,509.0,"[43, 66, 68, 70, 98]",5,43|66|68|70|98,"['2:43', '2:66', '2:68', '2:70', '2:98']","['M. Kurtuldum', 'J. Floyd', 'Y. Franke', 'U. Utomi', 'P. Scrubb']",2:43|2:66|2:68|2:70|2:98,Unknownx5,3,01:14:00,4,10:00:00,48,60,48,62
2,ALIAGA PETKIM SPOR,509.1,552.0,"[42, 66, 67, 68, 70]",5,42|66|67|68|70,"['2:42', '2:66', '2:67', '2:68', '2:70']","['Y. Sonsirma', 'J. Floyd', 'D. Efianayi Jr', 'Y. Franke', 'U. Utomi']",2:42|2:66|2:67|2:68|2:70,Unknownx5,4,10:00:00,4,07:34:00,48,62,52,64
2,ALIAGA PETKIM SPOR,552.1,562.0,"[42, 64, 67, 68, 70]",5,42|64|67|68|70,"['2:42', '2:64', '2:67', '2:68', '2:70']","['Y. Sonsirma', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke', 'U. Utomi']",2:42|2:64|2:67|2:68|2:70,Unknownx5,4,07:34:00,4,06:54:00,52,64,52,64
2,ALIAGA PETKIM SPOR,562.1,570.0,"[42, 64, 68, 70, 98]",5,42|64|68|70|98,"['2:42', '2:64', '2:68', '2:70', '2:98']","['Y. Sonsirma', 'M. Sajus', 'Y. Franke', 'U. Utomi', 'P. Scrubb']",2:42|2:64|2:68|2:70|2:98,Unknownx5,4,06:54:00,4,06:49:00,52,64,52,64
2,ALIAGA PETKIM SPOR,570.1,626.0,"[42, 64, 65, 68, 98]",5,42|64|65|68|98,"['2:42', '2:64', '2:65', '2:68', '2:98']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'Y. Franke', 'P. Scrubb']",2:42|2:64|2:65|2:68|2:98,Unknownx5,4,06:49:00,4,03:31:00,52,64,55,72
2,ALIAGA PETKIM SPOR,626.1,676.0,"[44, 64, 67, 68, 98]",5,44|64|67|68|98,"['2:44', '2:64', '2:67', '2:68', '2:98']","['T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke', 'P. Scrubb']",2:44|2:64|2:67|2:68|2:98,Unknownx5,4,03:31:00,4,01:09:00,55,72,59,80
2,ALIAGA PETKIM SPOR,676.1,703.0,"[44, 46, 64, 67, 68]",5,44|46|64|67|68,"['2:44', '2:46', '2:64', '2:67', '2:68']","['T. Sav', 'K. Soyuçayli', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke']",2:44|2:46|2:64|2:67|2:68,Unknownx5,4,01:09:00,4,00:00:00,59,80,61,85
