team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,TÜRK TELEKOM,1.0,60.0,"[5, 8, 76, 77, 78]",5,5|8|76|77|78,"['1:5', '1:8', '1:76', '1:77', '1:78']","['D. Özdemiroglu', 'Y. Gültekin', 'M. Simonovic', 'J. Smith', 'K. Bankston']",1:5|1:8|1:76|1:77|1:78,Unknownx5,1,10:00:00,1,05:49:00,0,0,6,5
1,TÜRK TELEKOM,60.1,87.0,"[5, 74, 76, 77, 78]",5,5|74|76|77|78,"['1:5', '1:74', '1:76', '1:77', '1:78']","['D. Özdemiroglu', 'J. Usher', 'M. Simonovic', 'J. Smith', 'K. Bankston']",1:5|1:74|1:76|1:77|1:78,Unknownx5,1,05:49:00,1,03:13:00,6,5,8,13
1,TÜRK TELEKOM,87.1,122.0,"[7, 74, 75, 77, 87]",5,7|74|75|77|87,"['1:7', '1:74', '1:75', '1:77', '1:87']","['B. Durmaz', 'J. Usher', 'K. Allman', 'J. Smith', 'K. Alexander']",1:7|1:74|1:75|1:77|1:87,Unknownx5,1,03:13:00,1,01:14:00,8,13,12,13
1,TÜRK TELEKOM,122.1,197.0,"[3, 7, 74, 75, 87]",5,3|7|74|75|87,"['1:3', '1:7', '1:74', '1:75', '1:87']","['A. Kahraman', 'B. Durmaz', 'J. Usher', 'K. Allman', 'K. Alexander']",1:3|1:7|1:74|1:75|1:87,Unknownx5,1,01:14:00,2,06:10:00,12,13,18,23
1,TÜRK TELEKOM,197.1,269.0,"[5, 8, 76, 77, 78]",5,5|8|76|77|78,"['1:5', '1:8', '1:76', '1:77', '1:78']","['D. Özdemiroglu', 'Y. Gültekin', 'M. Simonovic', 'J. Smith', 'K. Bankston']",1:5|1:8|1:76|1:77|1:78,Unknownx5,2,06:10:00,2,02:11:00,18,23,32,30
1,TÜRK TELEKOM,269.1,285.0,"[5, 74, 76, 77, 78]",5,5|74|76|77|78,"['1:5', '1:74', '1:76', '1:77', '1:78']","['D. Özdemiroglu', 'J. Usher', 'M. Simonovic', 'J. Smith', 'K. Bankston']",1:5|1:74|1:76|1:77|1:78,Unknownx5,2,02:11:00,2,01:49:00,32,30,34,30
1,TÜRK TELEKOM,285.1,306.0,"[5, 7, 74, 77, 87]",5,5|7|74|77|87,"['1:5', '1:7', '1:74', '1:77', '1:87']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'J. Smith', 'K. Alexander']",1:5|1:7|1:74|1:77|1:87,Unknownx5,2,01:49:00,2,00:27:90,34,30,37,30
1,TÜRK TELEKOM,306.1,314.0,"[5, 74, 75, 76, 77]",5,5|74|75|76|77,"['1:5', '1:74', '1:75', '1:76', '1:77']","['D. Özdemiroglu', 'J. Usher', 'K. Allman', 'M. Simonovic', 'J. Smith']",1:5|1:74|1:75|1:76|1:77,Unknownx5,2,00:27:90,2,00:11:80,37,30,37,30
1,TÜRK TELEKOM,314.1,327.0,"[5, 7, 8, 74, 87]",5,5|7|8|74|87,"['1:5', '1:7', '1:8', '1:74', '1:87']","['D. Özdemiroglu', 'B. Durmaz', 'Y. Gültekin', 'J. Usher', 'K. Alexander']",1:5|1:7|1:8|1:74|1:87,Unknownx5,2,00:11:80,3,10:00:00,37,30,37,32
1,TÜRK TELEKOM,327.1,334.0,"[5, 7, 74, 77, 87]",5,5|7|74|77|87,"['1:5', '1:7', '1:74', '1:77', '1:87']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'J. Smith', 'K. Alexander']",1:5|1:7|1:74|1:77|1:87,Unknownx5,3,10:00:00,3,09:37:00,37,32,37,32
1,TÜRK TELEKOM,334.1,391.0,"[5, 7, 74, 75, 87]",5,5|7|74|75|87,"['1:5', '1:7', '1:74', '1:75', '1:87']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'K. Allman', 'K. Alexander']",1:5|1:7|1:74|1:75|1:87,Unknownx5,3,09:37:00,3,05:51:00,37,32,46,35
1,TÜRK TELEKOM,391.1,412.0,"[5, 7, 74, 75, 78]",5,5|7|74|75|78,"['1:5', '1:7', '1:74', '1:75', '1:78']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'K. Allman', 'K. Bankston']",1:5|1:7|1:74|1:75|1:78,Unknownx5,3,05:51:00,3,05:01:00,46,35,53,35
1,TÜRK TELEKOM,412.1,435.0,"[7, 74, 75, 77, 78]",5,7|74|75|77|78,"['1:7', '1:74', '1:75', '1:77', '1:78']","['B. Durmaz', 'J. Usher', 'K. Allman', 'J. Smith', 'K. Bankston']",1:7|1:74|1:75|1:77|1:78,Unknownx5,3,05:01:00,3,04:06:00,53,35,55,38
1,TÜRK TELEKOM,435.1,449.0,"[7, 8, 75, 77, 78]",5,7|8|75|77|78,"['1:7', '1:8', '1:75', '1:77', '1:78']","['B. Durmaz', 'Y. Gültekin', 'K. Allman', 'J. Smith', 'K. Bankston']",1:7|1:8|1:75|1:77|1:78,Unknownx5,3,04:06:00,3,03:31:00,55,38,57,38
1,TÜRK TELEKOM,449.1,464.0,"[8, 75, 76, 77, 78]",5,8|75|76|77|78,"['1:8', '1:75', '1:76', '1:77', '1:78']","['Y. Gültekin', 'K. Allman', 'M. Simonovic', 'J. Smith', 'K. Bankston']",1:8|1:75|1:76|1:77|1:78,Unknownx5,3,03:31:00,3,03:10:00,57,38,58,41
1,TÜRK TELEKOM,464.1,486.0,"[3, 8, 76, 77, 78]",5,3|8|76|77|78,"['1:3', '1:8', '1:76', '1:77', '1:78']","['A. Kahraman', 'Y. Gültekin', 'M. Simonovic', 'J. Smith', 'K. Bankston']",1:3|1:8|1:76|1:77|1:78,Unknownx5,3,03:10:00,3,01:14:00,58,41,60,48
1,TÜRK TELEKOM,486.1,521.0,"[5, 7, 74, 75, 87]",5,5|7|74|75|87,"['1:5', '1:7', '1:74', '1:75', '1:87']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'K. Allman', 'K. Alexander']",1:5|1:7|1:74|1:75|1:87,Unknownx5,3,01:14:00,4,09:05:00,60,48,62,51
1,TÜRK TELEKOM,521.1,540.0,"[5, 7, 75, 77, 87]",5,5|7|75|77|87,"['1:5', '1:7', '1:75', '1:77', '1:87']","['D. Özdemiroglu', 'B. Durmaz', 'K. Allman', 'J. Smith', 'K. Alexander']",1:5|1:7|1:75|1:77|1:87,Unknownx5,4,09:05:00,4,08:08:00,62,51,62,52
1,TÜRK TELEKOM,540.1,598.0,"[5, 75, 76, 77, 87]",5,5|75|76|77|87,"['1:5', '1:75', '1:76', '1:77', '1:87']","['D. Özdemiroglu', 'K. Allman', 'M. Simonovic', 'J. Smith', 'K. Alexander']",1:5|1:75|1:76|1:77|1:87,Unknownx5,4,08:08:00,4,04:35:00,62,52,72,55
1,TÜRK TELEKOM,598.1,638.0,"[5, 75, 76, 77, 78]",5,5|75|76|77|78,"['1:5', '1:75', '1:76', '1:77', '1:78']","['D. Özdemiroglu', 'K. Allman', 'M. Simonovic', 'J. Smith', 'K. Bankston']",1:5|1:75|1:76|1:77|1:78,Unknownx5,4,04:35:00,4,02:55:00,72,55,74,55
1,TÜRK TELEKOM,638.1,655.0,"[5, 8, 76, 77, 78]",5,5|8|76|77|78,"['1:5', '1:8', '1:76', '1:77', '1:78']","['D. Özdemiroglu', 'Y. Gültekin', 'M. Simonovic', 'J. Smith', 'K. Bankston']",1:5|1:8|1:76|1:77|1:78,Unknownx5,4,02:55:00,4,02:06:00,74,55,77,57
1,TÜRK TELEKOM,655.1,703.0,"[3, 8, 76, 77, 78]",5,3|8|76|77|78,"['1:3', '1:8', '1:76', '1:77', '1:78']","['A. Kahraman', 'Y. Gültekin', 'M. Simonovic', 'J. Smith', 'K. Bankston']",1:3|1:8|1:76|1:77|1:78,Unknownx5,4,02:06:00,4,00:00:00,77,57,85,61
2,ALIAGA PETKIM SPOR,1.0,93.0,"[42, 64, 65, 67, 68]",5,42|64|65|67|68,"['2:42', '2:64', '2:65', '2:67', '2:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",2:42|2:64|2:65|2:67|2:68,Unknownx5,1,10:00:00,1,03:13:00,0,0,13,8
2,ALIAGA PETKIM SPOR,93.1,117.0,"[42, 65, 66, 68, 98]",5,42|65|66|68|98,"['2:42', '2:65', '2:66', '2:68', '2:98']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'Y. Franke', 'P. Scrubb']",2:42|2:65|2:66|2:68|2:98,Unknownx5,1,03:13:00,1,01:14:00,13,8,13,10
