team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,TÜRK TELEKOM,TTK,75,K. Allman,Kyle Lindsay,Allman,1,0,,0,,,22:05,4,12,33,2,3,66,2,9,22,7,8,87,2,0,2,2,2,1,1,1,3,5,17,0,0,19,2,K. Allman,1:75
1,TÜRK TELEKOM,TTK,4,M. Tekçevik,Mete,Tekçevik,2,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M. Tekçevik,1:4
1,TÜRK TELEKOM,TTK,7,B. Durmaz,Berkan,Durmaz,3,0,,0,,,18:11,0,1,0,0,1,0,0,0,0,0,0,0,3,0,3,1,0,3,0,0,1,2,0,0,0,13,0,B. Durmaz,1:7
1,TÜRK TELEKOM,TTK,6,E. Kosut,Emircan,Kosut,5,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E. Kosut,1:6
1,TÜRK TELEKOM,TTK,3,A. Kahraman,Ata,Kahraman,6,0,,1,,,9:06,3,5,60,0,0,0,3,5,60,0,0,0,1,0,1,0,1,1,0,0,1,0,6,0,4,-5,4,A. Kahraman,1:3
1,TÜRK TELEKOM,TTK,87,K. Alexander,Kyle John Solomon,Alexander,7,0,,0,,,19:24,2,3,66,0,0,0,2,3,66,0,0,0,1,2,3,0,0,0,0,0,0,2,4,2,0,12,4,K. Alexander,1:87
1,TÜRK TELEKOM,TTK,74,J. Usher,Jordan Emanuel ,Usher,8,0,,0,,,19:53,2,7,28,0,2,0,2,5,40,0,0,0,3,1,4,0,1,0,0,0,0,0,4,0,0,8,4,J. Usher,1:74
1,TÜRK TELEKOM,TTK,77,J. Smith,Jaleen Devon,Smith,9,1,,1,,,27:59,5,11,45,3,7,42,2,4,50,4,4,100,1,0,1,6,2,0,0,0,3,2,17,5,0,18,2,J. Smith,1:77
1,TÜRK TELEKOM,TTK,76,M. Simonovic,Marko,Simonovic,11,1,,1,,,21:49,2,6,33,1,4,25,1,2,50,0,0,0,2,3,5,3,2,0,0,1,4,0,5,5,0,11,2,M. Simonovic,1:76
1,TÜRK TELEKOM,TTK,5,D. Özdemiroglu,Dogus,Özdemiroglu,18,1,1.0,0,,,27:04,7,15,46,3,10,30,4,5,80,4,6,66,5,1,6,4,1,2,1,0,2,6,21,5,2,26,4,D. Özdemiroglu,1:5
1,TÜRK TELEKOM,TTK,8,Y. Gültekin,Yavuz,Gültekin,19,1,,1,,,14:09,1,2,50,1,2,50,0,0,0,0,0,0,4,1,5,0,0,0,0,0,3,2,3,0,0,6,0,Y. Gültekin,1:8
1,TÜRK TELEKOM,TTK,78,K. Bankston,Kristeon Lamar,Bankston,30,1,,1,,,20:20,4,5,80,0,0,0,4,5,80,0,0,0,2,2,4,1,0,0,1,1,0,0,8,0,0,12,8,K. Bankston,1:78
2,ALIAGA PETKIM SPOR,PTK,46,K. Soyuçayli,Kerem,Soyuçayli,1,0,,1,,,1:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,K. Soyuçayli,2:46
2,ALIAGA PETKIM SPOR,PTK,45,B. Güler,Boran,Güler,2,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B. Güler,2:45
2,ALIAGA PETKIM SPOR,PTK,67,D. Efianayi Jr,David Tinsley Eghosa,Efianayi Jr,4,1,,1,,,28:46,3,11,27,2,7,28,1,4,25,6,6,100,3,0,3,4,6,0,0,1,4,6,14,2,3,-14,2,D. Efianayi Jr,2:67
2,ALIAGA PETKIM SPOR,PTK,68,Y. Franke,Yannick Ayrton,Franke,5,1,,1,,,29:03,5,12,41,5,12,41,0,0,0,1,2,50,2,0,2,2,1,0,0,0,2,5,16,0,3,-18,0,Y. Franke,2:68
2,ALIAGA PETKIM SPOR,PTK,65,R. Blumbergs,Roberts,Blumbergs,6,1,,0,,,17:02,1,4,25,1,3,33,0,1,0,0,0,0,2,2,4,0,0,0,0,1,1,0,3,0,0,-12,0,R. Blumbergs,2:65
2,ALIAGA PETKIM SPOR,PTK,43,M. Kurtuldum,Mustafa,Kurtuldum,7,0,,0,,,9:14,1,2,50,1,1,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,-4,0,M. Kurtuldum,2:43
2,ALIAGA PETKIM SPOR,PTK,70,U. Utomi,Uzodinma,Utomi,8,0,,0,,,15:53,1,5,20,0,3,0,1,2,50,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,6,2,U. Utomi,2:70
2,ALIAGA PETKIM SPOR,PTK,42,Y. Sonsirma,Yunus Emre,Sonsirma,9,1,1.0,0,,,25:08,2,7,28,2,5,40,0,2,0,0,0,0,1,1,2,3,3,1,0,1,3,3,6,0,0,-7,0,Y. Sonsirma,2:42
2,ALIAGA PETKIM SPOR,PTK,44,T. Sav,Troy Selim,Sav,15,0,,1,,,10:19,0,2,0,0,1,0,0,1,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,-22,0,T. Sav,2:44
2,ALIAGA PETKIM SPOR,PTK,64,M. Sajus,Martynas,Sajus,19,1,,1,,,29:31,3,5,60,0,0,0,3,5,60,2,2,100,3,5,8,3,2,3,3,0,2,2,8,0,0,-25,6,M. Sajus,2:64
2,ALIAGA PETKIM SPOR,PTK,66,J. Floyd,Jehyve Jamal,Floyd,20,0,,0,,,10:29,1,2,50,0,0,0,1,2,50,0,0,0,3,0,3,1,1,1,0,0,4,0,2,0,0,1,2,J. Floyd,2:66
2,ALIAGA PETKIM SPOR,PTK,98,P. Scrubb,Philip Alexander,Scrubb,23,0,,0,,,23:26,3,7,42,1,5,20,2,2,100,0,0,0,3,1,4,3,1,0,0,0,2,1,7,0,0,-22,2,P. Scrubb,2:98
