team_no,team_name,team_code,player_no,name,shirtNumber,position_raw,position_group,pair_token
1,TÜRK TELEKOM,TTK,3,A. Kahraman,6,,,1:3
1,TÜRK TELEKOM,TTK,7,B. Durmaz,3,,,1:7
1,TÜRK TELEKOM,TTK,5,D. Özdemiroglu,18,,,1:5
1,TÜRK TELEKOM,TTK,6,E. Kosut,5,,,1:6
1,TÜRK TELEKOM,TTK,77,J. Smith,9,,,1:77
1,TÜRK TELEKOM,TTK,74,J. Usher,8,,,1:74
1,TÜRK TELEKOM,TTK,87,K. Alexander,7,,,1:87
1,TÜRK TELEKOM,TTK,75,K. Allman,1,,,1:75
1,TÜRK TELEKOM,TTK,78,K. Bankston,30,,,1:78
1,TÜRK TELEKOM,TTK,76,M. Simonovic,11,,,1:76
1,TÜRK TELEKOM,TTK,4,M. Tekçevik,2,,,1:4
1,TÜRK TELEKOM,TTK,8,Y. Gültekin,19,,,1:8
2,ALIAGA PETKIM SPOR,PTK,45,B. Güler,2,,,2:45
2,ALIAGA PETKIM SPOR,PTK,67,D. Efianayi Jr,4,,,2:67
2,ALIAGA PETKIM SPOR,PTK,66,J. Floyd,20,,,2:66
2,ALIAGA PETKIM SPOR,PTK,46,K. Soyuçayli,1,,,2:46
2,ALIAGA PETKIM SPOR,PTK,43,M. Kurtuldum,7,,,2:43
2,ALIAGA PETKIM SPOR,PTK,64,M. Sajus,19,,,2:64
2,ALIAGA PETKIM SPOR,PTK,98,P. Scrubb,23,,,2:98
2,ALIAGA PETKIM SPOR,PTK,65,R. Blumbergs,6,,,2:65
2,ALIAGA PETKIM SPOR,PTK,44,T. Sav,15,,,2:44
2,ALIAGA PETKIM SPOR,PTK,70,U. Utomi,8,,,2:70
2,ALIAGA PETKIM SPOR,PTK,68,Y. Franke,5,,,2:68
2,ALIAGA PETKIM SPOR,PTK,42,Y. Sonsirma,9,,,2:42
