team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,BAHÇESEHIR KOLEJI,BSK,76,C. Homesley,Caleb Allen,Homesley,5,1,,0,,,22:43,1,8,12,1,5,20,0,3,0,5,6,83,2,0,2,6,2,1,1,0,2,4,8,0,1,7,0,C. Homesley,1:76
1,BAHÇESEHIR KOLEJI,BSK,78,B. Koprivica,Balsa,Koprivica,8,0,,0,,,9:04,2,2,100,0,0,0,2,2,100,1,1,100,2,0,2,0,0,0,0,0,4,1,5,0,0,4,4,B. Koprivica,1:78
1,BAHÇESEHIR KOLEJI,BSK,77,M. Mitchell Ii,Matthew Antonio,Mitchell Ii,11,0,,0,,,19:28,1,4,25,0,2,0,1,2,50,2,2,100,2,2,4,1,1,0,0,0,1,1,4,0,0,-6,2,M. Mitchell Ii,1:77
1,BAHÇESEHIR KOLEJI,BSK,2,C. Mutaf,Can Maxim,Mutaf,17,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C. Mutaf,1:2
1,BAHÇESEHIR KOLEJI,BSK,81,M. Flynn,Malachi Emmanuel,Flynn,22,1,,1,,,28:44,8,16,50,4,7,57,4,9,44,3,4,75,2,1,3,4,1,0,0,1,1,6,23,0,4,7,6,M. Flynn,1:81
1,BAHÇESEHIR KOLEJI,BSK,4,A. Aydin,Ahmet Arda,Aydin,23,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A. Aydin,1:4
1,BAHÇESEHIR KOLEJI,BSK,74,M. Ponitka,Mateusz Michal,Ponitka,28,1,,1,,,26:33,6,12,50,0,3,0,6,9,66,3,4,75,0,3,3,0,2,1,1,0,2,4,15,4,2,-3,10,M. Ponitka,1:74
1,BAHÇESEHIR KOLEJI,BSK,1,I. Akpinar,Ismet,Akpinar,33,0,,0,,,5:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,I. Akpinar,1:1
1,BAHÇESEHIR KOLEJI,BSK,80,T. Williams,Trevion Lamon,Williams,50,1,,1,,,30:56,5,10,50,0,0,0,5,10,50,5,8,62,14,6,20,3,1,0,0,0,2,5,15,3,4,3,10,T. Williams,1:80
1,BAHÇESEHIR KOLEJI,BSK,62,K. Sipahi,Kenan,Sipahi,55,0,1.0,1,,,18:50,2,3,66,1,1,100,1,2,50,3,4,75,1,0,1,1,1,1,0,0,0,2,8,0,2,3,2,K. Sipahi,1:62
1,BAHÇESEHIR KOLEJI,BSK,3,G. Bas,Göktug,Bas,57,1,,0,,,16:43,1,3,33,0,1,0,1,2,50,0,0,0,0,3,3,0,1,1,1,0,4,0,2,2,0,8,2,G. Bas,1:3
1,BAHÇESEHIR KOLEJI,BSK,79,H. Hale,Hunter Jelaun,Hale,77,0,,1,,,21:52,3,5,60,3,5,60,0,0,0,4,4,100,0,0,0,1,1,0,1,0,3,2,13,3,3,18,0,H. Hale,1:79
