team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,BAHÇESEHIR KOLEJI,645.1,681.0,"[3, 76, 79, 80, 81]",5,3|76|79|80|81,"['1:3', '1:76', '1:79', '1:80', '1:81']","['G. Bas', 'C. Homesley', 'H. Hale', 'T. Williams', 'M. Flynn']",1:3|1:76|1:79|1:80|1:81,Unknownx5,4,05:36:00,4,03:29:00,75,74,80,75
1,BAHÇESEHIR KOLEJI,681.1,707.0,"[62, 74, 76, 80, 81]",5,62|74|76|80|81,"['1:62', '1:74', '1:76', '1:80', '1:81']","['K. Sipahi', 'M. Ponitka', 'C. Homesley', 'T. Williams', 'M. Flynn']",1:62|1:74|1:76|1:80|1:81,Unknownx5,4,03:29:00,4,02:10:00,80,75,82,80
1,BAHÇESEHIR KOLEJI,707.1,722.0,"[62, 74, 79, 80, 81]",5,62|74|79|80|81,"['1:62', '1:74', '1:79', '1:80', '1:81']","['K. Sipahi', 'M. Ponitka', 'H. Hale', 'T. Williams', 'M. Flynn']",1:62|1:74|1:79|1:80|1:81,Unknownx5,4,02:10:00,4,00:55:10,82,80,87,82
1,BAHÇESEHIR KOLEJI,722.1,728.0,"[62, 74, 77, 80, 81]",5,62|74|77|80|81,"['1:62', '1:74', '1:77', '1:80', '1:81']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",1:62|1:74|1:77|1:80|1:81,Unknownx5,4,00:55:10,4,00:54:10,87,82,88,84
1,BAHÇESEHIR KOLEJI,728.1,738.0,"[62, 74, 79, 80, 81]",5,62|74|79|80|81,"['1:62', '1:74', '1:79', '1:80', '1:81']","['K. Sipahi', 'M. Ponitka', 'H. Hale', 'T. Williams', 'M. Flynn']",1:62|1:74|1:79|1:80|1:81,Unknownx5,4,00:54:10,4,00:39:60,88,84,90,84
1,BAHÇESEHIR KOLEJI,738.1,746.0,"[62, 74, 77, 80, 81]",5,62|74|77|80|81,"['1:62', '1:74', '1:77', '1:80', '1:81']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",1:62|1:74|1:77|1:80|1:81,Unknownx5,4,00:39:60,4,00:36:40,90,84,90,86
1,BAHÇESEHIR KOLEJI,746.1,798.0,"[62, 74, 79, 80, 81]",5,62|74|79|80|81,"['1:62', '1:74', '1:79', '1:80', '1:81']","['K. Sipahi', 'M. Ponitka', 'H. Hale', 'T. Williams', 'M. Flynn']",1:62|1:74|1:79|1:80|1:81,Unknownx5,4,00:36:40,4,00:00:00,90,86,93,86
2,GALATASARAY MCT TECHNIC,1.0,103.0,"[101, 103, 104, 108, 109]",5,101|103|104|108|109,"['2:101', '2:103', '2:104', '2:108', '2:109']","['T. Görener', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop', 'W. Cummings']",2:101|2:103|2:104|2:108|2:109,Unknownx5,1,10:00:00,1,04:00:00,0,0,17,11
2,GALATASARAY MCT TECHNIC,103.1,143.0,"[99, 102, 103, 107, 109]",5,99|102|103|107|109,"['2:99', '2:102', '2:103', '2:107', '2:109']","['M. Yasar', 'E. Mc Collum', 'J. Palmer Jr', 'R. Meeks', 'W. Cummings']",2:99|2:102|2:103|2:107|2:109,Unknownx5,1,04:00:00,1,01:55:00,17,11,24,17
2,GALATASARAY MCT TECHNIC,143.1,160.0,"[70, 99, 102, 103, 107]",5,70|99|102|103|107,"['2:70', '2:99', '2:102', '2:103', '2:107']","['R. Öncel', 'M. Yasar', 'E. Mc Collum', 'J. Palmer Jr', 'R. Meeks']",2:70|2:99|2:102|2:103|2:107,Unknownx5,1,01:55:00,1,00:30:10,24,17,24,21
2,GALATASARAY MCT TECHNIC,160.1,171.0,"[70, 99, 101, 102, 107]",5,70|99|101|102|107,"['2:70', '2:99', '2:101', '2:102', '2:107']","['R. Öncel', 'M. Yasar', 'T. Görener', 'E. Mc Collum', 'R. Meeks']",2:70|2:99|2:101|2:102|2:107,Unknownx5,1,00:30:10,2,10:00:00,24,21,26,23
2,GALATASARAY MCT TECHNIC,171.1,215.0,"[70, 99, 102, 104, 107]",5,70|99|102|104|107,"['2:70', '2:99', '2:102', '2:104', '2:107']","['R. Öncel', 'M. Yasar', 'E. Mc Collum', 'F. White Jr', 'R. Meeks']",2:70|2:99|2:102|2:104|2:107,Unknownx5,2,10:00:00,2,07:36:00,26,23,28,26
2,GALATASARAY MCT TECHNIC,215.1,221.0,"[70, 99, 102, 103, 104]",5,70|99|102|103|104,"['2:70', '2:99', '2:102', '2:103', '2:104']","['R. Öncel', 'M. Yasar', 'E. Mc Collum', 'J. Palmer Jr', 'F. White Jr']",2:70|2:99|2:102|2:103|2:104,Unknownx5,2,07:36:00,2,07:26:00,28,26,28,26
2,GALATASARAY MCT TECHNIC,221.1,267.0,"[99, 102, 103, 104, 109]",5,99|102|103|104|109,"['2:99', '2:102', '2:103', '2:104', '2:109']","['M. Yasar', 'E. Mc Collum', 'J. Palmer Jr', 'F. White Jr', 'W. Cummings']",2:99|2:102|2:103|2:104|2:109,Unknownx5,2,07:26:00,2,04:45:00,28,26,36,30
2,GALATASARAY MCT TECHNIC,267.1,276.0,"[38, 102, 104, 107, 109]",5,38|102|104|107|109,"['2:38', '2:102', '2:104', '2:107', '2:109']","['A. Tuncer', 'E. Mc Collum', 'F. White Jr', 'R. Meeks', 'W. Cummings']",2:38|2:102|2:104|2:107|2:109,Unknownx5,2,04:45:00,2,04:44:00,36,30,38,30
2,GALATASARAY MCT TECHNIC,276.1,286.0,"[38, 102, 105, 107, 109]",5,38|102|105|107|109,"['2:38', '2:102', '2:105', '2:107', '2:109']","['A. Tuncer', 'E. Mc Collum', 'F. Gillespie Ii', 'R. Meeks', 'W. Cummings']",2:38|2:102|2:105|2:107|2:109,Unknownx5,2,04:44:00,2,04:14:00,38,30,38,32
2,GALATASARAY MCT TECHNIC,286.1,295.0,"[38, 102, 104, 105, 109]",5,38|102|104|105|109,"['2:38', '2:102', '2:104', '2:105', '2:109']","['A. Tuncer', 'E. Mc Collum', 'F. White Jr', 'F. Gillespie Ii', 'W. Cummings']",2:38|2:102|2:104|2:105|2:109,Unknownx5,2,04:14:00,2,03:29:00,38,32,38,34
2,GALATASARAY MCT TECHNIC,295.1,337.0,"[70, 103, 104, 105, 109]",5,70|103|104|105|109,"['2:70', '2:103', '2:104', '2:105', '2:109']","['R. Öncel', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie Ii', 'W. Cummings']",2:70|2:103|2:104|2:105|2:109,Unknownx5,2,03:29:00,2,00:36:00,38,34,43,40
2,GALATASARAY MCT TECHNIC,337.1,356.0,"[99, 102, 103, 104, 109]",5,99|102|103|104|109,"['2:99', '2:102', '2:103', '2:104', '2:109']","['M. Yasar', 'E. Mc Collum', 'J. Palmer Jr', 'F. White Jr', 'W. Cummings']",2:99|2:102|2:103|2:104|2:109,Unknownx5,2,00:36:00,2,00:24:10,43,40,46,42
2,GALATASARAY MCT TECHNIC,356.1,374.0,"[70, 102, 105, 107, 109]",5,70|102|105|107|109,"['2:70', '2:102', '2:105', '2:107', '2:109']","['R. Öncel', 'E. Mc Collum', 'F. Gillespie Ii', 'R. Meeks', 'W. Cummings']",2:70|2:102|2:105|2:107|2:109,Unknownx5,2,00:24:10,3,10:00:00,46,42,47,42
2,GALATASARAY MCT TECHNIC,374.1,423.0,"[101, 103, 104, 108, 109]",5,101|103|104|108|109,"['2:101', '2:103', '2:104', '2:108', '2:109']","['T. Görener', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop', 'W. Cummings']",2:101|2:103|2:104|2:108|2:109,Unknownx5,3,10:00:00,3,07:02:00,47,42,51,51
2,GALATASARAY MCT TECHNIC,423.1,433.0,"[70, 103, 104, 108, 109]",5,70|103|104|108|109,"['2:70', '2:103', '2:104', '2:108', '2:109']","['R. Öncel', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop', 'W. Cummings']",2:70|2:103|2:104|2:108|2:109,Unknownx5,3,07:02:00,3,06:45:00,51,51,51,51
2,GALATASARAY MCT TECHNIC,433.1,470.0,"[70, 102, 104, 108, 109]",5,70|102|104|108|109,"['2:70', '2:102', '2:104', '2:108', '2:109']","['R. Öncel', 'E. Mc Collum', 'F. White Jr', 'C. Bishop', 'W. Cummings']",2:70|2:102|2:104|2:108|2:109,Unknownx5,3,06:45:00,3,04:42:00,51,51,53,53
2,GALATASARAY MCT TECHNIC,470.1,491.0,"[99, 102, 104, 107, 109]",5,99|102|104|107|109,"['2:99', '2:102', '2:104', '2:107', '2:109']","['M. Yasar', 'E. Mc Collum', 'F. White Jr', 'R. Meeks', 'W. Cummings']",2:99|2:102|2:104|2:107|2:109,Unknownx5,3,04:42:00,3,03:33:00,53,53,57,55
2,GALATASARAY MCT TECHNIC,491.1,543.0,"[38, 99, 102, 104, 107]",5,38|99|102|104|107,"['2:38', '2:99', '2:102', '2:104', '2:107']","['A. Tuncer', 'M. Yasar', 'E. Mc Collum', 'F. White Jr', 'R. Meeks']",2:38|2:99|2:102|2:104|2:107,Unknownx5,3,03:33:00,3,00:55:00,57,55,61,61
2,GALATASARAY MCT TECHNIC,543.1,564.0,"[38, 99, 101, 102, 107]",5,38|99|101|102|107,"['2:38', '2:99', '2:101', '2:102', '2:107']","['A. Tuncer', 'M. Yasar', 'T. Görener', 'E. Mc Collum', 'R. Meeks']",2:38|2:99|2:101|2:102|2:107,Unknownx5,3,00:55:00,4,10:00:00,61,61,66,67
2,GALATASARAY MCT TECHNIC,564.1,578.0,"[38, 99, 102, 104, 107]",5,38|99|102|104|107,"['2:38', '2:99', '2:102', '2:104', '2:107']","['A. Tuncer', 'M. Yasar', 'E. Mc Collum', 'F. White Jr', 'R. Meeks']",2:38|2:99|2:102|2:104|2:107,Unknownx5,4,10:00:00,4,08:49:00,66,67,68,67
2,GALATASARAY MCT TECHNIC,578.1,604.0,"[99, 102, 104, 107, 109]",5,99|102|104|107|109,"['2:99', '2:102', '2:104', '2:107', '2:109']","['M. Yasar', 'E. Mc Collum', 'F. White Jr', 'R. Meeks', 'W. Cummings']",2:99|2:102|2:104|2:107|2:109,Unknownx5,4,08:49:00,4,08:08:00,68,67,70,69
2,GALATASARAY MCT TECHNIC,604.1,616.0,"[99, 102, 103, 104, 109]",5,99|102|103|104|109,"['2:99', '2:102', '2:103', '2:104', '2:109']","['M. Yasar', 'E. Mc Collum', 'J. Palmer Jr', 'F. White Jr', 'W. Cummings']",2:99|2:102|2:103|2:104|2:109,Unknownx5,4,08:08:00,4,07:14:00,70,69,72,71
2,GALATASARAY MCT TECHNIC,616.1,656.0,"[70, 102, 103, 104, 108]",5,70|102|103|104|108,"['2:70', '2:102', '2:103', '2:104', '2:108']","['R. Öncel', 'E. Mc Collum', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop']",2:70|2:102|2:103|2:104|2:108,Unknownx5,4,07:14:00,4,04:57:00,72,71,74,78
2,GALATASARAY MCT TECHNIC,656.1,740.0,"[99, 102, 103, 104, 109]",5,99|102|103|104|109,"['2:99', '2:102', '2:103', '2:104', '2:109']","['M. Yasar', 'E. Mc Collum', 'J. Palmer Jr', 'F. White Jr', 'W. Cummings']",2:99|2:102|2:103|2:104|2:109,Unknownx5,4,04:57:00,4,00:39:60,74,78,84,90
2,GALATASARAY MCT TECHNIC,740.1,748.0,"[101, 102, 103, 104, 109]",5,101|102|103|104|109,"['2:101', '2:102', '2:103', '2:104', '2:109']","['T. Görener', 'E. Mc Collum', 'J. Palmer Jr', 'F. White Jr', 'W. Cummings']",2:101|2:102|2:103|2:104|2:109,Unknownx5,4,00:39:60,4,00:36:40,84,90,86,90
2,GALATASARAY MCT TECHNIC,748.1,756.0,"[70, 102, 103, 104, 107]",5,70|102|103|104|107,"['2:70', '2:102', '2:103', '2:104', '2:107']","['R. Öncel', 'E. Mc Collum', 'J. Palmer Jr', 'F. White Jr', 'R. Meeks']",2:70|2:102|2:103|2:104|2:107,Unknownx5,4,00:36:40,4,00:22:70,86,90,86,90
2,GALATASARAY MCT TECHNIC,756.1,775.0,"[101, 102, 103, 104, 109]",5,101|102|103|104|109,"['2:101', '2:102', '2:103', '2:104', '2:109']","['T. Görener', 'E. Mc Collum', 'J. Palmer Jr', 'F. White Jr', 'W. Cummings']",2:101|2:102|2:103|2:104|2:109,Unknownx5,4,00:22:70,4,00:09:80,86,90,86,92
2,GALATASARAY MCT TECHNIC,775.1,781.0,"[70, 102, 103, 104, 109]",5,70|102|103|104|109,"['2:70', '2:102', '2:103', '2:104', '2:109']","['R. Öncel', 'E. Mc Collum', 'J. Palmer Jr', 'F. White Jr', 'W. Cummings']",2:70|2:102|2:103|2:104|2:109,Unknownx5,4,00:09:80,4,00:07:60,86,92,86,92
2,GALATASARAY MCT TECHNIC,781.1,798.0,"[99, 102, 103, 104, 109]",5,99|102|103|104|109,"['2:99', '2:102', '2:103', '2:104', '2:109']","['M. Yasar', 'E. Mc Collum', 'J. Palmer Jr', 'F. White Jr', 'W. Cummings']",2:99|2:102|2:103|2:104|2:109,Unknownx5,4,00:07:60,4,00:00:00,86,92,86,93
