start_action,end_action,start_period,start_clock,end_period,end_clock,teamA_no,teamA_name,lineupA_players,lineupA_uid,lineupA_pos_mix,lineupA_tokens,lineupA_names,teamB_no,teamB_name,lineupB_players,lineupB_uid,lineupB_pos_mix,lineupB_tokens,lineupB_names,poss_A,pts_A_for,pts_A_against,net_A,ORtg_A,DRtg_A,poss_B,pts_B_for,pts_B_against,net_B,ORtg_B,DRtg_B,score_start_A,score_start_B,score_end_A,score_end_B
1.0,53.0,1,10:00:00,1,06:36:00,1,BAHÇESEHIR KOLEJI,"[3, 74, 76, 80, 81]",3|74|76|80|81,Unknownx5,"['1:3', '1:74', '1:76', '1:80', '1:81']","['G. Bas', 'M. Ponitka', 'C. Homesley', 'T. Williams', 'M. Flynn']",2,GALATASARAY MCT TECHNIC,"[101, 103, 104, 108, 109]",101|103|104|108|109,Unknownx5,"['2:101', '2:103', '2:104', '2:108', '2:109']","['T. Görener', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop', 'W. Cummings']",6,9,10,-1,150.0,200.0,5,10,9,1,200.0,150.0,0,0,8,11
53.1,69.0,1,06:36:00,1,05:34:00,1,BAHÇESEHIR KOLEJI,"[3, 74, 79, 80, 81]",3|74|79|80|81,Unknownx5,"['1:3', '1:74', '1:79', '1:80', '1:81']","['G. Bas', 'M. Ponitka', 'H. Hale', 'T. Williams', 'M. Flynn']",2,GALATASARAY MCT TECHNIC,"[101, 103, 104, 108, 109]",101|103|104|108|109,Unknownx5,"['2:101', '2:103', '2:104', '2:108', '2:109']","['T. Görener', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop', 'W. Cummings']",1,0,0,0,0.0,,0,0,0,0,,0.0,8,11,8,13
69.1,101.0,1,05:34:00,1,04:00:00,1,BAHÇESEHIR KOLEJI,"[62, 74, 77, 79, 80]",62|74|77|79|80,Unknownx5,"['1:62', '1:74', '1:77', '1:79', '1:80']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'H. Hale', 'T. Williams']",2,GALATASARAY MCT TECHNIC,"[101, 103, 104, 108, 109]",101|103|104|108|109,Unknownx5,"['2:101', '2:103', '2:104', '2:108', '2:109']","['T. Görener', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop', 'W. Cummings']",6,2,4,-2,33.333333333333336,66.66666666666667,6,4,2,2,66.66666666666667,33.333333333333336,8,13,11,17
101.1,103.0,1,04:00:00,1,04:00:00,1,BAHÇESEHIR KOLEJI,"[62, 76, 77, 78, 79]",62|76|77|78|79,Unknownx5,"['1:62', '1:76', '1:77', '1:78', '1:79']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica', 'H. Hale']",2,GALATASARAY MCT TECHNIC,"[101, 103, 104, 108, 109]",101|103|104|108|109,Unknownx5,"['2:101', '2:103', '2:104', '2:108', '2:109']","['T. Görener', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop', 'W. Cummings']",0,0,0,0,,,0,0,0,0,,,11,17,11,17
103.1,141.0,1,04:00:00,1,01:55:00,1,BAHÇESEHIR KOLEJI,"[62, 76, 77, 78, 79]",62|76|77|78|79,Unknownx5,"['1:62', '1:76', '1:77', '1:78', '1:79']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica', 'H. Hale']",2,GALATASARAY MCT TECHNIC,"[99, 102, 103, 107, 109]",99|102|103|107|109,Unknownx5,"['2:99', '2:102', '2:103', '2:107', '2:109']","['M. Yasar', 'E. Mc Collum', 'J. Palmer Jr', 'R. Meeks', 'W. Cummings']",6,9,4,5,150.0,66.66666666666667,6,4,9,-5,66.66666666666667,150.0,11,17,17,24
141.1,143.0,1,01:55:00,1,01:55:00,1,BAHÇESEHIR KOLEJI,"[62, 76, 77, 78, 81]",62|76|77|78|81,Unknownx5,"['1:62', '1:76', '1:77', '1:78', '1:81']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica', 'M. Flynn']",2,GALATASARAY MCT TECHNIC,"[99, 102, 103, 107, 109]",99|102|103|107|109,Unknownx5,"['2:99', '2:102', '2:103', '2:107', '2:109']","['M. Yasar', 'E. Mc Collum', 'J. Palmer Jr', 'R. Meeks', 'W. Cummings']",0,0,0,0,,,0,0,0,0,,,17,24,17,24
143.1,160.0,1,01:55:00,1,00:30:10,1,BAHÇESEHIR KOLEJI,"[62, 76, 77, 78, 81]",62|76|77|78|81,Unknownx5,"['1:62', '1:76', '1:77', '1:78', '1:81']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica', 'M. Flynn']",2,GALATASARAY MCT TECHNIC,"[70, 99, 102, 103, 107]",70|99|102|103|107,Unknownx5,"['2:70', '2:99', '2:102', '2:103', '2:107']","['R. Öncel', 'M. Yasar', 'E. Mc Collum', 'J. Palmer Jr', 'R. Meeks']",4,1,1,0,25.0,25.0,4,1,1,0,25.0,25.0,17,24,21,24
160.1,171.0,1,00:30:10,2,10:00:00,1,BAHÇESEHIR KOLEJI,"[62, 76, 77, 78, 81]",62|76|77|78|81,Unknownx5,"['1:62', '1:76', '1:77', '1:78', '1:81']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica', 'M. Flynn']",2,GALATASARAY MCT TECHNIC,"[70, 99, 101, 102, 107]",70|99|101|102|107,Unknownx5,"['2:70', '2:99', '2:101', '2:102', '2:107']","['R. Öncel', 'M. Yasar', 'T. Görener', 'E. Mc Collum', 'R. Meeks']",0,0,2,-2,,200.0,1,2,0,2,200.0,,21,24,23,26
171.1,182.0,2,10:00:00,2,09:40:00,1,BAHÇESEHIR KOLEJI,"[62, 76, 77, 78, 81]",62|76|77|78|81,Unknownx5,"['1:62', '1:76', '1:77', '1:78', '1:81']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica', 'M. Flynn']",2,GALATASARAY MCT TECHNIC,"[70, 99, 102, 104, 107]",70|99|102|104|107,Unknownx5,"['2:70', '2:99', '2:102', '2:104', '2:107']","['R. Öncel', 'M. Yasar', 'E. Mc Collum', 'F. White Jr', 'R. Meeks']",0,0,0,0,,,0,0,0,0,,,23,26,23,28
182.1,201.0,2,09:40:00,2,08:26:00,1,BAHÇESEHIR KOLEJI,"[62, 76, 77, 80, 81]",62|76|77|80|81,Unknownx5,"['1:62', '1:76', '1:77', '1:80', '1:81']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",2,GALATASARAY MCT TECHNIC,"[70, 99, 102, 104, 107]",70|99|102|104|107,Unknownx5,"['2:70', '2:99', '2:102', '2:104', '2:107']","['R. Öncel', 'M. Yasar', 'E. Mc Collum', 'F. White Jr', 'R. Meeks']",3,0,0,0,0.0,0.0,2,0,0,0,0.0,0.0,23,28,26,28
