team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,BAHÇESEHIR KOLEJI,1.0,53.0,"[3, 74, 76, 80, 81]",3|74|76|80|81,6,6,6,8,11,-3,133.33333333333334,183.33333333333334,1,10:00:00,1,06:36:00,0,0,8,11,Unknownx5,5,3|74|76|80|81,1:3|1:74|1:76|1:80|1:81,"[3, 74, 76, 80, 81]","['1:3', '1:74', '1:76', '1:80', '1:81']","['G. Bas', 'M. Ponitka', 'C. Homesley', 'T. Williams', 'M. Flynn']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,53.1,69.0,"[3, 74, 79, 80, 81]",3|74|79|80|81,1,1,1,0,2,-2,0.0,200.0,1,06:36:00,1,05:34:00,8,11,8,13,Unknownx5,5,3|74|79|80|81,1:3|1:74|1:79|1:80|1:81,"[3, 74, 79, 80, 81]","['1:3', '1:74', '1:79', '1:80', '1:81']","['G. Bas', 'M. Ponitka', 'H. Hale', 'T. Williams', 'M. Flynn']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,69.1,101.0,"[62, 74, 77, 79, 80]",62|74|77|79|80,6,6,7,3,4,-1,50.0,57.142857142857146,1,05:34:00,1,04:00:00,8,13,11,17,Unknownx5,5,62|74|77|79|80,1:62|1:74|1:77|1:79|1:80,"[62, 74, 77, 79, 80]","['1:62', '1:74', '1:77', '1:79', '1:80']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'H. Hale', 'T. Williams']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,101.1,141.0,"[62, 76, 77, 78, 79]",62|76|77|78|79,7,7,6,6,7,-1,85.71428571428571,116.66666666666667,1,04:00:00,1,01:55:00,11,17,17,24,Unknownx5,5,62|76|77|78|79,1:62|1:76|1:77|1:78|1:79,"[62, 76, 77, 78, 79]","['1:62', '1:76', '1:77', '1:78', '1:79']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica', 'H. Hale']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,141.1,182.0,"[62, 76, 77, 78, 81]",62|76|77|78|81,6,6,6,6,4,2,100.0,66.66666666666667,1,01:55:00,2,09:40:00,17,24,23,28,Unknownx5,5,62|76|77|78|81,1:62|1:76|1:77|1:78|1:81,"[62, 76, 77, 78, 81]","['1:62', '1:76', '1:77', '1:78', '1:81']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica', 'M. Flynn']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,182.1,201.0,"[62, 76, 77, 80, 81]",62|76|77|80|81,3,3,3,3,0,3,100.0,0.0,2,09:40:00,2,08:26:00,23,28,26,28,Unknownx5,5,62|76|77|80|81,1:62|1:76|1:77|1:80|1:81,"[62, 76, 77, 80, 81]","['1:62', '1:76', '1:77', '1:80', '1:81']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,201.1,213.0,"[1, 76, 77, 80, 81]",1|76|77|80|81,2,2,2,0,0,0,0.0,0.0,2,08:26:00,2,07:36:00,26,28,26,28,Unknownx5,5,1|76|77|80|81,1:1|1:76|1:77|1:80|1:81,"[1, 76, 77, 80, 81]","['1:1', '1:76', '1:77', '1:80', '1:81']","['I. Akpinar', 'C. Homesley', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,213.1,242.0,"[1, 74, 77, 80, 81]",1|74|77|80|81,3,3,3,1,5,-4,33.333333333333336,166.66666666666666,2,07:36:00,2,06:17:00,26,28,27,33,Unknownx5,5,1|74|77|80|81,1:1|1:74|1:77|1:80|1:81,"[1, 74, 77, 80, 81]","['1:1', '1:74', '1:77', '1:80', '1:81']","['I. Akpinar', 'M. Ponitka', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,242.1,299.0,"[3, 74, 79, 80, 81]",3|74|79|80|81,8,8,9,9,5,4,112.5,55.55555555555556,2,06:17:00,2,03:29:00,27,33,36,38,Unknownx5,5,3|74|79|80|81,1:3|1:74|1:79|1:80|1:81,"[3, 74, 79, 80, 81]","['1:3', '1:74', '1:79', '1:80', '1:81']","['G. Bas', 'M. Ponitka', 'H. Hale', 'T. Williams', 'M. Flynn']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,299.1,343.0,"[62, 74, 77, 78, 79]",62|74|77|78|79,8,8,7,6,5,1,75.0,71.42857142857143,2,03:29:00,2,00:36:00,36,38,42,43,Unknownx5,5,62|74|77|78|79,1:62|1:74|1:77|1:78|1:79,"[62, 74, 77, 78, 79]","['1:62', '1:74', '1:77', '1:78', '1:79']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'B. Koprivica', 'H. Hale']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,343.1,349.0,"[62, 74, 77, 78, 81]",62|74|77|78|81,0,0,0,0,0,0,,,2,00:36:00,2,00:24:90,42,43,42,43,Unknownx5,5,62|74|77|78|81,1:62|1:74|1:77|1:78|1:81,"[62, 74, 77, 78, 81]","['1:62', '1:74', '1:77', '1:78', '1:81']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'B. Koprivica', 'M. Flynn']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,349.1,361.0,"[62, 74, 77, 80, 81]",62|74|77|80|81,1,1,1,0,4,-4,0.0,400.0,2,00:24:90,2,00:24:10,42,43,42,47,Unknownx5,5,62|74|77|80|81,1:62|1:74|1:77|1:80|1:81,"[62, 74, 77, 80, 81]","['1:62', '1:74', '1:77', '1:80', '1:81']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,361.1,372.0,"[62, 74, 76, 80, 81]",62|74|76|80|81,1,1,1,0,0,0,0.0,0.0,2,00:24:10,3,10:00:00,42,47,42,47,Unknownx5,5,62|74|76|80|81,1:62|1:74|1:76|1:80|1:81,"[62, 74, 76, 80, 81]","['1:62', '1:74', '1:76', '1:80', '1:81']","['K. Sipahi', 'M. Ponitka', 'C. Homesley', 'T. Williams', 'M. Flynn']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,372.1,451.0,"[3, 74, 76, 80, 81]",3|74|76|80|81,13,13,14,9,6,3,69.23076923076923,42.857142857142854,3,10:00:00,3,05:51:00,42,47,51,53,Unknownx5,5,3|74|76|80|81,1:3|1:74|1:76|1:80|1:81,"[3, 74, 76, 80, 81]","['1:3', '1:74', '1:76', '1:80', '1:81']","['G. Bas', 'M. Ponitka', 'C. Homesley', 'T. Williams', 'M. Flynn']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,451.1,487.0,"[1, 76, 77, 80, 81]",1|76|77|80|81,5,5,5,4,4,0,80.0,80.0,3,05:51:00,3,03:33:00,51,53,55,57,Unknownx5,5,1|76|77|80|81,1:1|1:76|1:77|1:80|1:81,"[1, 76, 77, 80, 81]","['1:1', '1:76', '1:77', '1:80', '1:81']","['I. Akpinar', 'C. Homesley', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,487.1,503.0,"[1, 62, 76, 77, 78]",1|62|76|77|78,2,2,1,0,2,-2,0.0,200.0,3,03:33:00,3,02:53:00,55,57,55,59,Unknownx5,5,1|62|76|77|78,1:1|1:62|1:76|1:77|1:78,"[1, 62, 76, 77, 78]","['1:1', '1:62', '1:76', '1:77', '1:78']","['I. Akpinar', 'K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,503.1,527.0,"[62, 76, 77, 78, 79]",62|76|77|78|79,4,4,5,4,0,4,100.0,0.0,3,02:53:00,3,01:53:00,55,59,59,59,Unknownx5,5,62|76|77|78|79,1:62|1:76|1:77|1:78|1:79,"[62, 76, 77, 78, 79]","['1:62', '1:76', '1:77', '1:78', '1:79']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica', 'H. Hale']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,527.1,541.0,"[62, 76, 77, 79, 80]",62|76|77|79|80,3,3,3,2,2,0,66.66666666666667,66.66666666666667,3,01:53:00,3,00:55:00,59,59,61,61,Unknownx5,5,62|76|77|79|80,1:62|1:76|1:77|1:79|1:80,"[62, 76, 77, 79, 80]","['1:62', '1:76', '1:77', '1:79', '1:80']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'H. Hale', 'T. Williams']",BAHÇESEHIR KOLEJI
1,BAHÇESEHIR KOLEJI,541.1,574.0,"[62, 74, 77, 79, 80]",62|74|77|79|80,5,5,4,6,7,-1,120.0,175.0,3,00:55:00,4,08:49:00,61,61,67,68,Unknownx5,5,62|74|77|79|80,1:62|1:74|1:77|1:79|1:80,"[62, 74, 77, 79, 80]","['1:62', '1:74', '1:77', '1:79', '1:80']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'H. Hale', 'T. Williams']",BAHÇESEHIR KOLEJI
