gt,clock,s1,s2,lead,tno,period,periodType,pno,player,success,actionType,actionNumber,previousAction,qualifier,subType,scoring,shirtNumber,firstName,familyName,internationalFirstName,internationalFamilyName,firstNameInitial,familyNameInitial,internationalFirstNameInitial,internationalFamilyNameInitial,scoreboardName,team_name,team_code,player_name_from_roster,player_shirt,player_pos_raw,player_pos_group,x,y,r,ev_code,ev_result,ev_text,assist_pno,assist_tno,assist_player,block_pno,block_tno,block_player,assist_pos_group,block_pos_group,points,possession_id,possession_owner_tno,possession_end_reason,pts_1,cum_1,pts_2,cum_2
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,game,1,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,game start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,period,2,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,period start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,jumpball,4,,[],startperiod,0,,,,,,,,,,,,,,,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:59,09:59:00,0,0,0,1,1,REGULAR,80,T. WILLIAMS,1,jumpball,5,4,[],won,0,50,Trevion Lamon,Williams,Trevion Lamon,Williams,T,W,T,W,T. Williams,BAHÇESEHIR KOLEJI,BSK,T. Williams,50,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:59,09:59:00,0,0,0,2,1,REGULAR,108,C. BISHOP,1,jumpball,6,4,[],lost,0,13,Christian Angelo ,Bishop,Christian Angelo ,Bishop,C,B,C,B,C. Bishop,GALATASARAY MCT TECHNIC,GSM,C. Bishop,13,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:47,09:47:00,2,0,2,1,1,REGULAR,81,M. FLYNN,1,2pt,11,,[],fadeaway,1,22,Malachi Emmanuel,Flynn,Malachi Emmanuel,Flynn,M,F,M,F,M. Flynn,BAHÇESEHIR KOLEJI,BSK,M. Flynn,22,,,17.659999847412,72.150001525879,1.0,P2,made,BAHÇESEHIR KOLEJI M. FLYNN 2Pt made,76.0,1.0,C. HOMESLEY,,,,,,2,1,1.0,score,2,2,0,0
09:47,09:47:00,2,0,2,1,1,REGULAR,76,C. HOMESLEY,1,assist,12,11,[],,0,5,Caleb Allen,Homesley,Caleb Allen,Homesley,C,H,C,H,C. Homesley,BAHÇESEHIR KOLEJI,BSK,C. Homesley,5,,,,,,ASS,,BAHÇESEHIR KOLEJI C. HOMESLEY assist,,,,,,,,,0,2,2.0,,0,2,0,0
09:31,09:31:00,2,3,-1,2,1,REGULAR,104,F. WHITE JR,1,3pt,13,,[],jumpshot,1,35,Fabian Christopher,White Jr,Fabian Christopher,White Jr,F,W,F,W,F. White Jr,GALATASARAY MCT TECHNIC,GSM,F. White Jr,35,,,82.870002746582,6.0500001907349,1.0,P3,made,GALATASARAY MCT TECHNIC F. WHITE JR 3Pt made,109.0,2.0,W. CUMMINGS,,,,,,3,2,2.0,score,0,2,3,3
09:31,09:31:00,2,3,-1,2,1,REGULAR,109,W. CUMMINGS,1,assist,14,13,[],,0,7,William,Cummings,William,Cummings,W,C,W,C,W. Cummings,GALATASARAY MCT TECHNIC,GSM,W. Cummings,7,,,,,,ASS,,GALATASARAY MCT TECHNIC W. CUMMINGS assist,,,,,,,,,0,3,1.0,,0,2,0,3
09:14,09:14:00,4,3,1,1,1,REGULAR,80,T. WILLIAMS,1,2pt,15,,['pointsinthepaint'],floatingjumpshot,1,50,Trevion Lamon,Williams,Trevion Lamon,Williams,T,W,T,W,T. Williams,BAHÇESEHIR KOLEJI,BSK,T. Williams,50,,,10.170000076294,50.400001525879,1.0,P2,made,BAHÇESEHIR KOLEJI T. WILLIAMS 2Pt made,76.0,1.0,C. HOMESLEY,,,,,,2,3,1.0,score,2,4,0,3
09:14,09:14:00,4,3,1,1,1,REGULAR,76,C. HOMESLEY,1,assist,16,15,[],,0,5,Caleb Allen,Homesley,Caleb Allen,Homesley,C,H,C,H,C. Homesley,BAHÇESEHIR KOLEJI,BSK,C. Homesley,5,,,,,,ASS,,BAHÇESEHIR KOLEJI C. HOMESLEY assist,,,,,,,,,0,4,2.0,,0,4,0,3
08:58,08:58:00,4,3,1,1,1,REGULAR,3,G. BAS,1,foul,18,,[],personal,0,57,Göktug,Bas,Göktug,Bas,G,B,G,B,G. Bas,BAHÇESEHIR KOLEJI,BSK,G. Bas,57,,,,,,FOUL,,BAHÇESEHIR KOLEJI G. BAS foul personal,,,,,,,,,0,4,2.0,,0,4,0,3
08:58,08:58:00,4,3,1,2,1,REGULAR,104,F. WHITE JR,1,foulon,19,18,[],,0,35,Fabian Christopher,White Jr,Fabian Christopher,White Jr,F,W,F,W,F. White Jr,GALATASARAY MCT TECHNIC,GSM,F. White Jr,35,,,,,,OTHER,,GALATASARAY MCT TECHNIC foulon,,,,,,,,,0,4,2.0,,0,4,0,3
08:49,08:49:00,4,6,-2,2,1,REGULAR,103,J. PALMER JR,1,3pt,21,,[],jumpshot,1,12,James Alfred,Palmer Jr,James Alfred,Palmer Jr,J,P,J,P,J. Palmer Jr,GALATASARAY MCT TECHNIC,GSM,J. Palmer Jr,12,,,71.01000213623,22.989999771118,1.0,P3,made,GALATASARAY MCT TECHNIC J. PALMER JR 3Pt made,,,,,,,,,3,4,2.0,score,0,4,3,6
08:34,08:34:00,6,6,0,1,1,REGULAR,81,M. FLYNN,1,2pt,22,,['pointsinthepaint'],drivinglayup,1,22,Malachi Emmanuel,Flynn,Malachi Emmanuel,Flynn,M,F,M,F,M. Flynn,BAHÇESEHIR KOLEJI,BSK,M. Flynn,22,,,7.0500001907349,54.630001068115,1.0,P2,made,BAHÇESEHIR KOLEJI M. FLYNN 2Pt made,,,,,,,,,2,5,1.0,score,2,6,0,6
