team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,ALIAGA PETKIM SPOR,PTK,46,K. Soyuçayli,Kerem,Soyuçayli,1,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K. Soyuçayli,1:46
1,ALIAGA PETKIM SPOR,PTK,45,B. Güler,Boran,Güler,2,0,,0,,,0:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,0,B. Güler,1:45
1,ALIAGA PETKIM SPOR,PTK,67,D. Efianayi Jr,David Tinsley Eghosa,Efianayi Jr,4,1,,1,,,34:02,7,14,50,2,4,50,5,10,50,4,5,80,1,1,2,8,3,2,0,1,2,2,20,0,1,12,8,D. Efianayi Jr,1:67
1,ALIAGA PETKIM SPOR,PTK,68,Y. Franke,Yannick Ayrton,Franke,5,0,,1,,,29:43,4,6,66,4,6,66,0,0,0,9,9,100,3,0,3,0,1,0,0,0,2,6,21,3,3,0,0,Y. Franke,1:68
1,ALIAGA PETKIM SPOR,PTK,65,R. Blumbergs,Roberts,Blumbergs,6,0,,1,,,18:04,4,7,57,2,5,40,2,2,100,0,0,0,3,0,3,0,1,1,0,0,1,1,10,0,0,-8,4,R. Blumbergs,1:65
1,ALIAGA PETKIM SPOR,PTK,43,M. Kurtuldum,Mustafa,Kurtuldum,7,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M. Kurtuldum,1:43
1,ALIAGA PETKIM SPOR,PTK,70,U. Utomi,Uzodinma,Utomi,8,1,,0,,,9:01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,-1,0,U. Utomi,1:70
1,ALIAGA PETKIM SPOR,PTK,42,Y. Sonsirma,Yunus Emre,Sonsirma,9,0,1.0,0,,,17:13,0,5,0,0,3,0,0,2,0,0,0,0,1,0,1,2,0,0,0,1,4,0,0,0,0,-7,0,Y. Sonsirma,1:42
1,ALIAGA PETKIM SPOR,PTK,44,T. Sav,Troy Selim,Sav,15,1,,1,,,22:08,4,6,66,0,1,0,4,5,80,0,1,0,2,2,4,1,0,1,0,0,2,1,8,6,0,13,8,T. Sav,1:44
1,ALIAGA PETKIM SPOR,PTK,64,M. Sajus,Martynas,Sajus,19,0,,0,,,14:30,2,2,100,0,0,0,2,2,100,6,9,66,2,2,4,1,0,0,0,0,5,5,10,4,0,20,4,M. Sajus,1:64
1,ALIAGA PETKIM SPOR,PTK,66,J. Floyd,Jehyve Jamal,Floyd,20,1,,0,,,25:17,5,7,71,0,0,0,5,7,71,1,2,50,4,1,5,5,2,1,1,0,2,1,11,0,2,-17,10,J. Floyd,1:66
1,ALIAGA PETKIM SPOR,PTK,98,P. Scrubb,Philip Alexander,Scrubb,23,1,,1,,,29:22,3,6,50,0,3,0,3,3,100,4,5,80,2,0,2,6,2,3,0,0,1,5,10,0,2,10,6,P. Scrubb,1:98
2,MERSIN SPOR,MSK,55,A. Olaseni,Abodunrin Gabriel,Olaseni,0,0,,0,,,24:09,1,4,25,0,1,0,1,3,33,1,2,50,6,1,7,2,0,3,1,1,5,2,3,0,1,6,2,A. Olaseni,2:55
2,MERSIN SPOR,MSK,5,J. Cobbs,Justin,Cobbs,1,1,,1,,,27:02,5,9,55,1,3,33,4,6,66,7,8,87,0,1,1,5,0,0,0,0,2,6,18,2,0,-12,4,J. Cobbs,2:5
2,MERSIN SPOR,MSK,3,K. Özmizrak,Kartal,Özmizrak,3,0,,0,,,16:39,0,2,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,-7,0,K. Özmizrak,2:3
2,MERSIN SPOR,MSK,10,R. March Jr,Ronald Eugene,March Jr,4,0,,1,,,6:43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,2,0,R. March Jr,2:10
2,MERSIN SPOR,MSK,8,L. Apaydin,Leon Harun,Apaydin,5,0,,0,,,0:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L. Apaydin,2:8
2,MERSIN SPOR,MSK,56,A. Cowan,Anthony Dewayne,Cowan,7,1,,1,,,21:18,4,8,50,3,6,50,1,2,50,8,8,100,1,0,1,6,2,0,0,0,4,4,19,0,3,11,2,A. Cowan,2:56
2,MERSIN SPOR,MSK,6,F. Cruz Saldivar,Francisco Javier,Cruz Saldivar,9,0,1.0,1,,,25:52,6,11,54,3,6,50,3,5,60,1,3,33,3,0,3,2,2,0,0,1,1,2,16,3,0,-9,6,F. Cruz Saldivar,2:6
2,MERSIN SPOR,MSK,4,E. Tirpanci,Efe Ergi,Tirpanci,10,1,,1,,,23:10,2,5,40,1,4,25,1,1,100,2,2,100,3,0,3,0,2,0,0,0,3,2,7,2,0,3,2,E. Tirpanci,2:4
2,MERSIN SPOR,MSK,53,A. Alyanak,Anil,Alyanak,11,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A. Alyanak,2:53
2,MERSIN SPOR,MSK,2,M. Kiliçli,Mükremin Deniz,Kiliçli,13,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M. Kiliçli,2:2
2,MERSIN SPOR,MSK,9,J. White,Jackson Thomas,White,14,1,,0,,,26:44,2,5,40,0,1,0,2,4,50,1,4,25,3,2,5,2,0,1,0,0,5,2,5,1,0,-11,2,J. White,2:9
2,MERSIN SPOR,MSK,7,B. Bentil,Benjamin,Bentil,50,1,,0,,,28:11,7,11,63,3,5,60,4,6,66,1,1,100,5,1,6,1,3,1,0,0,2,2,18,2,3,-3,6,B. Bentil,2:7
