team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
2,ESENLER EROKSPOR,310.1,317.0,"[20, 21, 22, 27, 28]",5,20|21|22|27|28,"['2:20', '2:21', '2:22', '2:27', '2:28']","['E. Arna', 'E. Gazi', 'T. Thurman', 'J. Simmons', 'J. Love']",2:20|2:21|2:22|2:27|2:28,Unknownx5,2,01:14:00,2,00:56:60,43,36,43,39
2,ESENLER EROKSPOR,317.1,332.0,"[20, 22, 25, 27, 28]",5,20|22|25|27|28,"['2:20', '2:22', '2:25', '2:27', '2:28']","['E. Arna', 'T. Thurman', 'L. Galloway', 'J. Simmons', 'J. Love']",2:20|2:22|2:25|2:27|2:28,Unknownx5,2,00:56:60,3,10:00:00,43,39,46,41
2,ESENLER EROKSPOR,332.1,415.0,"[20, 24, 26, 27, 28]",5,20|24|26|27|28,"['2:20', '2:24', '2:26', '2:27', '2:28']","['E. Arna', 'P. Cornelie', 'J. Crawford', 'J. Simmons', 'J. Love']",2:20|2:24|2:26|2:27|2:28,Unknownx5,3,10:00:00,3,04:41:00,46,41,60,48
2,ESENLER EROKSPOR,415.1,448.0,"[20, 22, 24, 25, 26]",5,20|22|24|25|26,"['2:20', '2:22', '2:24', '2:25', '2:26']","['E. Arna', 'T. Thurman', 'P. Cornelie', 'L. Galloway', 'J. Crawford']",2:20|2:22|2:24|2:25|2:26,Unknownx5,3,04:41:00,3,00:41:00,60,48,74,52
2,ESENLER EROKSPOR,448.1,467.0,"[19, 21, 22, 25, 28]",5,19|21|22|25|28,"['2:19', '2:21', '2:22', '2:25', '2:28']","['A. Duverioglu', 'E. Gazi', 'T. Thurman', 'L. Galloway', 'J. Love']",2:19|2:21|2:22|2:25|2:28,Unknownx5,3,00:41:00,3,00:14:20,74,52,74,53
2,ESENLER EROKSPOR,467.1,474.0,"[19, 22, 25, 26, 28]",5,19|22|25|26|28,"['2:19', '2:22', '2:25', '2:26', '2:28']","['A. Duverioglu', 'T. Thurman', 'L. Galloway', 'J. Crawford', 'J. Love']",2:19|2:22|2:25|2:26|2:28,Unknownx5,3,00:14:20,4,10:00:00,74,53,74,53
2,ESENLER EROKSPOR,474.1,498.0,"[19, 21, 22, 25, 28]",5,19|21|22|25|28,"['2:19', '2:21', '2:22', '2:25', '2:28']","['A. Duverioglu', 'E. Gazi', 'T. Thurman', 'L. Galloway', 'J. Love']",2:19|2:21|2:22|2:25|2:28,Unknownx5,4,10:00:00,4,08:16:00,74,53,77,60
2,ESENLER EROKSPOR,498.1,538.0,"[21, 22, 25, 27, 28]",5,21|22|25|27|28,"['2:21', '2:22', '2:25', '2:27', '2:28']","['E. Gazi', 'T. Thurman', 'L. Galloway', 'J. Simmons', 'J. Love']",2:21|2:22|2:25|2:27|2:28,Unknownx5,4,08:16:00,4,06:05:00,77,60,80,65
2,ESENLER EROKSPOR,538.1,614.0,"[20, 24, 25, 26, 27]",5,20|24|25|26|27,"['2:20', '2:24', '2:25', '2:26', '2:27']","['E. Arna', 'P. Cornelie', 'L. Galloway', 'J. Crawford', 'J. Simmons']",2:20|2:24|2:25|2:26|2:27,Unknownx5,4,06:05:00,4,00:19:20,80,65,95,75
2,ESENLER EROKSPOR,614.1,621.0,"[21, 24, 25, 26, 27]",5,21|24|25|26|27,"['2:21', '2:24', '2:25', '2:26', '2:27']","['E. Gazi', 'P. Cornelie', 'L. Galloway', 'J. Crawford', 'J. Simmons']",2:21|2:24|2:25|2:26|2:27,Unknownx5,4,00:19:20,4,00:00:00,95,75,95,75
