team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,GLINT MANISA BASKET,1.0,76.0,"[16, 24, 29, 33, 34]",5,16|24|29|33|34,"['1:16', '1:24', '1:29', '1:33', '1:34']","['A. Çamoglu', 'Y. Onan', 'E. Mobley', 'J. Mintz', 'K. Zemaitis']",1:16|1:24|1:29|1:33|1:34,Unknownx5,1,10:00:00,1,04:31:00,0,0,11,7
1,GLINT MANISA BASKET,76.1,94.0,"[16, 24, 29, 31, 34]",5,16|24|29|31|34,"['1:16', '1:24', '1:29', '1:31', '1:34']","['A. Çamoglu', 'Y. Onan', 'E. Mobley', 'D. Smith', 'K. Zemaitis']",1:16|1:24|1:29|1:31|1:34,Unknownx5,1,04:31:00,1,03:16:00,11,7,14,11
1,GLINT MANISA BASKET,94.1,119.0,"[24, 28, 31, 32, 34]",5,24|28|31|32|34,"['1:24', '1:28', '1:31', '1:32', '1:34']","['Y. Onan', 'J. Johnson', 'D. Smith', 'J. Scrubb', 'K. Zemaitis']",1:24|1:28|1:31|1:32|1:34,Unknownx5,1,03:16:00,1,00:57:90,14,11,20,15
1,GLINT MANISA BASKET,119.1,139.0,"[24, 28, 31, 32, 33]",5,24|28|31|32|33,"['1:24', '1:28', '1:31', '1:32', '1:33']","['Y. Onan', 'J. Johnson', 'D. Smith', 'J. Scrubb', 'J. Mintz']",1:24|1:28|1:31|1:32|1:33,Unknownx5,1,00:57:90,1,00:07:30,20,15,21,19
1,GLINT MANISA BASKET,139.1,147.0,"[22, 24, 31, 32, 33]",5,22|24|31|32|33,"['1:22', '1:24', '1:31', '1:32', '1:33']","['B. Çal', 'Y. Onan', 'D. Smith', 'J. Scrubb', 'J. Mintz']",1:22|1:24|1:31|1:32|1:33,Unknownx5,1,00:07:30,2,10:00:00,21,19,21,21
1,GLINT MANISA BASKET,147.1,177.0,"[22, 28, 31, 32, 33]",5,22|28|31|32|33,"['1:22', '1:28', '1:31', '1:32', '1:33']","['B. Çal', 'J. Johnson', 'D. Smith', 'J. Scrubb', 'J. Mintz']",1:22|1:28|1:31|1:32|1:33,Unknownx5,2,10:00:00,2,07:45:00,21,21,26,27
1,GLINT MANISA BASKET,177.1,213.0,"[22, 29, 31, 32, 33]",5,22|29|31|32|33,"['1:22', '1:29', '1:31', '1:32', '1:33']","['B. Çal', 'E. Mobley', 'D. Smith', 'J. Scrubb', 'J. Mintz']",1:22|1:29|1:31|1:32|1:33,Unknownx5,2,07:45:00,2,05:39:00,26,27,31,30
1,GLINT MANISA BASKET,213.1,253.0,"[22, 24, 29, 31, 33]",5,22|24|29|31|33,"['1:22', '1:24', '1:29', '1:31', '1:33']","['B. Çal', 'Y. Onan', 'E. Mobley', 'D. Smith', 'J. Mintz']",1:22|1:24|1:29|1:31|1:33,Unknownx5,2,05:39:00,2,04:07:00,31,30,34,37
1,GLINT MANISA BASKET,253.1,279.0,"[16, 24, 29, 33, 34]",5,16|24|29|33|34,"['1:16', '1:24', '1:29', '1:33', '1:34']","['A. Çamoglu', 'Y. Onan', 'E. Mobley', 'J. Mintz', 'K. Zemaitis']",1:16|1:24|1:29|1:33|1:34,Unknownx5,2,04:07:00,2,02:30:00,34,37,35,40
1,GLINT MANISA BASKET,279.1,328.0,"[16, 24, 29, 31, 34]",5,16|24|29|31|34,"['1:16', '1:24', '1:29', '1:31', '1:34']","['A. Çamoglu', 'Y. Onan', 'E. Mobley', 'D. Smith', 'K. Zemaitis']",1:16|1:24|1:29|1:31|1:34,Unknownx5,2,02:30:00,3,10:00:00,35,40,41,46
1,GLINT MANISA BASKET,328.1,401.0,"[24, 29, 31, 32, 33]",5,24|29|31|32|33,"['1:24', '1:29', '1:31', '1:32', '1:33']","['Y. Onan', 'E. Mobley', 'D. Smith', 'J. Scrubb', 'J. Mintz']",1:24|1:29|1:31|1:32|1:33,Unknownx5,3,10:00:00,3,05:28:00,41,46,46,60
1,GLINT MANISA BASKET,401.1,412.0,"[24, 29, 32, 33, 34]",5,24|29|32|33|34,"['1:24', '1:29', '1:32', '1:33', '1:34']","['Y. Onan', 'E. Mobley', 'J. Scrubb', 'J. Mintz', 'K. Zemaitis']",1:24|1:29|1:32|1:33|1:34,Unknownx5,3,05:28:00,3,04:41:00,46,60,48,60
1,GLINT MANISA BASKET,412.1,453.0,"[24, 28, 32, 33, 34]",5,24|28|32|33|34,"['1:24', '1:28', '1:32', '1:33', '1:34']","['Y. Onan', 'J. Johnson', 'J. Scrubb', 'J. Mintz', 'K. Zemaitis']",1:24|1:28|1:32|1:33|1:34,Unknownx5,3,04:41:00,3,00:41:00,48,60,52,74
1,GLINT MANISA BASKET,453.1,513.0,"[24, 29, 31, 32, 34]",5,24|29|31|32|34,"['1:24', '1:29', '1:31', '1:32', '1:34']","['Y. Onan', 'E. Mobley', 'D. Smith', 'J. Scrubb', 'K. Zemaitis']",1:24|1:29|1:31|1:32|1:34,Unknownx5,3,00:41:00,4,07:38:00,52,74,61,80
1,GLINT MANISA BASKET,513.1,565.0,"[24, 29, 31, 33, 34]",5,24|29|31|33|34,"['1:24', '1:29', '1:31', '1:33', '1:34']","['Y. Onan', 'E. Mobley', 'D. Smith', 'J. Mintz', 'K. Zemaitis']",1:24|1:29|1:31|1:33|1:34,Unknownx5,4,07:38:00,4,04:44:00,61,80,66,84
1,GLINT MANISA BASKET,565.1,616.0,"[22, 29, 31, 33, 34]",5,22|29|31|33|34,"['1:22', '1:29', '1:31', '1:33', '1:34']","['B. Çal', 'E. Mobley', 'D. Smith', 'J. Mintz', 'K. Zemaitis']",1:22|1:29|1:31|1:33|1:34,Unknownx5,4,04:44:00,4,00:19:20,66,84,75,95
1,GLINT MANISA BASKET,616.1,621.0,"[16, 22, 29, 31, 34]",5,16|22|29|31|34,"['1:16', '1:22', '1:29', '1:31', '1:34']","['A. Çamoglu', 'B. Çal', 'E. Mobley', 'D. Smith', 'K. Zemaitis']",1:16|1:22|1:29|1:31|1:34,Unknownx5,4,00:19:20,4,00:00:00,75,95,75,95
2,ESENLER EROKSPOR,1.0,78.0,"[19, 20, 24, 26, 28]",5,19|20|24|26|28,"['2:19', '2:20', '2:24', '2:26', '2:28']","['A. Duverioglu', 'E. Arna', 'P. Cornelie', 'J. Crawford', 'J. Love']",2:19|2:20|2:24|2:26|2:28,Unknownx5,1,10:00:00,1,04:31:00,0,0,7,11
2,ESENLER EROKSPOR,78.1,133.0,"[20, 24, 25, 26, 27]",5,20|24|25|26|27,"['2:20', '2:24', '2:25', '2:26', '2:27']","['E. Arna', 'P. Cornelie', 'L. Galloway', 'J. Crawford', 'J. Simmons']",2:20|2:24|2:25|2:26|2:27,Unknownx5,1,04:31:00,1,00:07:30,7,11,19,20
2,ESENLER EROKSPOR,133.1,149.0,"[20, 21, 23, 25, 26]",5,20|21|23|25|26,"['2:20', '2:21', '2:23', '2:25', '2:26']","['E. Arna', 'E. Gazi', 'J. Gant', 'L. Galloway', 'J. Crawford']",2:20|2:21|2:23|2:25|2:26,Unknownx5,1,00:07:30,2,10:00:00,19,20,21,21
2,ESENLER EROKSPOR,149.1,197.0,"[20, 21, 23, 25, 27]",5,20|21|23|25|27,"['2:20', '2:21', '2:23', '2:25', '2:27']","['E. Arna', 'E. Gazi', 'J. Gant', 'L. Galloway', 'J. Simmons']",2:20|2:21|2:23|2:25|2:27,Unknownx5,2,10:00:00,2,06:38:00,21,21,30,27
2,ESENLER EROKSPOR,197.1,215.0,"[20, 21, 22, 25, 27]",5,20|21|22|25|27,"['2:20', '2:21', '2:22', '2:25', '2:27']","['E. Arna', 'E. Gazi', 'T. Thurman', 'L. Galloway', 'J. Simmons']",2:20|2:21|2:22|2:25|2:27,Unknownx5,2,06:38:00,2,05:39:00,30,27,30,31
2,ESENLER EROKSPOR,215.1,232.0,"[20, 22, 25, 26, 27]",5,20|22|25|26|27,"['2:20', '2:22', '2:25', '2:26', '2:27']","['E. Arna', 'T. Thurman', 'L. Galloway', 'J. Crawford', 'J. Simmons']",2:20|2:22|2:25|2:26|2:27,Unknownx5,2,05:39:00,2,04:59:00,30,31,32,31
2,ESENLER EROKSPOR,232.1,244.0,"[20, 22, 26, 27, 28]",5,20|22|26|27|28,"['2:20', '2:22', '2:26', '2:27', '2:28']","['E. Arna', 'T. Thurman', 'J. Crawford', 'J. Simmons', 'J. Love']",2:20|2:22|2:26|2:27|2:28,Unknownx5,2,04:59:00,2,04:31:00,32,31,35,34
2,ESENLER EROKSPOR,244.1,310.0,"[21, 22, 26, 27, 28]",5,21|22|26|27|28,"['2:21', '2:22', '2:26', '2:27', '2:28']","['E. Gazi', 'T. Thurman', 'J. Crawford', 'J. Simmons', 'J. Love']",2:21|2:22|2:26|2:27|2:28,Unknownx5,2,04:31:00,2,01:14:00,35,34,43,36
