team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,GLINT MANISA BASKET,MNS,32,J. Scrubb,Jayden Amari,Scrubb,1,0,,0,,,19:59,1,3,33,0,0,0,1,3,33,1,2,50,0,0,0,0,0,0,0,0,3,1,3,0,0,-16,2,J. Scrubb,1:32
1,GLINT MANISA BASKET,MNS,31,D. Smith,Dayshon Hassan,Smith,2,0,1.0,1,,,28:07,1,6,16,0,2,0,1,4,25,4,5,80,1,0,1,5,0,0,0,0,0,3,6,0,3,-14,0,D. Smith,1:31
1,GLINT MANISA BASKET,MNS,23,B. Eryurtlu,Batu,Eryurtlu,6,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B. Eryurtlu,1:23
1,GLINT MANISA BASKET,MNS,24,Y. Onan,Yigit,Onan,7,1,,0,,,30:55,3,6,50,1,3,33,2,3,66,5,8,62,2,0,2,0,0,2,2,0,3,4,12,0,1,-19,4,Y. Onan,1:24
1,GLINT MANISA BASKET,MNS,15,I. Yilmaz,Ibrahim Ethem,Yilmaz,9,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I. Yilmaz,1:15
1,GLINT MANISA BASKET,MNS,33,J. Mintz,Judah Jah Leone,Mintz,10,1,,0,,,30:35,7,13,53,0,1,0,7,12,58,7,8,87,3,1,4,3,2,2,0,0,3,9,21,2,4,-24,8,J. Mintz,1:33
1,GLINT MANISA BASKET,MNS,22,B. Çal,Bugra,Çal,11,0,,1,,,10:44,1,2,50,0,1,0,1,1,100,0,0,0,0,0,0,2,1,0,0,0,1,0,2,0,0,-7,0,B. Çal,1:22
1,GLINT MANISA BASKET,MNS,27,M. Yerkazanoglu,Mustafa Faruk,Yerkazanoglu,12,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M. Yerkazanoglu,1:27
1,GLINT MANISA BASKET,MNS,34,K. Zemaitis,Kristupas,Zemaitis,13,1,,1,,,28:37,3,8,37,1,2,50,2,6,33,2,2,100,3,1,4,1,1,2,1,0,0,2,9,3,0,-3,2,K. Zemaitis,1:34
1,GLINT MANISA BASKET,MNS,29,E. Mobley,Eric Isaiah,Mobley,15,1,,1,,,30:29,6,12,50,2,4,50,4,8,50,0,0,0,8,2,10,4,4,0,1,1,4,0,14,2,0,-7,8,E. Mobley,1:29
