team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,GLINT MANISA BASKET,1.0,76.0,"[16, 24, 29, 33, 34]",16|24|29|33|34,16,16,18,11,7,4,68.75,38.888888888888886,1,10:00:00,1,04:31:00,0,0,11,7,Unknownx5,5,16|24|29|33|34,1:16|1:24|1:29|1:33|1:34,"[16, 24, 29, 33, 34]","['1:16', '1:24', '1:29', '1:33', '1:34']","['A. Çamoglu', 'Y. Onan', 'E. Mobley', 'J. Mintz', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,76.1,94.0,"[16, 24, 29, 31, 34]",16|24|29|31|34,2,2,2,3,4,-1,150.0,200.0,1,04:31:00,1,03:16:00,11,7,14,11,Unknownx5,5,16|24|29|31|34,1:16|1:24|1:29|1:31|1:34,"[16, 24, 29, 31, 34]","['1:16', '1:24', '1:29', '1:31', '1:34']","['A. Çamoglu', 'Y. Onan', 'E. Mobley', 'D. Smith', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,94.1,119.0,"[24, 28, 31, 32, 34]",24|28|31|32|34,5,5,4,6,4,2,120.0,100.0,1,03:16:00,1,00:57:90,14,11,20,15,Unknownx5,5,24|28|31|32|34,1:24|1:28|1:31|1:32|1:34,"[24, 28, 31, 32, 34]","['1:24', '1:28', '1:31', '1:32', '1:34']","['Y. Onan', 'J. Johnson', 'D. Smith', 'J. Scrubb', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,119.1,139.0,"[24, 28, 31, 32, 33]",24|28|31|32|33,4,4,5,1,4,-3,25.0,80.0,1,00:57:90,1,00:07:30,20,15,21,19,Unknownx5,5,24|28|31|32|33,1:24|1:28|1:31|1:32|1:33,"[24, 28, 31, 32, 33]","['1:24', '1:28', '1:31', '1:32', '1:33']","['Y. Onan', 'J. Johnson', 'D. Smith', 'J. Scrubb', 'J. Mintz']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,139.1,147.0,"[22, 24, 31, 32, 33]",22|24|31|32|33,1,1,0,0,2,-2,0.0,,1,00:07:30,2,10:00:00,21,19,21,21,Unknownx5,5,22|24|31|32|33,1:22|1:24|1:31|1:32|1:33,"[22, 24, 31, 32, 33]","['1:22', '1:24', '1:31', '1:32', '1:33']","['B. Çal', 'Y. Onan', 'D. Smith', 'J. Scrubb', 'J. Mintz']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,147.1,177.0,"[22, 28, 31, 32, 33]",22|28|31|32|33,5,5,5,5,6,-1,100.0,120.0,2,10:00:00,2,07:45:00,21,21,26,27,Unknownx5,5,22|28|31|32|33,1:22|1:28|1:31|1:32|1:33,"[22, 28, 31, 32, 33]","['1:22', '1:28', '1:31', '1:32', '1:33']","['B. Çal', 'J. Johnson', 'D. Smith', 'J. Scrubb', 'J. Mintz']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,177.1,213.0,"[22, 29, 31, 32, 33]",22|29|31|32|33,4,4,4,5,3,2,125.0,75.0,2,07:45:00,2,05:39:00,26,27,31,30,Unknownx5,5,22|29|31|32|33,1:22|1:29|1:31|1:32|1:33,"[22, 29, 31, 32, 33]","['1:22', '1:29', '1:31', '1:32', '1:33']","['B. Çal', 'E. Mobley', 'D. Smith', 'J. Scrubb', 'J. Mintz']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,213.1,253.0,"[22, 24, 29, 31, 33]",22|24|29|31|33,5,5,5,3,7,-4,60.0,140.0,2,05:39:00,2,04:07:00,31,30,34,37,Unknownx5,5,22|24|29|31|33,1:22|1:24|1:29|1:31|1:33,"[22, 24, 29, 31, 33]","['1:22', '1:24', '1:29', '1:31', '1:33']","['B. Çal', 'Y. Onan', 'E. Mobley', 'D. Smith', 'J. Mintz']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,253.1,279.0,"[16, 24, 29, 33, 34]",16|24|29|33|34,5,5,5,1,3,-2,20.0,60.0,2,04:07:00,2,02:30:00,34,37,35,40,Unknownx5,5,16|24|29|33|34,1:16|1:24|1:29|1:33|1:34,"[16, 24, 29, 33, 34]","['1:16', '1:24', '1:29', '1:33', '1:34']","['A. Çamoglu', 'Y. Onan', 'E. Mobley', 'J. Mintz', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,279.1,328.0,"[16, 24, 29, 31, 34]",16|24|29|31|34,7,7,8,6,6,0,85.71428571428571,75.0,2,02:30:00,3,10:00:00,35,40,41,46,Unknownx5,5,16|24|29|31|34,1:16|1:24|1:29|1:31|1:34,"[16, 24, 29, 31, 34]","['1:16', '1:24', '1:29', '1:31', '1:34']","['A. Çamoglu', 'Y. Onan', 'E. Mobley', 'D. Smith', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,328.1,401.0,"[24, 29, 31, 32, 33]",24|29|31|32|33,12,12,11,5,14,-9,41.666666666666664,127.27272727272727,3,10:00:00,3,05:28:00,41,46,46,60,Unknownx5,5,24|29|31|32|33,1:24|1:29|1:31|1:32|1:33,"[24, 29, 31, 32, 33]","['1:24', '1:29', '1:31', '1:32', '1:33']","['Y. Onan', 'E. Mobley', 'D. Smith', 'J. Scrubb', 'J. Mintz']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,401.1,412.0,"[24, 29, 32, 33, 34]",24|29|32|33|34,2,2,3,2,0,2,100.0,0.0,3,05:28:00,3,04:41:00,46,60,48,60,Unknownx5,5,24|29|32|33|34,1:24|1:29|1:32|1:33|1:34,"[24, 29, 32, 33, 34]","['1:24', '1:29', '1:32', '1:33', '1:34']","['Y. Onan', 'E. Mobley', 'J. Scrubb', 'J. Mintz', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,412.1,453.0,"[24, 28, 32, 33, 34]",24|28|32|33|34,9,9,9,4,14,-10,44.44444444444444,155.55555555555554,3,04:41:00,3,00:41:00,48,60,52,74,Unknownx5,5,24|28|32|33|34,1:24|1:28|1:32|1:33|1:34,"[24, 28, 32, 33, 34]","['1:24', '1:28', '1:32', '1:33', '1:34']","['Y. Onan', 'J. Johnson', 'J. Scrubb', 'J. Mintz', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,453.1,513.0,"[24, 29, 31, 32, 34]",24|29|31|32|34,10,10,10,9,6,3,90.0,60.0,3,00:41:00,4,07:38:00,52,74,61,80,Unknownx5,5,24|29|31|32|34,1:24|1:29|1:31|1:32|1:34,"[24, 29, 31, 32, 34]","['1:24', '1:29', '1:31', '1:32', '1:34']","['Y. Onan', 'E. Mobley', 'D. Smith', 'J. Scrubb', 'K. Zemaitis']",GLINT MANISA BASKET
