team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,ONVO BÜYÜKÇEKMECE BASKETBOL,1.0,49.0,"[5, 7, 10, 12, 13]",5|7|10|12|13,8,8,10,4,9,-5,50.0,90.0,1,10:00:00,1,06:16:00,0,0,4,9,Unknownx5,5,5|7|10|12|13,1:5|1:7|1:10|1:12|1:13,"[5, 7, 10, 12, 13]","['1:5', '1:7', '1:10', '1:12', '1:13']","['J. Lecque', 'S. Pipes Jr', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,49.1,77.0,"[6, 7, 10, 12, 13]",6|7|10|12|13,5,5,5,0,9,-9,0.0,180.0,1,06:16:00,1,04:46:00,4,9,4,18,Unknownx5,5,6|7|10|12|13,1:6|1:7|1:10|1:12|1:13,"[6, 7, 10, 12, 13]","['1:6', '1:7', '1:10', '1:12', '1:13']","['J. Johnson', 'S. Pipes Jr', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,77.1,126.0,"[4, 6, 7, 11, 13]",4|6|7|11|13,6,6,6,2,3,-1,33.333333333333336,50.0,1,04:46:00,1,02:26:00,4,18,6,21,Unknownx5,5,4|6|7|11|13,1:4|1:6|1:7|1:11|1:13,"[4, 6, 7, 11, 13]","['1:4', '1:6', '1:7', '1:11', '1:13']","['E. Bruinsma', 'J. Johnson', 'S. Pipes Jr', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,126.1,173.0,"[4, 5, 6, 11, 13]",4|5|6|11|13,7,7,7,9,4,5,128.57142857142858,57.142857142857146,1,02:26:00,1,00:12:70,6,21,15,25,Unknownx5,5,4|5|6|11|13,1:4|1:5|1:6|1:11|1:13,"[4, 5, 6, 11, 13]","['1:4', '1:5', '1:6', '1:11', '1:13']","['E. Bruinsma', 'J. Lecque', 'J. Johnson', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,173.1,197.0,"[4, 6, 7, 8, 11]",4|6|7|8|11,5,5,4,4,0,4,80.0,0.0,1,00:12:70,2,08:44:00,15,25,19,25,Unknownx5,5,4|6|7|8|11,1:4|1:6|1:7|1:8|1:11,"[4, 6, 7, 8, 11]","['1:4', '1:6', '1:7', '1:8', '1:11']","['E. Bruinsma', 'J. Johnson', 'S. Pipes Jr', 'Y. Özkan', 'M. Senli']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,197.1,215.0,"[4, 5, 7, 8, 11]",4|5|7|8|11,2,2,3,2,5,-3,100.0,166.66666666666666,2,08:44:00,2,07:26:00,19,25,21,30,Unknownx5,5,4|5|7|8|11,1:4|1:5|1:7|1:8|1:11,"[4, 5, 7, 8, 11]","['1:4', '1:5', '1:7', '1:8', '1:11']","['E. Bruinsma', 'J. Lecque', 'S. Pipes Jr', 'Y. Özkan', 'M. Senli']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,215.1,230.0,"[4, 5, 8, 11, 13]",4|5|8|11|13,2,2,1,1,0,1,50.0,0.0,2,07:26:00,2,07:07:00,21,30,22,30,Unknownx5,5,4|5|8|11|13,1:4|1:5|1:8|1:11|1:13,"[4, 5, 8, 11, 13]","['1:4', '1:5', '1:8', '1:11', '1:13']","['E. Bruinsma', 'J. Lecque', 'Y. Özkan', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,230.1,253.0,"[4, 5, 8, 12, 13]",4|5|8|12|13,4,4,4,0,5,-5,0.0,125.0,2,07:07:00,2,06:09:00,22,30,22,35,Unknownx5,5,4|5|8|12|13,1:4|1:5|1:8|1:12|1:13,"[4, 5, 8, 12, 13]","['1:4', '1:5', '1:8', '1:12', '1:13']","['E. Bruinsma', 'J. Lecque', 'Y. Özkan', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,253.1,291.0,"[5, 7, 10, 12, 13]",5|7|10|12|13,6,6,6,2,6,-4,33.333333333333336,100.0,2,06:09:00,2,03:05:00,22,35,24,41,Unknownx5,5,5|7|10|12|13,1:5|1:7|1:10|1:12|1:13,"[5, 7, 10, 12, 13]","['1:5', '1:7', '1:10', '1:12', '1:13']","['J. Lecque', 'S. Pipes Jr', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,291.1,314.0,"[5, 6, 10, 12, 13]",5|6|10|12|13,3,3,3,0,1,-1,0.0,33.333333333333336,2,03:05:00,2,02:01:00,24,41,24,42,Unknownx5,5,5|6|10|12|13,1:5|1:6|1:10|1:12|1:13,"[5, 6, 10, 12, 13]","['1:5', '1:6', '1:10', '1:12', '1:13']","['J. Lecque', 'J. Johnson', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,314.1,347.0,"[4, 5, 6, 8, 13]",4|5|6|8|13,6,6,6,9,2,7,150.0,33.333333333333336,2,02:01:00,2,00:22:30,24,42,33,44,Unknownx5,5,4|5|6|8|13,1:4|1:5|1:6|1:8|1:13,"[4, 5, 6, 8, 13]","['1:4', '1:5', '1:6', '1:8', '1:13']","['E. Bruinsma', 'J. Lecque', 'J. Johnson', 'Y. Özkan', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,347.1,359.0,"[4, 5, 8, 9, 13]",4|5|8|9|13,0,0,0,0,0,0,,,2,00:22:30,3,10:00:00,33,44,33,44,Unknownx5,5,4|5|8|9|13,1:4|1:5|1:8|1:9|1:13,"[4, 5, 8, 9, 13]","['1:4', '1:5', '1:8', '1:9', '1:13']","['E. Bruinsma', 'J. Lecque', 'Y. Özkan', 'C. Turgut', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,359.1,397.0,"[4, 5, 6, 8, 13]",4|5|6|8|13,5,5,6,3,4,-1,60.0,66.66666666666667,3,10:00:00,3,08:11:00,33,44,36,48,Unknownx5,5,4|5|6|8|13,1:4|1:5|1:6|1:8|1:13,"[4, 5, 6, 8, 13]","['1:4', '1:5', '1:6', '1:8', '1:13']","['E. Bruinsma', 'J. Lecque', 'J. Johnson', 'Y. Özkan', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,397.1,477.0,"[4, 6, 7, 11, 13]",4|6|7|11|13,14,14,14,9,10,-1,64.28571428571429,71.42857142857143,3,08:11:00,3,03:56:00,36,48,45,58,Unknownx5,5,4|6|7|11|13,1:4|1:6|1:7|1:11|1:13,"[4, 6, 7, 11, 13]","['1:4', '1:6', '1:7', '1:11', '1:13']","['E. Bruinsma', 'J. Johnson', 'S. Pipes Jr', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,477.1,489.0,"[4, 5, 7, 10, 13]",4|5|7|10|13,1,1,1,0,0,0,0.0,0.0,3,03:56:00,3,03:22:00,45,58,45,58,Unknownx5,5,4|5|7|10|13,1:4|1:5|1:7|1:10|1:13,"[4, 5, 7, 10, 13]","['1:4', '1:5', '1:7', '1:10', '1:13']","['E. Bruinsma', 'J. Lecque', 'S. Pipes Jr', 'M. Türen', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,489.1,521.0,"[4, 5, 7, 8, 10]",4|5|7|8|10,7,7,6,6,4,2,85.71428571428571,66.66666666666667,3,03:22:00,3,01:22:00,45,58,51,62,Unknownx5,5,4|5|7|8|10,1:4|1:5|1:7|1:8|1:10,"[4, 5, 7, 8, 10]","['1:4', '1:5', '1:7', '1:8', '1:10']","['E. Bruinsma', 'J. Lecque', 'S. Pipes Jr', 'Y. Özkan', 'M. Türen']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,521.1,582.0,"[5, 6, 7, 8, 10]",5|6|7|8|10,8,8,8,5,5,0,62.5,62.5,3,01:22:00,4,08:23:00,51,62,56,67,Unknownx5,5,5|6|7|8|10,1:5|1:6|1:7|1:8|1:10,"[5, 6, 7, 8, 10]","['1:5', '1:6', '1:7', '1:8', '1:10']","['J. Lecque', 'J. Johnson', 'S. Pipes Jr', 'Y. Özkan', 'M. Türen']",ONVO BÜYÜKÇEKMECE BASKETBOL
