team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,5,J. Lecque,Jalen Evander,Lecque,0,1,,1,,,30:13,6,9,66,0,3,0,6,6,100,7,12,58,3,0,3,3,3,4,0,0,2,7,19,5,9,-11,12,J. Lecque,1:5
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,13,K. Van Der Vuurst De Vries,Keye Jord,Van Der Vuurst De Vries,1,1,,0,,,24:20,2,9,22,2,8,25,0,1,0,2,2,100,1,0,1,5,2,2,0,0,5,2,8,0,2,-14,0,K. Van Der Vuurst De Vries,1:13
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,8,Y. Özkan,Yigit,Özkan,2,0,,0,,,15:35,1,1,100,1,1,100,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,3,0,0,-3,0,Y. Özkan,1:8
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,10,M. Türen,Metin,Türen,7,1,,0,,,15:29,0,0,0,0,0,0,0,0,0,1,2,50,1,0,1,0,1,1,0,0,0,1,1,0,0,-20,0,M. Türen,1:10
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,14,A. Varli,Aybars,Varli,8,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A. Varli,1:14
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,7,S. Pipes Jr,Shawn Oneal,Pipes Jr,11,1,,1,,,30:07,4,11,36,1,6,16,3,5,60,0,0,0,1,0,1,1,3,2,0,0,2,2,9,0,2,-23,4,S. Pipes Jr,1:7
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,41,H. Senol,Halil Ertugrul,Senol,15,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H. Senol,1:41
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,9,C. Turgut,Can Kaan,Turgut,23,0,,1,,,4:49,1,1,100,0,0,0,1,1,100,1,2,50,0,0,0,0,0,0,0,0,0,1,3,0,3,-1,2,C. Turgut,1:9
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,4,E. Bruinsma,Evan John,Bruinsma,33,0,,1,,,27:39,2,6,33,1,4,25,1,2,50,6,8,75,3,1,4,3,1,1,0,0,2,5,11,2,2,-1,2,E. Bruinsma,1:4
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,12,A. Bandaogo,Abdou Aziz,Bandaogo,55,1,,0,,,12:57,1,3,33,0,0,0,1,3,33,0,0,0,3,4,7,1,0,1,0,0,3,1,2,0,2,-29,2,A. Bandaogo,1:12
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,11,M. Senli,Muhammed Dogan,Senli,65,0,1.0,1,,,17:06,2,6,33,0,1,0,2,5,40,3,4,75,2,4,6,0,3,2,0,0,0,2,7,0,2,4,4,M. Senli,1:11
1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,6,J. Johnson,Jaron Tremel,Johnson,92,0,,0,,,21:45,2,6,33,0,2,0,2,4,50,2,3,66,1,1,2,2,1,0,0,0,5,1,6,0,4,-2,4,J. Johnson,1:6
2,GLINT MANISA BASKET,MNS,32,J. Scrubb,Jayden Amari,Scrubb,1,0,,0,,,25:41,5,7,71,0,2,0,5,5,100,1,2,50,1,3,4,2,3,0,0,0,3,3,11,0,4,1,10,J. Scrubb,2:32
2,GLINT MANISA BASKET,MNS,31,D. Smith,Dayshon Hassan,Smith,2,1,1.0,1,,,29:37,2,7,28,0,1,0,2,6,33,8,8,100,4,0,4,5,4,0,0,0,1,4,12,0,7,21,4,D. Smith,2:31
2,GLINT MANISA BASKET,MNS,23,B. Eryurtlu,Batu,Eryurtlu,6,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B. Eryurtlu,2:23
2,GLINT MANISA BASKET,MNS,24,Y. Onan,Yigit,Onan,7,1,,1,,,32:34,6,8,75,0,2,0,6,6,100,2,3,66,4,0,4,1,3,1,0,0,4,3,14,0,4,29,12,Y. Onan,2:24
2,GLINT MANISA BASKET,MNS,33,J. Mintz,Judah Jah Leone,Mintz,10,0,,1,,,26:49,6,10,60,1,2,50,5,8,62,6,6,100,0,1,1,1,1,4,0,0,1,3,19,0,6,8,10,J. Mintz,2:33
2,GLINT MANISA BASKET,MNS,22,B. Çal,Bugra,Çal,11,0,,0,,,7:26,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,-9,0,B. Çal,2:22
2,GLINT MANISA BASKET,MNS,27,M. Yerkazanoglu,Mustafa Faruk,Yerkazanoglu,12,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M. Yerkazanoglu,2:27
2,GLINT MANISA BASKET,MNS,34,K. Zemaitis,Kristupas,Zemaitis,13,1,,1,,,26:37,4,7,57,3,4,75,1,3,33,0,0,0,3,0,3,3,0,0,0,0,4,1,11,0,3,16,2,K. Zemaitis,2:34
2,GLINT MANISA BASKET,MNS,29,E. Mobley,Eric Isaiah,Mobley,15,0,,1,,,19:42,4,7,57,0,1,0,4,6,66,1,1,100,3,0,3,4,2,0,0,0,4,2,9,3,0,0,8,E. Mobley,2:29
2,GLINT MANISA BASKET,MNS,16,A. Çamoglu,Altan,Çamoglu,21,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A. Çamoglu,2:16
2,GLINT MANISA BASKET,MNS,28,J. Johnson,Jayce Ryback,Johnson,34,1,,0,,,20:18,2,6,33,0,0,0,2,6,33,2,5,40,6,4,10,0,1,0,0,0,3,4,6,3,0,20,4,J. Johnson,2:28
2,GLINT MANISA BASKET,MNS,30,J. Cardoso Pereira,Joao Marcello,Cardoso Pereira,45,1,,0,,,11:16,3,4,75,1,1,100,2,3,66,0,0,0,2,0,2,1,1,2,0,0,1,1,7,0,4,14,4,J. Cardoso Pereira,2:30
