team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,ONVO BÜYÜKÇEKMECE BASKETBOL,438.1,461.0,"[4, 5, 7, 11, 13]",5,4|5|7|11|13,"['1:4', '1:5', '1:7', '1:11', '1:13']","['E. Bruinsma', 'J. Lecque', 'S. Pipes Jr', 'M. Senli', 'K. Van Der Vuurst De Vries']",1:4|1:5|1:7|1:11|1:13,Unknownx5,3,05:23:00,3,03:10:00,53,53,55,61
1,ONVO BÜYÜKÇEKMECE BASKETBOL,461.1,530.0,"[4, 5, 6, 11, 13]",5,4|5|6|11|13,"['1:4', '1:5', '1:6', '1:11', '1:13']","['E. Bruinsma', 'J. Lecque', 'J. Johnson', 'M. Senli', 'K. Van Der Vuurst De Vries']",1:4|1:5|1:6|1:11|1:13,Unknownx5,3,03:10:00,3,00:04:80,55,61,63,66
1,ONVO BÜYÜKÇEKMECE BASKETBOL,530.1,542.0,"[4, 5, 6, 8, 11]",5,4|5|6|8|11,"['1:4', '1:5', '1:6', '1:8', '1:11']","['E. Bruinsma', 'J. Lecque', 'J. Johnson', 'Y. Özkan', 'M. Senli']",1:4|1:5|1:6|1:8|1:11,Unknownx5,3,00:04:80,4,10:00:00,63,66,63,67
1,ONVO BÜYÜKÇEKMECE BASKETBOL,542.1,568.0,"[4, 5, 7, 11, 13]",5,4|5|7|11|13,"['1:4', '1:5', '1:7', '1:11', '1:13']","['E. Bruinsma', 'J. Lecque', 'S. Pipes Jr', 'M. Senli', 'K. Van Der Vuurst De Vries']",1:4|1:5|1:7|1:11|1:13,Unknownx5,4,10:00:00,4,08:04:00,63,67,65,69
1,ONVO BÜYÜKÇEKMECE BASKETBOL,568.1,623.0,"[4, 7, 8, 12, 13]",5,4|7|8|12|13,"['1:4', '1:7', '1:8', '1:12', '1:13']","['E. Bruinsma', 'S. Pipes Jr', 'Y. Özkan', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",1:4|1:7|1:8|1:12|1:13,Unknownx5,4,08:04:00,4,05:30:00,65,69,71,76
1,ONVO BÜYÜKÇEKMECE BASKETBOL,623.1,665.0,"[4, 5, 7, 8, 12]",5,4|5|7|8|12,"['1:4', '1:5', '1:7', '1:8', '1:12']","['E. Bruinsma', 'J. Lecque', 'S. Pipes Jr', 'Y. Özkan', 'A. Bandaogo']",1:4|1:5|1:7|1:8|1:12,Unknownx5,4,05:30:00,4,03:24:00,71,76,77,81
1,ONVO BÜYÜKÇEKMECE BASKETBOL,665.1,778.0,"[4, 7, 8, 12, 13]",5,4|7|8|12|13,"['1:4', '1:7', '1:8', '1:12', '1:13']","['E. Bruinsma', 'S. Pipes Jr', 'Y. Özkan', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",1:4|1:7|1:8|1:12|1:13,Unknownx5,4,03:24:00,4,00:11:20,77,81,85,89
1,ONVO BÜYÜKÇEKMECE BASKETBOL,778.1,787.0,"[4, 5, 7, 8, 13]",5,4|5|7|8|13,"['1:4', '1:5', '1:7', '1:8', '1:13']","['E. Bruinsma', 'J. Lecque', 'S. Pipes Jr', 'Y. Özkan', 'K. Van Der Vuurst De Vries']",1:4|1:5|1:7|1:8|1:13,Unknownx5,4,00:11:20,4,00:00:00,85,89,85,89
2,ALİAĞA PETKİM SPOR,1.0,59.0,"[44, 66, 67, 70, 98]",5,44|66|67|70|98,"['2:44', '2:66', '2:67', '2:70', '2:98']","['T. Sav', 'J. Floyd', 'D. Efianayi Jr', 'U. Utomi', 'P. Scrubb']",2:44|2:66|2:67|2:70|2:98,Unknownx5,1,10:00:00,1,06:26:00,0,0,8,4
2,ALİAĞA PETKİM SPOR,59.1,92.0,"[44, 64, 67, 70, 98]",5,44|64|67|70|98,"['2:44', '2:64', '2:67', '2:70', '2:98']","['T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'U. Utomi', 'P. Scrubb']",2:44|2:64|2:67|2:70|2:98,Unknownx5,1,06:26:00,1,05:19:00,8,4,11,6
2,ALİAĞA PETKİM SPOR,92.1,117.0,"[42, 64, 65, 67, 70]",5,42|64|65|67|70,"['2:42', '2:64', '2:65', '2:67', '2:70']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'U. Utomi']",2:42|2:64|2:65|2:67|2:70,Unknownx5,1,05:19:00,1,02:49:00,11,6,14,13
2,ALİAĞA PETKİM SPOR,117.1,147.0,"[42, 64, 65, 68, 98]",5,42|64|65|68|98,"['2:42', '2:64', '2:65', '2:68', '2:98']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'Y. Franke', 'P. Scrubb']",2:42|2:64|2:65|2:68|2:98,Unknownx5,1,02:49:00,1,00:49:50,14,13,16,16
2,ALİAĞA PETKİM SPOR,147.1,217.0,"[42, 65, 66, 68, 98]",5,42|65|66|68|98,"['2:42', '2:65', '2:66', '2:68', '2:98']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'Y. Franke', 'P. Scrubb']",2:42|2:65|2:66|2:68|2:98,Unknownx5,1,00:49:50,2,07:41:00,16,16,25,21
2,ALİAĞA PETKİM SPOR,217.1,233.0,"[42, 65, 66, 67, 98]",5,42|65|66|67|98,"['2:42', '2:65', '2:66', '2:67', '2:98']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'D. Efianayi Jr', 'P. Scrubb']",2:42|2:65|2:66|2:67|2:98,Unknownx5,2,07:41:00,2,07:11:00,25,21,25,25
2,ALİAĞA PETKİM SPOR,233.1,247.0,"[42, 64, 65, 67, 98]",5,42|64|65|67|98,"['2:42', '2:64', '2:65', '2:67', '2:98']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'P. Scrubb']",2:42|2:64|2:65|2:67|2:98,Unknownx5,2,07:11:00,2,06:48:00,25,25,25,25
2,ALİAĞA PETKİM SPOR,247.1,327.0,"[44, 64, 67, 68, 98]",5,44|64|67|68|98,"['2:44', '2:64', '2:67', '2:68', '2:98']","['T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke', 'P. Scrubb']",2:44|2:64|2:67|2:68|2:98,Unknownx5,2,06:48:00,2,01:23:00,25,25,35,38
2,ALİAĞA PETKİM SPOR,327.1,342.0,"[42, 64, 65, 67, 68]",5,42|64|65|67|68,"['2:42', '2:64', '2:65', '2:67', '2:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",2:42|2:64|2:65|2:67|2:68,Unknownx5,2,01:23:00,2,00:19:70,35,38,39,42
2,ALİAĞA PETKİM SPOR,342.1,351.0,"[42, 65, 66, 67, 68]",5,42|65|66|67|68,"['2:42', '2:65', '2:66', '2:67', '2:68']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'D. Efianayi Jr', 'Y. Franke']",2:42|2:65|2:66|2:67|2:68,Unknownx5,2,00:19:70,3,10:00:00,39,42,41,45
2,ALİAĞA PETKİM SPOR,351.1,427.0,"[44, 64, 67, 70, 98]",5,44|64|67|70|98,"['2:44', '2:64', '2:67', '2:70', '2:98']","['T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'U. Utomi', 'P. Scrubb']",2:44|2:64|2:67|2:70|2:98,Unknownx5,3,10:00:00,3,06:11:00,41,45,50,53
2,ALİAĞA PETKİM SPOR,427.1,463.0,"[44, 64, 67, 68, 98]",5,44|64|67|68|98,"['2:44', '2:64', '2:67', '2:68', '2:98']","['T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke', 'P. Scrubb']",2:44|2:64|2:67|2:68|2:98,Unknownx5,3,06:11:00,3,03:10:00,50,53,61,55
2,ALİAĞA PETKİM SPOR,463.1,471.0,"[44, 66, 67, 68, 98]",5,44|66|67|68|98,"['2:44', '2:66', '2:67', '2:68', '2:98']","['T. Sav', 'J. Floyd', 'D. Efianayi Jr', 'Y. Franke', 'P. Scrubb']",2:44|2:66|2:67|2:68|2:98,Unknownx5,3,03:10:00,3,02:58:00,61,55,61,55
2,ALİAĞA PETKİM SPOR,471.1,514.0,"[42, 65, 66, 67, 68]",5,42|65|66|67|68,"['2:42', '2:65', '2:66', '2:67', '2:68']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'D. Efianayi Jr', 'Y. Franke']",2:42|2:65|2:66|2:67|2:68,Unknownx5,3,02:58:00,3,00:56:30,61,55,63,59
2,ALİAĞA PETKİM SPOR,514.1,572.0,"[42, 64, 65, 68, 98]",5,42|64|65|68|98,"['2:42', '2:64', '2:65', '2:68', '2:98']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'Y. Franke', 'P. Scrubb']",2:42|2:64|2:65|2:68|2:98,Unknownx5,3,00:56:30,4,08:04:00,63,59,69,65
2,ALİAĞA PETKİM SPOR,572.1,587.0,"[42, 64, 65, 67, 68]",5,42|64|65|67|68,"['2:42', '2:64', '2:65', '2:67', '2:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",2:42|2:64|2:65|2:67|2:68,Unknownx5,4,08:04:00,4,07:25:00,69,65,71,65
2,ALİAĞA PETKİM SPOR,587.1,606.0,"[42, 65, 66, 67, 68]",5,42|65|66|67|68,"['2:42', '2:65', '2:66', '2:67', '2:68']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'D. Efianayi Jr', 'Y. Franke']",2:42|2:65|2:66|2:67|2:68,Unknownx5,4,07:25:00,4,06:39:00,71,65,74,67
2,ALİAĞA PETKİM SPOR,606.1,625.0,"[42, 64, 65, 67, 68]",5,42|64|65|67|68,"['2:42', '2:64', '2:65', '2:67', '2:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",2:42|2:64|2:65|2:67|2:68,Unknownx5,4,06:39:00,4,05:30:00,74,67,76,71
2,ALİAĞA PETKİM SPOR,625.1,719.0,"[44, 64, 67, 68, 98]",5,44|64|67|68|98,"['2:44', '2:64', '2:67', '2:68', '2:98']","['T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke', 'P. Scrubb']",2:44|2:64|2:67|2:68|2:98,Unknownx5,4,05:30:00,4,01:05:00,76,71,83,83
2,ALİAĞA PETKİM SPOR,719.1,780.0,"[42, 64, 67, 68, 70]",5,42|64|67|68|70,"['2:42', '2:64', '2:67', '2:68', '2:70']","['Y. Sonsirma', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke', 'U. Utomi']",2:42|2:64|2:67|2:68|2:70,Unknownx5,4,01:05:00,4,00:11:20,83,83,89,85
2,ALİAĞA PETKİM SPOR,780.1,787.0,"[42, 64, 68, 70, 98]",5,42|64|68|70|98,"['2:42', '2:64', '2:68', '2:70', '2:98']","['Y. Sonsirma', 'M. Sajus', 'Y. Franke', 'U. Utomi', 'P. Scrubb']",2:42|2:64|2:68|2:70|2:98,Unknownx5,4,00:11:20,4,00:00:00,89,85,89,85
