possession_id,period,start_action,end_action,owner_tno,end_reason,pts_owner,pts_against,owner_team_name,net_pts
0,1,1,6,,,0,0,,0
1,1,7,10,2.0,def_reb,0,0,ALİAĞA PETKİM SPOR,0
2,1,12,12,1.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
3,1,16,16,2.0,def_reb,0,0,ALİAĞA PETKİM SPOR,0
4,1,18,20,1.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
5,1,21,21,2.0,def_reb,0,0,ALİAĞA PETKİM SPOR,0
6,1,22,22,1.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
7,1,23,23,2.0,def_reb,0,0,ALİAĞA PETKİM SPOR,0
8,1,24,24,1.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
9,1,25,25,2.0,def_reb,0,0,ALİAĞA PETKİM SPOR,0
10,1,27,31,1.0,turnover,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
11,1,32,33,2.0,turnover,0,0,ALİAĞA PETKİM SPOR,0
12,1,35,35,1.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
13,1,36,36,2.0,def_reb,0,0,ALİAĞA PETKİM SPOR,0
14,1,37,37,1.0,score,2,0,ONVO BÜYÜKÇEKMECE BASKETBOL,2
15,1,38,39,2.0,score,3,0,ALİAĞA PETKİM SPOR,3
16,1,40,45,1.0,score,2,0,ONVO BÜYÜKÇEKMECE BASKETBOL,2
17,1,46,46,2.0,score,3,0,ALİAĞA PETKİM SPOR,3
18,1,47,47,1.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
19,1,48,48,2.0,def_reb,0,0,ALİAĞA PETKİM SPOR,0
20,1,49,49,1.0,score,2,2,ONVO BÜYÜKÇEKMECE BASKETBOL,0
21,1,50,51,2.0,def_reb,0,0,ALİAĞA PETKİM SPOR,0
22,1,52,52,1.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
23,1,54,58,2.0,def_reb,0,0,ALİAĞA PETKİM SPOR,0
24,1,59,69,1.0,made_ft,1,1,ONVO BÜYÜKÇEKMECE BASKETBOL,0
25,1,70,71,2.0,def_reb,0,0,ALİAĞA PETKİM SPOR,0
26,1,73,73,1.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
27,1,74,76,2.0,score,2,2,ALİAĞA PETKİM SPOR,0
28,1,78,80,1.0,made_ft,1,1,ONVO BÜYÜKÇEKMECE BASKETBOL,0
29,1,81,81,2.0,made_ft_last,1,0,ALİAĞA PETKİM SPOR,1
30,1,83,83,1.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
31,1,87,87,2.0,def_reb,0,0,ALİAĞA PETKİM SPOR,0
32,1,88,97,1.0,def_reb,0,0,ONVO BÜYÜKÇEKMECE BASKETBOL,0
33,1,98,98,2.0,def_reb,0,0,ALİAĞA PETKİM SPOR,0
