start_action,end_action,start_period,start_clock,end_period,end_clock,teamA_no,teamA_name,lineupA_players,lineupA_uid,lineupA_pos_mix,lineupA_tokens,lineupA_names,teamB_no,teamB_name,lineupB_players,lineupB_uid,lineupB_pos_mix,lineupB_tokens,lineupB_names,poss_A,pts_A_for,pts_A_against,net_A,ORtg_A,DRtg_A,poss_B,pts_B_for,pts_B_against,net_B,ORtg_B,DRtg_B,score_start_A,score_start_B,score_end_A,score_end_B
1.0,58.0,1,10:00:00,1,06:15:00,1,ESENLER EROKSPOR,"[19, 20, 24, 26, 28]",19|20|24|26|28,Unknownx5,"['1:19', '1:20', '1:24', '1:26', '1:28']","['A. Duverioglu', 'E. Arna', 'P. Cornelie', 'J. Crawford', 'J. Love']",2,BESIKTAS GAIN,"[62, 67, 69, 70, 75]",62|67|69|70|75,Unknownx5,"['2:62', '2:67', '2:69', '2:70', '2:75']","['A. Zizic', 'A. Brown', 'C. Morgan', 'J. Mathews', 'B. Ugurlu']",9,8,10,-2,88.88888888888889,100.0,10,10,8,2,100.0,88.88888888888889,0,0,8,10
58.1,79.0,1,06:15:00,1,05:21:00,1,ESENLER EROKSPOR,"[19, 20, 24, 26, 28]",19|20|24|26|28,Unknownx5,"['1:19', '1:20', '1:24', '1:26', '1:28']","['A. Duverioglu', 'E. Arna', 'P. Cornelie', 'J. Crawford', 'J. Love']",2,BESIKTAS GAIN,"[62, 67, 68, 70, 75]",62|67|68|70|75,Unknownx5,"['2:62', '2:67', '2:68', '2:70', '2:75']","['A. Zizic', 'A. Brown', 'V. Brown', 'J. Mathews', 'B. Ugurlu']",3,2,1,1,66.66666666666667,25.0,4,1,2,-1,25.0,66.66666666666667,8,10,10,12
79.1,81.0,1,05:21:00,1,05:21:00,1,ESENLER EROKSPOR,"[20, 24, 26, 27, 28]",20|24|26|27|28,Unknownx5,"['1:20', '1:24', '1:26', '1:27', '1:28']","['E. Arna', 'P. Cornelie', 'J. Crawford', 'J. Simmons', 'J. Love']",2,BESIKTAS GAIN,"[62, 67, 68, 70, 75]",62|67|68|70|75,Unknownx5,"['2:62', '2:67', '2:68', '2:70', '2:75']","['A. Zizic', 'A. Brown', 'V. Brown', 'J. Mathews', 'B. Ugurlu']",0,0,0,0,,,0,0,0,0,,,10,12,10,12
81.1,122.0,1,05:21:00,1,03:02:00,1,ESENLER EROKSPOR,"[20, 24, 26, 27, 28]",20|24|26|27|28,Unknownx5,"['1:20', '1:24', '1:26', '1:27', '1:28']","['E. Arna', 'P. Cornelie', 'J. Crawford', 'J. Simmons', 'J. Love']",2,BESIKTAS GAIN,"[68, 70, 71, 72, 76]",68|70|71|72|76,Unknownx5,"['2:68', '2:70', '2:71', '2:72', '2:76']","['V. Brown', 'J. Mathews', 'D. Dotson', 'I. Kamagate', 'C. Kus']",8,6,5,1,75.0,62.5,8,5,6,-1,62.5,75.0,10,12,13,20
122.1,124.0,1,03:02:00,1,03:02:00,1,ESENLER EROKSPOR,"[20, 24, 25, 26, 27]",20|24|25|26|27,Unknownx5,"['1:20', '1:24', '1:25', '1:26', '1:27']","['E. Arna', 'P. Cornelie', 'L. Galloway', 'J. Crawford', 'J. Simmons']",2,BESIKTAS GAIN,"[68, 70, 71, 72, 76]",68|70|71|72|76,Unknownx5,"['2:68', '2:70', '2:71', '2:72', '2:76']","['V. Brown', 'J. Mathews', 'D. Dotson', 'I. Kamagate', 'C. Kus']",0,0,0,0,,,0,0,0,0,,,13,20,13,20
124.1,146.0,1,03:02:00,1,01:15:00,1,ESENLER EROKSPOR,"[20, 24, 25, 26, 27]",20|24|25|26|27,Unknownx5,"['1:20', '1:24', '1:25', '1:26', '1:27']","['E. Arna', 'P. Cornelie', 'L. Galloway', 'J. Crawford', 'J. Simmons']",2,BESIKTAS GAIN,"[67, 68, 71, 72, 76]",67|68|71|72|76,Unknownx5,"['2:67', '2:68', '2:71', '2:72', '2:76']","['A. Brown', 'V. Brown', 'D. Dotson', 'I. Kamagate', 'C. Kus']",4,2,3,-1,50.0,75.0,4,3,2,1,75.0,50.0,13,20,16,25
146.1,162.0,1,01:15:00,1,00:49:60,1,ESENLER EROKSPOR,"[21, 22, 25, 26, 27]",21|22|25|26|27,Unknownx5,"['1:21', '1:22', '1:25', '1:26', '1:27']","['E. Gazi', 'T. Thurman', 'L. Galloway', 'J. Crawford', 'J. Simmons']",2,BESIKTAS GAIN,"[67, 68, 71, 72, 76]",67|68|71|72|76,Unknownx5,"['2:67', '2:68', '2:71', '2:72', '2:76']","['A. Brown', 'V. Brown', 'D. Dotson', 'I. Kamagate', 'C. Kus']",1,0,0,0,0.0,0.0,2,0,0,0,0.0,0.0,16,25,16,25
162.1,176.0,1,00:49:60,1,00:38:20,1,ESENLER EROKSPOR,"[21, 22, 25, 26, 27]",21|22|25|26|27,Unknownx5,"['1:21', '1:22', '1:25', '1:26', '1:27']","['E. Gazi', 'T. Thurman', 'L. Galloway', 'J. Crawford', 'J. Simmons']",2,BESIKTAS GAIN,"[67, 68, 71, 72, 75]",67|68|71|72|75,Unknownx5,"['2:67', '2:68', '2:71', '2:72', '2:75']","['A. Brown', 'V. Brown', 'D. Dotson', 'I. Kamagate', 'B. Ugurlu']",1,1,1,0,100.0,100.0,1,1,1,0,100.0,100.0,16,25,19,25
176.1,190.0,1,00:38:20,2,10:00:00,1,ESENLER EROKSPOR,"[21, 22, 25, 26, 27]",21|22|25|26|27,Unknownx5,"['1:21', '1:22', '1:25', '1:26', '1:27']","['E. Gazi', 'T. Thurman', 'L. Galloway', 'J. Crawford', 'J. Simmons']",2,BESIKTAS GAIN,"[62, 67, 68, 71, 75]",62|67|68|71|75,Unknownx5,"['2:62', '2:67', '2:68', '2:71', '2:75']","['A. Zizic', 'A. Brown', 'V. Brown', 'D. Dotson', 'B. Ugurlu']",3,1,0,1,33.333333333333336,0.0,2,0,1,-1,0.0,33.333333333333336,19,25,19,27
190.1,229.0,2,10:00:00,2,07:38:00,1,ESENLER EROKSPOR,"[21, 22, 25, 26, 27]",21|22|25|26|27,Unknownx5,"['1:21', '1:22', '1:25', '1:26', '1:27']","['E. Gazi', 'T. Thurman', 'L. Galloway', 'J. Crawford', 'J. Simmons']",2,BESIKTAS GAIN,"[62, 67, 68, 70, 75]",62|67|68|70|75,Unknownx5,"['2:62', '2:67', '2:68', '2:70', '2:75']","['A. Zizic', 'A. Brown', 'V. Brown', 'J. Mathews', 'B. Ugurlu']",8,3,5,-2,37.5,71.42857142857143,7,5,3,2,71.42857142857143,37.5,19,27,23,31
