team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,ESENLER EROKSPOR,566.1,598.0,"[21, 22, 24, 25, 28]",5,21|22|24|25|28,"['1:21', '1:22', '1:24', '1:25', '1:28']","['E. Gazi', 'T. Thurman', 'P. Cornelie', 'L. Galloway', 'J. Love']",1:21|1:22|1:24|1:25|1:28,Unknownx5,4,08:59:00,4,06:57:00,59,64,59,66
1,ESENLER EROKSPOR,598.1,623.0,"[20, 24, 25, 27, 28]",5,20|24|25|27|28,"['1:20', '1:24', '1:25', '1:27', '1:28']","['E. Arna', 'P. Cornelie', 'L. Galloway', 'J. Simmons', 'J. Love']",1:20|1:24|1:25|1:27|1:28,Unknownx5,4,06:57:00,4,05:07:00,59,66,61,74
1,ESENLER EROKSPOR,623.1,668.0,"[20, 22, 24, 25, 28]",5,20|22|24|25|28,"['1:20', '1:22', '1:24', '1:25', '1:28']","['E. Arna', 'T. Thurman', 'P. Cornelie', 'L. Galloway', 'J. Love']",1:20|1:22|1:24|1:25|1:28,Unknownx5,4,05:07:00,4,03:50:00,61,74,66,76
1,ESENLER EROKSPOR,668.1,706.0,"[20, 22, 24, 25, 26]",5,20|22|24|25|26,"['1:20', '1:22', '1:24', '1:25', '1:26']","['E. Arna', 'T. Thurman', 'P. Cornelie', 'L. Galloway', 'J. Crawford']",1:20|1:22|1:24|1:25|1:26,Unknownx5,4,03:50:00,4,01:47:00,66,76,76,80
1,ESENLER EROKSPOR,706.1,784.0,"[20, 21, 24, 25, 26]",5,20|21|24|25|26,"['1:20', '1:21', '1:24', '1:25', '1:26']","['E. Arna', 'E. Gazi', 'P. Cornelie', 'L. Galloway', 'J. Crawford']",1:20|1:21|1:24|1:25|1:26,Unknownx5,4,01:47:00,4,00:00:00,76,80,80,84
2,BESIKTAS GAIN,1.0,58.0,"[62, 67, 69, 70, 75]",5,62|67|69|70|75,"['2:62', '2:67', '2:69', '2:70', '2:75']","['A. Zizic', 'A. Brown', 'C. Morgan', 'J. Mathews', 'B. Ugurlu']",2:62|2:67|2:69|2:70|2:75,Unknownx5,1,10:00:00,1,06:15:00,0,0,10,8
2,BESIKTAS GAIN,58.1,81.0,"[62, 67, 68, 70, 75]",5,62|67|68|70|75,"['2:62', '2:67', '2:68', '2:70', '2:75']","['A. Zizic', 'A. Brown', 'V. Brown', 'J. Mathews', 'B. Ugurlu']",2:62|2:67|2:68|2:70|2:75,Unknownx5,1,06:15:00,1,05:21:00,10,8,12,10
2,BESIKTAS GAIN,81.1,124.0,"[68, 70, 71, 72, 76]",5,68|70|71|72|76,"['2:68', '2:70', '2:71', '2:72', '2:76']","['V. Brown', 'J. Mathews', 'D. Dotson', 'I. Kamagate', 'C. Kus']",2:68|2:70|2:71|2:72|2:76,Unknownx5,1,05:21:00,1,03:02:00,12,10,20,13
2,BESIKTAS GAIN,124.1,162.0,"[67, 68, 71, 72, 76]",5,67|68|71|72|76,"['2:67', '2:68', '2:71', '2:72', '2:76']","['A. Brown', 'V. Brown', 'D. Dotson', 'I. Kamagate', 'C. Kus']",2:67|2:68|2:71|2:72|2:76,Unknownx5,1,03:02:00,1,00:49:60,20,13,25,16
2,BESIKTAS GAIN,162.1,176.0,"[67, 68, 71, 72, 75]",5,67|68|71|72|75,"['2:67', '2:68', '2:71', '2:72', '2:75']","['A. Brown', 'V. Brown', 'D. Dotson', 'I. Kamagate', 'B. Ugurlu']",2:67|2:68|2:71|2:72|2:75,Unknownx5,1,00:49:60,1,00:38:20,25,16,25,19
2,BESIKTAS GAIN,176.1,190.0,"[62, 67, 68, 71, 75]",5,62|67|68|71|75,"['2:62', '2:67', '2:68', '2:71', '2:75']","['A. Zizic', 'A. Brown', 'V. Brown', 'D. Dotson', 'B. Ugurlu']",2:62|2:67|2:68|2:71|2:75,Unknownx5,1,00:38:20,2,10:00:00,25,19,27,19
2,BESIKTAS GAIN,190.1,244.0,"[62, 67, 68, 70, 75]",5,62|67|68|70|75,"['2:62', '2:67', '2:68', '2:70', '2:75']","['A. Zizic', 'A. Brown', 'V. Brown', 'J. Mathews', 'B. Ugurlu']",2:62|2:67|2:68|2:70|2:75,Unknownx5,2,10:00:00,2,06:50:00,27,19,31,25
2,BESIKTAS GAIN,244.1,255.0,"[62, 67, 69, 71, 75]",5,62|67|69|71|75,"['2:62', '2:67', '2:69', '2:71', '2:75']","['A. Zizic', 'A. Brown', 'C. Morgan', 'D. Dotson', 'B. Ugurlu']",2:62|2:67|2:69|2:71|2:75,Unknownx5,2,06:50:00,2,06:29:00,31,25,33,26
2,BESIKTAS GAIN,255.1,276.0,"[67, 69, 71, 72, 75]",5,67|69|71|72|75,"['2:67', '2:69', '2:71', '2:72', '2:75']","['A. Brown', 'C. Morgan', 'D. Dotson', 'I. Kamagate', 'B. Ugurlu']",2:67|2:69|2:71|2:72|2:75,Unknownx5,2,06:29:00,2,05:33:00,33,26,33,26
2,BESIKTAS GAIN,276.1,302.0,"[67, 68, 71, 72, 75]",5,67|68|71|72|75,"['2:67', '2:68', '2:71', '2:72', '2:75']","['A. Brown', 'V. Brown', 'D. Dotson', 'I. Kamagate', 'B. Ugurlu']",2:67|2:68|2:71|2:72|2:75,Unknownx5,2,05:33:00,2,04:13:00,33,26,35,29
2,BESIKTAS GAIN,302.1,330.0,"[67, 68, 71, 72, 76]",5,67|68|71|72|76,"['2:67', '2:68', '2:71', '2:72', '2:76']","['A. Brown', 'V. Brown', 'D. Dotson', 'I. Kamagate', 'C. Kus']",2:67|2:68|2:71|2:72|2:76,Unknownx5,2,04:13:00,2,01:48:00,35,29,39,32
2,BESIKTAS GAIN,330.1,357.0,"[62, 67, 71, 75, 76]",5,62|67|71|75|76,"['2:62', '2:67', '2:71', '2:75', '2:76']","['A. Zizic', 'A. Brown', 'D. Dotson', 'B. Ugurlu', 'C. Kus']",2:62|2:67|2:71|2:75|2:76,Unknownx5,2,01:48:00,2,00:57:30,39,32,40,34
2,BESIKTAS GAIN,357.1,382.0,"[62, 67, 68, 75, 76]",5,62|67|68|75|76,"['2:62', '2:67', '2:68', '2:75', '2:76']","['A. Zizic', 'A. Brown', 'V. Brown', 'B. Ugurlu', 'C. Kus']",2:62|2:67|2:68|2:75|2:76,Unknownx5,2,00:57:30,3,10:00:00,40,34,40,36
2,BESIKTAS GAIN,382.1,433.0,"[62, 67, 68, 70, 75]",5,62|67|68|70|75,"['2:62', '2:67', '2:68', '2:70', '2:75']","['A. Zizic', 'A. Brown', 'V. Brown', 'J. Mathews', 'B. Ugurlu']",2:62|2:67|2:68|2:70|2:75,Unknownx5,3,10:00:00,3,06:25:00,40,36,45,43
2,BESIKTAS GAIN,433.1,475.0,"[67, 69, 70, 72, 75]",5,67|69|70|72|75,"['2:67', '2:69', '2:70', '2:72', '2:75']","['A. Brown', 'C. Morgan', 'J. Mathews', 'I. Kamagate', 'B. Ugurlu']",2:67|2:69|2:70|2:72|2:75,Unknownx5,3,06:25:00,3,03:31:00,45,43,52,48
2,BESIKTAS GAIN,475.1,498.0,"[69, 70, 71, 72, 76]",5,69|70|71|72|76,"['2:69', '2:70', '2:71', '2:72', '2:76']","['C. Morgan', 'J. Mathews', 'D. Dotson', 'I. Kamagate', 'C. Kus']",2:69|2:70|2:71|2:72|2:76,Unknownx5,3,03:31:00,3,01:29:00,52,48,54,54
2,BESIKTAS GAIN,498.1,528.0,"[62, 69, 70, 71, 76]",5,62|69|70|71|76,"['2:62', '2:69', '2:70', '2:71', '2:76']","['A. Zizic', 'C. Morgan', 'J. Mathews', 'D. Dotson', 'C. Kus']",2:62|2:69|2:70|2:71|2:76,Unknownx5,3,01:29:00,3,00:29:60,54,54,58,55
2,BESIKTAS GAIN,528.1,538.0,"[62, 68, 70, 71, 76]",5,62|68|70|71|76,"['2:62', '2:68', '2:70', '2:71', '2:76']","['A. Zizic', 'V. Brown', 'J. Mathews', 'D. Dotson', 'C. Kus']",2:62|2:68|2:70|2:71|2:76,Unknownx5,3,00:29:60,4,10:00:00,58,55,61,55
2,BESIKTAS GAIN,538.1,629.0,"[62, 69, 70, 71, 76]",5,62|69|70|71|76,"['2:62', '2:69', '2:70', '2:71', '2:76']","['A. Zizic', 'C. Morgan', 'J. Mathews', 'D. Dotson', 'C. Kus']",2:62|2:69|2:70|2:71|2:76,Unknownx5,4,10:00:00,4,04:58:00,61,55,74,61
2,BESIKTAS GAIN,629.1,647.0,"[62, 67, 69, 75, 76]",5,62|67|69|75|76,"['2:62', '2:67', '2:69', '2:75', '2:76']","['A. Zizic', 'A. Brown', 'C. Morgan', 'B. Ugurlu', 'C. Kus']",2:62|2:67|2:69|2:75|2:76,Unknownx5,4,04:58:00,4,04:23:00,74,61,74,64
2,BESIKTAS GAIN,647.1,700.0,"[62, 67, 68, 70, 75]",5,62|67|68|70|75,"['2:62', '2:67', '2:68', '2:70', '2:75']","['A. Zizic', 'A. Brown', 'V. Brown', 'J. Mathews', 'B. Ugurlu']",2:62|2:67|2:68|2:70|2:75,Unknownx5,4,04:23:00,4,01:47:00,74,64,80,74
2,BESIKTAS GAIN,700.1,714.0,"[62, 67, 70, 71, 76]",5,62|67|70|71|76,"['2:62', '2:67', '2:70', '2:71', '2:76']","['A. Zizic', 'A. Brown', 'J. Mathews', 'D. Dotson', 'C. Kus']",2:62|2:67|2:70|2:71|2:76,Unknownx5,4,01:47:00,4,01:28:00,80,74,80,76
2,BESIKTAS GAIN,714.1,784.0,"[62, 67, 70, 75, 76]",5,62|67|70|75|76,"['2:62', '2:67', '2:70', '2:75', '2:76']","['A. Zizic', 'A. Brown', 'J. Mathews', 'B. Ugurlu', 'C. Kus']",2:62|2:67|2:70|2:75|2:76,Unknownx5,4,01:28:00,4,00:00:00,80,76,84,80
