team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,GALATASARAY MCT TECHNIC,1.0,59.0,"[70, 103, 104, 105, 109]",5,70|103|104|105|109,"['1:70', '1:103', '1:104', '1:105', '1:109']","['R. Öncel', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie ', 'W. Cummings']",1:70|1:103|1:104|1:105|1:109,Unknownx5,1,10:00:00,1,06:18:00,0,0,4,8
1,GALATASARAY MCT TECHNIC,59.1,135.0,"[38, 103, 104, 105, 109]",5,38|103|104|105|109,"['1:38', '1:103', '1:104', '1:105', '1:109']","['A. Tuncer', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie ', 'W. Cummings']",1:38|1:103|1:104|1:105|1:109,Unknownx5,1,06:18:00,1,01:57:00,4,8,14,20
1,GALATASARAY MCT TECHNIC,135.1,163.0,"[38, 103, 104, 107, 108]",5,38|103|104|107|108,"['1:38', '1:103', '1:104', '1:107', '1:108']","['A. Tuncer', 'J. Palmer Jr', 'F. White Jr', 'R. Meeks', 'C. Bishop']",1:38|1:103|1:104|1:107|1:108,Unknownx5,1,01:57:00,1,00:53:90,14,20,14,23
1,GALATASARAY MCT TECHNIC,163.1,178.0,"[70, 103, 106, 107, 108]",5,70|103|106|107|108,"['1:70', '1:103', '1:106', '1:107', '1:108']","['R. Öncel', 'J. Palmer Jr', 'J. Robinson Jr', 'R. Meeks', 'C. Bishop']",1:70|1:103|1:106|1:107|1:108,Unknownx5,1,00:53:90,2,10:00:00,14,23,16,23
1,GALATASARAY MCT TECHNIC,178.1,211.0,"[70, 106, 107, 108, 109]",5,70|106|107|108|109,"['1:70', '1:106', '1:107', '1:108', '1:109']","['R. Öncel', 'J. Robinson Jr', 'R. Meeks', 'C. Bishop', 'W. Cummings']",1:70|1:106|1:107|1:108|1:109,Unknownx5,2,10:00:00,2,08:21:00,16,23,22,26
1,GALATASARAY MCT TECHNIC,211.1,254.0,"[99, 103, 106, 107, 109]",5,99|103|106|107|109,"['1:99', '1:103', '1:106', '1:107', '1:109']","['M. Yasar', 'J. Palmer Jr', 'J. Robinson Jr', 'R. Meeks', 'W. Cummings']",1:99|1:103|1:106|1:107|1:109,Unknownx5,2,08:21:00,2,06:08:00,22,26,25,30
1,GALATASARAY MCT TECHNIC,254.1,315.0,"[38, 103, 105, 107, 109]",5,38|103|105|107|109,"['1:38', '1:103', '1:105', '1:107', '1:109']","['A. Tuncer', 'J. Palmer Jr', 'F. Gillespie ', 'R. Meeks', 'W. Cummings']",1:38|1:103|1:105|1:107|1:109,Unknownx5,2,06:08:00,2,03:30:00,25,30,31,37
1,GALATASARAY MCT TECHNIC,315.1,339.0,"[38, 103, 107, 108, 109]",5,38|103|107|108|109,"['1:38', '1:103', '1:107', '1:108', '1:109']","['A. Tuncer', 'J. Palmer Jr', 'R. Meeks', 'C. Bishop', 'W. Cummings']",1:38|1:103|1:107|1:108|1:109,Unknownx5,2,03:30:00,2,02:51:00,31,37,35,40
1,GALATASARAY MCT TECHNIC,339.1,349.0,"[101, 103, 107, 108, 109]",5,101|103|107|108|109,"['1:101', '1:103', '1:107', '1:108', '1:109']","['T. Görener', 'J. Palmer Jr', 'R. Meeks', 'C. Bishop', 'W. Cummings']",1:101|1:103|1:107|1:108|1:109,Unknownx5,2,02:51:00,2,02:29:00,35,40,35,40
1,GALATASARAY MCT TECHNIC,349.1,382.0,"[101, 103, 104, 108, 109]",5,101|103|104|108|109,"['1:101', '1:103', '1:104', '1:108', '1:109']","['T. Görener', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop', 'W. Cummings']",1:101|1:103|1:104|1:108|1:109,Unknownx5,2,02:29:00,2,01:10:00,35,40,38,42
1,GALATASARAY MCT TECHNIC,382.1,404.0,"[38, 103, 104, 108, 109]",5,38|103|104|108|109,"['1:38', '1:103', '1:104', '1:108', '1:109']","['A. Tuncer', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop', 'W. Cummings']",1:38|1:103|1:104|1:108|1:109,Unknownx5,2,01:10:00,2,00:23:10,38,42,42,42
1,GALATASARAY MCT TECHNIC,404.1,424.0,"[38, 99, 103, 104, 109]",5,38|99|103|104|109,"['1:38', '1:99', '1:103', '1:104', '1:109']","['A. Tuncer', 'M. Yasar', 'J. Palmer Jr', 'F. White Jr', 'W. Cummings']",1:38|1:99|1:103|1:104|1:109,Unknownx5,2,00:23:10,3,10:00:00,42,42,42,44
1,GALATASARAY MCT TECHNIC,424.1,490.0,"[70, 103, 104, 105, 109]",5,70|103|104|105|109,"['1:70', '1:103', '1:104', '1:105', '1:109']","['R. Öncel', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie ', 'W. Cummings']",1:70|1:103|1:104|1:105|1:109,Unknownx5,3,10:00:00,3,06:02:00,42,44,47,48
1,GALATASARAY MCT TECHNIC,490.1,619.0,"[38, 103, 104, 105, 109]",5,38|103|104|105|109,"['1:38', '1:103', '1:104', '1:105', '1:109']","['A. Tuncer', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie ', 'W. Cummings']",1:38|1:103|1:104|1:105|1:109,Unknownx5,3,06:02:00,3,03:31:00,47,48,54,50
1,GALATASARAY MCT TECHNIC,619.1,648.0,"[38, 103, 104, 108, 109]",5,38|103|104|108|109,"['1:38', '1:103', '1:104', '1:108', '1:109']","['A. Tuncer', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop', 'W. Cummings']",1:38|1:103|1:104|1:108|1:109,Unknownx5,3,03:31:00,3,01:58:00,54,50,54,53
1,GALATASARAY MCT TECHNIC,648.1,659.0,"[70, 103, 104, 108, 109]",5,70|103|104|108|109,"['1:70', '1:103', '1:104', '1:108', '1:109']","['R. Öncel', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop', 'W. Cummings']",1:70|1:103|1:104|1:108|1:109,Unknownx5,3,01:58:00,3,01:07:00,54,53,56,56
1,GALATASARAY MCT TECHNIC,659.1,675.0,"[70, 103, 107, 108, 109]",5,70|103|107|108|109,"['1:70', '1:103', '1:107', '1:108', '1:109']","['R. Öncel', 'J. Palmer Jr', 'R. Meeks', 'C. Bishop', 'W. Cummings']",1:70|1:103|1:107|1:108|1:109,Unknownx5,3,01:07:00,4,10:00:00,56,56,56,58
1,GALATASARAY MCT TECHNIC,675.1,705.0,"[70, 103, 106, 107, 108]",5,70|103|106|107|108,"['1:70', '1:103', '1:106', '1:107', '1:108']","['R. Öncel', 'J. Palmer Jr', 'J. Robinson Jr', 'R. Meeks', 'C. Bishop']",1:70|1:103|1:106|1:107|1:108,Unknownx5,4,10:00:00,4,09:05:00,56,58,56,61
1,GALATASARAY MCT TECHNIC,705.1,724.0,"[70, 105, 106, 107, 109]",5,70|105|106|107|109,"['1:70', '1:105', '1:106', '1:107', '1:109']","['R. Öncel', 'F. Gillespie ', 'J. Robinson Jr', 'R. Meeks', 'W. Cummings']",1:70|1:105|1:106|1:107|1:109,Unknownx5,4,09:05:00,4,08:27:00,56,61,56,63
1,GALATASARAY MCT TECHNIC,724.1,761.0,"[38, 105, 106, 107, 109]",5,38|105|106|107|109,"['1:38', '1:105', '1:106', '1:107', '1:109']","['A. Tuncer', 'F. Gillespie ', 'J. Robinson Jr', 'R. Meeks', 'W. Cummings']",1:38|1:105|1:106|1:107|1:109,Unknownx5,4,08:27:00,4,06:31:00,56,63,60,63
1,GALATASARAY MCT TECHNIC,761.1,783.0,"[38, 103, 105, 107, 109]",5,38|103|105|107|109,"['1:38', '1:103', '1:105', '1:107', '1:109']","['A. Tuncer', 'J. Palmer Jr', 'F. Gillespie ', 'R. Meeks', 'W. Cummings']",1:38|1:103|1:105|1:107|1:109,Unknownx5,4,06:31:00,4,05:41:00,60,63,60,69
1,GALATASARAY MCT TECHNIC,783.1,816.0,"[38, 103, 104, 105, 109]",5,38|103|104|105|109,"['1:38', '1:103', '1:104', '1:105', '1:109']","['A. Tuncer', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie ', 'W. Cummings']",1:38|1:103|1:104|1:105|1:109,Unknownx5,4,05:41:00,4,03:41:00,60,69,67,72
1,GALATASARAY MCT TECHNIC,816.1,908.0,"[38, 103, 104, 107, 109]",5,38|103|104|107|109,"['1:38', '1:103', '1:104', '1:107', '1:109']","['A. Tuncer', 'J. Palmer Jr', 'F. White Jr', 'R. Meeks', 'W. Cummings']",1:38|1:103|1:104|1:107|1:109,Unknownx5,4,03:41:00,4,00:00:00,67,72,76,85
2,FENERBAHÇE BEKO,1.0,55.0,"[76, 79, 95, 98, 99]",5,76|79|95|98|99,"['2:76', '2:79', '2:95', '2:98', '2:99']","['M. Mahmutoglu', 'T. Biberoviç', 'D. Hall', 'M. Jantunen', 'A. Bacot Jr']",2:76|2:79|2:95|2:98|2:99,Unknownx5,1,10:00:00,1,06:18:00,0,0,8,4
