team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,FENERBAHÇE BEKO,FBB,99,A. Bacot Jr,Armando Linwood,Bacot Jr,00,1,,0,,,0:13,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,A. Bacot Jr,1:99
1,FENERBAHÇE BEKO,FBB,77,J. Birsen,James Metecan,Birsen,1,0,,1,,,20:02,3,5,60,1,2,50,2,3,66,2,2,100,2,2,4,0,2,2,0,0,3,3,9,4,3,12,4,J. Birsen,1:77
1,FENERBAHÇE BEKO,FBB,94,W. Baldwin Iv,Wade M,Baldwin Iv,2,0,,0,,,15:31,2,4,50,0,0,0,2,4,50,3,4,75,2,2,4,6,2,2,0,1,0,3,7,0,2,2,4,W. Baldwin Iv,1:94
1,FENERBAHÇE BEKO,FBB,92,N. Melli,Nicolo,Melli,4,0,,0,,,16:57,4,5,80,2,3,66,2,2,100,0,0,0,2,1,3,5,0,0,0,0,2,0,10,4,0,12,4,N. Melli,1:92
1,FENERBAHÇE BEKO,FBB,78,M. Eksioglu,Mert Emre,Eksioglu,5,0,,1,,,12:04,1,3,33,0,2,0,1,1,100,2,2,100,1,0,1,2,0,0,0,0,2,2,4,0,0,11,2,M. Eksioglu,1:78
1,FENERBAHÇE BEKO,FBB,96,T. Tucker,Talen Jalee,Tucker,8,1,,0,,,23:08,11,15,73,0,1,0,11,14,78,3,4,75,4,2,6,1,3,0,1,0,1,3,25,0,12,12,22,T. Tucker,1:96
1,FENERBAHÇE BEKO,FBB,76,M. Mahmutoglu,Melih,Mahmutoglu,10,0,1.0,1,,,23:12,2,5,40,1,3,33,1,2,50,0,0,0,2,1,3,1,0,0,0,0,2,0,5,0,3,9,2,M. Mahmutoglu,1:76
1,FENERBAHÇE BEKO,FBB,79,T. Biberoviç,Tarik,Biberoviç,13,1,,0,,,22:01,3,5,60,3,4,75,0,1,0,2,2,100,3,0,3,5,3,1,0,0,2,1,11,0,3,12,0,T. Biberoviç,1:79
1,FENERBAHÇE BEKO,FBB,89,O. Bitim,Onuralp,Bitim,17,0,,1,,,9:58,0,1,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,1,0,O. Bitim,1:89
1,FENERBAHÇE BEKO,FBB,98,M. Jantunen,Mikael Olli Axel,Jantunen,18,1,,0,,,18:49,4,5,80,0,1,0,4,4,100,2,2,100,2,0,2,2,0,2,0,0,1,4,10,0,2,11,6,M. Jantunen,1:98
