team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,FENERBAHÇE BEKO,678.1,700.0,"[76, 77, 78, 89, 93]",76|77|78|89|93,4,4,4,8,2,6,200.0,50.0,4,01:10:00,4,00:00:00,97,81,105,83,Unknownx5,5,76|77|78|89|93,1:76|1:77|1:78|1:89|1:93,"[76, 77, 78, 89, 93]","['1:76', '1:77', '1:78', '1:89', '1:93']","['M. Mahmutoglu', 'J. Birsen', 'M. Eksioglu', 'O. Bitim', 'B. Colson Ii']",FENERBAHÇE BEKO
2,ALIAGA PETKIM SPOR,1.0,63.0,"[42, 64, 65, 67, 68]",42|64|65|67|68,12,12,14,11,9,2,91.66666666666667,64.28571428571429,1,10:00:00,1,05:18:00,0,0,11,9,Unknownx5,5,42|64|65|67|68,2:42|2:64|2:65|2:67|2:68,"[42, 64, 65, 67, 68]","['2:42', '2:64', '2:65', '2:67', '2:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi', 'Y. Franke']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,63.1,77.0,"[42, 44, 64, 67, 68]",42|44|64|67|68,2,2,1,2,3,-1,100.0,300.0,1,05:18:00,1,04:37:00,11,9,13,12,Unknownx5,5,42|44|64|67|68,2:42|2:44|2:64|2:67|2:68,"[42, 44, 64, 67, 68]","['2:42', '2:44', '2:64', '2:67', '2:68']","['Y. Sonsirma', 'T. Sav', 'M. Sajus', 'D. Efianayi', 'Y. Franke']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,77.1,99.0,"[44, 64, 67, 68, 69]",44|64|67|68|69,3,3,3,2,6,-4,66.66666666666667,200.0,1,04:37:00,1,03:10:00,13,12,15,18,Unknownx5,5,44|64|67|68|69,2:44|2:64|2:67|2:68|2:69,"[44, 64, 67, 68, 69]","['2:44', '2:64', '2:67', '2:68', '2:69']","['T. Sav', 'M. Sajus', 'D. Efianayi', 'Y. Franke', 'S. Whittaker Jr']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,99.1,122.0,"[43, 66, 67, 69, 70]",43|66|67|69|70,3,3,3,5,2,3,166.66666666666666,66.66666666666667,1,03:10:00,1,02:09:00,15,18,20,20,Unknownx5,5,43|66|67|69|70,2:43|2:66|2:67|2:69|2:70,"[43, 66, 67, 69, 70]","['2:43', '2:66', '2:67', '2:69', '2:70']","['M. Kurtuldum', 'J. Floyd', 'D. Efianayi', 'S. Whittaker Jr', 'U. Utomi']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,122.1,201.0,"[43, 66, 68, 69, 70]",43|66|68|69|70,13,13,14,13,17,-4,100.0,121.42857142857143,1,02:09:00,2,07:30:00,20,20,33,37,Unknownx5,5,43|66|68|69|70,2:43|2:66|2:68|2:69|2:70,"[43, 66, 68, 69, 70]","['2:43', '2:66', '2:68', '2:69', '2:70']","['M. Kurtuldum', 'J. Floyd', 'Y. Franke', 'S. Whittaker Jr', 'U. Utomi']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,201.1,222.0,"[42, 66, 67, 69, 70]",42|66|67|69|70,2,2,2,2,2,0,100.0,100.0,2,07:30:00,2,06:30:00,33,37,35,39,Unknownx5,5,42|66|67|69|70,2:42|2:66|2:67|2:69|2:70,"[42, 66, 67, 69, 70]","['2:42', '2:66', '2:67', '2:69', '2:70']","['Y. Sonsirma', 'J. Floyd', 'D. Efianayi', 'S. Whittaker Jr', 'U. Utomi']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,222.1,267.0,"[42, 64, 67, 69, 70]",42|64|67|69|70,8,8,8,4,10,-6,50.0,125.0,2,06:30:00,2,03:19:00,35,39,39,49,Unknownx5,5,42|64|67|69|70,2:42|2:64|2:67|2:69|2:70,"[42, 64, 67, 69, 70]","['2:42', '2:64', '2:67', '2:69', '2:70']","['Y. Sonsirma', 'M. Sajus', 'D. Efianayi', 'S. Whittaker Jr', 'U. Utomi']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,267.1,277.0,"[42, 64, 67, 68, 70]",42|64|67|68|70,2,2,2,0,3,-3,0.0,150.0,2,03:19:00,2,02:36:00,39,49,39,52,Unknownx5,5,42|64|67|68|70,2:42|2:64|2:67|2:68|2:70,"[42, 64, 67, 68, 70]","['2:42', '2:64', '2:67', '2:68', '2:70']","['Y. Sonsirma', 'M. Sajus', 'D. Efianayi', 'Y. Franke', 'U. Utomi']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,277.1,321.0,"[42, 66, 67, 68, 70]",42|66|67|68|70,4,4,4,2,5,-3,50.0,125.0,2,02:36:00,2,00:47:80,39,52,41,57,Unknownx5,5,42|66|67|68|70,2:42|2:66|2:67|2:68|2:70,"[42, 66, 67, 68, 70]","['2:42', '2:66', '2:67', '2:68', '2:70']","['Y. Sonsirma', 'J. Floyd', 'D. Efianayi', 'Y. Franke', 'U. Utomi']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,321.1,336.0,"[42, 64, 67, 68, 70]",42|64|67|68|70,3,3,2,0,3,-3,0.0,150.0,2,00:47:80,2,00:13:70,41,57,41,60,Unknownx5,5,42|64|67|68|70,2:42|2:64|2:67|2:68|2:70,"[42, 64, 67, 68, 70]","['2:42', '2:64', '2:67', '2:68', '2:70']","['Y. Sonsirma', 'M. Sajus', 'D. Efianayi', 'Y. Franke', 'U. Utomi']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,336.1,353.0,"[42, 65, 67, 68, 70]",42|65|67|68|70,1,1,1,0,0,0,0.0,0.0,2,00:13:70,3,10:00:00,41,60,41,60,Unknownx5,5,42|65|67|68|70,2:42|2:65|2:67|2:68|2:70,"[42, 65, 67, 68, 70]","['2:42', '2:65', '2:67', '2:68', '2:70']","['Y. Sonsirma', 'R. Blumbergs', 'D. Efianayi', 'Y. Franke', 'U. Utomi']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,353.1,382.0,"[42, 64, 65, 67, 68]",42|64|65|67|68,5,5,5,0,6,-6,0.0,120.0,3,10:00:00,3,07:47:00,41,60,41,66,Unknownx5,5,42|64|65|67|68,2:42|2:64|2:65|2:67|2:68,"[42, 64, 65, 67, 68]","['2:42', '2:64', '2:65', '2:67', '2:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi', 'Y. Franke']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,382.1,432.0,"[44, 65, 67, 68, 69]",44|65|67|68|69,8,8,8,9,11,-2,112.5,137.5,3,07:47:00,3,04:50:00,41,66,50,77,Unknownx5,5,44|65|67|68|69,2:44|2:65|2:67|2:68|2:69,"[44, 65, 67, 68, 69]","['2:44', '2:65', '2:67', '2:68', '2:69']","['T. Sav', 'R. Blumbergs', 'D. Efianayi', 'Y. Franke', 'S. Whittaker Jr']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,432.1,479.0,"[42, 65, 66, 68, 69]",42|65|66|68|69,6,6,7,9,2,7,150.0,28.571428571428573,3,04:50:00,3,02:17:00,50,77,59,79,Unknownx5,5,42|65|66|68|69,2:42|2:65|2:66|2:68|2:69,"[42, 65, 66, 68, 69]","['2:42', '2:65', '2:66', '2:68', '2:69']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'Y. Franke', 'S. Whittaker Jr']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,479.1,512.0,"[42, 65, 66, 67, 68]",42|65|66|67|68,4,4,3,7,3,4,175.0,100.0,3,02:17:00,3,00:04:70,59,79,66,82,Unknownx5,5,42|65|66|67|68,2:42|2:65|2:66|2:67|2:68,"[42, 65, 66, 67, 68]","['2:42', '2:65', '2:66', '2:67', '2:68']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'D. Efianayi', 'Y. Franke']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,512.1,529.0,"[42, 65, 67, 68, 70]",42|65|67|68|70,1,1,1,0,0,0,0.0,0.0,3,00:04:70,4,10:00:00,66,82,66,82,Unknownx5,5,42|65|67|68|70,2:42|2:65|2:67|2:68|2:70,"[42, 65, 67, 68, 70]","['2:42', '2:65', '2:67', '2:68', '2:70']","['Y. Sonsirma', 'R. Blumbergs', 'D. Efianayi', 'Y. Franke', 'U. Utomi']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,529.1,582.0,"[42, 65, 66, 67, 70]",42|65|66|67|70,8,8,9,2,4,-2,25.0,44.44444444444444,4,10:00:00,4,06:34:00,66,82,68,86,Unknownx5,5,42|65|66|67|70,2:42|2:65|2:66|2:67|2:70,"[42, 65, 66, 67, 70]","['2:42', '2:65', '2:66', '2:67', '2:70']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'D. Efianayi', 'U. Utomi']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,582.1,616.0,"[44, 67, 68, 69, 70]",44|67|68|69|70,8,8,8,6,4,2,75.0,50.0,4,06:34:00,4,04:31:00,68,86,74,90,Unknownx5,5,44|67|68|69|70,2:44|2:67|2:68|2:69|2:70,"[44, 67, 68, 69, 70]","['2:44', '2:67', '2:68', '2:69', '2:70']","['T. Sav', 'D. Efianayi', 'Y. Franke', 'S. Whittaker Jr', 'U. Utomi']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,616.1,635.0,"[42, 44, 68, 69, 70]",42|44|68|69|70,3,3,3,3,1,2,100.0,33.333333333333336,4,04:31:00,4,03:39:00,74,90,77,91,Unknownx5,5,42|44|68|69|70,2:42|2:44|2:68|2:69|2:70,"[42, 44, 68, 69, 70]","['2:42', '2:44', '2:68', '2:69', '2:70']","['Y. Sonsirma', 'T. Sav', 'Y. Franke', 'S. Whittaker Jr', 'U. Utomi']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,635.1,650.0,"[42, 65, 66, 68, 69]",42|65|66|68|69,3,3,3,2,0,2,66.66666666666667,0.0,4,03:39:00,4,02:50:00,77,91,79,91,Unknownx5,5,42|65|66|68|69,2:42|2:65|2:66|2:68|2:69,"[42, 65, 66, 68, 69]","['2:42', '2:65', '2:66', '2:68', '2:69']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'Y. Franke', 'S. Whittaker Jr']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,650.1,691.0,"[42, 65, 66, 67, 68]",42|65|66|67|68,9,9,8,4,11,-7,44.44444444444444,137.5,4,02:50:00,4,00:34:80,79,91,83,102,Unknownx5,5,42|65|66|67|68,2:42|2:65|2:66|2:67|2:68,"[42, 65, 66, 67, 68]","['2:42', '2:65', '2:66', '2:67', '2:68']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'D. Efianayi', 'Y. Franke']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,691.1,700.0,"[46, 65, 66, 67, 68]",46|65|66|67|68,1,1,1,0,3,-3,0.0,300.0,4,00:34:80,4,00:00:00,83,102,83,105,Unknownx5,5,46|65|66|67|68,2:46|2:65|2:66|2:67|2:68,"[46, 65, 66, 67, 68]","['2:46', '2:65', '2:66', '2:67', '2:68']","['K. Soyuçayli', 'R. Blumbergs', 'J. Floyd', 'D. Efianayi', 'Y. Franke']",ALIAGA PETKIM SPOR
