team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,FENERBAHÇE BEKO,1.0,12.0,"[79, 95, 96, 98, 99]",5,79|95|96|98|99,"['1:79', '1:95', '1:96', '1:98', '1:99']","['T. Biberoviç', 'D. Hall', 'T. Tucker', 'M. Jantunen', 'A. Bacot Jr']",1:79|1:95|1:96|1:98|1:99,Unknownx5,1,10:00:00,1,09:47:00,0,0,0,0
1,FENERBAHÇE BEKO,12.1,61.0,"[79, 92, 95, 96, 98]",5,79|92|95|96|98,"['1:79', '1:92', '1:95', '1:96', '1:98']","['T. Biberoviç', 'N. Melli', 'D. Hall', 'T. Tucker', 'M. Jantunen']",1:79|1:92|1:95|1:96|1:98,Unknownx5,1,09:47:00,1,05:18:00,0,0,9,11
1,FENERBAHÇE BEKO,61.1,75.0,"[76, 79, 92, 93, 96]",5,76|79|92|93|96,"['1:76', '1:79', '1:92', '1:93', '1:96']","['M. Mahmutoglu', 'T. Biberoviç', 'N. Melli', 'B. Colson Ii', 'T. Tucker']",1:76|1:79|1:92|1:93|1:96,Unknownx5,1,05:18:00,1,04:37:00,9,11,12,13
1,FENERBAHÇE BEKO,75.1,95.0,"[76, 92, 93, 94, 96]",5,76|92|93|94|96,"['1:76', '1:92', '1:93', '1:94', '1:96']","['M. Mahmutoglu', 'N. Melli', 'B. Colson Ii', 'W. Baldwin Iv', 'T. Tucker']",1:76|1:92|1:93|1:94|1:96,Unknownx5,1,04:37:00,1,03:10:00,12,13,18,15
1,FENERBAHÇE BEKO,95.1,138.0,"[76, 77, 89, 93, 94]",5,76|77|89|93|94,"['1:76', '1:77', '1:89', '1:93', '1:94']","['M. Mahmutoglu', 'J. Birsen', 'O. Bitim', 'B. Colson Ii', 'W. Baldwin Iv']",1:76|1:77|1:89|1:93|1:94,Unknownx5,1,03:10:00,1,00:45:10,18,15,27,22
1,FENERBAHÇE BEKO,138.1,146.0,"[77, 78, 89, 93, 94]",5,77|78|89|93|94,"['1:77', '1:78', '1:89', '1:93', '1:94']","['J. Birsen', 'M. Eksioglu', 'O. Bitim', 'B. Colson Ii', 'W. Baldwin Iv']",1:77|1:78|1:89|1:93|1:94,Unknownx5,1,00:45:10,1,00:39:30,27,22,27,22
1,FENERBAHÇE BEKO,146.1,163.0,"[76, 77, 93, 94, 96]",5,76|77|93|94|96,"['1:76', '1:77', '1:93', '1:94', '1:96']","['M. Mahmutoglu', 'J. Birsen', 'B. Colson Ii', 'W. Baldwin Iv', 'T. Tucker']",1:76|1:77|1:93|1:94|1:96,Unknownx5,1,00:39:30,2,10:00:00,27,22,31,27
1,FENERBAHÇE BEKO,163.1,179.0,"[76, 77, 89, 93, 94]",5,76|77|89|93|94,"['1:76', '1:77', '1:89', '1:93', '1:94']","['M. Mahmutoglu', 'J. Birsen', 'O. Bitim', 'B. Colson Ii', 'W. Baldwin Iv']",1:76|1:77|1:89|1:93|1:94,Unknownx5,2,10:00:00,2,08:29:00,31,27,31,31
1,FENERBAHÇE BEKO,179.1,195.0,"[77, 79, 93, 95, 96]",5,77|79|93|95|96,"['1:77', '1:79', '1:93', '1:95', '1:96']","['J. Birsen', 'T. Biberoviç', 'B. Colson Ii', 'D. Hall', 'T. Tucker']",1:77|1:79|1:93|1:95|1:96,Unknownx5,2,08:29:00,2,07:30:00,31,31,35,33
1,FENERBAHÇE BEKO,195.1,236.0,"[79, 92, 95, 96, 98]",5,79|92|95|96|98,"['1:79', '1:92', '1:95', '1:96', '1:98']","['T. Biberoviç', 'N. Melli', 'D. Hall', 'T. Tucker', 'M. Jantunen']",1:79|1:92|1:95|1:96|1:98,Unknownx5,2,07:30:00,2,05:36:00,35,33,42,35
