team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,MERSIN SPOR,318.1,337.0,"[3, 5, 6, 9, 10]",3|5|6|9|10,3,3,3,0,0,0,0.0,0.0,2,00:30:80,3,10:00:00,42,37,42,37,Unknownx5,5,3|5|6|9|10,1:3|1:5|1:6|1:9|1:10,"[3, 5, 6, 9, 10]","['1:3', '1:5', '1:6', '1:9', '1:10']","['K. Özmizrak', 'J. Cobbs', 'F. Cruz Saldivar', 'J. White', 'R. March Jr']",MERSIN SPOR
1,MERSIN SPOR,337.1,400.0,"[3, 5, 6, 9, 55]",3|5|6|9|55,10,10,10,10,11,-1,100.0,110.0,3,10:00:00,3,05:10:00,42,37,52,48,Unknownx5,5,3|5|6|9|55,1:3|1:5|1:6|1:9|1:55,"[3, 5, 6, 9, 55]","['1:3', '1:5', '1:6', '1:9', '1:55']","['K. Özmizrak', 'J. Cobbs', 'F. Cruz Saldivar', 'J. White', 'A. Olaseni']",MERSIN SPOR
1,MERSIN SPOR,400.1,408.0,"[3, 6, 9, 55, 56]",3|6|9|55|56,1,1,0,0,0,0,0.0,,3,05:10:00,3,04:52:00,52,48,52,48,Unknownx5,5,3|6|9|55|56,1:3|1:6|1:9|1:55|1:56,"[3, 6, 9, 55, 56]","['1:3', '1:6', '1:9', '1:55', '1:56']","['K. Özmizrak', 'F. Cruz Saldivar', 'J. White', 'A. Olaseni', 'A. Cowan']",MERSIN SPOR
1,MERSIN SPOR,408.1,430.0,"[3, 6, 7, 9, 56]",3|6|7|9|56,4,4,4,1,5,-4,25.0,125.0,3,04:52:00,3,03:10:00,52,48,53,53,Unknownx5,5,3|6|7|9|56,1:3|1:6|1:7|1:9|1:56,"[3, 6, 7, 9, 56]","['1:3', '1:6', '1:7', '1:9', '1:56']","['K. Özmizrak', 'F. Cruz Saldivar', 'B. Bentil', 'J. White', 'A. Cowan']",MERSIN SPOR
1,MERSIN SPOR,430.1,495.0,"[4, 7, 9, 10, 56]",4|7|9|10|56,12,12,12,8,6,2,66.66666666666667,50.0,3,03:10:00,3,00:26:60,53,53,61,59,Unknownx5,5,4|7|9|10|56,1:4|1:7|1:9|1:10|1:56,"[4, 7, 9, 10, 56]","['1:4', '1:7', '1:9', '1:10', '1:56']","['E. Tirpanci', 'B. Bentil', 'J. White', 'R. March Jr', 'A. Cowan']",MERSIN SPOR
1,MERSIN SPOR,495.1,504.0,"[3, 7, 9, 10, 56]",3|7|9|10|56,0,0,1,0,0,0,,0.0,3,00:26:60,4,10:00:00,61,59,61,59,Unknownx5,5,3|7|9|10|56,1:3|1:7|1:9|1:10|1:56,"[3, 7, 9, 10, 56]","['1:3', '1:7', '1:9', '1:10', '1:56']","['K. Özmizrak', 'B. Bentil', 'J. White', 'R. March Jr', 'A. Cowan']",MERSIN SPOR
1,MERSIN SPOR,504.1,538.0,"[4, 9, 10, 55, 56]",4|9|10|55|56,4,4,3,5,4,1,125.0,133.33333333333334,4,10:00:00,4,07:45:00,61,59,66,63,Unknownx5,5,4|9|10|55|56,1:4|1:9|1:10|1:55|1:56,"[4, 9, 10, 55, 56]","['1:4', '1:9', '1:10', '1:55', '1:56']","['E. Tirpanci', 'J. White', 'R. March Jr', 'A. Olaseni', 'A. Cowan']",MERSIN SPOR
1,MERSIN SPOR,538.1,597.0,"[4, 5, 6, 9, 55]",4|5|6|9|55,12,12,13,3,5,-2,25.0,38.46153846153846,4,07:45:00,4,05:05:00,66,63,69,68,Unknownx5,5,4|5|6|9|55,1:4|1:5|1:6|1:9|1:55,"[4, 5, 6, 9, 55]","['1:4', '1:5', '1:6', '1:9', '1:55']","['E. Tirpanci', 'J. Cobbs', 'F. Cruz Saldivar', 'J. White', 'A. Olaseni']",MERSIN SPOR
1,MERSIN SPOR,597.1,677.0,"[4, 5, 9, 55, 56]",4|5|9|55|56,14,14,13,12,8,4,85.71428571428571,61.53846153846154,4,05:05:00,4,00:27:20,69,68,81,76,Unknownx5,5,4|5|9|55|56,1:4|1:5|1:9|1:55|1:56,"[4, 5, 9, 55, 56]","['1:4', '1:5', '1:9', '1:55', '1:56']","['E. Tirpanci', 'J. Cobbs', 'J. White', 'A. Olaseni', 'A. Cowan']",MERSIN SPOR
1,MERSIN SPOR,677.1,690.0,"[3, 5, 9, 55, 56]",3|5|9|55|56,0,0,1,1,0,1,,0.0,4,00:27:20,4,00:24:40,81,76,82,76,Unknownx5,5,3|5|9|55|56,1:3|1:5|1:9|1:55|1:56,"[3, 5, 9, 55, 56]","['1:3', '1:5', '1:9', '1:55', '1:56']","['K. Özmizrak', 'J. Cobbs', 'J. White', 'A. Olaseni', 'A. Cowan']",MERSIN SPOR
1,MERSIN SPOR,690.1,718.0,"[4, 5, 9, 10, 56]",4|5|9|10|56,5,5,4,2,4,-2,40.0,100.0,4,00:24:40,4,00:00:00,82,76,84,80,Unknownx5,5,4|5|9|10|56,1:4|1:5|1:9|1:10|1:56,"[4, 5, 9, 10, 56]","['1:4', '1:5', '1:9', '1:10', '1:56']","['E. Tirpanci', 'J. Cobbs', 'J. White', 'R. March Jr', 'A. Cowan']",MERSIN SPOR
2,TOFAS,1.0,83.0,"[66, 88, 89, 91, 93]",66|88|89|91|93,17,17,19,14,13,1,82.3529411764706,68.42105263157895,1,10:00:00,1,03:16:00,0,0,14,13,Unknownx5,5,66|88|89|91|93,2:66|2:88|2:89|2:91|2:93,"[66, 88, 89, 91, 93]","['2:66', '2:88', '2:89', '2:91', '2:93']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'M. Lewis Iii', 'J. Thomasson Jr']",TOFAS
2,TOFAS,83.1,95.0,"[66, 88, 89, 90, 93]",66|88|89|90|93,3,3,2,2,0,2,66.66666666666667,0.0,1,03:16:00,1,02:25:00,14,13,16,13,Unknownx5,5,66|88|89|90|93,2:66|2:88|2:89|2:90|2:93,"[66, 88, 89, 90, 93]","['2:66', '2:88', '2:89', '2:90', '2:93']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'H. Besson', 'J. Thomasson Jr']",TOFAS
2,TOFAS,95.1,116.0,"[55, 88, 89, 90, 92]",55|88|89|90|92,3,3,4,4,3,1,133.33333333333334,75.0,1,02:25:00,1,00:50:90,16,13,20,16,Unknownx5,5,55|88|89|90|92,2:55|2:88|2:89|2:90|2:92,"[55, 88, 89, 90, 92]","['2:55', '2:88', '2:89', '2:90', '2:92']","['T. Geçim', 'M. Blazevic', 'A. Perez', 'H. Besson', 'S. Whaley']",TOFAS
2,TOFAS,116.1,203.0,"[55, 67, 90, 92, 94]",55|67|90|92|94,15,15,15,7,11,-4,46.666666666666664,73.33333333333333,1,00:50:90,2,06:16:00,20,16,27,27,Unknownx5,5,55|67|90|92|94,2:55|2:67|2:90|2:92|2:94,"[55, 67, 90, 92, 94]","['2:55', '2:67', '2:90', '2:92', '2:94']","['T. Geçim', 'Ö. Cengiz', 'H. Besson', 'S. Whaley', 'W. Kidd Jr']",TOFAS
2,TOFAS,203.1,233.0,"[67, 90, 91, 92, 94]",67|90|91|92|94,2,2,2,4,0,4,200.0,0.0,2,06:16:00,2,04:34:00,27,27,31,27,Unknownx5,5,67|90|91|92|94,2:67|2:90|2:91|2:92|2:94,"[67, 90, 91, 92, 94]","['2:67', '2:90', '2:91', '2:92', '2:94']","['Ö. Cengiz', 'H. Besson', 'M. Lewis Iii', 'S. Whaley', 'W. Kidd Jr']",TOFAS
2,TOFAS,233.1,249.0,"[66, 88, 89, 90, 91]",66|88|89|90|91,3,3,2,0,4,-4,0.0,200.0,2,04:34:00,2,03:59:00,31,27,31,31,Unknownx5,5,66|88|89|90|91,2:66|2:88|2:89|2:90|2:91,"[66, 88, 89, 90, 91]","['2:66', '2:88', '2:89', '2:90', '2:91']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'H. Besson', 'M. Lewis Iii']",TOFAS
2,TOFAS,249.1,285.0,"[66, 88, 89, 91, 93]",66|88|89|91|93,5,5,6,2,8,-6,40.0,133.33333333333334,2,03:59:00,2,01:46:00,31,31,33,39,Unknownx5,5,66|88|89|91|93,2:66|2:88|2:89|2:91|2:93,"[66, 88, 89, 91, 93]","['2:66', '2:88', '2:89', '2:91', '2:93']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'M. Lewis Iii', 'J. Thomasson Jr']",TOFAS
2,TOFAS,285.1,320.0,"[55, 66, 88, 89, 93]",55|66|88|89|93,6,6,5,4,3,1,66.66666666666667,60.0,2,01:46:00,2,00:30:80,33,39,37,42,Unknownx5,5,55|66|88|89|93,2:55|2:66|2:88|2:89|2:93,"[55, 66, 88, 89, 93]","['2:55', '2:66', '2:88', '2:89', '2:93']","['T. Geçim', 'Y. Saybir', 'M. Blazevic', 'A. Perez', 'J. Thomasson Jr']",TOFAS
2,TOFAS,320.1,339.0,"[55, 66, 88, 91, 93]",55|66|88|91|93,3,3,3,0,0,0,0.0,0.0,2,00:30:80,3,10:00:00,37,42,37,42,Unknownx5,5,55|66|88|91|93,2:55|2:66|2:88|2:91|2:93,"[55, 66, 88, 91, 93]","['2:55', '2:66', '2:88', '2:91', '2:93']","['T. Geçim', 'Y. Saybir', 'M. Blazevic', 'M. Lewis Iii', 'J. Thomasson Jr']",TOFAS
2,TOFAS,339.1,376.0,"[66, 88, 89, 91, 93]",66|88|89|91|93,6,6,7,9,8,1,150.0,114.28571428571429,3,10:00:00,3,06:25:00,37,42,46,50,Unknownx5,5,66|88|89|91|93,2:66|2:88|2:89|2:91|2:93,"[66, 88, 89, 91, 93]","['2:66', '2:88', '2:89', '2:91', '2:93']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'M. Lewis Iii', 'J. Thomasson Jr']",TOFAS
2,TOFAS,376.1,445.0,"[66, 88, 89, 90, 93]",66|88|89|90|93,11,11,10,8,6,2,72.72727272727273,60.0,3,06:25:00,3,02:33:00,46,50,54,56,Unknownx5,5,66|88|89|90|93,2:66|2:88|2:89|2:90|2:93,"[66, 88, 89, 90, 93]","['2:66', '2:88', '2:89', '2:90', '2:93']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'H. Besson', 'J. Thomasson Jr']",TOFAS
2,TOFAS,445.1,468.0,"[55, 88, 89, 90, 92]",55|88|89|90|92,5,5,5,0,3,-3,0.0,60.0,3,02:33:00,3,01:27:00,54,56,54,59,Unknownx5,5,55|88|89|90|92,2:55|2:88|2:89|2:90|2:92,"[55, 88, 89, 90, 92]","['2:55', '2:88', '2:89', '2:90', '2:92']","['T. Geçim', 'M. Blazevic', 'A. Perez', 'H. Besson', 'S. Whaley']",TOFAS
2,TOFAS,468.1,536.0,"[55, 67, 90, 92, 94]",55|67|90|92|94,8,8,9,9,7,2,112.5,77.77777777777777,3,01:27:00,4,07:45:00,54,59,63,66,Unknownx5,5,55|67|90|92|94,2:55|2:67|2:90|2:92|2:94,"[55, 67, 90, 92, 94]","['2:55', '2:67', '2:90', '2:92', '2:94']","['T. Geçim', 'Ö. Cengiz', 'H. Besson', 'S. Whaley', 'W. Kidd Jr']",TOFAS
2,TOFAS,536.1,562.0,"[55, 66, 67, 90, 92]",55|66|67|90|92,7,7,6,2,1,1,28.571428571428573,16.666666666666668,4,07:45:00,4,06:28:00,63,66,65,67,Unknownx5,5,55|66|67|90|92,2:55|2:66|2:67|2:90|2:92,"[55, 66, 67, 90, 92]","['2:55', '2:66', '2:67', '2:90', '2:92']","['T. Geçim', 'Y. Saybir', 'Ö. Cengiz', 'H. Besson', 'S. Whaley']",TOFAS
2,TOFAS,562.1,577.0,"[55, 66, 89, 90, 92]",55|66|89|90|92,2,2,2,0,2,-2,0.0,100.0,4,06:28:00,4,05:54:00,65,67,65,69,Unknownx5,5,55|66|89|90|92,2:55|2:66|2:89|2:90|2:92,"[55, 66, 89, 90, 92]","['2:55', '2:66', '2:89', '2:90', '2:92']","['T. Geçim', 'Y. Saybir', 'A. Perez', 'H. Besson', 'S. Whaley']",TOFAS
2,TOFAS,577.1,692.0,"[55, 66, 88, 89, 90]",55|66|88|89|90,18,18,18,11,13,-2,61.111111111111114,72.22222222222223,4,05:54:00,4,00:24:40,65,69,76,82,Unknownx5,5,55|66|88|89|90,2:55|2:66|2:88|2:89|2:90,"[55, 66, 88, 89, 90]","['2:55', '2:66', '2:88', '2:89', '2:90']","['T. Geçim', 'Y. Saybir', 'M. Blazevic', 'A. Perez', 'H. Besson']",TOFAS
2,TOFAS,692.1,718.0,"[66, 89, 90, 91, 92]",66|89|90|91|92,4,4,5,4,2,2,100.0,40.0,4,00:24:40,4,00:00:00,76,82,80,84,Unknownx5,5,66|89|90|91|92,2:66|2:89|2:90|2:91|2:92,"[66, 89, 90, 91, 92]","['2:66', '2:89', '2:90', '2:91', '2:92']","['Y. Saybir', 'A. Perez', 'H. Besson', 'M. Lewis Iii', 'S. Whaley']",TOFAS
