gt,clock,s1,s2,lead,tno,period,periodType,pno,player,success,actionType,actionNumber,previousAction,qualifier,subType,scoring,shirtNumber,firstName,familyName,internationalFirstName,internationalFamilyName,firstNameInitial,familyNameInitial,internationalFirstNameInitial,internationalFamilyNameInitial,scoreboardName,team_name,team_code,player_name_from_roster,player_shirt,player_pos_raw,player_pos_group,x,y,r,ev_code,ev_result,ev_text,assist_pno,assist_tno,assist_player,block_pno,block_tno,block_player,assist_pos_group,block_pos_group,points,possession_id,possession_owner_tno,possession_end_reason,pts_1,cum_1,pts_2,cum_2
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,game,1,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,game start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,period,2,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,period start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,jumpball,4,,[],startperiod,0,,,,,,,,,,,,,,,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:58,09:58:00,0,0,0,1,1,REGULAR,55,A. OLASENI,1,jumpball,6,4,[],won,0,0,Abodunrin Gabriel,Olaseni,Abodunrin Gabriel,Olaseni,A,O,A,O,A. Olaseni,MERSIN SPOR,MSK,A. Olaseni,0,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:58,09:58:00,0,0,0,2,1,REGULAR,88,M. BLAZEVIC,1,jumpball,7,4,[],lost,0,22,Marek,Blazevic,Marek,Blazevic,M,B,M,B,M. Blazevic,TOFAS,TOF,M. Blazevic,22,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:39,09:39:00,0,0,0,1,1,REGULAR,9,J. WHITE,0,3pt,9,,[],jumpshot,1,14,Jackson Thomas,White,Jackson Thomas,White,J,W,J,W,J. White,MERSIN SPOR,MSK,J. White,14,,,35.259998321533,47.180000305176,0.0,P3,missed,MERSIN SPOR J. WHITE 3Pt missed,,,,,,,,,0,1,1.0,,0,0,0,0
09:36,09:36:00,0,0,0,1,1,REGULAR,10,R. MARCH JR,1,rebound,10,9,[],offensive,0,4,Ronald Eugene,March Jr,Ronald Eugene,March Jr,R,M,R,M,R. March Jr,MERSIN SPOR,MSK,R. March Jr,4,,,,,,REB,,MERSIN SPOR rebound offensive,,,,,,,,,0,1,1.0,,0,0,0,0
09:35,09:35:00,0,0,0,1,1,REGULAR,5,J. COBBS,0,3pt,11,,['2ndchance'],jumpshot,1,1,Justin,Cobbs,Justin,Cobbs,J,C,J,C,J. Cobbs,MERSIN SPOR,MSK,J. Cobbs,1,,,25.590000152588,88.139999389648,0.0,P3,missed,MERSIN SPOR J. COBBS 3Pt missed,,,,,,,,,0,1,1.0,def_reb,0,0,0,0
09:32,09:32:00,0,0,0,2,1,REGULAR,89,A. PEREZ,1,rebound,12,11,[],defensive,0,2,Alex Daniel,Perez,Alex Daniel,Perez,A,P,A,P,A. Perez,TOFAS,TOF,A. Perez,2,,,,,,REB,,TOFAS rebound defensive,,,,,,,,,0,2,2.0,def_reb,0,0,0,0
09:29,09:29:00,0,0,0,2,1,REGULAR,66,Y. SAYBIR,0,2pt,13,,['pointsinthepaint'],layup,1,3,Yigitcan,Saybir,Yigitcan,Saybir,Y,S,Y,S,Y. Saybir,TOFAS,TOF,Y. Saybir,3,,,88.139999389648,49.720001220703,0.0,P2,missed,TOFAS Y. SAYBIR 2Pt missed,,,,,,,,,0,3,1.0,def_reb,0,0,0,0
09:26,09:26:00,0,0,0,1,1,REGULAR,9,J. WHITE,1,rebound,14,13,[],defensive,0,14,Jackson Thomas,White,Jackson Thomas,White,J,W,J,W,J. White,MERSIN SPOR,MSK,J. White,14,,,,,,REB,,MERSIN SPOR rebound defensive,,,,,,,,,0,4,2.0,def_reb,0,0,0,0
09:22,09:22:00,0,0,0,1,1,REGULAR,10,R. MARCH JR,0,3pt,15,,[],jumpshot,1,4,Ronald Eugene,March Jr,Ronald Eugene,March Jr,R,M,R,M,R. March Jr,MERSIN SPOR,MSK,R. March Jr,4,,,29.170000076294,83.900001525879,0.0,P3,missed,MERSIN SPOR R. MARCH JR 3Pt missed,,,,,,,,,0,5,1.0,,0,0,0,0
09:20,09:20:00,0,0,0,1,1,REGULAR,9,J. WHITE,1,rebound,16,15,[],offensive,0,14,Jackson Thomas,White,Jackson Thomas,White,J,W,J,W,J. White,MERSIN SPOR,MSK,J. White,14,,,,,,REB,,MERSIN SPOR rebound offensive,,,,,,,,,0,5,1.0,,0,0,0,0
09:17,09:17:00,3,0,3,1,1,REGULAR,9,J. WHITE,1,3pt,17,,['2ndchance'],jumpshot,1,14,Jackson Thomas,White,Jackson Thomas,White,J,W,J,W,J. White,MERSIN SPOR,MSK,J. White,14,,,30.579999923706,23.450000762939,1.0,P3,made,MERSIN SPOR J. WHITE 3Pt made,,,,,,,,,3,5,1.0,score,3,3,0,0
09:02,09:02:00,3,0,3,2,1,REGULAR,93,J. THOMASSON JR,0,2pt,18,,[],floatingjumpshot,1,32,Joseph Elliotte,Thomasson Jr,Joseph Elliotte,Thomasson Jr,J,T,J,T,J. Thomasson Jr,TOFAS,TOF,J. Thomasson Jr,32,,,79.099998474121,51.979999542236,0.0,P2,missed,TOFAS J. THOMASSON JR 2Pt missed,,,,,,,,,0,6,2.0,def_reb,0,3,0,0
08:59,08:59:00,3,0,3,1,1,REGULAR,10,R. MARCH JR,1,rebound,19,18,[],defensive,0,4,Ronald Eugene,March Jr,Ronald Eugene,March Jr,R,M,R,M,R. March Jr,MERSIN SPOR,MSK,R. March Jr,4,,,,,,REB,,MERSIN SPOR rebound defensive,,,,,,,,,0,7,1.0,def_reb,0,3,0,0
08:54,08:54:00,5,0,5,1,1,REGULAR,5,J. COBBS,1,2pt,20,,[],jumpshot,1,1,Justin,Cobbs,Justin,Cobbs,J,C,J,C,J. Cobbs,MERSIN SPOR,MSK,J. Cobbs,1,,,20.280000686646,25.139999389648,1.0,P2,made,MERSIN SPOR J. COBBS 2Pt made,,,,,,,,,2,8,2.0,score,2,5,0,0
