team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,ANADOLU EFES,513.1,532.0,"[72, 73, 75, 80, 87]",72|73|75|80|87,3,3,3,2,3,-1,66.66666666666667,100.0,3,03:25:00,3,01:59:00,71,44,73,47,Unknownx5,5,72|73|75|80|87,1:72|1:73|1:75|1:80|1:87,"[72, 73, 75, 80, 87]","['1:72', '1:73', '1:75', '1:80', '1:87']","['R. Beaubois', 'B. Dessert', 'C. Swider', 'E. Yilmaz', 'N. Weiler-Babb']",ANADOLU EFES
1,ANADOLU EFES,532.1,569.0,"[72, 75, 80, 86, 87]",72|75|80|86|87,6,6,5,4,5,-1,66.66666666666667,100.0,3,01:59:00,4,10:00:00,73,47,77,52,Unknownx5,5,72|75|80|86|87,1:72|1:75|1:80|1:86|1:87,"[72, 75, 80, 86, 87]","['1:72', '1:75', '1:80', '1:86', '1:87']","['R. Beaubois', 'C. Swider', 'E. Yilmaz', 'R. Smits', 'N. Weiler-Babb']",ANADOLU EFES
1,ANADOLU EFES,569.1,662.0,"[72, 75, 81, 82, 86]",72|75|81|82|86,13,13,14,8,9,-1,61.53846153846154,64.28571428571429,4,10:00:00,4,05:02:00,77,52,85,61,Unknownx5,5,72|75|81|82|86,1:72|1:75|1:81|1:82|1:86,"[72, 75, 81, 82, 86]","['1:72', '1:75', '1:81', '1:82', '1:86']","['R. Beaubois', 'C. Swider', 'S. Hazer', 'S. Mutaf', 'R. Smits']",ANADOLU EFES
1,ANADOLU EFES,662.1,728.0,"[71, 75, 80, 81, 82]",71|75|80|81|82,14,14,14,5,11,-6,35.714285714285715,78.57142857142857,4,05:02:00,4,00:00:00,85,61,90,72,Unknownx5,5,71|75|80|81|82,1:71|1:75|1:80|1:81|1:82,"[71, 75, 80, 81, 82]","['1:71', '1:75', '1:80', '1:81', '1:82']","['B. Yildizli', 'C. Swider', 'E. Yilmaz', 'S. Hazer', 'S. Mutaf']",ANADOLU EFES
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,1.0,39.0,"[3, 5, 11, 12, 21]",3|5|11|12|21,5,5,6,5,9,-4,100.0,150.0,1,10:00:00,1,07:51:00,0,0,5,9,Unknownx5,5,3|5|11|12|21,2:3|2:5|2:11|2:12|2:21,"[3, 5, 11, 12, 21]","['2:3', '2:5', '2:11', '2:12', '2:21']","['E. Tanisan', 'M. Agva', 'S. Griffin', 'M. Cazalon', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,39.1,104.0,"[3, 10, 11, 12, 21]",3|10|11|12|21,11,11,12,5,13,-8,45.45454545454545,108.33333333333333,1,07:51:00,1,04:22:00,5,9,10,22,Unknownx5,5,3|10|11|12|21,2:3|2:10|2:11|2:12|2:21,"[3, 10, 11, 12, 21]","['2:3', '2:10', '2:11', '2:12', '2:21']","['E. Tanisan', 'J. Roberts', 'S. Griffin', 'M. Cazalon', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,104.1,146.0,"[7, 9, 10, 12, 13]",7|9|10|12|13,7,7,7,6,6,0,85.71428571428571,85.71428571428571,1,04:22:00,1,01:54:00,10,22,16,28,Unknownx5,5,7|9|10|12|13,2:7|2:9|2:10|2:12|2:13,"[7, 9, 10, 12, 13]","['2:7', '2:9', '2:10', '2:12', '2:13']","['Ö. Ilyasoglu', 'R. Badzim', 'J. Roberts', 'M. Cazalon', 'J. Hawkins']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,146.1,163.0,"[7, 9, 10, 11, 13]",7|9|10|11|13,3,3,3,0,2,-2,0.0,66.66666666666667,1,01:54:00,1,00:50:80,16,28,16,30,Unknownx5,5,7|9|10|11|13,2:7|2:9|2:10|2:11|2:13,"[7, 9, 10, 11, 13]","['2:7', '2:9', '2:10', '2:11', '2:13']","['Ö. Ilyasoglu', 'R. Badzim', 'J. Roberts', 'S. Griffin', 'J. Hawkins']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,163.1,191.0,"[5, 7, 9, 11, 13]",5|7|9|11|13,6,6,5,0,3,-3,0.0,60.0,1,00:50:80,2,10:00:00,16,30,16,33,Unknownx5,5,5|7|9|11|13,2:5|2:7|2:9|2:11|2:13,"[5, 7, 9, 11, 13]","['2:5', '2:7', '2:9', '2:11', '2:13']","['M. Agva', 'Ö. Ilyasoglu', 'R. Badzim', 'S. Griffin', 'J. Hawkins']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,191.1,272.0,"[5, 9, 12, 13, 21]",5|9|12|13|21,12,12,12,13,9,4,108.33333333333333,75.0,2,10:00:00,2,05:16:00,16,33,29,42,Unknownx5,5,5|9|12|13|21,2:5|2:9|2:12|2:13|2:21,"[5, 9, 12, 13, 21]","['2:5', '2:9', '2:12', '2:13', '2:21']","['M. Agva', 'R. Badzim', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,272.1,290.0,"[3, 5, 11, 12, 21]",3|5|11|12|21,3,3,3,0,0,0,0.0,0.0,2,05:16:00,2,04:21:00,29,42,29,42,Unknownx5,5,3|5|11|12|21,2:3|2:5|2:11|2:12|2:21,"[3, 5, 11, 12, 21]","['2:3', '2:5', '2:11', '2:12', '2:21']","['E. Tanisan', 'M. Agva', 'S. Griffin', 'M. Cazalon', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,290.1,358.0,"[3, 10, 11, 12, 21]",3|10|11|12|21,9,9,9,4,6,-2,44.44444444444444,66.66666666666667,2,04:21:00,2,01:35:00,29,42,33,48,Unknownx5,5,3|10|11|12|21,2:3|2:10|2:11|2:12|2:21,"[3, 10, 11, 12, 21]","['2:3', '2:10', '2:11', '2:12', '2:21']","['E. Tanisan', 'J. Roberts', 'S. Griffin', 'M. Cazalon', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,358.1,391.0,"[7, 10, 12, 13, 21]",7|10|12|13|21,6,6,6,2,4,-2,33.333333333333336,66.66666666666667,2,01:35:00,2,00:31:90,33,48,35,52,Unknownx5,5,7|10|12|13|21,2:7|2:10|2:12|2:13|2:21,"[7, 10, 12, 13, 21]","['2:7', '2:10', '2:12', '2:13', '2:21']","['Ö. Ilyasoglu', 'J. Roberts', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,391.1,415.0,"[7, 9, 12, 13, 21]",7|9|12|13|21,2,2,3,3,0,3,150.0,0.0,2,00:31:90,3,10:00:00,35,52,38,52,Unknownx5,5,7|9|12|13|21,2:7|2:9|2:12|2:13|2:21,"[7, 9, 12, 13, 21]","['2:7', '2:9', '2:12', '2:13', '2:21']","['Ö. Ilyasoglu', 'R. Badzim', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,415.1,459.0,"[3, 5, 11, 12, 21]",3|5|11|12|21,7,7,7,3,4,-1,42.857142857142854,57.142857142857146,3,10:00:00,3,07:12:00,38,52,41,56,Unknownx5,5,3|5|11|12|21,2:3|2:5|2:11|2:12|2:21,"[3, 5, 11, 12, 21]","['2:3', '2:5', '2:11', '2:12', '2:21']","['E. Tanisan', 'M. Agva', 'S. Griffin', 'M. Cazalon', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,459.1,517.0,"[3, 5, 9, 12, 21]",3|5|9|12|21,10,10,9,3,15,-12,30.0,166.66666666666666,3,07:12:00,3,03:25:00,41,56,44,71,Unknownx5,5,3|5|9|12|21,2:3|2:5|2:9|2:12|2:21,"[3, 5, 9, 12, 21]","['2:3', '2:5', '2:9', '2:12', '2:21']","['E. Tanisan', 'M. Agva', 'R. Badzim', 'M. Cazalon', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,517.1,534.0,"[5, 7, 9, 13, 21]",5|7|9|13|21,3,3,3,3,2,1,100.0,66.66666666666667,3,03:25:00,3,01:59:00,44,71,47,73,Unknownx5,5,5|7|9|13|21,2:5|2:7|2:9|2:13|2:21,"[5, 7, 9, 13, 21]","['2:5', '2:7', '2:9', '2:13', '2:21']","['M. Agva', 'Ö. Ilyasoglu', 'R. Badzim', 'J. Hawkins', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,534.1,573.0,"[7, 9, 10, 13, 21]",7|9|10|13|21,5,5,6,5,4,1,100.0,66.66666666666667,3,01:59:00,4,10:00:00,47,73,52,77,Unknownx5,5,7|9|10|13|21,2:7|2:9|2:10|2:13|2:21,"[7, 9, 10, 13, 21]","['2:7', '2:9', '2:10', '2:13', '2:21']","['Ö. Ilyasoglu', 'R. Badzim', 'J. Roberts', 'J. Hawkins', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,573.1,647.0,"[3, 9, 12, 13, 21]",3|9|12|13|21,12,12,11,9,8,1,75.0,72.72727272727273,4,10:00:00,4,05:52:00,52,77,61,85,Unknownx5,5,3|9|12|13|21,2:3|2:9|2:12|2:13|2:21,"[3, 9, 12, 13, 21]","['2:3', '2:9', '2:12', '2:13', '2:21']","['E. Tanisan', 'R. Badzim', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,647.1,666.0,"[5, 9, 12, 13, 21]",5|9|12|13|21,2,2,2,0,0,0,0.0,0.0,4,05:52:00,4,05:02:00,61,85,61,85,Unknownx5,5,5|9|12|13|21,2:5|2:9|2:12|2:13|2:21,"[5, 9, 12, 13, 21]","['2:5', '2:9', '2:12', '2:13', '2:21']","['M. Agva', 'R. Badzim', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,666.1,688.0,"[5, 11, 12, 13, 21]",5|11|12|13|21,4,4,4,2,0,2,50.0,0.0,4,05:02:00,4,04:22:00,61,85,63,85,Unknownx5,5,5|11|12|13|21,2:5|2:11|2:12|2:13|2:21,"[5, 11, 12, 13, 21]","['2:5', '2:11', '2:12', '2:13', '2:21']","['M. Agva', 'S. Griffin', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,688.1,728.0,"[4, 5, 11, 12, 13]",4|5|11|12|13,10,10,10,9,5,4,90.0,50.0,4,04:22:00,4,00:00:00,63,85,72,90,Unknownx5,5,4|5|11|12|13,2:4|2:5|2:11|2:12|2:13,"[4, 5, 11, 12, 13]","['2:4', '2:5', '2:11', '2:12', '2:13']","['E. Paltaci', 'M. Agva', 'S. Griffin', 'M. Cazalon', 'J. Hawkins']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
