possession_id,period,start_action,end_action,owner_tno,end_reason,pts_owner,pts_against,owner_team_name,net_pts
0,1,1,6,,,0,0,,0
1,1,7,7,1.0,score,3,0,ANADOLU EFES,3
2,1,8,9,2.0,score,3,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,3
3,1,10,16,1.0,made_ft,1,0,ANADOLU EFES,1
4,1,17,18,2.0,made_ft_last,1,1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
5,1,20,20,1.0,score,2,2,ANADOLU EFES,0
6,1,21,22,2.0,score,2,2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
7,1,23,26,1.0,def_reb,0,0,ANADOLU EFES,0
8,1,29,29,2.0,turnover,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
9,1,34,36,1.0,made_ft,1,0,ANADOLU EFES,1
10,1,37,38,2.0,made_ft_last,1,1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
11,1,39,44,1.0,def_reb,0,0,ANADOLU EFES,0
12,1,45,45,2.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
13,1,49,49,1.0,turnover,0,0,ANADOLU EFES,0
14,1,51,51,2.0,score,3,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,3
15,1,52,53,1.0,def_reb,0,0,ANADOLU EFES,0
16,1,54,54,2.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
17,1,55,55,1.0,def_reb,0,0,ANADOLU EFES,0
18,1,56,56,2.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
19,1,57,57,1.0,score,3,0,ANADOLU EFES,3
20,1,58,60,2.0,turnover,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
21,1,63,63,1.0,score,2,0,ANADOLU EFES,2
22,1,64,66,2.0,made_ft_last,1,1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
23,1,68,71,1.0,def_reb,0,0,ANADOLU EFES,0
24,1,72,72,2.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
25,1,73,73,1.0,turnover,0,0,ANADOLU EFES,0
26,1,74,79,2.0,turnover,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
27,1,80,81,1.0,score,2,0,ANADOLU EFES,2
28,1,83,87,2.0,made_ft,1,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,1
29,1,88,88,1.0,made_ft_last,1,1,ANADOLU EFES,0
30,1,90,90,2.0,score,3,3,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
31,1,91,96,1.0,def_reb,0,0,ANADOLU EFES,0
32,1,97,97,2.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
33,1,99,99,1.0,score,2,0,ANADOLU EFES,2
34,1,100,112,2.0,made_ft_last,1,1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
35,1,114,114,1.0,def_reb,0,0,ANADOLU EFES,0
36,1,115,115,2.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
37,1,116,116,1.0,score,2,0,ANADOLU EFES,2
38,1,117,117,2.0,score,3,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,3
39,1,118,119,1.0,def_reb,0,0,ANADOLU EFES,0
40,1,120,120,2.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
41,1,121,121,1.0,def_reb,0,0,ANADOLU EFES,0
42,1,122,122,2.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
43,1,123,123,1.0,def_reb,0,0,ANADOLU EFES,0
44,1,124,124,2.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
45,1,128,135,1.0,score,3,3,ANADOLU EFES,0
46,1,136,139,2.0,score,3,3,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
47,1,140,143,1.0,turnover,0,0,ANADOLU EFES,0
